ecmf prod rf 2001121200 20161212 11 046
0024 em 00 -0.372  1.687  1.727 7
0024 cf 00 -0.408  1.761  1.808 7
0024 pf 01 -0.317  1.531  1.563 7
0024 pf 02 -0.439  1.813  1.865 7
0024 pf 03 -0.311  1.587  1.617 7
0024 pf 04 -0.315  1.628  1.658 7
0024 pf 05 -0.213  1.665  1.679 7
0024 pf 06 -0.491  1.594  1.668 7
0024 pf 07 -0.381  1.734  1.775 7
0024 pf 08 -0.375  1.658  1.700 7
0024 pf 09 -0.434  1.825  1.876 7
0024 pf 10 -0.249  1.636  1.655 7
0048 em 00 -0.643  1.640  1.762 7
0048 cf 00 -0.648  1.581  1.709 7
0048 pf 01 -0.609  1.601  1.713 7
0048 pf 02 -0.733  1.746  1.894 7
0048 pf 03 -0.529  1.671  1.753 7
0048 pf 04 -0.619  1.625  1.739 7
0048 pf 05 -0.442  1.700  1.756 7
0048 pf 06 -0.679  1.414  1.569 7
0048 pf 07 -0.694  1.702  1.838 7
0048 pf 08 -0.878  1.627  1.849 7
0048 pf 09 -0.636  1.670  1.787 7
0048 pf 10 -0.406  1.599  1.650 7
0072 em 00 -0.558  1.329  1.441 7
0072 cf 00 -0.609  1.292  1.428 7
0072 pf 01 -0.490  1.233  1.327 7
0072 pf 02 -0.734  1.468  1.641 7
0072 pf 03 -0.515  1.386  1.479 7
0072 pf 04 -0.548  1.191  1.311 7
0072 pf 05 -0.318  1.449  1.483 7
0072 pf 06 -0.599  1.241  1.378 7
0072 pf 07 -0.461  1.206  1.292 7
0072 pf 08 -0.590  1.282  1.411 7
0072 pf 09 -0.603  1.488  1.606 7
0072 pf 10 -0.479  1.333  1.416 7
0096 em 00 -0.463  1.428  1.501 7
0096 cf 00 -0.596  1.356  1.481 7
0096 pf 01 -0.481  1.523  1.597 7
0096 pf 02 -0.582  1.598  1.701 7
0096 pf 03 -0.430  1.411  1.475 7
0096 pf 04 -0.354  1.213  1.264 7
0096 pf 05 -0.205  1.629  1.642 7
0096 pf 06 -0.230  1.150  1.173 7
0096 pf 07 -0.488  1.418  1.500 7
0096 pf 08 -0.573  1.335  1.453 7
0096 pf 09 -0.503  1.394  1.482 7
0096 pf 10 -0.466  1.657  1.721 7
0120 em 00 -0.552  1.245  1.361 7
0120 cf 00 -0.650  1.176  1.344 7
0120 pf 01 -0.710  1.195  1.390 7
0120 pf 02 -0.746  1.356  1.548 7
0120 pf 03 -0.691  1.337  1.505 7
0120 pf 04 -0.334  1.120  1.168 7
0120 pf 05 -0.477  1.540  1.613 7
0120 pf 06 -0.110  1.157  1.162 7
0120 pf 07 -0.501  1.197  1.298 7
0120 pf 08 -0.661  1.037  1.230 7
0120 pf 09 -0.458  1.211  1.295 7
0120 pf 10 -0.545  1.376  1.480 7
0144 em 00 -0.817  1.158  1.417 7
0144 cf 00 -0.902  1.018  1.360 7
0144 pf 01 -0.788  0.767  1.100 8
0144 pf 02 -1.029  1.332  1.684 7
0144 pf 03 -0.906  1.305  1.589 7
0144 pf 04 -0.578  1.128  1.267 7
0144 pf 05 -0.829  1.270  1.517 7
0144 pf 06 -0.442  1.226  1.304 7
0144 pf 07 -0.736  1.152  1.367 7
0144 pf 08 -1.007  0.955  1.388 8
