ecmf prod rf 2007110900 20151109 11 046
0024 em 00  0.321  0.270  0.419 5
0024 cf 00  0.364  0.328  0.490 5
0024 pf 01  0.081  0.264  0.276 6
0024 pf 02  0.472  0.182  0.506 5
0024 pf 03  0.309  0.159  0.347 5
0024 pf 04  0.265  0.314  0.411 6
0024 pf 05  0.259  0.363  0.446 6
0024 pf 06  0.342  0.187  0.390 5
0024 pf 07  0.425  0.386  0.574 5
0024 pf 08  0.392  0.231  0.455 5
0024 pf 09  0.421  0.382  0.568 5
0024 pf 10  0.172  0.290  0.337 6
0048 em 00  0.492  0.297  0.575 5
0048 cf 00  0.527  0.293  0.603 5
0048 pf 01  0.283  0.218  0.357 5
0048 pf 02  0.693  0.326  0.766 5
0048 pf 03  0.542  0.207  0.580 5
0048 pf 04  0.454  0.326  0.559 5
0048 pf 05  0.408  0.457  0.613 6
0048 pf 06  0.499  0.326  0.596 5
0048 pf 07  0.583  0.430  0.725 5
0048 pf 08  0.495  0.220  0.542 5
0048 pf 09  0.441  0.274  0.519 5
0048 pf 10  0.424  0.299  0.519 5
0072 em 00  0.620  0.497  0.795 5
0072 cf 00  0.631  0.486  0.796 5
0072 pf 01  0.392  0.573  0.694 6
0072 pf 02  0.770  0.551  0.947 5
0072 pf 03  0.613  0.525  0.807 5
0072 pf 04  0.766  0.498  0.914 5
0072 pf 05  0.389  0.555  0.678 6
0072 pf 06  0.854  0.408  0.946 5
0072 pf 07  0.543  0.706  0.891 6
0072 pf 08  0.730  0.348  0.809 5
0072 pf 09  0.546  0.477  0.725 5
0072 pf 10  0.512  0.400  0.650 5
0096 em 00  0.851  0.672  1.084 5
0096 cf 00  0.858  0.680  1.095 5
0096 pf 01  0.594  0.909  1.086 6
0096 pf 02  0.986  0.772  1.252 5
0096 pf 03  0.659  0.720  0.976 6
0096 pf 04  1.038  0.692  1.248 5
0096 pf 05  0.713  0.746  1.032 6
0096 pf 06  0.980  0.887  1.322 5
0096 pf 07  0.915  0.609  1.099 5
0096 pf 08  1.025  0.357  1.085 5
0096 pf 09  0.699  0.559  0.895 5
0096 pf 10  0.802  0.483  0.936 5
0120 em 00  0.949  0.664  1.158 5
0120 cf 00  0.922  0.755  1.191 5
0120 pf 01  0.707  0.763  1.040 6
0120 pf 02  1.000  0.616  1.174 5
0120 pf 03  0.915  0.747  1.181 5
0120 pf 04  0.872  0.787  1.174 5
0120 pf 05  0.790  0.547  0.961 5
0120 pf 06  0.776  0.865  1.162 6
0120 pf 07  0.978  0.462  1.082 5
0120 pf 08  1.373  0.319  1.410 5
0120 pf 09  1.038  0.754  1.283 5
0120 pf 10  0.960  0.679  1.176 5
0144 em 00  0.911  0.865  1.256 5
0144 cf 00  0.851  0.859  1.209 6
0144 pf 01  0.656  0.827  1.056 6
0144 pf 02  1.049  0.924  1.398 5
0144 pf 03  0.869  0.786  1.172 5
0144 pf 04  0.807  0.833  1.160 6
0144 pf 05  0.605  0.679  0.909 6
0144 pf 06  0.720  1.029  1.256 6
0144 pf 07  1.210  0.888  1.501 5
0144 pf 08  1.426  0.817  1.643 5
0144 pf 09  0.879  1.132  1.433 6
0144 pf 10  0.801  0.687  1.055 5
0168 em 00  0.864  1.103  1.401 6
0168 cf 00  0.818  1.060  1.339 6
0168 pf 01  0.813  1.120  1.384 6
0168 pf 02  0.783  1.187  1.422 6
0168 pf 03  0.854  1.182  1.458 6
0168 pf 04  0.764  1.035  1.286 6
0168 pf 05  0.765  0.675  1.021 5
0168 pf 06  0.748  1.190  1.405 6
0168 pf 07  0.952  0.966  1.356 6
0168 pf 08  1.273  1.304  1.822 6
0168 pf 09  0.781  1.295  1.512 6
0168 pf 10  0.778  1.044  1.302 6
0192 em 00  0.870  1.260  1.532 6
0192 cf 00  0.716  1.101  1.314 6
0192 pf 01  0.745  1.301  1.499 6
0192 pf 02  0.475  1.142  1.236 6
0192 pf 03  0.713  0.998  1.227 6
0192 pf 04  1.062  1.236  1.629 6
0192 pf 05  0.723  0.868  1.130 6
0192 pf 06  0.948  1.454  1.736 6
0192 pf 07  1.046  1.421  1.765 6
0192 pf 08  1.210  1.454  1.892 6
0192 pf 09  0.673  1.567  1.706 6
0192 pf 10  1.050  1.211  1.603 6
0216 em 00  0.753  1.329  1.528 6
0216 cf 00  0.560  1.017  1.161 6
0216 pf 01  0.736  1.216  1.421 6
0216 pf 02  0.314  0.980  1.030 6
0216 pf 03  0.727  0.898  1.155 6
0216 pf 04  0.954  1.434  1.722 6
0216 pf 05  0.618  1.005  1.180 6
0216 pf 06  1.044  1.672  1.971 6
0216 pf 07  0.714  1.616  1.767 6
0216 pf 08  1.040  1.423  1.762 6
0216 pf 09  0.491  1.789  1.855 6
0216 pf 10  0.862  1.434  1.673 6
0240 em 00  0.695  1.189  1.377 6
0240 cf 00  0.452  0.860  0.971 6
0240 pf 01  0.665  1.164  1.341 6
0240 pf 02  0.558  0.808  0.982 6
0240 pf 03  0.392  0.751  0.847 6
0240 pf 04  0.818  1.354  1.582 6
0240 pf 05  0.403  0.940  1.022 6
0240 pf 06  0.985  1.541  1.829 6
0240 pf 07  0.810  1.542  1.741 6
0240 pf 08  0.911  1.026  1.372 6
0240 pf 09  0.463  1.480  1.551 6
0240 pf 10  0.965  1.467  1.756 6
0264 em 00  0.757  1.268  1.477 6
0264 cf 00  0.477  0.873  0.994 6
0264 pf 01  0.987  1.346  1.669 6
0264 pf 02  0.812  0.743  1.101 5
0264 pf 03  0.602  0.743  0.956 6
0264 pf 04  0.971  1.529  1.811 6
0264 pf 05  0.688  0.606  0.917 5
0264 pf 06  0.810  1.812  1.985 6
0264 pf 07  0.604  1.589  1.700 6
0264 pf 08  0.887  1.076  1.395 6
0264 pf 09  0.464  1.519  1.588 6
0264 pf 10  0.784  1.952  2.104 6
0288 em 00  0.573  1.225  1.352 6
0288 cf 00  0.222  0.795  0.825 6
0288 pf 01  0.985  1.458  1.760 6
0288 pf 02  0.485  0.723  0.870 6
0288 pf 03  0.854  0.737  1.128 5
0288 pf 04  0.766  1.469  1.656 6
0288 pf 05  0.721  0.617  0.949 5
0288 pf 06  0.767  1.856  2.008 6
0288 pf 07  0.433  1.355  1.422 6
0288 pf 08  0.552  1.202  1.322 6
0288 pf 09  0.060  1.207  1.208 6
0288 pf 10  0.230  1.887  1.901 6
0312 em 00  0.338  1.223  1.269 6
