ecmf prod rf 2016022200 20180222 11 046
0024 em 00 -1.301  2.391  2.722 7
0024 cf 00 -1.349  2.395  2.749 7
0024 pf 01 -1.309  2.356  2.695 7
0024 pf 02 -1.418  2.459  2.839 7
0024 pf 03 -1.166  2.474  2.735 7
0024 pf 04 -1.344  2.376  2.730 7
0024 pf 05 -1.273  2.322  2.648 7
0024 pf 06 -1.298  2.420  2.746 7
0024 pf 07 -1.426  2.218  2.637 7
0024 pf 08 -1.270  2.309  2.635 7
0024 pf 09 -1.247  2.220  2.546 7
0024 pf 10 -1.244  2.486  2.780 7
0048 em 00 -1.561  2.246  2.735 7
0048 cf 00 -1.586  2.283  2.780 7
0048 pf 01 -1.497  2.285  2.732 7
0048 pf 02 -1.744  2.137  2.758 7
0048 pf 03 -1.434  2.245  2.664 7
0048 pf 04 -1.666  2.138  2.711 7
0048 pf 05 -1.423  2.164  2.590 7
0048 pf 06 -1.594  2.323  2.818 7
0048 pf 07 -1.785  2.166  2.806 7
0048 pf 08 -1.536  2.150  2.642 7
0048 pf 09 -1.530  2.266  2.734 7
0048 pf 10 -1.407  2.263  2.665 7
0072 em 00 -1.896  1.855  2.653 8
0072 cf 00 -1.907  1.769  2.601 8
0072 pf 01 -1.708  1.947  2.590 7
0072 pf 02 -2.009  1.635  2.590 8
0072 pf 03 -1.743  2.038  2.682 7
0072 pf 04 -2.017  1.702  2.639 8
0072 pf 05 -1.699  1.807  2.480 7
0072 pf 06 -2.017  2.047  2.874 7
0072 pf 07 -2.123  1.766  2.762 8
0072 pf 08 -1.956  1.694  2.588 8
0072 pf 09 -1.934  1.823  2.657 8
0072 pf 10 -1.749  1.904  2.585 7
0096 em 00 -1.951  1.904  2.726 8
0096 cf 00 -1.927  1.818  2.649 8
0096 pf 01 -1.915  2.001  2.770 7
0096 pf 02 -1.931  1.578  2.494 8
0096 pf 03 -1.783  2.195  2.828 7
0096 pf 04 -2.095  1.717  2.709 8
0096 pf 05 -1.641  1.910  2.518 7
0096 pf 06 -1.990  2.091  2.886 7
0096 pf 07 -2.265  1.781  2.881 8
0096 pf 08 -2.056  1.795  2.730 8
0096 pf 09 -2.080  1.934  2.840 8
0096 pf 10 -1.764  1.825  2.538 7
0120 em 00 -1.648  1.921  2.531 7
0120 cf 00 -1.697  1.842  2.504 7
0120 pf 01 -1.642  2.010  2.596 7
0120 pf 02 -1.606  1.776  2.395 7
0120 pf 03 -1.619  1.969  2.549 7
0120 pf 04 -1.857  1.878  2.641 7
0120 pf 05 -1.382  2.031  2.457 7
0120 pf 06 -1.788  1.990  2.675 7
0120 pf 07 -1.953  1.914  2.735 8
0120 pf 08 -1.562  1.573  2.216 7
0120 pf 09 -1.714  1.931  2.583 7
0120 pf 10 -1.325  1.938  2.348 7
0144 em 00 -1.483  1.783  2.320 7
0144 cf 00 -1.532  1.722  2.304 7
0144 pf 01 -1.539  1.776  2.350 7
0144 pf 02 -1.298  1.711  2.148 7
0144 pf 03 -1.450  1.925  2.410 7
0144 pf 04 -1.640  1.509  2.229 8
0144 pf 05 -1.199  1.915  2.260 7
0144 pf 06 -1.847  1.664  2.486 8
0144 pf 07 -1.826  1.854  2.603 7
0144 pf 08 -1.434  1.357  1.974 8
0144 pf 09 -1.469  2.005  2.486 7
0144 pf 10 -1.101  1.919  2.212 7
0168 em 00 -1.419  1.542  2.096 7
0168 cf 00 -1.507  1.586  2.187 7
0168 pf 01 -1.397  1.568  2.100 7
0168 pf 02 -1.176  1.285  1.742 7
0168 pf 03 -1.363  1.926  2.360 7
0168 pf 04 -1.532  1.082  1.875 8
0168 pf 05 -0.982  1.601  1.878 7
0168 pf 06 -1.878  1.325  2.299 8
0168 pf 07 -1.700  1.500  2.267 8
0168 pf 08 -1.374  1.313  1.901 8
0168 pf 09 -1.545  1.793  2.367 7
0168 pf 10 -1.166  1.739  2.094 7
0192 em 00 -1.529  1.364  2.049 8
0192 cf 00 -1.604  1.463  2.171 8
0192 pf 01 -1.774  1.528  2.341 8
0192 pf 02 -1.273  0.947  1.586 8
0192 pf 03 -1.338  1.901  2.325 7
0192 pf 04 -1.813  0.809  1.986 8
0192 pf 05 -1.260  1.480  1.943 7
0192 pf 06 -1.994  0.896  2.186 8
0192 pf 07 -1.746  1.215  2.127 8
0192 pf 08 -1.215  1.396  1.851 7
0192 pf 09 -1.544  1.550  2.188 7
0192 pf 10 -1.227  1.575  1.996 7
0216 em 00 -1.523  1.363  2.043 8
0216 cf 00 -1.558  1.453  2.131 8
0216 pf 01 -1.882  1.430  2.364 8
0216 pf 02 -1.422  1.069  1.779 8
0216 pf 03 -1.269  1.950  2.327 7
0216 pf 04 -1.852  1.020  2.114 8
0216 pf 05 -1.084  1.573  1.910 7
0216 pf 06 -1.950  0.957  2.172 8
0216 pf 07 -1.702  1.139  2.047 8
0216 pf 08 -1.174  1.379  1.811 7
0216 pf 09 -1.434  1.312  1.943 8
0216 pf 10 -1.353  1.462  1.992 7
0240 em 00 -1.474  1.250  1.932 8
0240 cf 00 -1.594  1.258  2.030 8
0240 pf 01 -1.614  1.412  2.145 8
0240 pf 02 -1.577  1.171  1.964 8
0240 pf 03 -0.867  1.978  2.159 7
0240 pf 04 -1.807  1.039  2.084 8
0240 pf 05 -1.181  1.771  2.129 7
0240 pf 06 -2.095  0.782  2.237 8
0240 pf 07 -1.488  0.608  1.608 8
0240 pf 08 -0.996  1.231  1.583 7
0240 pf 09 -1.565  1.201  1.973 8
0240 pf 10 -1.347  1.076  1.724 8
0264 em 00 -1.470  1.015  1.786 8
0264 cf 00 -1.587  0.989  1.870 8
0264 pf 01 -1.289  1.444  1.936 7
0264 pf 02 -1.624  0.862  1.839 8
0264 pf 03 -0.634  2.156  2.247 7
0264 pf 04 -1.803  0.665  1.922 8
0264 pf 05 -1.441  1.443  2.039 7
0264 pf 06 -1.922  0.579  2.008 8
0264 pf 07 -1.469  0.327  1.505 8
0264 pf 08 -1.144  0.929  1.474 8
0264 pf 09 -1.736  0.833  1.926 8
0264 pf 10 -1.410  0.728  1.587 8
0288 em 00 -1.406  0.774  1.605 8
0288 cf 00 -1.583  0.846  1.795 8
0288 pf 01 -0.974  1.216  1.558 7
0288 pf 02 -1.666  0.613  1.775 8
0288 pf 03 -0.363  2.176  2.206 7
0288 pf 04 -1.878  0.493  1.941 8
0288 pf 05 -1.409  1.023  1.741 8
0288 pf 06 -1.962  0.104  1.964 8
0288 pf 07 -1.361  0.363  1.408 8
0288 pf 08 -1.438  0.465  1.512 8
0288 pf 09 -1.648  0.485  1.718 8
0288 pf 10 -1.064  0.532  1.190 8
0312 em 00 -1.241  0.605  1.381 8
0312 cf 00 -1.503  0.748  1.679 8
0312 pf 01 -0.602  0.992  1.161 7
0312 pf 02 -1.381  0.231  1.400 8
0312 pf 03 -0.743  2.171  2.294 7
0312 pf 04 -1.540  0.244  1.559 8
0312 pf 05 -1.145  0.607  1.296 8
0312 pf 06 -1.574 -0.161  1.582 1
0312 pf 07 -1.175  0.353  1.227 8
0312 pf 08 -1.598  0.180  1.608 8
0312 pf 09 -1.363  0.381  1.416 8
0312 pf 10 -0.901  0.735  1.163 8
0336 em 00 -1.110  0.457  1.200 8
0336 cf 00 -1.338  0.806  1.562 8
0336 pf 01 -0.538  0.716  0.896 7
0336 pf 02 -1.256  0.040  1.256 8
0336 pf 03 -0.935  1.934  2.148 7
0336 pf 04 -1.449  0.171  1.459 8
0336 pf 05 -0.843  0.144  0.855 8
0336 pf 06 -1.220 -0.208  1.237 1
0336 pf 07 -1.049  0.235  1.075 8
0336 pf 08 -1.488 -0.083  1.490 1
0336 pf 09 -1.238  0.150  1.247 8
0336 pf 10 -0.711  0.971  1.204 7
0360 em 00 -0.916  0.254  0.951 8
0360 cf 00 -1.104  0.602  1.257 8
0360 pf 01 -0.417  0.757  0.865 7
0360 pf 02 -0.940 -0.218  0.965 1
0360 pf 03 -1.246  1.499  1.950 7
0360 pf 04 -1.128 -0.204  1.147 1
0360 pf 05 -0.479 -0.153  0.503 1
0360 pf 06 -0.802 -0.177  0.822 1
0360 pf 07 -0.828 -0.321  0.888 1
0360 pf 08 -1.314  0.045  1.315 8
0360 pf 09 -1.255  0.035  1.255 8
0360 pf 10 -0.436  0.805  0.915 7
0384 em 00 -0.865  0.108  0.871 8
0384 cf 00 -1.197  0.440  1.276 8
0384 pf 01 -0.531  0.868  1.018 7
0384 pf 02 -0.941 -0.310  0.991 1
0384 pf 03 -1.553  1.120  1.914 8
0384 pf 04 -1.200 -0.264  1.229 1
0384 pf 05 -0.253 -0.175  0.308 1
0384 pf 06 -0.360 -0.424  0.556 2
0384 pf 07 -0.693 -0.532  0.873 1
0384 pf 08 -1.049  0.051  1.050 8
0384 pf 09 -1.304 -0.153  1.313 1
0384 pf 10 -0.314  0.461  0.558 7
0408 em 00 -0.837 -0.002  0.837 1
0408 cf 00 -1.442  0.289  1.470 8
0408 pf 01 -0.426  1.072  1.153 7
0408 pf 02 -0.916 -0.459  1.025 1
0408 pf 03 -1.764  0.651  1.880 8
0408 pf 04 -1.198 -0.398  1.262 1
0408 pf 05 -0.464 -0.327  0.568 1
0408 pf 06  0.067 -0.295  0.303 3
0408 pf 07 -0.777 -0.870  1.167 2
0408 pf 08 -0.747  0.173  0.767 8
0408 pf 09 -1.004 -0.271  1.040 1
0408 pf 10 -0.405  0.323  0.519 8
0432 em 00 -0.712 -0.101  0.719 1
0432 cf 00 -1.474 -0.007  1.474 1
0432 pf 01 -0.619  1.084  1.248 7
0432 pf 02 -0.591 -0.869  1.050 2
0432 pf 03 -1.828  0.429  1.878 8
0432 pf 04 -1.204 -0.506  1.306 1
0432 pf 05 -0.080 -0.788  0.792 2
0432 pf 06  0.453  0.050  0.456 5
0432 pf 07 -0.712 -0.650  0.964 1
0432 pf 08 -0.600  0.249  0.650 8
0432 pf 09 -0.530 -0.467  0.706 1
0432 pf 10 -0.496  0.275  0.567 8
0456 em 00 -0.470 -0.228  0.522 1
0456 cf 00 -1.011 -0.252  1.042 1
0456 pf 01 -0.639  1.199  1.358 7
0456 pf 02 -0.161 -1.011  1.024 2
0456 pf 03 -1.369 -0.032  1.369 1
0456 pf 04 -1.107 -0.522  1.224 1
0456 pf 05 -0.078 -0.917  0.921 2
0456 pf 06  1.042  0.048  1.043 5
0456 pf 07 -0.401 -0.887  0.973 2
0456 pf 08 -0.572  0.028  0.573 8
0456 pf 09 -0.434 -0.505  0.666 2
0456 pf 10 -0.316  0.265  0.412 8
0480 em 00 -0.253 -0.352  0.433 2
0480 cf 00 -0.834 -0.510  0.977 1
0480 pf 01 -0.586  0.861  1.042 7
0480 pf 02  0.038 -1.194  1.194 3
0480 pf 03 -1.056 -0.020  1.056 1
0480 pf 04 -0.696 -0.742  1.017 2
0480 pf 05  0.085 -0.816  0.821 3
0480 pf 06  1.257 -0.085  1.260 4
0480 pf 07 -0.240 -0.832  0.866 2
0480 pf 08 -0.623  0.025  0.624 8
0480 pf 09 -0.134 -0.628  0.642 2
0480 pf 10  0.079  0.026  0.083 5
0504 em 00 -0.026 -0.368  0.369 2
0504 cf 00 -0.527 -0.652  0.839 2
0504 pf 01 -0.672  0.431  0.798 8
0504 pf 02  0.462 -1.099  1.192 3
0504 pf 03 -0.825 -0.103  0.832 1
0504 pf 04 -0.151 -0.649  0.667 2
0504 pf 05  0.343 -0.620  0.708 3
0504 pf 06  1.159 -0.030  1.159 4
0504 pf 07  0.078 -1.257  1.260 3
0504 pf 08 -0.613  0.150  0.631 8
0504 pf 09  0.302 -0.263  0.401 4
0504 pf 10  0.202 -0.000  0.202 4
0528 em 00  0.197 -0.301  0.360 3
0528 cf 00 -0.508 -0.627  0.807 2
0528 pf 01 -0.486  0.291  0.566 8
0528 pf 02  0.802 -0.746  1.095 4
0528 pf 03 -0.468  0.199  0.509 8
0528 pf 04  0.481 -0.679  0.832 3
0528 pf 05  0.645 -0.434  0.778 4
0528 pf 06  0.928  0.138  0.938 5
0528 pf 07  0.224 -1.447  1.464 3
0528 pf 08 -0.521  0.212  0.563 8
0528 pf 09  0.619 -0.236  0.663 4
0528 pf 10  0.440 -0.027  0.441 4
0552 em 00  0.335 -0.150  0.367 4
0552 cf 00 -0.629 -0.310  0.701 1
0552 pf 01 -0.186  0.179  0.258 8
0552 pf 02  0.992 -0.223  1.017 4
0552 pf 03 -0.327  0.290  0.437 8
0552 pf 04  0.814 -0.547  0.981 4
0552 pf 05  0.865 -0.199  0.888 4
0552 pf 06  0.948  0.502  1.073 5
0552 pf 07  0.421 -1.479  1.538 3
0552 pf 08 -0.535  0.201  0.572 8
0552 pf 09  0.548 -0.032  0.549 4
0552 pf 10  0.719 -0.087  0.724 4
0576 em 00  0.363 -0.019  0.364 4
0576 cf 00 -0.777 -0.036  0.778 1
0576 pf 01  0.141 -0.070  0.157 4
0576 pf 02  1.249 -0.255  1.275 4
0576 pf 03 -0.388  0.284  0.481 8
0576 pf 04  0.696 -0.256  0.742 4
