ecmf prod rf 2014022200 20180222 11 046
0024 em 00 -0.436  1.120  1.202 7
0024 cf 00 -0.481  1.161  1.257 7
0024 pf 01 -0.557  1.352  1.462 7
0024 pf 02 -0.465  0.990  1.093 7
0024 pf 03 -0.441  1.210  1.287 7
0024 pf 04 -0.430  1.139  1.218 7
0024 pf 05 -0.474  0.989  1.096 7
0024 pf 06 -0.487  1.061  1.168 7
0024 pf 07 -0.440  1.001  1.093 7
0024 pf 08 -0.219  1.179  1.199 7
0024 pf 09 -0.408  1.090  1.163 7
0024 pf 10 -0.329  1.062  1.112 7
0048 em 00 -0.992  1.273  1.614 7
0048 cf 00 -1.012  1.239  1.600 7
0048 pf 01 -1.287  1.405  1.905 7
0048 pf 02 -0.891  1.238  1.525 7
0048 pf 03 -1.026  1.227  1.600 7
0048 pf 04 -1.225  1.434  1.886 7
0048 pf 05 -0.781  1.151  1.391 7
0048 pf 06 -1.065  1.051  1.496 8
0048 pf 07 -0.983  1.118  1.489 7
0048 pf 08 -0.904  1.398  1.664 7
0048 pf 09 -0.763  1.298  1.506 7
0048 pf 10 -0.865  1.344  1.598 7
0072 em 00 -1.402  1.582  2.114 7
0072 cf 00 -1.450  1.520  2.100 7
0072 pf 01 -1.683  1.610  2.329 8
0072 pf 02 -1.336  1.464  1.982 7
0072 pf 03 -1.402  1.534  2.078 7
0072 pf 04 -1.485  1.818  2.348 7
0072 pf 05 -1.037  1.558  1.872 7
0072 pf 06 -1.444  1.229  1.896 8
0072 pf 07 -1.314  1.547  2.030 7
0072 pf 08 -1.328  1.809  2.244 7
0072 pf 09 -1.447  1.448  2.047 7
0072 pf 10 -1.376  1.713  2.197 7
0096 em 00 -1.691  1.971  2.596 7
0096 cf 00 -1.735  1.914  2.584 7
0096 pf 01 -1.956  1.898  2.725 8
0096 pf 02 -1.600  1.952  2.524 7
0096 pf 03 -1.629  2.072  2.636 7
0096 pf 04 -1.676  2.178  2.748 7
0096 pf 05 -1.487  1.918  2.427 7
0096 pf 06 -1.533  1.527  2.164 8
0096 pf 07 -1.552  1.982  2.517 7
0096 pf 08 -1.751  2.157  2.778 7
0096 pf 09 -1.876  1.978  2.726 7
0096 pf 10 -1.676  1.892  2.528 7
0120 em 00 -1.906  2.014  2.773 7
0120 cf 00 -1.940  1.943  2.746 7
0120 pf 01 -2.014  1.883  2.757 8
0120 pf 02 -1.878  1.999  2.743 7
0120 pf 03 -1.865  2.242  2.916 7
0120 pf 04 -1.932  2.216  2.940 7
0120 pf 05 -1.674  2.021  2.624 7
0120 pf 06 -1.508  1.761  2.319 7
0120 pf 07 -1.728  1.995  2.639 7
0120 pf 08 -2.252  2.067  3.057 8
0120 pf 09 -2.106  2.047  2.937 8
0120 pf 10 -1.947  1.781  2.639 8
0144 em 00 -1.743  1.947  2.613 7
0144 cf 00 -1.836  1.797  2.570 8
0144 pf 01 -1.833  1.889  2.633 7
0144 pf 02 -1.768  1.984  2.657 7
0144 pf 03 -1.680  2.139  2.720 7
0144 pf 04 -1.577  1.704  2.322 7
0144 pf 05 -1.447  2.014  2.479 7
0144 pf 06 -1.452  1.811  2.321 7
0144 pf 07 -1.834  1.864  2.615 7
0144 pf 08 -1.994  2.053  2.862 7
0144 pf 09 -1.805  2.204  2.849 7
0144 pf 10 -1.869  1.770  2.574 8
0168 em 00 -1.710  1.850  2.520 7
0168 cf 00 -1.763  1.578  2.366 8
0168 pf 01 -1.857  1.756  2.556 8
0168 pf 02 -1.673  1.818  2.471 7
0168 pf 03 -1.766  1.945  2.627 7
0168 pf 04 -1.580  1.506  2.183 8
0168 pf 05 -1.374  1.954  2.388 7
0168 pf 06 -1.496  1.677  2.248 7
0168 pf 07 -1.756  1.976  2.643 7
0168 pf 08 -2.000  2.144  2.932 7
0168 pf 09 -1.594  2.103  2.639 7
0168 pf 10 -1.904  1.745  2.582 8
0192 em 00 -1.681  1.722  2.407 7
0192 cf 00 -1.687  1.532  2.279 8
0192 pf 01 -1.913  1.589  2.487 8
0192 pf 02 -1.480  1.667  2.229 7
0192 pf 03 -1.826  1.871  2.615 7
0192 pf 04 -1.505  1.585  2.185 7
0192 pf 05 -1.506  1.849  2.385 7
0192 pf 06 -1.417  1.506  2.068 7
