ecmf prod rf 2003042800 20160428 11 046
0024 em 00  0.117 -1.487  1.491 3
0096 pf 06  0.632 -1.246  1.397 3
0096 pf 07  0.336 -1.273  1.316 3
0096 pf 08  0.900 -0.998  1.344 3
0096 pf 09  0.953 -1.016  1.393 3
0096 pf 10  0.889 -1.317  1.589 3
0120 em 00  0.683 -0.720  0.992 3
0120 cf 00  0.762 -0.689  1.027 4
0120 pf 01  0.793 -0.711  1.065 4
0120 pf 02  0.670 -0.663  0.943 4
0120 pf 03  0.528 -0.256  0.586 4
0120 pf 04  0.508 -0.666  0.838 3
0120 pf 05  0.562 -0.722  0.914 3
0120 pf 06  0.595 -0.809  1.004 3
0120 pf 07  0.332 -1.059  1.110 3
0120 pf 08  0.893 -0.617  1.085 4
0120 pf 09  0.967 -0.809  1.261 4
0120 pf 10  0.924 -0.855  1.259 4
0144 em 00  0.791 -0.544  0.960 4
0144 cf 00  0.933 -0.573  1.095 4
0144 pf 01  0.865 -0.469  0.984 4
0144 pf 02  0.748 -0.527  0.915 4
0144 pf 03  0.529 -0.017  0.529 4
0144 pf 04  0.683 -0.478  0.833 4
0144 pf 05  0.493 -0.491  0.695 4
0144 pf 06  0.785 -0.685  1.041 4
0144 pf 07  0.509 -0.853  0.993 3
0144 pf 08  0.849 -0.596  1.037 4
0144 pf 09  1.004 -0.654  1.198 4
0144 pf 10  1.301 -0.596  1.431 4
0168 em 00  0.887 -0.611  1.077 4
0168 cf 00  1.058 -0.636  1.234 4
0168 pf 01  0.915 -0.479  1.033 4
0168 pf 02  0.828 -0.698  1.083 4
0168 pf 03  0.490 -0.152  0.513 4
0168 pf 04  0.705 -0.469  0.847 4
0168 pf 05  0.634 -0.662  0.917 3
0168 pf 06  1.192 -0.845  1.461 4
0168 pf 07  0.844 -0.774  1.145 4
0168 pf 08  0.842 -0.528  0.994 4
0168 pf 09  0.975 -0.692  1.195 4
0168 pf 10  1.229 -0.695  1.412 4
0192 em 00  0.822 -0.772  1.128 4
0192 cf 00  1.104 -0.827  1.379 4
0192 pf 01  0.884 -0.668  1.108 4
0192 pf 02  0.931 -0.776  1.212 4
0192 pf 03  0.498 -0.425  0.655 4
0192 pf 04  0.632 -0.897  1.097 3
0192 pf 05  0.500 -0.935  1.061 3
0192 pf 06  1.196 -0.890  1.491 4
0192 pf 07  0.775 -0.738  1.070 4
0192 pf 08  0.610 -0.565  0.832 4
0192 pf 09  0.812 -1.015  1.300 3
0192 pf 10  1.061 -0.645  1.242 4
0216 em 00  0.732 -0.887  1.150 3
0216 cf 00  0.935 -0.997  1.367 3
0216 pf 01  0.607 -0.874  1.064 3
0216 pf 02  0.952 -0.813  1.253 4
0216 pf 03  0.353 -0.426  0.553 3
0216 pf 04  0.644 -1.234  1.392 3
0216 pf 05  0.554 -1.242  1.360 3
0216 pf 06  1.251 -0.829  1.501 4
0216 pf 07  0.845 -0.777  1.147 4
0216 pf 08  0.464 -0.663  0.809 3
0216 pf 09  0.624 -1.033  1.207 3
0216 pf 10  0.786 -0.757  1.092 4
0240 em 00  0.758 -0.874  1.157 3
0240 cf 00  0.994 -0.882  1.329 4
0240 pf 01  0.670 -0.944  1.158 3
0240 pf 02  0.808 -0.679  1.056 4
0240 pf 03  0.345 -0.381  0.514 3
0240 pf 04  0.663 -1.228  1.395 3
0240 pf 05  0.594 -1.309  1.437 3
0240 pf 06  1.371 -0.690  1.535 4
0240 pf 07  0.868 -0.821  1.195 4
0240 pf 08  0.719 -0.847  1.110 3
0240 pf 09  0.568 -1.116  1.252 3
0240 pf 10  0.691 -0.610  0.922 4
0264 em 00  0.831 -0.848  1.188 3
0264 cf 00  1.201 -0.800  1.443 4
0264 pf 01  0.526 -0.893  1.037 3
0264 pf 02  0.927 -0.756  1.196 4
0264 pf 03  0.318 -0.361  0.481 3
0264 pf 04  0.881 -1.085  1.397 3
0264 pf 05  0.563 -1.221  1.345 3
0264 pf 06  1.442 -0.549  1.543 4
0264 pf 07  0.846 -0.786  1.155 4
0264 pf 08  0.796 -0.875  1.183 3
0264 pf 09  0.909 -1.157  1.472 3
0264 pf 10  0.695 -0.717  0.998 3
0288 em 00  1.041 -0.770  1.295 4
0288 cf 00  1.227 -0.624  1.377 4
0288 pf 01  0.591 -0.442  0.738 4
0288 pf 02  1.334 -0.797  1.554 4
0288 pf 03  0.443 -0.367  0.575 4
0288 pf 04  0.999 -1.099  1.485 3
0288 pf 05  0.912 -1.085  1.417 3
0288 pf 06  1.670 -0.462  1.733 4
0288 pf 07  0.975 -0.704  1.202 4
0288 pf 08  0.837 -0.911  1.237 3
0288 pf 09  1.463 -1.123  1.844 4
0288 pf 10  0.949 -0.728  1.196 4
0312 em 00  1.077 -0.731  1.302 4
0312 cf 00  1.181 -0.446  1.262 4
0312 pf 01  0.589 -0.497  0.771 4
0312 pf 02  1.552 -0.592  1.661 4
0312 pf 03  0.603 -0.496  0.781 4
0312 pf 04  1.017 -1.052  1.463 3
0312 pf 05  0.909 -0.871  1.259 4
0312 pf 06  1.503 -0.478  1.577 4
0312 pf 07  1.068 -0.805  1.337 4
0312 pf 08  0.861 -0.915  1.256 3
0312 pf 09  1.684 -0.990  1.953 4
0312 pf 10  0.840 -0.768  1.139 4
0336 em 00  1.001 -0.597  1.166 4
0336 cf 00  1.171 -0.192  1.187 4
0336 pf 01  0.390 -0.391  0.552 3
0336 pf 02  1.476 -0.079  1.478 4
0336 pf 03  0.546 -0.632  0.836 3
0336 pf 04  0.870 -1.120  1.418 3
0336 pf 05  0.827 -0.496  0.964 4
0336 pf 06  1.410 -0.132  1.416 4
0336 pf 07  0.837 -0.810  1.165 4
0336 pf 08  0.825 -0.991  1.289 3
0336 pf 09  1.723 -0.710  1.863 4
0336 pf 10  0.900 -0.880  1.258 4
0360 em 00  0.920 -0.426  1.014 4
0360 cf 00  0.927 -0.123  0.935 4
0360 pf 01  0.212 -0.448  0.496 3
0360 pf 02  1.117  0.277  1.151 5
0360 pf 03  0.566 -0.671  0.878 3
0360 pf 04  1.020 -0.923  1.376 4
0360 pf 05  0.576 -0.352  0.675 4
0360 pf 06  1.209  0.131  1.216 5
0360 pf 07  0.841 -0.433  0.946 4
0360 pf 08  0.647 -0.807  1.034 3
0360 pf 09  1.958 -0.342  1.987 4
0360 pf 10  1.010 -0.879  1.339 4
0384 em 00  0.938 -0.240  0.968 4
0384 cf 00  0.796 -0.086  0.801 4
0384 pf 01  0.254 -0.312  0.402 3
0384 pf 02  0.835  0.631  1.047 5
0384 pf 03  0.376 -0.387  0.540 3
0384 pf 04  1.253 -0.867  1.524 4
0384 pf 05  0.733 -0.473  0.872 4
0384 pf 06  1.325  0.404  1.385 5
0384 pf 07  0.778 -0.200  0.803 4
0384 pf 08  0.837 -0.698  1.090 4
0384 pf 09  1.939  0.082  1.940 5
0384 pf 10  1.105 -0.633  1.274 4
0408 em 00  1.014 -0.112  1.020 4
0408 cf 00  0.748 -0.069  0.751 4
0408 pf 01  0.696 -0.229  0.732 4
0408 pf 02  0.801  0.970  1.258 6
0408 pf 03  0.436 -0.210  0.484 4
0408 pf 04  1.287 -0.826  1.529 4
0408 pf 05  0.989 -0.594  1.154 4
0408 pf 06  1.307  0.618  1.446 5
0408 pf 07  0.662 -0.275  0.717 4
0408 pf 08  1.135 -0.605  1.286 4
0408 pf 09  2.009  0.554  2.083 5
0408 pf 10  0.992 -0.474  1.099 4
0432 em 00  1.082 -0.062  1.084 4
0432 cf 00  0.708 -0.222  0.742 4
0432 pf 01  0.940 -0.332  0.997 4
0432 pf 02  0.865  1.183  1.466 6
0432 pf 03  0.464 -0.147  0.487 4
0432 pf 04  1.521 -0.884  1.759 4
0432 pf 05  1.015 -0.550  1.154 4
0432 pf 06  1.308  0.854  1.563 5
0432 pf 07  0.626 -0.433  0.761 4
0432 pf 08  1.583 -0.374  1.626 4
0432 pf 09  1.823  0.602  1.920 5
0432 pf 10  0.933 -0.290  0.977 4
0456 em 00  0.969 -0.048  0.971 4
0456 cf 00  0.789 -0.144  0.802 4
0456 pf 01  0.719 -0.181  0.741 4
0456 pf 02  0.691  1.078  1.281 6
0456 pf 03  0.257  0.054  0.263 5
0456 pf 04  1.528 -0.826  1.737 4
0456 pf 05  1.062 -0.576  1.208 4
0456 pf 06  1.053  0.921  1.399 5
0456 pf 07  0.582 -0.715  0.922 3
0456 pf 08  1.374 -0.428  1.439 4
0456 pf 09  1.523  0.577  1.628 5
0456 pf 10  0.957 -0.198  0.978 4
0480 em 00  0.895  0.051  0.896 5
0480 cf 00  0.816 -0.196  0.839 4
0480 pf 01  0.895 -0.047  0.896 4
0480 pf 02  0.318  1.066  1.112 6
0480 pf 03  0.085  0.107  0.137 6
0480 pf 04  1.558 -0.603  1.670 4
0480 pf 05  1.091 -0.395  1.160 4
0480 pf 06  0.918  1.302  1.593 6
0480 pf 07  0.788 -0.764  1.097 4
0480 pf 08  1.424 -0.326  1.461 4
0480 pf 09  1.071  0.569  1.213 5
0480 pf 10  0.756 -0.061  0.759 4
0504 em 00  0.906  0.076  0.909 5
0504 cf 00  0.943 -0.001  0.943 4
0504 pf 01  1.007 -0.094  1.011 4
0504 pf 02  0.027  0.834  0.834 6
0504 pf 03  0.184 -0.136  0.229 4
0504 pf 04  1.488 -0.329  1.524 4
0504 pf 05  1.291 -0.021  1.291 4
0504 pf 06  0.803  1.250  1.486 6
0504 pf 07  1.072 -0.781  1.326 4
0504 pf 08  1.544 -0.067  1.545 4
0504 pf 09  0.838  0.488  0.970 5
0504 pf 10  0.632 -0.220  0.669 4
0528 em 00  0.962  0.116  0.969 5
0528 cf 00  0.896  0.070  0.899 5
0528 pf 01  1.294 -0.192  1.308 4
0528 pf 02 -0.097  0.712  0.719 7
0528 pf 03  0.267 -0.370  0.456 3
0528 pf 04  1.822 -0.033  1.823 4
0528 pf 05  1.616  0.080  1.618 5
0528 pf 06  0.530  1.292  1.397 6
0528 pf 07  1.534 -0.681  1.679 4
0528 pf 08  1.513  0.051  1.514 5
0528 pf 09  0.400  0.604  0.725 6
0528 pf 10  0.677 -0.198  0.705 4
0552 em 00  0.949  0.178  0.965 5
0552 cf 00  0.985  0.090  0.989 5
0552 pf 01  1.446 -0.047  1.447 4
0552 pf 02 -0.035  0.580  0.581 7
0552 pf 03  0.290 -0.491  0.570 3
0552 pf 04  1.830  0.286  1.852 5
0552 pf 05  1.627  0.049  1.628 5
0552 pf 06  0.124  1.264  1.270 6
0552 pf 07  1.593 -0.561  1.689 4
0552 pf 08  1.498  0.270  1.522 5
0552 pf 09  0.215  0.532  0.574 6
0552 pf 10  0.712  0.048  0.714 5
0576 em 00  0.915  0.237  0.946 5
0576 cf 00  0.889  0.192  0.909 5
0576 pf 01  1.417  0.167  1.427 5
0576 pf 02  0.156  0.395  0.425 6
0576 pf 03  0.448 -0.552  0.711 3
0576 pf 04  1.933  0.728  2.066 5
0576 pf 05  1.488  0.067  1.489 5
0576 pf 06 -0.107  1.053  1.059 7
0576 pf 07  1.662 -0.485  1.732 4
0576 pf 08  1.324  0.423  1.390 5
0576 pf 09  0.120  0.301  0.324 6
0576 pf 10  0.623  0.375  0.727 5
0600 em 00  0.913  0.306  0.963 5
0600 cf 00  0.698  0.236  0.737 5
0600 pf 01  1.442  0.217  1.458 5
0600 pf 02  0.239  0.473  0.530 6
0600 pf 03  0.686 -0.672  0.960 4
0600 pf 04  2.015  0.892  2.203 5
0600 pf 05  1.474  0.425  1.534 5
0600 pf 06 -0.260  0.750  0.794 7
0600 pf 07  1.556 -0.297  1.584 4
0600 pf 08  1.175  0.365  1.230 5
0600 pf 09  0.130  0.512  0.528 6
0600 pf 10  0.771  0.526  0.933 5
0624 em 00  1.003  0.489  1.116 5
0624 cf 00  0.925  0.529  1.065 5
0624 pf 01  1.332  0.505  1.424 5
0624 pf 02  0.392  0.603  0.720 6
0624 pf 03  1.012 -0.801  1.291 4
0624 pf 04  2.031  1.321  2.423 5
0624 pf 05  1.537  0.743  1.707 5
0624 pf 06 -0.402  0.693  0.802 7
0624 pf 07  1.653 -0.088  1.656 4
0624 pf 08  1.342  0.673  1.501 5
0624 pf 09  0.225  0.456  0.508 6
0624 pf 10  0.870  0.813  1.191 5
0648 em 00  0.978  0.695  1.200 5
0648 cf 00  1.250  0.770  1.468 5
0648 pf 01  1.226  0.683  1.404 5
0648 pf 02  0.342  0.721  0.798 6
0648 pf 03  1.323 -0.653  1.475 4
0648 pf 04  1.613  1.632  2.295 6
0648 pf 05  1.471  0.929  1.740 5
0648 pf 06 -0.445  0.439  0.625 8
0648 pf 07  1.619  0.427  1.674 5
0648 pf 08  1.165  0.956  1.507 5
0648 pf 09  0.246  0.397  0.467 6
0648 pf 10  0.852  1.412  1.649 6
0672 em 00  0.996  0.796  1.276 5
0672 cf 00  1.330  0.979  1.651 5
0672 pf 01  1.219  0.815  1.466 5
0672 pf 02  0.409  0.829  0.925 6
0672 pf 03  1.605 -0.424  1.660 4
0672 pf 04  1.054  1.953  2.219 6
0672 pf 05  1.395  0.818  1.617 5
0672 pf 06 -0.368  0.023  0.369 8
0672 pf 07  1.577  0.693  1.722 5
0672 pf 08  1.090  1.017  1.491 5
0672 pf 09  0.618  0.249  0.667 5
0672 pf 10  0.946  1.874  2.099 6
0696 em 00  0.858  0.889  1.236 6
0696 cf 00  1.017  1.113  1.508 6
0696 pf 01  0.955  0.993  1.378 6
0696 pf 02  0.252  0.828  0.865 6
0696 pf 03  1.831 -0.186  1.841 4
0696 pf 04  0.469  2.028  2.081 6
0696 pf 05  1.040  0.662  1.233 5
0696 pf 06 -0.242 -0.082  0.255 1
0696 pf 07  1.440  0.825  1.660 5
0696 pf 08  1.185  0.972  1.533 5
0696 pf 09  0.660  0.540  0.853 5
0696 pf 10  0.725  2.120  2.240 6
0720 em 00  0.745  1.022  1.265 6
0720 cf 00  0.567  1.222  1.347 6
0720 pf 01  0.649  1.155  1.325 6
0720 pf 02  0.119  0.634  0.645 6
0720 pf 03  2.078  0.134  2.082 5
0720 pf 04 -0.129  2.068  2.072 7
0720 pf 05  1.102  0.934  1.445 5
0720 pf 06  0.211 -0.067  0.221 4
0720 pf 07  1.121  1.217  1.655 6
0720 pf 08  1.237  1.014  1.600 5
0720 pf 09  0.668  0.730  0.990 6
0720 pf 10  0.475  2.160  2.212 6
0744 em 00  0.630  1.060  1.233 6
0744 cf 00  0.127  1.414  1.420 6
0744 pf 01  0.187  0.651  0.678 6
0744 pf 02  0.011  0.391  0.391 6
0744 pf 03  1.769  0.334  1.801 5
0744 pf 04 -0.246  2.125  2.139 7
0744 pf 05  1.244  1.174  1.711 5
0744 pf 06  0.491  0.186  0.525 5
0744 pf 07  0.631  1.342  1.483 6
0744 pf 08  1.580  1.104  1.927 5
0744 pf 09  0.699  0.804  1.065 6
0744 pf 10  0.345  2.067  2.096 6
0768 em 00  0.481  1.005  1.114 6
0768 cf 00 -0.003  1.615  1.615 7
0768 pf 01 -0.005  0.361  0.361 7
0768 pf 02 -0.061  0.249  0.257 7
0768 pf 03  1.360  0.337  1.401 5
0768 pf 04 -0.552  1.730  1.816 7
0768 pf 05  1.116  1.211  1.647 6
0768 pf 06  0.776  0.269  0.821 5
0768 pf 07  0.239  1.246  1.269 6
0768 pf 08  1.706  0.987  1.971 5
0768 pf 09  0.309  0.972  1.020 6
0768 pf 10  0.303  1.977  2.000 6
0792 em 00  0.361  0.861  0.934 6
0792 cf 00 -0.084  1.441  1.444 7
0792 pf 01 -0.023  0.489  0.489 7
0792 pf 02 -0.124  0.220  0.253 7
0792 pf 03  1.232  0.539  1.345 5
0792 pf 04 -0.689  1.520  1.669 7
0792 pf 05  0.623  0.880  1.078 6
0792 pf 06  0.735  0.055  0.737 5
0792 pf 07  0.441  0.852  0.959 6
0792 pf 08  1.634  0.856  1.845 5
0792 pf 09 -0.170  0.716  0.736 7
0792 pf 10  0.279  1.803  1.825 6
0816 em 00  0.253  0.702  0.746 6
0816 cf 00 -0.384  1.113  1.177 7
0816 pf 01 -0.020  0.706  0.707 7
0816 pf 02  0.033  0.107  0.112 6
0816 pf 03  1.137  0.654  1.311 5
0816 pf 04 -0.815  1.013  1.300 7
0816 pf 05  0.320  0.735  0.801 6
0816 pf 06  0.486 -0.314  0.579 4
0816 pf 07  0.698  0.666  0.965 5
0816 pf 08  1.658  0.991  1.931 5
0816 pf 09 -0.544  0.400  0.675 8
0816 pf 10  0.114  1.552  1.556 6
0840 em 00  0.113  0.619  0.629 6
0840 cf 00 -0.598  1.021  1.184 7
0840 pf 01 -0.260  0.977  1.011 7
0840 pf 02  0.360  0.314  0.478 5
0840 pf 03  0.648  0.672  0.934 6
0840 pf 04 -0.756  0.579  0.952 8
0840 pf 05 -0.034  0.751  0.752 7
0840 pf 06  0.417 -0.629  0.755 3
0840 pf 07  0.792  0.552  0.966 5
0840 pf 08  1.508  1.036  1.830 5
0840 pf 09 -0.752  0.070  0.756 8
0840 pf 10 -0.163  1.352  1.362 7
0864 em 00  0.081  0.529  0.535 6
0864 cf 00 -0.608  0.761  0.974 7
0864 pf 01 -0.423  1.015  1.100 7
0864 pf 02  0.706  0.527  0.881 5
0864 pf 03  0.401  0.760  0.859 6
0864 pf 04 -0.708  0.460  0.844 8
0864 pf 05 -0.195  0.710  0.736 7
0864 pf 06  0.495 -0.861  0.993 3
0864 pf 07  0.960  0.536  1.100 5
0864 pf 08  1.198  1.018  1.572 5
0864 pf 09 -0.640 -0.423  0.767 1
0864 pf 10 -0.350  1.221  1.270 7
0888 em 00  0.140  0.499  0.519 6
0888 cf 00 -0.515  0.410  0.658 8
0888 pf 01 -0.312  0.966  1.015 7
0888 pf 02  0.990  0.649  1.184 5
0888 pf 03  0.391  1.272  1.330 6
0888 pf 04 -0.715  0.512  0.879 8
0888 pf 05 -0.160  0.938  0.951 7
0888 pf 06  1.081 -1.075  1.524 4
0888 pf 07  0.738  0.472  0.876 5
0888 pf 08  0.983  1.160  1.520 6
0888 pf 09 -0.536 -0.799  0.962 2
0888 pf 10 -0.416  0.888  0.981 7
0912 em 00  0.148  0.376  0.404 6
0912 cf 00 -0.418 -0.104  0.430 1
0912 pf 01 -0.390  0.655  0.762 7
0912 pf 02  0.743  0.725  1.038 5
0912 pf 03  0.448  1.636  1.696 6
0912 pf 04 -0.428  0.780  0.889 7
0912 pf 05 -0.236  0.991  1.018 7
0912 pf 06  1.169 -1.172  1.655 3
0912 pf 07  0.539  0.163  0.563 5
0912 pf 08  1.085  1.315  1.705 6
0912 pf 09 -0.329 -1.177  1.223 2
0912 pf 10 -0.563  0.259  0.620 8
0936 em 00  0.130  0.361  0.383 6
0936 cf 00 -0.518 -0.230  0.567 1
0936 pf 01 -0.423  0.341  0.543 8
0936 pf 02  0.207  0.584  0.620 6
0936 pf 03  0.326  1.915  1.943 6
0936 pf 04 -0.040  0.629  0.630 7
0936 pf 05 -0.509  1.093  1.206 7
0936 pf 06  1.341 -0.939  1.637 4
0936 pf 07  0.527  0.139  0.545 5
0936 pf 08  1.207  1.500  1.926 6
0936 pf 09 -0.057 -1.257  1.258 2
0936 pf 10 -0.632  0.137  0.647 8
0960 em 00  0.147  0.381  0.409 6
0960 cf 00 -0.295 -0.190  0.351 1
0960 pf 01 -0.637  0.247  0.683 8
0960 pf 02 -0.072  0.294  0.303 7
0960 pf 03 -0.076  1.863  1.865 7
0960 pf 04  0.182  0.358  0.401 6
0960 pf 05 -0.431  1.135  1.214 7
0960 pf 06  1.781 -0.629  1.889 4
0960 pf 07  0.189  0.363  0.409 6
0960 pf 08  1.160  1.670  2.033 6
0960 pf 09  0.397 -0.964  1.043 3
0960 pf 10 -0.595  0.012  0.595 8
0984 em 00  0.153  0.429  0.455 6
0984 cf 00  0.017  0.052  0.054 6
0984 pf 01 -0.892  0.097  0.897 8
0984 pf 02 -0.158  0.200  0.255 7
0984 pf 03 -0.217  2.090  2.102 7
0984 pf 04  0.251  0.155  0.295 5
0984 pf 05 -0.793  1.114  1.367 7
0984 pf 06  2.011 -0.197  2.020 4
0984 pf 07  0.250  0.424  0.492 6
0984 pf 08  1.011  1.593  1.887 6
0984 pf 09  0.758 -0.949  1.214 3
0984 pf 10 -0.576  0.077  0.581 8
1008 em 00  0.263  0.475  0.543 6
1008 cf 00  0.188  0.305  0.359 6
1008 pf 01 -0.726  0.060  0.729 8
1008 pf 02  0.218  0.235  0.320 6
1008 pf 03 -0.335  1.848  1.878 7
1008 pf 04  0.037  0.030  0.047 5
1008 pf 05 -1.195  0.886  1.487 8
1008 pf 06  2.170  0.117  2.173 5
1008 pf 07  0.249  0.652  0.698 6
1008 pf 08  1.214  1.552  1.970 6
1008 pf 09  1.086 -0.617  1.249 4
1008 pf 10 -0.081  0.090  0.121 7
1032 em 00  0.188  0.541  0.573 6
1032 cf 00  0.440  0.370  0.574 5
1032 pf 01 -0.675  0.113  0.685 8
1032 pf 02  0.145  0.242  0.282 6
1032 pf 03 -0.598  1.723  1.824 7
1032 pf 04  0.011  0.315  0.315 6
1032 pf 05 -1.545  0.677  1.686 8
1032 pf 06  2.145  0.663  2.245 5
1032 pf 07 -0.266  0.509  0.574 7
1032 pf 08  1.070  1.572  1.901 6
1032 pf 09  1.173 -0.482  1.268 4
1032 pf 10  0.081  0.188  0.205 6
1056 em 00  0.144  0.583  0.601 6
1056 cf 00  0.408  0.245  0.476 5
1056 pf 01 -0.698  0.215  0.731 8
1056 pf 02  0.231  0.045  0.235 5
1056 pf 03 -0.938  1.349  1.643 7
1056 pf 04  0.556  0.491  0.742 5
1056 pf 05 -1.503  0.688  1.653 8
1056 pf 06  2.156  1.158  2.448 5
1056 pf 07 -0.670  0.407  0.784 8
1056 pf 08  0.862  1.840  2.032 6
1056 pf 09  1.125 -0.160  1.136 4
1056 pf 10 -0.048  0.061  0.078 7
1080 em 00 -0.016  0.541  0.541 7
1080 cf 00 -0.100  0.072  0.123 8
1080 pf 01 -0.920  0.150  0.932 8
1080 pf 02  0.071  0.062  0.094 5
1080 pf 03 -0.914  1.007  1.360 7
1080 pf 04  0.493  0.439  0.660 5
1080 pf 05 -1.548  0.541  1.640 8
1080 pf 06  1.936  1.350  2.360 5
1080 pf 07 -0.857  0.323  0.916 8
1080 pf 08  0.881  1.952  2.141 6
1080 pf 09  0.806 -0.220  0.835 4
1080 pf 10 -0.137  0.187  0.232 7
1104 em 00 -0.152  0.438  0.463 7
1104 cf 00 -0.500  0.039  0.502 8
1104 pf 01 -0.780  0.101  0.787 8
1104 pf 02  0.198 -0.023  0.199 4
1104 pf 03 -1.053  0.413  1.131 8
1104 pf 04  0.311  0.716  0.780 6
1104 pf 05 -1.740 -0.123  1.745 1
1104 pf 06  1.732  1.391  2.221 5
1104 pf 07 -0.993  0.130  1.002 8
1104 pf 08  0.593  1.966  2.053 6
1104 pf 09  0.738  0.005  0.738 5
1104 pf 10 -0.269  0.086  0.283 8
