ecmf prod rf 1998040700 20160407 11 046
0024 em 00  0.342 -1.110  1.162 3
0024 cf 00  0.296 -1.079  1.119 3
0024 pf 01  0.470 -0.949  1.059 3
0024 pf 02  0.408 -1.182  1.251 3
0024 pf 03  0.329 -1.105  1.154 3
0024 pf 04  0.152 -1.046  1.057 3
0024 pf 05  0.366 -1.076  1.137 3
0024 pf 06  0.368 -1.222  1.276 3
0024 pf 07  0.316 -1.162  1.204 3
0024 pf 08  0.461 -1.073  1.168 3
0024 pf 09  0.252 -1.227  1.252 3
0024 pf 10  0.318 -1.088  1.133 3
0048 em 00  0.465 -1.118  1.210 3
0048 cf 00  0.547 -1.164  1.286 3
0048 pf 01  0.550 -0.872  1.031 3
0048 pf 02  0.451 -1.183  1.266 3
0048 pf 03  0.425 -1.013  1.099 3
0048 pf 04  0.251 -1.095  1.123 3
0048 pf 05  0.430 -0.985  1.075 3
0048 pf 06  0.583 -1.288  1.414 3
0048 pf 07  0.507 -1.293  1.389 3
0048 pf 08  0.421 -1.125  1.201 3
0048 pf 09  0.567 -1.199  1.326 3
0048 pf 10  0.362 -1.059  1.120 3
0072 em 00  0.513 -1.079  1.195 3
0072 cf 00  0.598 -1.061  1.217 3
0072 pf 01  0.529 -0.922  1.063 3
0072 pf 02  0.626 -1.097  1.263 3
0072 pf 03  0.328 -1.014  1.066 3
0072 pf 04  0.264 -1.041  1.074 3
0072 pf 05  0.323 -0.875  0.933 3
0072 pf 06  0.707 -1.335  1.511 3
0072 pf 07  0.634 -1.204  1.361 3
0072 pf 08  0.512 -1.088  1.202 3
0072 pf 09  0.708 -1.152  1.352 3
0072 pf 10  0.374 -1.053  1.118 3
0096 em 00  0.659 -1.071  1.258 3
0096 cf 00  0.733 -0.994  1.235 3
0096 pf 01  0.400 -0.941  1.023 3
0096 pf 02  0.849 -1.090  1.382 3
0096 pf 03  0.503 -1.024  1.141 3
0096 pf 04  0.375 -1.195  1.253 3
0096 pf 05  0.463 -0.896  1.008 3
0096 pf 06  0.919 -1.408  1.682 3
0096 pf 07  0.877 -1.145  1.442 3
0096 pf 08  0.471 -0.906  1.021 3
0096 pf 09  1.039 -1.002  1.443 4
0096 pf 10  0.529 -1.117  1.236 3
0120 em 00  0.937 -0.921  1.314 4
0120 cf 00  1.055 -0.786  1.315 4
0120 pf 01  0.586 -0.922  1.093 3
0120 pf 02  1.046 -0.906  1.384 4
0120 pf 03  0.785 -1.034  1.298 3
0120 pf 04  0.732 -0.965  1.211 3
0120 pf 05  0.752 -0.822  1.114 3
0120 pf 06  1.327 -1.237  1.814 4
0120 pf 07  1.227 -0.982  1.571 4
0120 pf 08  0.690 -0.737  1.009 3
0120 pf 09  1.239 -0.662  1.405 4
0120 pf 10  0.766 -1.033  1.286 3
0144 em 00  0.944 -1.083  1.437 3
0144 cf 00  1.005 -0.973  1.399 4
0144 pf 01  0.630 -1.168  1.327 3
0144 pf 02  1.112 -0.971  1.476 4
0144 pf 03  0.901 -1.304  1.585 3
0144 pf 04  0.670 -1.058  1.253 3
0144 pf 05  0.812 -1.052  1.329 3
0144 pf 06  1.530 -1.336  2.031 4
0144 pf 07  1.132 -0.988  1.503 4
0144 pf 08  0.395 -0.956  1.034 3
0144 pf 09  1.200 -0.768  1.424 4
0144 pf 10  0.892 -1.268  1.550 3
0168 em 00  0.932 -1.175  1.500 3
0168 cf 00  0.963 -1.094  1.458 3
0168 pf 01  0.719 -1.240  1.434 3
0168 pf 02  0.974 -1.064  1.443 3
0168 pf 03  1.095 -1.371  1.755 3
0168 pf 04  0.727 -1.159  1.368 3
0168 pf 05  0.682 -1.231  1.408 3
0168 pf 06  1.640 -1.405  2.160 4
0168 pf 07  0.988 -0.998  1.404 3
0168 pf 08  0.391 -1.168  1.232 3
0168 pf 09  1.095 -0.751  1.328 4
0168 pf 10  0.873 -1.378  1.632 3
0192 em 00  1.025 -1.137  1.531 3
0192 cf 00  1.018 -1.019  1.441 3
0192 pf 01  0.884 -1.135  1.439 3
0192 pf 02  1.022 -0.947  1.393 4
0192 pf 03  1.038 -1.295  1.660 3
0192 pf 04  0.823 -1.351  1.582 3
0192 pf 05  0.838 -1.341  1.581 3
0192 pf 06  1.735 -1.206  2.113 4
0192 pf 07  0.874 -0.831  1.206 4
0192 pf 08  0.753 -1.360  1.554 3
0192 pf 09  1.064 -0.709  1.279 4
0192 pf 10  1.106 -1.255  1.673 3
0216 em 00  1.131 -1.027  1.528 4
0216 cf 00  1.051 -0.962  1.424 4
0216 pf 01  0.894 -0.985  1.330 3
0216 pf 02  0.906 -0.815  1.219 4
0216 pf 03  1.373 -1.074  1.744 4
0216 pf 04  0.935 -1.360  1.650 3
0216 pf 05  0.999 -1.132  1.510 3
0216 pf 06  1.924 -1.118  2.225 4
0216 pf 07  0.986 -0.657  1.185 4
0216 pf 08  1.074 -1.431  1.789 3
0216 pf 09  1.126 -0.660  1.305 4
0216 pf 10  1.080 -1.091  1.536 3
0240 em 00  1.189 -1.009  1.560 4
0240 cf 00  0.978 -0.952  1.365 4
0240 pf 01  1.006 -0.992  1.412 4
0240 pf 02  0.930 -0.788  1.219 4
0240 pf 03  1.609 -1.099  1.948 4
0240 pf 04  1.172 -1.590  1.975 3
0240 pf 05  1.116 -0.842  1.398 4
0240 pf 06  1.663 -0.860  1.872 4
0240 pf 07  0.746 -0.764  1.067 3
0240 pf 08  1.247 -1.388  1.866 3
0240 pf 09  1.314 -0.746  1.511 4
0240 pf 10  1.223 -1.082  1.633 4
0264 em 00  1.264 -0.968  1.592 4
0264 cf 00  1.052 -1.155  1.562 3
0264 pf 01  0.942 -0.870  1.283 4
0264 pf 02  0.964 -0.730  1.209 4
0264 pf 03  1.650 -1.049  1.955 4
0264 pf 04  1.486 -1.574  2.164 3
0264 pf 05  1.451 -0.883  1.699 4
0264 pf 06  1.390 -0.664  1.541 4
0264 pf 07  0.685 -0.863  1.102 3
0264 pf 08  1.596 -1.207  2.001 4
0264 pf 09  1.218 -0.807  1.461 4
0264 pf 10  1.388 -0.878  1.643 4
0288 em 00  1.233 -0.885  1.518 4
0288 cf 00  1.045 -1.157  1.559 3
0288 pf 01  1.030 -0.624  1.204 4
0288 pf 02  1.021 -0.608  1.188 4
0288 pf 03  1.363 -0.915  1.641 4
0288 pf 04  1.561 -1.448  2.129 4
0288 pf 05  1.496 -0.900  1.746 4
0288 pf 06  1.129 -0.607  1.282 4
0288 pf 07  0.518 -1.045  1.166 3
0288 pf 08  1.742 -1.055  2.037 4
0288 pf 09  1.233 -0.698  1.417 4
0288 pf 10  1.392 -0.715  1.565 4
0312 em 00  1.124 -0.747  1.349 4
0312 cf 00  1.039 -0.922  1.390 4
0312 pf 01  1.120 -0.614  1.277 4
0312 pf 02  0.629 -0.660  0.912 3
0312 pf 03  1.204 -0.582  1.337 4
0312 pf 04  1.584 -1.380  2.101 4
0312 pf 05  1.376 -0.747  1.566 4
0312 pf 06  1.013 -0.681  1.221 4
0312 pf 07  0.446 -0.955  1.054 3
0312 pf 08  1.647 -0.871  1.863 4
0312 pf 09  1.126 -0.454  1.214 4
0312 pf 10  1.180 -0.347  1.230 4
0336 em 00  1.091 -0.535  1.216 4
0336 cf 00  1.159 -0.642  1.325 4
0336 pf 01  1.163 -0.306  1.202 4
0336 pf 02  0.391 -0.455  0.600 3
0336 pf 03  1.064 -0.297  1.104 4
0336 pf 04  1.574 -0.786  1.760 4
0336 pf 05  1.552 -0.636  1.678 4
0336 pf 06  0.748 -0.790  1.088 3
0336 pf 07  0.648 -1.090  1.268 3
0336 pf 08  1.571 -0.496  1.647 4
0336 pf 09  0.916 -0.196  0.936 4
0336 pf 10  1.261 -0.173  1.273 4
0360 em 00  1.107 -0.380  1.170 4
0360 cf 00  1.236 -0.343  1.283 4
0360 pf 01  1.223 -0.028  1.224 4
0360 pf 02  0.185 -0.471  0.506 3
0360 pf 03  1.098  0.035  1.098 5
0360 pf 04  1.590 -0.737  1.752 4
0360 pf 05  1.561 -0.443  1.622 4
0360 pf 06  0.707 -0.600  0.928 4
0360 pf 07  0.710 -1.046  1.264 3
0360 pf 08  1.776 -0.360  1.812 4
0360 pf 09  0.801 -0.033  0.802 4
0360 pf 10  1.333 -0.136  1.340 4
0384 em 00  1.067 -0.302  1.109 4
0384 cf 00  1.212 -0.318  1.253 4
0384 pf 01  1.184  0.179  1.197 5
0384 pf 02 -0.165 -0.469  0.497 2
0384 pf 03  0.923 -0.013  0.923 4
0384 pf 04  1.547 -0.380  1.593 4
0384 pf 05  1.561 -0.354  1.601 4
0384 pf 06  0.689 -0.617  0.925 4
0384 pf 07  1.136 -0.808  1.394 4
0384 pf 08  1.891 -0.298  1.915 4
0384 pf 09  0.598  0.042  0.599 5
0384 pf 10  1.228 -0.239  1.251 4
0408 em 00  0.979 -0.393  1.055 4
0408 cf 00  1.132 -0.458  1.221 4
0408 pf 01  1.015 -0.065  1.017 4
0408 pf 02 -0.297 -0.525  0.604 2
0408 pf 03  0.804 -0.075  0.808 4
0408 pf 04  1.557 -0.408  1.609 4
0408 pf 05  1.392 -0.026  1.392 4
0408 pf 06  0.934 -0.649  1.137 4
0408 pf 07  1.306 -0.869  1.569 4
0408 pf 08  1.662 -0.548  1.750 4
0408 pf 09  0.331 -0.133  0.356 4
0408 pf 10  1.008 -0.489  1.120 4
0432 em 00  0.871 -0.410  0.963 4
0432 cf 00  1.057 -0.491  1.165 4
0432 pf 01  0.661 -0.270  0.714 4
0432 pf 02 -0.199 -0.743  0.769 2
0432 pf 03  0.424  0.057  0.428 5
0432 pf 04  1.493 -0.157  1.501 4
0432 pf 05  1.353  0.165  1.363 5
0432 pf 06  0.974 -0.511  1.100 4
0432 pf 07  1.433 -0.852  1.667 4
0432 pf 08  1.285 -0.946  1.596 4
0432 pf 09  0.162 -0.154  0.224 4
0432 pf 10  1.022 -0.529  1.151 4
0456 em 00  0.894 -0.406  0.982 4
0456 cf 00  1.291 -0.436  1.363 4
0456 pf 01  0.692 -0.254  0.737 4
0456 pf 02 -0.275 -0.944  0.984 2
0456 pf 03  0.577  0.022  0.578 5
0456 pf 04  1.474 -0.282  1.501 4
0456 pf 05  1.169  0.229  1.192 5
0456 pf 06  1.031 -0.372  1.096 4
0456 pf 07  1.353 -0.606  1.482 4
0456 pf 08  1.250 -1.052  1.634 4
0456 pf 09  0.143 -0.329  0.359 3
