ecmf prod rf 2014081200 20190812 11 046
0024 em 00 -1.047 -0.785  1.309 1
0024 cf 00 -1.042 -0.849  1.344 1
0024 pf 01 -0.943 -0.688  1.167 1
0024 pf 02 -1.271 -0.846  1.527 1
0024 pf 03 -0.974 -0.656  1.174 1
0024 pf 04 -1.056 -0.686  1.260 1
0024 pf 05 -1.032 -0.736  1.268 1
0024 pf 06 -0.919 -0.991  1.352 2
0024 pf 07 -1.133 -0.843  1.413 1
0024 pf 08 -0.957 -0.722  1.199 1
0024 pf 09 -1.044 -0.804  1.318 1
0024 pf 10 -0.980 -0.681  1.194 1
0048 em 00 -1.071 -0.871  1.380 1
0048 cf 00 -1.027 -0.930  1.385 1
0048 pf 01 -0.946 -0.795  1.235 1
0048 pf 02 -1.470 -0.850  1.698 1
0048 pf 03 -1.020 -0.769  1.277 1
0048 pf 04 -1.067 -0.703  1.277 1
0048 pf 05 -1.096 -0.660  1.279 1
0048 pf 06 -0.760 -1.068  1.311 2
0048 pf 07 -1.058 -1.121  1.541 2
0048 pf 08 -1.061 -0.753  1.301 1
0048 pf 09 -1.134 -0.956  1.483 1
0048 pf 10 -0.998 -0.821  1.293 1
0072 em 00 -1.062 -0.670  1.255 1
0072 cf 00 -1.018 -0.772  1.277 1
0072 pf 01 -1.045 -0.668  1.240 1
0072 pf 02 -1.466 -0.801  1.670 1
0072 pf 03 -1.075 -0.341  1.127 1
0072 pf 04 -0.738 -0.399  0.839 1
0072 pf 05 -1.026 -0.353  1.085 1
0072 pf 06 -0.687 -0.981  1.198 2
0072 pf 07 -1.061 -0.928  1.409 1
0072 pf 08 -1.245 -0.543  1.358 1
0072 pf 09 -1.095 -0.753  1.329 1
0072 pf 10 -1.095 -0.669  1.284 1
0096 em 00 -0.961 -0.566  1.115 1
0096 cf 00 -0.889 -0.694  1.128 1
0096 pf 01 -0.928 -0.664  1.141 1
0096 pf 02 -1.471 -0.600  1.588 1
0096 pf 03 -1.153 -0.276  1.186 1
0096 pf 04 -0.623 -0.297  0.690 1
0096 pf 05 -0.817 -0.293  0.868 1
0096 pf 06 -0.582 -0.753  0.951 2
0096 pf 07 -0.839 -0.910  1.238 2
0096 pf 08 -1.121 -0.539  1.243 1
0096 pf 09 -0.927 -0.474  1.042 1
0096 pf 10 -1.125 -0.565  1.259 1
0120 em 00 -0.836 -0.452  0.951 1
0120 cf 00 -0.729 -0.475  0.870 1
0120 pf 01 -0.692 -0.508  0.858 1
0120 pf 02 -1.374 -0.718  1.550 1
0120 pf 03 -1.072 -0.164  1.084 1
0120 pf 04 -0.636 -0.082  0.641 1
0120 pf 05 -0.587 -0.318  0.668 1
0120 pf 06 -0.333 -0.579  0.668 2
0120 pf 07 -0.700 -0.866  1.114 2
0120 pf 08 -1.180 -0.313  1.221 1
0120 pf 09 -0.825 -0.300  0.877 1
0120 pf 10 -0.985 -0.511  1.110 1
0144 em 00 -0.797 -0.337  0.865 1
0144 cf 00 -0.688 -0.345  0.770 1
0144 pf 01 -0.467 -0.265  0.537 1
0144 pf 02 -1.365 -0.651  1.512 1
0144 pf 03 -1.098  0.122  1.104 8
0144 pf 04 -0.656 -0.029  0.657 1
0144 pf 05 -0.615 -0.340  0.702 1
0144 pf 06 -0.211 -0.505  0.547 2
0144 pf 07 -0.551 -0.837  1.002 2
0144 pf 08 -1.365 -0.274  1.393 1
0144 pf 09 -0.756 -0.159  0.773 1
0144 pf 10 -0.924 -0.310  0.974 1
0168 em 00 -0.822 -0.283  0.870 1
0168 cf 00 -0.757 -0.281  0.807 1
0168 pf 01 -0.251 -0.227  0.338 1
0168 pf 02 -1.195 -0.497  1.294 1
0168 pf 03 -1.346  0.064  1.347 8
0168 pf 04 -0.705  0.053  0.707 8
0168 pf 05 -0.503 -0.259  0.566 1
0168 pf 06 -0.305 -0.410  0.511 2
0168 pf 07 -0.714 -0.741  1.029 2
0168 pf 08 -1.478 -0.466  1.549 1
0168 pf 09 -0.784 -0.195  0.808 1
0168 pf 10 -0.926 -0.055  0.928 1
0192 em 00 -0.728 -0.412  0.837 1
0192 cf 00 -0.802 -0.468  0.929 1
0192 pf 01 -0.198 -0.286  0.348 2
0192 pf 02 -1.087 -0.807  1.354 1
0192 pf 03 -1.379 -0.234  1.399 1
0192 pf 04 -0.310 -0.202  0.370 1
0192 pf 05 -0.215 -0.318  0.383 2
0192 pf 06 -0.318 -0.279  0.423 1
0192 pf 07 -0.786 -0.708  1.058 1
0192 pf 08 -1.240 -0.779  1.464 1
0192 pf 09 -0.749 -0.330  0.819 1
0192 pf 10 -0.837 -0.024  0.837 1
0216 em 00 -0.699 -0.401  0.806 1
0216 cf 00 -0.927 -0.443  1.027 1
0216 pf 01 -0.231 -0.259  0.347 2
0216 pf 02 -0.786 -0.710  1.059 1
0216 pf 03 -1.415 -0.114  1.420 1
0216 pf 04 -0.311 -0.255  0.402 1
0216 pf 05 -0.235  0.112  0.260 8
0216 pf 06 -0.499 -0.404  0.642 1
0216 pf 07 -0.842 -0.501  0.980 1
0216 pf 08 -1.125 -1.147  1.607 2
0216 pf 09 -0.622 -0.401  0.740 1
0216 pf 10 -0.618 -0.177  0.643 1
0240 em 00 -0.600 -0.316  0.679 1
0240 cf 00 -0.912 -0.378  0.987 1
0240 pf 01 -0.146  0.000  0.146 8
0240 pf 02 -0.558 -0.856  1.022 2
0240 pf 03 -1.164 -0.086  1.167 1
0240 pf 04 -0.112 -0.260  0.283 2
0240 pf 05 -0.242  0.370  0.442 7
0240 pf 06 -0.375 -0.527  0.647 2
0240 pf 07 -0.802 -0.333  0.869 1
0240 pf 08 -1.220 -0.940  1.541 1
0240 pf 09 -0.495 -0.194  0.532 1
0240 pf 10 -0.520 -0.175  0.549 1
0264 em 00 -0.584 -0.087  0.591 1
0264 cf 00 -0.946 -0.231  0.974 1
0264 pf 01 -0.130  0.286  0.314 7
0264 pf 02 -0.210 -0.658  0.691 2
0264 pf 03 -1.442 -0.133  1.448 1
0264 pf 04  0.216  0.066  0.226 5
0264 pf 05 -0.508  0.430  0.666 8
0264 pf 06 -0.638 -0.060  0.641 1
0264 pf 07 -0.637 -0.258  0.687 1
0264 pf 08 -1.153 -0.532  1.270 1
0264 pf 09 -0.538  0.128  0.553 8
0264 pf 10 -0.382  0.094  0.393 8
0288 em 00 -0.526  0.143  0.545 8
0288 cf 00 -0.841 -0.293  0.891 1
0288 pf 01  0.082  0.543  0.549 6
0288 pf 02  0.065 -0.758  0.761 3
0288 pf 03 -1.903  0.186  1.912 8
0288 pf 04  0.386  0.257  0.463 5
0288 pf 05 -0.825  0.769  1.127 8
0288 pf 06 -0.843  0.284  0.889 8
0288 pf 07 -0.566 -0.077  0.571 1
0288 pf 08 -0.884 -0.293  0.931 1
0288 pf 09 -0.250  0.594  0.644 7
0288 pf 10 -0.130  0.418  0.438 7
0312 em 00 -0.407  0.358  0.542 8
0312 cf 00 -0.708 -0.244  0.749 1
0312 pf 01  0.110  0.657  0.666 6
0312 pf 02 -0.045 -0.451  0.453 2
0312 pf 03 -1.661  0.308  1.690 8
0312 pf 04  0.483  0.260  0.549 5
0312 pf 05 -0.928  0.772  1.207 8
0312 pf 06 -0.841  0.697  1.092 8
0312 pf 07 -0.306  0.238  0.388 8
0312 pf 08 -0.773 -0.049  0.774 1
0312 pf 09  0.072  0.971  0.974 6
0312 pf 10  0.186  0.811  0.832 6
0336 em 00 -0.375  0.389  0.540 7
0336 cf 00 -0.409 -0.108  0.423 1
0336 pf 01 -0.269  0.577  0.636 7
0336 pf 02  0.039 -0.419  0.421 3
0336 pf 03 -1.344  0.101  1.348 8
0336 pf 04  0.018  0.422  0.422 6
0336 pf 05 -1.035  0.756  1.281 8
0336 pf 06 -0.967  0.882  1.308 8
0336 pf 07  0.041  0.192  0.196 6
0336 pf 08 -0.707  0.060  0.710 8
0336 pf 09  0.087  1.052  1.056 6
0336 pf 10  0.490  0.798  0.936 6
0360 em 00 -0.372  0.390  0.539 7
0360 cf 00 -0.338 -0.055  0.343 1
0360 pf 01 -0.057  0.915  0.917 7
0360 pf 02  0.193 -0.662  0.689 3
0360 pf 03 -1.247 -0.110  1.251 1
0360 pf 04 -0.404  0.351  0.536 8
0360 pf 05 -1.141  0.678  1.328 8
0360 pf 06 -1.180  0.832  1.444 8
0360 pf 07  0.130  0.128  0.183 5
0360 pf 08 -0.599  0.306  0.672 8
0360 pf 09 -0.023  0.983  0.983 7
0360 pf 10  0.632  0.952  1.142 6
0384 em 00 -0.384  0.322  0.501 8
0384 cf 00 -0.109 -0.189  0.218 2
0384 pf 01  0.117  0.830  0.839 6
0384 pf 02  0.466 -0.427  0.632 4
0384 pf 03 -1.354 -0.360  1.401 1
0384 pf 04 -0.707  0.328  0.779 8
0384 pf 05 -1.139  0.417  1.213 8
0384 pf 06 -1.300  1.002  1.641 8
0384 pf 07  0.356  0.173  0.395 5
0384 pf 08 -0.638  0.229  0.678 8
0384 pf 09 -0.598  0.722  0.937 7
0384 pf 10  0.723  0.873  1.134 6
0408 em 00 -0.302  0.275  0.409 8
0408 cf 00  0.030 -0.452  0.453 3
0408 pf 01  0.152  0.695  0.711 6
0408 pf 02  0.547 -0.212  0.587 4
0408 pf 03 -1.284 -0.457  1.363 1
0408 pf 04 -0.789  0.161  0.806 8
