ecmf prod rf 2011110700 20161107 11 046
0024 em 00  1.356  0.889  1.621 5
0024 cf 00  1.302  0.962  1.619 5
0024 pf 01  1.408  0.947  1.697 5
0024 pf 02  1.119  0.730  1.336 5
0024 pf 03  1.402  0.888  1.659 5
0024 pf 04  1.439  0.808  1.650 5
0024 pf 05  1.415  0.853  1.652 5
0024 pf 06  1.247  0.952  1.569 5
0024 pf 07  1.441  1.034  1.774 5
0024 pf 08  1.218  0.882  1.504 5
0024 pf 09  1.314  0.863  1.572 5
0024 pf 10  1.428  0.803  1.638 5
0048 em 00  0.800  1.341  1.562 6
0048 cf 00  0.711  1.275  1.460 6
0048 pf 01  0.892  1.457  1.708 6
0048 pf 02  0.656  1.079  1.263 6
0048 pf 03  0.752  1.308  1.509 6
0048 pf 04  0.963  1.186  1.528 6
0048 pf 05  0.944  1.438  1.721 6
0048 pf 06  0.708  1.471  1.633 6
0048 pf 07  0.805  1.497  1.699 6
0048 pf 08  0.721  1.116  1.328 6
0048 pf 09  0.690  1.265  1.441 6
0048 pf 10  0.828  1.537  1.746 6
0072 em 00  0.279  1.396  1.423 6
0072 cf 00  0.179  1.371  1.383 6
0072 pf 01  0.258  1.626  1.647 6
0072 pf 02  0.044  1.113  1.114 6
0072 pf 03  0.236  1.513  1.532 6
0072 pf 04  0.284  1.389  1.418 6
0072 pf 05  0.437  1.424  1.489 6
0072 pf 06  0.090  1.466  1.469 6
0072 pf 07  0.287  1.486  1.513 6
0072 pf 08  0.465  1.196  1.283 6
0072 pf 09  0.312  1.144  1.185 6
0072 pf 10  0.377  1.495  1.542 6
0096 em 00 -0.200  1.348  1.362 7
0096 cf 00 -0.304  1.346  1.379 7
0096 pf 01 -0.293  1.446  1.475 7
0096 pf 02 -0.279  1.047  1.084 7
0096 pf 03 -0.248  1.394  1.416 7
0096 pf 04 -0.231  1.472  1.490 7
0096 pf 05 -0.176  1.245  1.258 7
0096 pf 06 -0.521  1.426  1.518 7
0096 pf 07 -0.207  1.497  1.511 7
0096 pf 08  0.115  1.237  1.242 6
0096 pf 09 -0.166  1.152  1.164 7
0096 pf 10  0.024  1.419  1.420 6
0120 em 00 -0.531  1.437  1.532 7
0120 cf 00 -0.649  1.503  1.637 7
0120 pf 01 -0.604  1.340  1.469 7
0120 pf 02 -0.556  1.183  1.308 7
0120 pf 03 -0.544  1.552  1.645 7
0120 pf 04 -0.842  1.454  1.680 7
0120 pf 05 -0.372  1.463  1.510 7
0120 pf 06 -0.863  1.422  1.664 7
0120 pf 07 -0.414  1.612  1.665 7
0120 pf 08 -0.240  1.349  1.370 7
0120 pf 09 -0.440  1.379  1.447 7
0120 pf 10 -0.363  1.393  1.440 7
0144 em 00 -0.619  1.568  1.686 7
0144 cf 00 -0.757  1.652  1.817 7
