ecmf prod rf 2009060800 20170608 11 046
0024 em 00 -0.453  2.392  2.434 7
0024 cf 00 -0.500  2.332  2.385 7
0024 pf 01 -0.493  2.324  2.376 7
0024 pf 02 -0.377  2.369  2.399 7
0024 pf 03 -0.415  2.351  2.387 7
0024 pf 04 -0.446  2.330  2.372 7
0024 pf 05 -0.395  2.275  2.309 7
0024 pf 06 -0.423  2.384  2.421 7
0024 pf 07 -0.466  2.387  2.432 7
0024 pf 08 -0.423  2.481  2.517 7
0024 pf 09 -0.433  2.394  2.432 7
0024 pf 10 -0.449  2.420  2.461 7
0048 em 00 -0.774  2.356  2.480 7
0048 cf 00 -0.713  2.276  2.385 7
0048 pf 01 -0.727  2.219  2.335 7
0048 pf 02 -0.734  2.342  2.454 7
0048 pf 03 -0.821  2.372  2.510 7
0048 pf 04 -0.724  2.357  2.466 7
0048 pf 05 -0.707  2.328  2.432 7
0048 pf 06 -0.727  2.244  2.359 7
0048 pf 07 -0.769  2.278  2.404 7
0048 pf 08 -0.792  2.393  2.520 7
0048 pf 09 -0.753  2.366  2.483 7
0048 pf 10 -0.875  2.494  2.643 7
0072 em 00 -1.089  2.060  2.330 7
0072 cf 00 -0.942  1.942  2.159 7
0072 pf 01 -1.144  1.897  2.215 7
0072 pf 02 -1.011  2.032  2.269 7
0072 pf 03 -1.030  2.082  2.323 7
0072 pf 04 -1.089  2.061  2.331 7
0072 pf 05 -0.965  2.117  2.327 7
0072 pf 06 -1.099  1.958  2.245 7
0072 pf 07 -1.131  1.851  2.169 7
0072 pf 08 -1.140  2.194  2.472 7
0072 pf 09 -1.066  2.083  2.339 7
0072 pf 10 -1.179  2.207  2.502 7
0096 em 00 -1.311  1.718  2.160 7
0096 cf 00 -1.192  1.652  2.037 7
0096 pf 01 -1.272  1.353  1.857 7
0096 pf 02 -1.262  1.730  2.141 7
0096 pf 03 -1.380  1.865  2.320 7
0096 pf 04 -1.294  1.801  2.218 7
0096 pf 05 -1.266  1.949  2.324 7
0096 pf 06 -1.332  1.778  2.222 7
0096 pf 07 -1.209  1.491  1.920 7
0096 pf 08 -1.444  1.799  2.307 7
0096 pf 09 -1.180  1.548  1.946 7
0096 pf 10 -1.389  1.729  2.217 7
0120 em 00 -1.530  1.366  2.051 8
