ecmf prod rf 2016081100 20220811 11 046
0024 em 00  0.634  1.098  1.268 6
0024 cf 00  0.612  1.102  1.261 6
0024 pf 01  0.708  1.141  1.343 6
0024 pf 02  0.601  1.085  1.241 6
0024 pf 03  0.665  1.143  1.322 6
0024 pf 04  0.656  1.071  1.256 6
0024 pf 05  0.536  1.019  1.152 6
0024 pf 06  0.547  1.181  1.302 6
0024 pf 07  0.620  1.021  1.195 6
0024 pf 08  0.714  1.220  1.413 6
0024 pf 09  0.583  1.025  1.179 6
0024 pf 10  0.724  1.018  1.249 6
0048 em 00  0.707  1.169  1.366 6
0048 cf 00  0.729  1.182  1.388 6
0048 pf 01  0.737  1.151  1.367 6
0048 pf 02  0.767  1.147  1.380 6
0048 pf 03  0.713  1.341  1.519 6
0048 pf 04  0.742  1.087  1.317 6
0048 pf 05  0.512  1.236  1.337 6
0048 pf 06  0.531  1.247  1.355 6
0048 pf 07  0.948  1.131  1.476 6
0048 pf 08  0.599  1.373  1.498 6
0048 pf 09  0.491  1.048  1.157 6
0048 pf 10  0.973  0.885  1.316 5
0072 em 00  0.744  1.271  1.473 6
0072 cf 00  0.787  1.271  1.495 6
0072 pf 01  0.712  1.264  1.451 6
0072 pf 02  1.002  1.276  1.623 6
0072 pf 03  0.673  1.558  1.697 6
0072 pf 04  0.581  1.044  1.194 6
0072 pf 05  0.477  1.404  1.483 6
0072 pf 06  0.539  1.381  1.482 6
0072 pf 07  0.789  1.180  1.419 6
0072 pf 08  0.735  1.689  1.842 6
0072 pf 09  0.623  0.960  1.145 6
0072 pf 10  1.190  0.934  1.513 5
0096 em 00  0.891  1.407  1.666 6
0096 cf 00  1.029  1.320  1.674 6
0096 pf 01  0.833  1.573  1.780 6
0096 pf 02  1.287  1.365  1.876 6
0096 pf 03  0.786  1.526  1.716 6
0096 pf 04  0.632  1.079  1.250 6
0096 pf 05  0.668  1.467  1.612 6
0096 pf 06  0.753  1.487  1.667 6
0096 pf 07  0.945  1.279  1.590 6
0096 pf 08  0.851  2.029  2.200 6
0096 pf 09  0.787  1.091  1.345 6
0096 pf 10  1.120  1.227  1.662 6
0120 em 00  1.146  1.525  1.907 6
0120 cf 00  1.284  1.451  1.938 6
0120 pf 01  1.302  1.637  2.091 6
0120 pf 02  1.753  1.683  2.430 5
0120 pf 03  0.937  1.632  1.882 6
0120 pf 04  0.803  1.050  1.321 6
0120 pf 05  0.947  1.345  1.645 6
0120 pf 06  0.933  1.411  1.692 6
0120 pf 07  1.228  1.339  1.817 6
0120 pf 08  1.036  2.312  2.533 6
0120 pf 09  0.983  1.232  1.576 6
0120 pf 10  1.240  1.614  2.035 6
0144 em 00  1.223  1.504  1.939 6
0144 cf 00  1.375  1.492  2.029 6
0144 pf 01  1.516  1.705  2.281 6
0144 pf 02  1.965  1.817  2.677 5
0144 pf 03  0.946  1.377  1.671 6
0144 pf 04  0.689  0.936  1.162 6
0144 pf 05  1.047  1.325  1.689 6
0144 pf 06  0.993  1.180  1.542 6
0144 pf 07  1.258  1.254  1.776 5
0144 pf 08  1.044  2.398  2.615 6
0144 pf 09  1.197  1.384  1.829 6
0144 pf 10  1.257  1.622  2.052 6
0168 em 00  1.160  1.503  1.898 6
0168 cf 00  1.247  1.407  1.880 6
0168 pf 01  1.659  1.860  2.492 6
0168 pf 02  2.101  2.050  2.935 5
0168 pf 03  1.069  1.316  1.696 6
0168 pf 04  0.402  1.029  1.105 6
0168 pf 05  0.927  1.293  1.591 6
0168 pf 06  0.718  1.070  1.289 6
0168 pf 07  0.938  0.920  1.314 5
0168 pf 08  1.020  2.446  2.650 6
0168 pf 09  1.201  1.461  1.891 6
0168 pf 10  1.296  1.580  2.044 6
0192 em 00  1.121  1.401  1.794 6
0192 cf 00  1.241  1.146  1.689 5
0192 pf 01  1.537  1.652  2.256 6
0192 pf 02  2.110  2.228  3.069 6
0192 pf 03  1.289  1.326  1.849 6
0192 pf 04  0.468  0.707  0.848 6
0192 pf 05  0.695  1.138  1.333 6
0192 pf 06  0.763  1.033  1.285 6
0192 pf 07  0.884  0.793  1.188 5
0192 pf 08  1.019  2.386  2.595 6
0192 pf 09  1.133  1.275  1.706 6
0192 pf 10  1.019  1.638  1.929 6
0216 em 00  1.277  1.244  1.782 5
0216 cf 00  1.551  0.990  1.840 5
0216 pf 01  1.498  1.445  2.081 5
0216 pf 02  2.009  2.053  2.872 6
0216 pf 03  1.552  1.106  1.905 5
0216 pf 04  0.675  0.562  0.878 5
0216 pf 05  0.877  0.558  1.039 5
0216 pf 06  1.225  0.964  1.559 5
0216 pf 07  0.928  0.888  1.284 5
0216 pf 08  1.361  2.200  2.587 6
0216 pf 09  1.343  1.152  1.770 5
0216 pf 10  0.816  1.702  1.887 6
0240 em 00  1.325  1.295  1.853 5
0240 cf 00  1.582  1.081  1.916 5
0240 pf 01  1.108  1.361  1.755 6
0240 pf 02  1.783  1.855  2.572 6
0240 pf 03  1.367  1.144  1.783 5
0240 pf 04  0.948  0.836  1.264 5
0240 pf 05  1.252  0.301  1.288 5
0240 pf 06  1.769  0.853  1.964 5
0240 pf 07  0.971  0.992  1.388 6
0240 pf 08  1.478  2.284  2.721 6
0240 pf 09  1.354  1.415  1.959 6
0240 pf 10  0.735  2.058  2.185 6
0264 em 00  1.326  1.460  1.972 6
0264 cf 00  1.402  1.392  1.976 5
0264 pf 01  0.876  1.158  1.452 6
0264 pf 02  1.659  2.062  2.647 6
0264 pf 03  1.186  1.139  1.644 5
0264 pf 04  1.268  1.230  1.767 5
0264 pf 05  1.430  0.380  1.479 5
0264 pf 06  2.078  0.907  2.268 5
0264 pf 07  1.258  1.234  1.762 5
