ecmf prod rf 2006012900 20180129 11 046
0024 em 00 -0.227  2.201  2.213 7
0024 cf 00 -0.286  2.251  2.269 7
0024 pf 01 -0.311  2.223  2.244 7
0024 pf 02 -0.229  2.234  2.245 7
0024 pf 03 -0.224  2.194  2.206 7
0024 pf 04 -0.270  2.257  2.273 7
0024 pf 05 -0.189  2.209  2.217 7
0024 pf 06 -0.211  2.285  2.295 7
0024 pf 07 -0.245  2.140  2.154 7
0024 pf 08 -0.282  2.009  2.028 7
0024 pf 09 -0.142  2.120  2.125 7
0024 pf 10 -0.166  2.174  2.180 7
0048 em 00 -0.726  1.951  2.081 7
0048 cf 00 -0.754  1.941  2.082 7
0048 pf 01 -0.738  1.943  2.078 7
0048 pf 02 -0.814  1.964  2.126 7
0048 pf 03 -0.735  2.005  2.135 7
0048 pf 04 -0.964  1.936  2.162 7
0048 pf 05 -0.797  1.875  2.037 7
0048 pf 06 -0.625  1.986  2.082 7
0048 pf 07 -0.642  1.964  2.067 7
0048 pf 08 -0.638  1.656  1.774 7
0048 pf 09 -0.502  2.152  2.210 7
0048 pf 10 -0.808  1.946  2.107 7
0072 em 00 -0.826  1.805  1.985 7
0072 cf 00 -0.924  1.739  1.969 7
0072 pf 01 -0.636  1.670  1.787 7
0072 pf 02 -0.782  1.882  2.038 7
0072 pf 03 -1.021  1.805  2.073 7
0072 pf 04 -1.044  1.831  2.108 7
0072 pf 05 -0.777  1.765  1.928 7
0072 pf 06 -0.715  1.818  1.954 7
0072 pf 07 -0.700  1.876  2.002 7
0072 pf 08 -0.707  1.658  1.802 7
0072 pf 09 -0.698  1.993  2.112 7
0072 pf 10 -1.101  1.710  2.034 7
0096 em 00 -1.192  1.600  1.995 7
0096 cf 00 -1.271  1.482  1.953 7
0096 pf 01 -0.928  1.488  1.754 7
0096 pf 02 -1.365  1.734  2.207 7
0096 pf 03 -1.210  1.409  1.858 7
0096 pf 04 -1.137  1.478  1.865 7
0096 pf 05 -1.115  1.633  1.977 7
0096 pf 06 -0.917  1.683  1.917 7
0096 pf 07 -1.045  1.727  2.019 7
0096 pf 08 -1.187  1.541  1.945 7
0096 pf 09 -1.245  1.921  2.290 7
0096 pf 10 -1.670  1.362  2.155 8
0120 em 00 -1.507  1.432  2.079 8
0120 cf 00 -1.563  1.342  2.060 8
0120 pf 01 -1.241  1.289  1.789 7
0120 pf 02 -1.688  1.680  2.382 8
0120 pf 03 -1.438  1.415  2.018 8
0120 pf 04 -1.323  1.123  1.735 8
0120 pf 05 -1.418  1.427  2.011 7
0120 pf 06 -1.525  1.788  2.350 7
0120 pf 07 -1.245  1.480  1.934 7
0120 pf 08 -1.525  1.382  2.058 8
0120 pf 09 -1.760  1.630  2.399 8
0120 pf 10 -1.823  1.020  2.089 8
0144 em 00 -1.772  1.416  2.268 8
0144 cf 00 -1.850  1.345  2.288 8
0144 pf 01 -1.594  1.194  1.992 8
0144 pf 02 -1.923  1.445  2.406 8
0144 pf 03 -1.768  1.600  2.385 8
0144 pf 04 -1.667  1.326  2.130 8
0144 pf 05 -1.509  1.691  2.266 7
0144 pf 06 -1.969  1.533  2.496 8
0144 pf 07 -1.555  1.536  2.186 8
0144 pf 08 -1.566  1.376  2.084 8
0144 pf 09 -2.138  1.280  2.492 8
0144 pf 10 -1.928  1.096  2.218 8
0168 em 00 -1.974  1.378  2.408 8
0168 cf 00 -2.092  1.305  2.466 8
0168 pf 01 -2.004  1.186  2.329 8
0168 pf 02 -2.036  1.284  2.407 8
0168 pf 03 -2.029  1.653  2.617 8
0168 pf 04 -1.941  1.270  2.320 8
0168 pf 05 -1.827  1.679  2.481 8
0168 pf 06 -2.109  1.595  2.644 8
0168 pf 07 -1.817  1.439  2.318 8
0168 pf 08 -1.550  1.333  2.044 8
0168 pf 09 -2.260  1.210  2.563 8
0168 pf 10 -2.034  1.038  2.283 8
0192 em 00 -2.081  1.262  2.434 8
0192 cf 00 -2.129  1.274  2.481 8
0192 pf 01 -2.302  1.347  2.667 8
0192 pf 02 -1.999  1.164  2.313 8
0192 pf 03 -2.250  1.286  2.591 8
0192 pf 04 -2.214  0.975  2.419 8
0192 pf 05 -2.019  1.712  2.647 8
0192 pf 06 -2.187  1.273  2.531 8
0192 pf 07 -1.936  1.280  2.321 8
0192 pf 08 -1.581  1.282  2.036 8
0192 pf 09 -2.370  1.044  2.589 8
0192 pf 10 -1.888  1.086  2.178 8
0216 em 00 -2.186  1.167  2.478 8
0216 cf 00 -2.105  1.021  2.339 8
0216 pf 01 -2.321  1.242  2.633 8
0216 pf 02 -2.094  1.127  2.378 8
0216 pf 03 -2.182  0.931  2.373 8
0216 pf 04 -2.545  0.810  2.671 8
0216 pf 05 -2.218  1.748  2.824 8
0216 pf 06 -2.408  1.330  2.751 8
0216 pf 07 -2.048  1.230  2.389 8
0216 pf 08 -1.643  1.346  2.124 8
0216 pf 09 -2.399  0.981  2.592 8
0216 pf 10 -2.047  0.888  2.232 8
0240 em 00 -2.183  1.064  2.429 8
0240 cf 00 -2.085  0.842  2.248 8
0240 pf 01 -2.058  0.958  2.270 8
0240 pf 02 -2.215  1.070  2.460 8
0240 pf 03 -2.345  0.629  2.428 8
0240 pf 04 -2.433  0.687  2.528 8
0240 pf 05 -2.159  1.948  2.908 8
0240 pf 06 -2.542  1.289  2.850 8
0240 pf 07 -2.067  1.318  2.451 8
0240 pf 08 -1.818  1.183  2.169 8
0240 pf 09 -2.073  0.667  2.178 8
0240 pf 10 -2.170  0.898  2.348 8
0264 em 00 -2.058  0.894  2.243 8
0264 cf 00 -1.911  0.739  2.049 8
0264 pf 01 -1.784  0.624  1.890 8
0264 pf 02 -2.474  0.861  2.619 8
0264 pf 03 -2.077  0.590  2.160 8
0264 pf 04 -2.371  0.561  2.437 8
0264 pf 05 -2.024  1.576  2.565 8
0264 pf 06 -2.281  1.184  2.570 8
0264 pf 07 -2.141  1.087  2.401 8
0264 pf 08 -1.849  1.052  2.127 8
0264 pf 09 -1.569  0.425  1.625 8
0264 pf 10 -2.081  0.892  2.264 8
0288 em 00 -1.940  0.696  2.061 8
0288 cf 00 -1.780  0.377  1.820 8
0288 pf 01 -1.756  0.494  1.824 8
0288 pf 02 -2.192  0.907  2.372 8
0288 pf 03 -1.720  0.320  1.749 8
0288 pf 04 -2.286  0.295  2.305 8
0288 pf 05 -2.213  1.188  2.512 8
0288 pf 06 -2.086  1.112  2.364 8
0288 pf 07 -1.945  0.893  2.141 8
0288 pf 08 -1.885  0.873  2.077 8
