ecmf prod rf 2009032200 20180322 11 046
0024 em 00 -0.196  1.436  1.449 7
0024 cf 00 -0.202  1.376  1.391 7
0024 pf 01 -0.190  1.420  1.432 7
0024 pf 02 -0.125  1.496  1.501 7
0024 pf 03 -0.216  1.283  1.301 7
0024 pf 04 -0.093  1.464  1.466 7
0024 pf 05 -0.174  1.475  1.485 7
0024 pf 06 -0.205  1.251  1.268 7
0024 pf 07 -0.225  1.545  1.561 7
0024 pf 08 -0.194  1.456  1.469 7
0024 pf 09 -0.297  1.526  1.555 7
0024 pf 10 -0.147  1.314  1.323 7
0048 em 00 -0.676  1.222  1.396 7
0048 cf 00 -0.629  1.124  1.288 7
0048 pf 01 -0.701  1.158  1.354 7
0048 pf 02 -0.501  1.347  1.437 7
0048 pf 03 -0.610  1.169  1.318 7
0048 pf 04 -0.620  1.175  1.329 7
0048 pf 05 -0.651  1.325  1.476 7
0048 pf 06 -0.509  1.102  1.214 7
0048 pf 07 -0.850  1.297  1.551 7
0048 pf 08 -0.763  1.229  1.447 7
0048 pf 09 -0.880  1.263  1.539 7
0048 pf 10 -0.573  1.119  1.257 7
0072 em 00 -1.112  0.869  1.411 8
0072 cf 00 -1.058  0.748  1.295 8
0072 pf 01 -1.186  0.724  1.389 8
0072 pf 02 -0.915  1.149  1.469 7
0072 pf 03 -0.956  0.748  1.214 8
0072 pf 04 -1.135  0.816  1.398 8
0072 pf 05 -1.126  0.925  1.457 8
0072 pf 06 -0.930  0.799  1.226 8
0072 pf 07 -1.305  0.886  1.578 8
0072 pf 08 -1.150  0.836  1.422 8
0072 pf 09 -1.193  0.957  1.530 8
0072 pf 10 -1.088  0.898  1.411 8
0096 em 00 -1.649  0.649  1.772 8
0096 cf 00 -1.658  0.555  1.749 8
0096 pf 01 -1.682  0.530  1.764 8
0096 pf 02 -1.703  0.873  1.914 8
0096 pf 03 -1.475  0.636  1.607 8
0096 pf 04 -1.647  0.596  1.751 8
0096 pf 05 -1.549  0.692  1.696 8
0096 pf 06 -1.446  0.719  1.615 8
0096 pf 07 -1.896  0.816  2.064 8
0096 pf 08 -1.642  0.519  1.722 8
0096 pf 09 -1.704  0.531  1.785 8
0096 pf 10 -1.547  0.607  1.662 8
0120 em 00 -2.252  0.579  2.325 8
0120 cf 00 -2.177  0.478  2.229 8
0120 pf 01 -2.278  0.411  2.315 8
0120 pf 02 -2.243  0.710  2.353 8
0120 pf 03 -2.200  0.809  2.344 8
0120 pf 04 -2.207  0.559  2.277 8
0120 pf 05 -2.123  0.665  2.225 8
0120 pf 06 -2.060  0.732  2.187 8
0120 pf 07 -2.435  0.656  2.522 8
0120 pf 08 -2.181  0.481  2.234 8
0120 pf 09 -2.266  0.421  2.305 8
0120 pf 10 -2.374  0.377  2.403 8
0144 em 00 -2.606  0.422  2.640 8
0144 cf 00 -2.553  0.364  2.579 8
0144 pf 01 -2.760  0.276  2.773 8
0144 pf 02 -2.445  0.328  2.467 8
0144 pf 03 -2.585  0.792  2.703 8
0144 pf 04 -2.515  0.395  2.546 8
0144 pf 05 -2.491  0.636  2.571 8
0144 pf 06 -2.359  0.504  2.412 8
0144 pf 07 -2.895  0.480  2.935 8
0144 pf 08 -2.662  0.337  2.683 8
0144 pf 09 -2.576  0.267  2.589 8
0144 pf 10 -2.581  0.220  2.590 8
0168 em 00 -2.595  0.197  2.602 8
0168 cf 00 -2.557  0.204  2.566 8
0168 pf 01 -2.671 -0.072  2.672 1
0168 pf 02 -2.261  0.082  2.262 8
0168 pf 03 -2.654  0.447  2.691 8
0168 pf 04 -2.394  0.380  2.424 8
0168 pf 05 -2.574  0.462  2.615 8
0168 pf 06 -2.481  0.273  2.496 8
0168 pf 07 -2.825  0.335  2.845 8
0168 pf 08 -2.566  0.040  2.566 8
0168 pf 09 -2.770 -0.157  2.775 1
0168 pf 10 -2.547  0.134  2.551 8
0192 em 00 -2.494 -0.104  2.497 1
0192 cf 00 -2.416 -0.107  2.419 1
0192 pf 01 -2.399 -0.625  2.480 1
0192 pf 02 -2.118 -0.064  2.119 1
0192 pf 03 -2.716  0.037  2.716 8
0192 pf 04 -2.234  0.248  2.248 8
0192 pf 05 -2.529  0.126  2.532 8
0192 pf 06 -2.232  0.100  2.234 8
0192 pf 07 -2.910  0.101  2.911 8
0192 pf 08 -2.406 -0.322  2.427 1
0192 pf 09 -2.707 -0.576  2.768 1
0192 pf 10 -2.535 -0.056  2.536 1
0216 em 00 -2.361 -0.373  2.390 1
0216 cf 00 -2.321 -0.362  2.349 1
0216 pf 01 -2.154 -0.719  2.271 1
0216 pf 02 -2.127 -0.200  2.136 1
0216 pf 03 -2.453 -0.311  2.472 1
0216 pf 04 -2.080 -0.142  2.085 1
0216 pf 05 -2.564 -0.334  2.586 1
0216 pf 06 -1.952 -0.134  1.956 1
0216 pf 07 -2.932 -0.209  2.940 1
0216 pf 08 -2.281 -0.752  2.402 1
0216 pf 09 -2.514 -0.658  2.598 1
0216 pf 10 -2.390 -0.244  2.402 1
0240 em 00 -2.304 -0.522  2.362 1
0240 cf 00 -2.376 -0.500  2.428 1
0240 pf 01 -1.912 -0.761  2.058 1
0240 pf 02 -2.124 -0.155  2.129 1
0240 pf 03 -2.332 -0.473  2.379 1
0240 pf 04 -2.046 -0.498  2.105 1
0240 pf 05 -2.508 -0.402  2.540 1
0240 pf 06 -1.936 -0.369  1.971 1
0240 pf 07 -2.787 -0.509  2.833 1
0240 pf 08 -2.397 -0.817  2.533 1
0240 pf 09 -2.430 -0.795  2.557 1
0240 pf 10 -2.324 -0.407  2.359 1
0264 em 00 -2.111 -0.524  2.175 1
0264 cf 00 -2.323 -0.542  2.385 1
0264 pf 01 -1.837 -0.584  1.927 1
0264 pf 02 -1.824 -0.225  1.838 1
0264 pf 03 -2.116 -0.377  2.149 1
0264 pf 04 -2.108 -0.581  2.186 1
0264 pf 05 -2.283 -0.526  2.342 1
0264 pf 06 -1.869 -0.345  1.901 1
0264 pf 07 -2.325 -0.653  2.415 1
0264 pf 08 -2.063 -0.459  2.113 1
0264 pf 09 -2.165 -0.888  2.340 1
0264 pf 10 -2.156 -0.525  2.219 1
0288 em 00 -1.843 -0.699  1.971 1
0288 cf 00 -1.988 -0.863  2.167 1
0288 pf 01 -1.740 -0.537  1.821 1
0288 pf 02 -1.364 -0.408  1.423 1
0288 pf 03 -1.700 -0.802  1.880 1
0288 pf 04 -1.863 -0.641  1.971 1
0288 pf 05 -2.083 -0.652  2.183 1
0288 pf 06 -1.534 -0.359  1.576 1
0288 pf 07 -1.975 -0.836  2.145 1
0288 pf 08 -1.696 -0.568  1.789 1
0288 pf 09 -1.897 -1.172  2.230 1
0288 pf 10 -2.258 -0.775  2.387 1
0312 em 00 -1.456 -0.845  1.684 1
0312 cf 00 -1.447 -1.033  1.778 1
0312 pf 01 -1.461 -0.632  1.592 1
0312 pf 02 -1.016 -0.720  1.245 1
0312 pf 03 -1.117 -1.064  1.543 1
0312 pf 04 -1.537 -0.725  1.699 1
0312 pf 05 -1.810 -0.807  1.982 1
0312 pf 06 -1.119 -0.480  1.217 1
0312 pf 07 -1.724 -1.019  2.003 1
0312 pf 08 -1.344 -0.721  1.525 1
0312 pf 09 -1.421 -1.177  1.845 1
0312 pf 10 -1.863 -0.838  2.043 1
0336 em 00 -1.078 -0.889  1.397 1
0336 cf 00 -0.882 -1.132  1.435 2
0336 pf 01 -1.225 -0.709  1.415 1
0336 pf 02 -0.964 -0.582  1.126 1
0336 pf 03 -0.892 -1.244  1.531 2
0336 pf 04 -1.004 -0.763  1.261 1
0336 pf 05 -1.558 -0.949  1.824 1
0336 pf 06 -0.592 -0.529  0.794 1
0336 pf 07 -1.411 -0.874  1.660 1
0336 pf 08 -0.917 -0.716  1.163 1
0336 pf 09 -0.835 -1.240  1.495 2
0336 pf 10 -1.437 -0.977  1.738 1
0360 em 00 -0.855 -0.995  1.312 2
0360 cf 00 -0.487 -1.156  1.255 2
0360 pf 01 -1.117 -0.978  1.485 1
0360 pf 02 -1.045 -0.403  1.119 1
0360 pf 03 -0.668 -1.411  1.561 2
0360 pf 04 -0.780 -0.953  1.231 2
0360 pf 05 -1.309 -1.089  1.703 1
0360 pf 06 -0.382 -0.559  0.677 2
0360 pf 07 -1.172 -1.106  1.611 1
0360 pf 08 -0.787 -0.601  0.990 1
0360 pf 09 -0.459 -1.505  1.573 2
0360 pf 10 -1.118 -1.109  1.574 1
0384 em 00 -0.669 -0.930  1.145 2
0384 cf 00 -0.467 -1.059  1.157 2
0384 pf 01 -0.940 -1.046  1.407 2
0384 pf 02 -1.033 -0.291  1.073 1
0384 pf 03 -0.363 -1.223  1.275 2
0384 pf 04 -0.498 -0.967  1.088 2
0384 pf 05 -0.918 -0.972  1.337 2
0384 pf 06 -0.312 -0.497  0.586 2
0384 pf 07 -0.856 -0.919  1.255 2
0384 pf 08 -0.729 -0.400  0.832 1
0384 pf 09 -0.491 -1.604  1.678 2
0384 pf 10 -0.695 -1.189  1.378 2
0408 em 00 -0.481 -0.884  1.006 2
0408 cf 00 -0.268 -0.875  0.915 2
0408 pf 01 -0.674 -1.354  1.512 2
0408 pf 02 -1.152 -0.590  1.294 1
0408 pf 03 -0.133 -1.065  1.074 2
