ecmf prod rf 2012032200 20180322 11 046
0024 em 00 -1.012  3.641  3.779 7
0024 cf 00 -1.063  3.597  3.751 7
0024 pf 01 -1.035  3.530  3.678 7
0024 pf 02 -1.052  3.611  3.761 7
0024 pf 03 -0.991  3.566  3.701 7
0024 pf 04 -1.027  3.549  3.695 7
0024 pf 05 -0.944  3.686  3.805 7
0024 pf 06 -1.029  3.506  3.654 7
0024 pf 07 -0.987  3.650  3.782 7
0024 pf 08 -0.950  3.512  3.638 7
0024 pf 09 -1.164  3.778  3.953 7
0024 pf 10 -0.938  3.647  3.766 7
0048 em 00 -1.153  3.427  3.616 7
0048 cf 00 -1.206  3.333  3.545 7
0048 pf 01 -1.108  3.201  3.388 7
0048 pf 02 -1.249  3.417  3.638 7
0048 pf 03 -1.105  3.461  3.633 7
0048 pf 04 -1.238  3.457  3.672 7
0048 pf 05 -1.100  3.377  3.551 7
0048 pf 06 -1.035  3.300  3.458 7
0048 pf 07 -1.091  3.333  3.507 7
0048 pf 08 -1.029  3.376  3.530 7
0048 pf 09 -1.544  3.472  3.800 7
0048 pf 10 -1.016  3.502  3.646 7
0072 em 00 -0.901  2.889  3.027 7
0072 cf 00 -0.917  2.875  3.018 7
0072 pf 01 -1.026  2.753  2.938 7
0072 pf 02 -1.038  2.879  3.061 7
0072 pf 03 -0.830  2.860  2.978 7
0072 pf 04 -0.901  2.825  2.965 7
0072 pf 05 -0.697  2.898  2.981 7
0072 pf 06 -0.864  2.650  2.787 7
0072 pf 07 -0.925  2.875  3.020 7
0072 pf 08 -0.781  2.904  3.007 7
0072 pf 09 -1.227  2.816  3.072 7
0072 pf 10 -0.767  3.004  3.101 7
0096 em 00 -0.710  2.324  2.430 7
0096 cf 00 -0.723  2.209  2.324 7
0096 pf 01 -0.914  2.226  2.406 7
0096 pf 02 -0.957  2.270  2.463 7
0096 pf 03 -0.636  2.411  2.494 7
0096 pf 04 -0.814  2.174  2.321 7
0096 pf 05 -0.405  2.323  2.358 7
0096 pf 06 -0.500  2.152  2.209 7
0096 pf 07 -0.714  2.354  2.459 7
0096 pf 08 -0.658  2.371  2.461 7
0096 pf 09 -0.917  2.200  2.384 7
0096 pf 10 -0.640  2.452  2.535 7
