ecmf prod rf 2016082100 20170821 11 046
0024 em 00  1.237  1.432  1.892 6
0024 cf 00  1.243  1.378  1.856 6
0024 pf 01  1.310  1.413  1.927 6
0024 pf 02  1.244  1.411  1.881 6
0024 pf 03  1.177  1.417  1.842 6
0024 pf 04  1.219  1.557  1.977 6
0024 pf 05  1.189  1.394  1.832 6
0024 pf 06  1.193  1.490  1.909 6
0024 pf 07  1.148  1.310  1.742 6
0024 pf 08  1.242  1.462  1.918 6
0024 pf 09  1.225  1.384  1.848 6
0024 pf 10  1.190  1.458  1.882 6
0048 em 00  1.366  1.669  2.157 6
0048 cf 00  1.380  1.560  2.083 6
0048 pf 01  1.474  1.816  2.339 6
0048 pf 02  1.318  1.671  2.128 6
0048 pf 03  1.349  1.538  2.046 6
0048 pf 04  1.338  1.742  2.197 6
0048 pf 05  1.252  1.616  2.044 6
0048 pf 06  1.421  1.745  2.251 6
0048 pf 07  1.276  1.563  2.018 6
0048 pf 08  1.222  1.644  2.049 6
0048 pf 09  1.470  1.559  2.143 6
0048 pf 10  1.299  1.803  2.222 6
0072 em 00  1.565  1.797  2.383 6
0072 cf 00  1.555  1.699  2.303 6
0072 pf 01  1.356  1.886  2.322 6
0072 pf 02  1.401  1.735  2.230 6
0072 pf 03  1.670  1.889  2.522 6
0072 pf 04  1.571  1.800  2.389 6
0072 pf 05  1.613  1.796  2.414 6
0072 pf 06  1.506  1.769  2.323 6
0072 pf 07  1.347  1.466  1.991 6
0072 pf 08  1.552  1.843  2.409 6
0072 pf 09  1.828  1.851  2.601 6
0072 pf 10  1.569  1.922  2.481 6
0096 em 00  1.392  1.650  2.159 6
0096 cf 00  1.390  1.543  2.077 6
0096 pf 01  1.132  1.756  2.089 6
0096 pf 02  1.269  1.615  2.054 6
0096 pf 03  1.413  1.927  2.390 6
0096 pf 04  1.335  1.476  1.990 6
0096 pf 05  1.295  1.632  2.083 6
0096 pf 06  1.309  1.602  2.069 6
0096 pf 07  1.288  1.474  1.957 6
0096 pf 08  1.418  1.632  2.162 6
0096 pf 09  1.829  1.508  2.371 5
0096 pf 10  1.399  1.896  2.356 6
0120 em 00  1.167  1.643  2.015 6
0120 cf 00  1.161  1.561  1.946 6
0120 pf 01  0.660  1.585  1.717 6
0120 pf 02  1.094  1.703  2.024 6
0120 pf 03  1.097  1.808  2.115 6
0120 pf 04  0.928  1.370  1.655 6
0120 pf 05  1.090  1.752  2.063 6
0120 pf 06  1.303  1.841  2.256 6
0120 pf 07  1.104  1.237  1.658 6
0120 pf 08  1.074  1.466  1.817 6
0120 pf 09  1.839  1.750  2.539 5
0120 pf 10  1.277  1.915  2.301 6
0144 em 00  0.950  1.631  1.888 6
0144 cf 00  0.972  1.580  1.855 6
0144 pf 01  0.223  1.652  1.667 6
0144 pf 02  0.862  1.696  1.903 6
0144 pf 03  0.764  1.838  1.990 6
0144 pf 04  0.808  1.434  1.646 6
0144 pf 05  0.897  1.695  1.918 6
0144 pf 06  0.882  1.759  1.968 6
0144 pf 07  1.139  1.046  1.546 5
0144 pf 08  1.098  1.570  1.915 6
0144 pf 09  1.584  1.885  2.462 6
0144 pf 10  1.025  1.740  2.020 6
0168 em 00  0.810  1.749  1.927 6
0168 cf 00  0.760  1.671  1.835 6
0168 pf 01  0.264  1.807  1.826 6
0168 pf 02  0.373  1.804  1.843 6
0168 pf 03  0.646  1.974  2.077 6
0168 pf 04  0.555  1.496  1.595 6
0168 pf 05  0.560  1.671  1.762 6
0168 pf 06  0.814  1.722  1.905 6
0168 pf 07  1.211  1.306  1.781 6
0168 pf 08  1.094  1.847  2.147 6
0168 pf 09  1.437  2.253  2.672 6
0168 pf 10  1.015  1.628  1.919 6
0192 em 00  0.701  1.673  1.814 6
0192 cf 00  0.674  1.626  1.760 6
0192 pf 01  0.166  1.782  1.790 6
0192 pf 02  0.412  1.622  1.673 6
0192 pf 03  0.440  1.937  1.986 6
0192 pf 04  0.384  1.224  1.283 6
0192 pf 05 -0.009  1.565  1.565 7
0192 pf 06  0.648  1.563  1.692 6
0192 pf 07  1.295  1.395  1.904 6
0192 pf 08  1.090  1.960  2.243 6
0192 pf 09  1.250  2.176  2.510 6
0192 pf 10  1.185  1.515  1.923 6
0216 em 00  0.768  1.507  1.691 6
0216 cf 00  0.706  1.641  1.787 6
0216 pf 01  0.392  1.613  1.660 6
0216 pf 02  0.643  1.387  1.529 6
0216 pf 03  0.506  1.802  1.872 6
0216 pf 04  0.262  1.144  1.174 6
0216 pf 05  0.148  1.212  1.221 6
0216 pf 06  0.732  1.199  1.404 6
0216 pf 07  1.353  1.395  1.944 6
0216 pf 08  1.271  1.962  2.338 6
0216 pf 09  1.067  1.896  2.175 6
0216 pf 10  1.161  1.284  1.731 6
0240 em 00  0.674  1.380  1.536 6
0240 cf 00  0.733  1.535  1.701 6
0240 pf 01  0.428  1.325  1.392 6
0240 pf 02  0.507  1.093  1.205 6
0240 pf 03  0.655  1.863  1.975 6
0240 pf 04  0.023  1.204  1.204 6
0240 pf 05  0.369  1.052  1.115 6
0240 pf 06  0.632  0.821  1.036 6
0240 pf 07  1.290  1.539  2.009 6
0240 pf 08  0.876  1.744  1.951 6
0240 pf 09  0.815  1.650  1.840 6
0240 pf 10  0.867  1.308  1.569 6
0264 em 00  0.675  1.322  1.484 6
0264 cf 00  0.552  1.421  1.525 6
0264 pf 01  0.394  0.997  1.072 6
0264 pf 02  0.451  0.831  0.945 6
0264 pf 03  0.528  1.789  1.865 6
0264 pf 04  0.445  1.260  1.336 6
0264 pf 05  0.363  1.111  1.169 6
0264 pf 06  0.704  0.699  0.992 5
0264 pf 07  1.115  1.716  2.046 6
0264 pf 08  0.848  1.694  1.894 6
0264 pf 09  0.656  1.739  1.858 6
