ecmf prod rf 2012071900 20210719 11 046
0024 em 00  0.774 -0.248  0.813 4
0024 cf 00  0.714 -0.195  0.740 4
0024 pf 01  0.735 -0.183  0.757 4
0024 pf 02  0.819 -0.330  0.883 4
0024 pf 03  0.846 -0.022  0.846 4
0024 pf 04  0.922 -0.251  0.955 4
0024 pf 05  0.906 -0.227  0.934 4
0024 pf 06  0.660 -0.152  0.677 4
0024 pf 07  0.755 -0.257  0.798 4
0024 pf 08  0.706 -0.281  0.760 4
0024 pf 09  0.678 -0.303  0.743 4
0024 pf 10  0.832 -0.286  0.880 4
0048 em 00  0.557 -0.174  0.583 4
0048 cf 00  0.538 -0.147  0.558 4
0048 pf 01  0.420 -0.076  0.427 4
0048 pf 02  0.653 -0.378  0.755 4
0048 pf 03  0.421 -0.087  0.430 4
0048 pf 04  0.722  0.082  0.726 5
0048 pf 05  0.734 -0.134  0.746 4
0048 pf 06  0.424 -0.084  0.432 4
0048 pf 07  0.530 -0.158  0.553 4
0048 pf 08  0.710 -0.255  0.754 4
0048 pf 09  0.581 -0.301  0.655 4
0048 pf 10  0.406 -0.123  0.424 4
0072 em 00  0.487  0.132  0.505 5
0072 cf 00  0.435  0.127  0.453 5
0072 pf 01  0.287  0.149  0.323 5
0072 pf 02  0.617 -0.242  0.662 4
0072 pf 03  0.349  0.246  0.427 5
0072 pf 04  0.523  0.410  0.664 5
0072 pf 05  0.762  0.103  0.769 5
0072 pf 06  0.396  0.016  0.396 5
0072 pf 07  0.318  0.215  0.384 5
0072 pf 08  0.647  0.115  0.658 5
0072 pf 09  0.620  0.302  0.690 5
0072 pf 10  0.375  0.238  0.444 5
0096 em 00  0.399  0.224  0.457 5
0096 cf 00  0.371  0.243  0.443 5
0096 pf 01  0.422  0.195  0.464 5
0096 pf 02  0.664  0.032  0.665 5
0096 pf 03  0.228  0.181  0.291 5
0096 pf 04  0.213  0.512  0.554 6
0096 pf 05  0.422  0.220  0.476 5
0096 pf 06  0.415 -0.123  0.432 4
0096 pf 07  0.164  0.052  0.172 5
0096 pf 08  0.642  0.108  0.651 5
0096 pf 09  0.699  0.686  0.979 5
0096 pf 10  0.088  0.572  0.579 6
0120 em 00  0.424  0.195  0.467 5
0120 cf 00  0.363  0.225  0.427 5
0120 pf 01  0.594  0.091  0.601 5
0120 pf 02  0.713 -0.200  0.741 4
0120 pf 03  0.221  0.190  0.292 5
0120 pf 04  0.148  0.678  0.694 6
0120 pf 05  0.485  0.176  0.516 5
0120 pf 06  0.507 -0.072  0.513 4
0120 pf 07  0.093  0.002  0.093 5
0120 pf 08  0.825 -0.138  0.837 4
0120 pf 09  0.600  0.886  1.070 6
0120 pf 10  0.024  0.505  0.506 6
0144 em 00  0.573  0.090  0.580 5
0144 cf 00  0.529 -0.010  0.529 4
0144 pf 01  1.045  0.026  1.045 5
0144 pf 02  0.820 -0.126  0.830 4
0144 pf 03  0.317  0.052  0.321 5
0144 pf 04  0.188  0.463  0.500 6
0144 pf 05  0.680  0.086  0.685 5
0144 pf 06  0.769 -0.218  0.799 4
0144 pf 07  0.249 -0.021  0.250 4
0144 pf 08  0.979 -0.065  0.981 4
0144 pf 09  0.623  0.729  0.959 6
0144 pf 10  0.026  0.227  0.228 6
0168 em 00  0.627  0.085  0.633 5
0168 cf 00  0.566 -0.082  0.572 4
0168 pf 01  1.073  0.170  1.086 5
0168 pf 02  1.015 -0.059  1.017 4
0168 pf 03  0.351  0.090  0.362 5
0168 pf 04  0.109  0.155  0.189 6
0168 pf 05  0.910 -0.026  0.910 4
0168 pf 06  0.648 -0.048  0.650 4
0168 pf 07  0.541 -0.017  0.541 4
0168 pf 08  1.007 -0.141  1.017 4
0168 pf 09  0.515  0.731  0.894 6
0168 pf 10  0.100  0.272  0.290 6
0192 em 00  0.745  0.033  0.746 5
0192 cf 00  0.827 -0.092  0.832 4
0192 pf 01  1.220  0.363  1.273 5
0192 pf 02  1.095 -0.033  1.096 4
