ecmf prod rf 2013092200 20160922 11 046
0024 em 00  1.465  1.392  2.021 5
0024 cf 00  1.415  1.387  1.982 5
0024 pf 01  1.392  1.450  2.010 6
0024 pf 02  1.518  1.283  1.988 5
0024 pf 03  1.473  1.559  2.145 6
0024 pf 04  1.411  1.319  1.932 5
0024 pf 05  1.401  1.310  1.918 5
0024 pf 06  1.432  1.265  1.911 5
0024 pf 07  1.401  1.397  1.979 5
0024 pf 08  1.595  1.454  2.158 5
0024 pf 09  1.414  1.466  2.037 6
0024 pf 10  1.567  1.283  2.025 5
0048 em 00  1.128  1.430  1.821 6
0048 cf 00  1.078  1.359  1.735 6
0048 pf 01  0.830  1.450  1.670 6
0048 pf 02  1.233  1.356  1.833 6
0048 pf 03  1.094  1.583  1.924 6
0048 pf 04  1.130  1.399  1.798 6
0048 pf 05  0.873  1.327  1.588 6
0048 pf 06  1.236  1.410  1.875 6
0048 pf 07  1.055  1.355  1.717 6
0048 pf 08  1.334  1.455  1.974 6
0048 pf 09  1.152  1.423  1.831 6
0048 pf 10  1.315  1.493  1.990 6
0072 em 00  0.831  1.588  1.792 6
0072 cf 00  0.828  1.476  1.693 6
0072 pf 01  0.597  1.566  1.676 6
0072 pf 02  1.009  1.586  1.879 6
0072 pf 03  0.712  1.760  1.899 6
0072 pf 04  0.775  1.634  1.808 6
0072 pf 05  0.571  1.541  1.643 6
0072 pf 06  1.069  1.398  1.760 6
0072 pf 07  0.759  1.495  1.677 6
0072 pf 08  1.030  1.558  1.867 6
0072 pf 09  0.765  1.611  1.783 6
0072 pf 10  0.971  1.707  1.964 6
0096 em 00  0.508  1.677  1.752 6
0096 cf 00  0.489  1.539  1.615 6
0096 pf 01  0.202  1.593  1.605 6
0096 pf 02  0.702  1.979  2.100 6
0096 pf 03  0.451  1.707  1.766 6
0096 pf 04  0.419  1.718  1.768 6
0096 pf 05  0.346  1.649  1.685 6
0096 pf 06  0.780  1.541  1.727 6
0096 pf 07  0.441  1.522  1.585 6
0096 pf 08  0.629  1.544  1.667 6
0096 pf 09  0.420  1.757  1.807 6
0096 pf 10  0.669  1.745  1.869 6
0120 em 00  0.350  1.765  1.800 6
0120 cf 00  0.492  1.602  1.676 6
0120 pf 01  0.117  1.570  1.575 6
0120 pf 02  0.495  2.055  2.114 6
0120 pf 03  0.368  1.803  1.840 6
0120 pf 04  0.114  1.633  1.637 6
0120 pf 05  0.226  1.730  1.745 6
0120 pf 06  0.598  1.741  1.841 6
0120 pf 07  0.134  1.590  1.595 6
0120 pf 08  0.336  1.690  1.723 6
0120 pf 09  0.258  1.912  1.929 6
0120 pf 10  0.673  1.915  2.030 6
0144 em 00  0.409  1.808  1.854 6
0144 cf 00  0.492  1.698  1.768 6
0144 pf 01  0.103  1.731  1.734 6
0144 pf 02  0.170  2.034  2.041 6
0144 pf 03  0.463  1.820  1.878 6
0144 pf 04  0.163  1.646  1.654 6
0144 pf 05  0.599  1.739  1.840 6
0144 pf 06  0.625  1.761  1.869 6
0144 pf 07  0.235  1.692  1.708 6
0144 pf 08  0.343  1.778  1.811 6
0144 pf 09  0.451  1.889  1.942 6
0144 pf 10  0.795  1.897  2.057 6
0168 em 00  0.741  1.780  1.928 6
0168 cf 00  0.892  1.675  1.898 6
0168 pf 01  0.415  1.686  1.736 6
0168 pf 02  0.498  2.000  2.061 6
0168 pf 03  1.084  1.842  2.138 6
0168 pf 04  0.362  1.764  1.801 6
0168 pf 05  0.978  1.653  1.920 6
0168 pf 06  0.816  1.550  1.751 6
0168 pf 07  0.399  1.970  2.010 6
0168 pf 08  0.687  1.653  1.790 6
0168 pf 09  0.795  1.835  2.000 6
0168 pf 10  1.146  1.729  2.074 6
0192 em 00  0.889  1.462  1.712 6
0192 cf 00  1.042  1.453  1.788 6
0192 pf 01  0.792  1.346  1.562 6
0192 pf 02  0.679  1.562  1.703 6
0192 pf 03  1.134  1.639  1.993 6
0192 pf 04  0.544  1.585  1.676 6
0192 pf 05  1.244  1.478  1.931 6
0192 pf 06  0.887  1.165  1.464 6
0192 pf 07  0.393  1.493  1.544 6
0192 pf 08  0.633  0.947  1.139 6
0192 pf 09  0.958  1.550  1.822 6
0192 pf 10  1.398  1.660  2.170 6
0216 em 00  0.787  1.233  1.462 6
0216 cf 00  0.818  1.155  1.416 6
0216 pf 01  0.718  1.020  1.247 6
0216 pf 02  0.569  1.524  1.627 6
0216 pf 03  1.110  1.587  1.937 6
0216 pf 04  0.467  1.199  1.287 6
0216 pf 05  1.306  1.320  1.857 6
0216 pf 06  0.698  1.005  1.224 6
0216 pf 07  0.181  1.113  1.127 6
0216 pf 08  0.474  0.878  0.998 6
0216 pf 09  0.675  1.197  1.375 6
0216 pf 10  1.584  1.409  2.120 5
0240 em 00  0.611  1.312  1.448 6
0240 cf 00  0.590  1.479  1.593 6
0240 pf 01  0.247  0.918  0.950 6
0240 pf 02  0.225  1.794  1.808 6
0240 pf 03  1.013  1.797  2.063 6
0240 pf 04  0.329  1.113  1.161 6
0240 pf 05  1.006  1.367  1.697 6
0240 pf 06  0.387  0.912  0.991 6
0240 pf 07  0.048  0.975  0.976 6
0240 pf 08  0.506  1.074  1.188 6
0240 pf 09  0.710  1.224  1.415 6
0240 pf 10  1.639  1.627  2.309 5
0264 em 00  0.585  1.621  1.723 6
0264 cf 00  0.737  1.947  2.081 6
0264 pf 01  0.264  1.137  1.167 6
0264 pf 02  0.093  2.215  2.217 6
0264 pf 03  1.190  2.333  2.619 6
0264 pf 04  0.172  1.337  1.348 6
0264 pf 05  0.897  1.601  1.835 6
0264 pf 06  0.162  1.178  1.189 6
0264 pf 07  0.214  1.303  1.321 6
0264 pf 08  0.531  1.155  1.271 6
0264 pf 09  0.771  1.498  1.685 6
0264 pf 10  1.387  1.937  2.383 6
0288 em 00  0.627  1.724  1.835 6
0288 cf 00  0.743  1.827  1.972 6
0288 pf 01  0.380  1.396  1.446 6
0288 pf 02  0.113  2.482  2.485 6
0288 pf 03  1.237  2.367  2.671 6
0288 pf 04  0.447  1.455  1.522 6
0288 pf 05  0.651  1.646  1.770 6
0288 pf 06  0.289  1.221  1.254 6
0288 pf 07  0.507  1.294  1.390 6
0288 pf 08  0.160  1.239  1.249 6
0288 pf 09  1.178  1.646  2.024 6
0288 pf 10  1.173  2.178  2.474 6
0312 em 00  0.459  1.526  1.594 6
0312 cf 00  0.316  1.501  1.534 6
0312 pf 01  0.498  1.282  1.376 6
0312 pf 02 -0.062  2.267  2.268 7
0312 pf 03  0.949  2.269  2.460 6
0312 pf 04  0.286  1.264  1.295 6
0312 pf 05  0.325  1.411  1.448 6
0312 pf 06  0.393  1.069  1.138 6
0312 pf 07  0.555  1.028  1.168 6
0312 pf 08 -0.068  1.155  1.157 7
0312 pf 09  1.104  1.319  1.720 6
0312 pf 10  0.753  2.036  2.170 6
0336 em 00  0.270  1.421  1.447 6
0336 cf 00 -0.199  1.285  1.301 7
0336 pf 01  0.454  1.292  1.370 6
0336 pf 02 -0.244  2.040  2.055 7
0336 pf 03  0.716  2.064  2.185 6
0336 pf 04 -0.050  1.366  1.367 7
0336 pf 05 -0.108  1.387  1.391 7
0336 pf 06  0.672  0.842  1.077 6
0336 pf 07  0.625  0.964  1.149 6
0336 pf 08 -0.408  1.151  1.221 7
0336 pf 09  0.938  1.142  1.478 6
0336 pf 10  0.591  1.937  2.025 6
0360 em 00  0.106  1.320  1.325 6
0360 cf 00 -0.254  0.828  0.866 7
0360 pf 01  0.200  1.539  1.552 6
0360 pf 02 -0.225  1.722  1.737 7
0360 pf 03  0.379  1.806  1.845 6
0360 pf 04 -0.094  1.339  1.342 7
0360 pf 05 -0.580  1.506  1.614 7
0360 pf 06  0.812  0.747  1.104 5
0360 pf 07  0.439  0.908  1.008 6
0360 pf 08 -0.328  1.170  1.215 7
0360 pf 09  0.638  1.003  1.189 6
0360 pf 10  0.218  1.801  1.814 6
0384 em 00 -0.098  1.172  1.176 7
0384 cf 00 -0.333  0.547  0.640 7
0384 pf 01 -0.003  1.429  1.429 7
0384 pf 02 -0.292  1.524  1.551 7
0384 pf 03 -0.073  1.505  1.507 7
0384 pf 04 -0.419  1.144  1.218 7
0384 pf 05 -0.742  1.004  1.248 7
0384 pf 06  0.918  0.787  1.209 5
0384 pf 07 -0.028  0.654  0.654 7
0384 pf 08 -0.495  1.200  1.298 7
0384 pf 09  0.392  1.280  1.339 6
0384 pf 10  0.053  1.707  1.708 6
0408 em 00 -0.247  0.868  0.902 7
0408 cf 00 -0.284  0.127  0.311 8
