ecmf prod rf 2001122400 20201224 11 046
0024 em 00 -1.886  0.956  2.114 8
0024 cf 00 -1.913  0.975  2.147 8
0024 pf 01 -1.684  1.022  1.970 8
0024 pf 02 -1.953  0.997  2.193 8
0024 pf 03 -1.846  0.943  2.073 8
0024 pf 04 -1.891  0.903  2.096 8
0024 pf 05 -1.970  0.819  2.134 8
0024 pf 06 -1.890  1.111  2.193 8
0024 pf 07 -1.826  0.988  2.076 8
0024 pf 08 -1.839  0.987  2.087 8
0024 pf 09 -1.889  0.868  2.079 8
0024 pf 10 -1.923  0.909  2.127 8
0048 em 00 -1.997  1.114  2.287 8
0048 cf 00 -2.058  1.046  2.309 8
0048 pf 01 -1.861  1.275  2.256 8
0048 pf 02 -1.858  1.258  2.243 8
0048 pf 03 -1.881  1.150  2.204 8
0048 pf 04 -2.046  1.089  2.317 8
0048 pf 05 -2.215  0.964  2.416 8
0048 pf 06 -1.964  1.008  2.208 8
0048 pf 07 -1.922  1.182  2.256 8
0048 pf 08 -1.961  1.159  2.278 8
0048 pf 09 -1.927  1.004  2.173 8
0048 pf 10 -2.119  1.112  2.393 8
0072 em 00 -2.079  1.483  2.554 8
0072 cf 00 -2.049  1.381  2.471 8
0072 pf 01 -1.917  1.727  2.580 8
0072 pf 02 -1.866  1.628  2.476 8
0072 pf 03 -1.994  1.481  2.484 8
0072 pf 04 -2.186  1.398  2.595 8
0072 pf 05 -2.434  1.217  2.721 8
0072 pf 06 -1.943  1.386  2.387 8
0072 pf 07 -2.041  1.520  2.545 8
0072 pf 08 -2.047  1.615  2.607 8
0072 pf 09 -1.948  1.522  2.472 8
0072 pf 10 -2.278  1.389  2.668 8
0096 em 00 -2.172  1.612  2.705 8
0096 cf 00 -2.156  1.552  2.656 8
0096 pf 01 -2.004  2.224  2.994 7
0096 pf 02 -2.010  1.714  2.641 8
0096 pf 03 -2.071  1.522  2.570 8
0096 pf 04 -2.453  1.734  3.004 8
0096 pf 05 -2.587  1.245  2.871 8
0096 pf 06 -1.783  1.661  2.436 8
0096 pf 07 -2.226  1.692  2.796 8
0096 pf 08 -2.122  1.497  2.597 8
0096 pf 09 -1.909  1.609  2.497 8
0096 pf 10 -2.371  1.234  2.673 8
0120 em 00 -2.199  1.488  2.655 8
0120 cf 00 -2.138  1.412  2.562 8
0120 pf 01 -2.082  2.145  2.989 7
0120 pf 02 -2.134  1.669  2.709 8
0120 pf 03 -1.973  1.543  2.504 8
0120 pf 04 -2.614  1.381  2.956 8
0120 pf 05 -2.572  1.035  2.773 8
0120 pf 06 -1.941  1.697  2.578 8
0120 pf 07 -2.285  1.417  2.689 8
0120 pf 08 -2.041  1.483  2.523 8
0120 pf 09 -2.027  1.548  2.550 8
0120 pf 10 -2.162  0.992  2.378 8
0144 em 00 -2.040  1.223  2.379 8
0144 cf 00 -1.969  1.139  2.275 8
0144 pf 01 -2.229  1.816  2.875 8
0144 pf 02 -1.942  1.347  2.363 8
0144 pf 03 -1.833  1.395  2.303 8
0144 pf 04 -2.453  1.253  2.754 8
0144 pf 05 -2.306  0.634  2.391 8
0144 pf 06 -1.826  1.444  2.328 8
0144 pf 07 -2.110  1.009  2.339 8
0144 pf 08 -1.826  1.232  2.203 8
0144 pf 09 -1.890  1.369  2.334 8
0144 pf 10 -1.859  0.790  2.020 8
0168 em 00 -1.884  0.988  2.128 8
0168 cf 00 -1.780  0.842  1.969 8
0168 pf 01 -2.361  1.421  2.756 8
0168 pf 02 -1.814  1.134  2.139 8
