ecmf prod rf 1998052500 20150525 11 046
0024 em 00  2.490  1.095  2.721 5
0024 cf 00  2.388  1.128  2.641 5
0024 pf 01  2.430  1.054  2.649 5
0024 pf 02  2.409  1.027  2.619 5
0024 pf 03  2.510  1.117  2.748 5
0024 pf 04  2.513  1.054  2.725 5
0024 pf 05  2.476  1.184  2.745 5
0024 pf 06  2.562  1.120  2.796 5
0024 pf 07  2.584  1.115  2.814 5
0024 pf 08  2.328  1.214  2.625 5
0024 pf 09  2.502  1.163  2.759 5
0024 pf 10  2.444  0.992  2.638 5
0048 em 00  2.185  1.198  2.492 5
0048 cf 00  2.228  1.174  2.518 5
0048 pf 01  2.160  1.166  2.455 5
0048 pf 02  2.075  1.017  2.311 5
0048 pf 03  2.188  1.174  2.483 5
0048 pf 04  2.096  1.161  2.396 5
0048 pf 05  2.147  1.306  2.513 5
0048 pf 06  2.167  1.218  2.486 5
0048 pf 07  2.229  1.298  2.579 5
0048 pf 08  2.079  1.291  2.447 5
0048 pf 09  2.189  1.385  2.590 5
0048 pf 10  2.213  1.094  2.468 5
0072 em 00  2.029  1.308  2.414 5
0072 cf 00  2.052  1.282  2.420 5
0072 pf 01  1.963  1.210  2.306 5
0072 pf 02  2.058  1.183  2.373 5
0072 pf 03  1.993  1.451  2.465 5
0072 pf 04  1.992  1.207  2.329 5
0072 pf 05  1.884  1.463  2.385 5
0072 pf 06  2.067  1.373  2.482 5
0072 pf 07  2.022  1.385  2.451 5
0072 pf 08  1.889  1.425  2.367 5
0072 pf 09  1.936  1.437  2.411 5
0072 pf 10  2.172  1.039  2.408 5
0096 em 00  2.060  1.315  2.444 5
0096 cf 00  2.040  1.221  2.377 5
0096 pf 01  2.236  1.166  2.522 5
0096 pf 02  2.093  1.220  2.423 5
0096 pf 03  1.952  1.549  2.492 5
0096 pf 04  1.917  1.156  2.239 5
0096 pf 05  2.088  1.636  2.652 5
0096 pf 06  2.099  1.268  2.453 5
0096 pf 07  2.005  1.224  2.349 5
0096 pf 08  1.976  1.565  2.521 5
0096 pf 09  1.846  1.531  2.398 5
0096 pf 10  2.089  0.956  2.297 5
0120 em 00  2.081  1.134  2.370 5
0120 cf 00  2.147  1.158  2.439 5
0120 pf 01  2.183  1.013  2.407 5
0120 pf 02  2.059  0.959  2.271 5
0120 pf 03  1.895  1.461  2.393 5
0120 pf 04  1.948  0.869  2.133 5
0120 pf 05  2.013  1.258  2.374 5
0120 pf 06  2.014  1.002  2.250 5
0120 pf 07  1.986  1.180  2.310 5
0120 pf 08  2.168  1.390  2.575 5
0120 pf 09  1.959  1.493  2.463 5
0120 pf 10  2.192  0.700  2.301 5
0144 em 00  1.847  0.874  2.044 5
0144 cf 00  1.888  1.005  2.139 5
0144 pf 01  1.975  0.922  2.180 5
0144 pf 02  1.779  0.598  1.877 5
0144 pf 03  1.577  1.172  1.965 5
0144 pf 04  2.029  0.589  2.113 5
0144 pf 05  1.751  0.977  2.005 5
0144 pf 06  1.669  0.766  1.837 5
0144 pf 07  1.837  0.921  2.055 5
0144 pf 08  1.945  1.184  2.277 5
0144 pf 09  1.522  1.178  1.925 5
0144 pf 10  2.021  0.312  2.045 5
0168 em 00  1.709  0.893  1.929 5
0168 cf 00  1.716  1.011  1.992 5
0168 pf 01  1.660  0.832  1.857 5
0168 pf 02  1.730  0.579  1.824 5
0168 pf 03  1.546  1.170  1.939 5
0168 pf 04  1.969  0.880  2.157 5
0168 pf 05  1.570  0.962  1.841 5
0168 pf 06  1.683  0.822  1.873 5
0168 pf 07  1.767  1.107  2.085 5
0168 pf 08  1.500  1.145  1.887 5
0168 pf 09  1.279  1.160  1.726 5
0168 pf 10  2.060  0.135  2.064 5
0192 em 00  1.752  0.944  1.990 5
0192 cf 00  1.840  1.105  2.147 5
0192 pf 01  1.541  0.832  1.752 5
0192 pf 02  1.779  0.580  1.871 5
0192 pf 03  1.448  1.085  1.810 5
0192 pf 04  2.089  0.762  2.223 5
0192 pf 05  1.455  1.118  1.835 5
0192 pf 06  1.604  0.712  1.755 5
0192 pf 07  1.987  1.176  2.309 5
0192 pf 08  1.532  1.308  2.015 5
0192 pf 09  1.538  1.064  1.870 5
0192 pf 10  2.114  0.601  2.198 5
0216 em 00  1.665  0.962  1.923 5
0216 cf 00  1.716  1.002  1.987 5
0216 pf 01  1.326  0.753  1.525 5
0216 pf 02  1.853  0.628  1.957 5
0216 pf 03  1.410  0.925  1.687 5
0216 pf 04  2.101  1.023  2.337 5
0216 pf 05  1.407  1.180  1.836 5
0216 pf 06  1.606  0.468  1.673 5
0216 pf 07  1.775  1.100  2.088 5
0216 pf 08  1.489  1.501  2.115 6
0216 pf 09  1.489  0.965  1.774 5
0216 pf 10  1.812  0.974  2.058 5
0240 em 00  1.586  0.782  1.768 5
0240 cf 00  1.550  0.810  1.748 5
0240 pf 01  1.258  0.709  1.444 5
0240 pf 02  1.960  0.314  1.985 5
0240 pf 03  1.744  0.819  1.927 5
0240 pf 04  1.786  0.656  1.902 5
0240 pf 05  0.931  0.963  1.340 6
0240 pf 06  1.341  0.359  1.389 5
0240 pf 07  1.628  0.873  1.847 5
0240 pf 08  1.593  1.043  1.904 5
0240 pf 09  1.543  0.976  1.825 5
0240 pf 10  1.771  1.028  2.047 5
0264 em 00  1.444  0.642  1.581 5
0264 cf 00  1.263  0.837  1.515 5
0264 pf 01  1.027  0.489  1.137 5
0264 pf 02  1.832  0.090  1.834 5
0264 pf 03  1.485  0.803  1.688 5
0264 pf 04  1.892  0.389  1.931 5
0264 pf 05  0.925  0.903  1.293 5
0264 pf 06  1.657  0.317  1.687 5
0264 pf 07  1.294  0.637  1.442 5
0264 pf 08  1.249  0.914  1.548 5
0264 pf 09  1.474  0.929  1.742 5
0264 pf 10  1.443  0.696  1.602 5
