ecmf prod rf 1998052100 20150521 11 046
0024 em 00  3.682  0.306  3.694 5
0024 cf 00  3.562  0.290  3.574 5
0024 pf 01  3.555  0.357  3.573 5
0024 pf 02  3.723  0.283  3.734 5
0024 pf 03  3.697  0.389  3.717 5
0024 pf 04  3.620  0.340  3.636 5
0024 pf 05  3.752  0.342  3.768 5
0024 pf 06  3.638  0.229  3.646 5
0024 pf 07  3.660  0.247  3.669 5
0024 pf 08  3.626  0.367  3.644 5
0024 pf 09  3.703  0.225  3.710 5
0024 pf 10  3.719  0.400  3.740 5
0048 em 00  3.442  0.682  3.509 5
0048 cf 00  3.387  0.645  3.448 5
0048 pf 01  3.367  0.715  3.442 5
0048 pf 02  3.581  0.756  3.659 5
0048 pf 03  3.382  0.809  3.478 5
0048 pf 04  3.240  0.587  3.293 5
0048 pf 05  3.533  0.741  3.610 5
0048 pf 06  3.356  0.722  3.433 5
0048 pf 07  3.553  0.716  3.625 5
0048 pf 08  3.415  0.633  3.474 5
0048 pf 09  3.367  0.672  3.434 5
0048 pf 10  3.424  0.631  3.481 5
0072 em 00  3.126  0.704  3.204 5
0072 cf 00  3.185  0.608  3.243 5
0072 pf 01  2.843  0.683  2.924 5
0072 pf 02  3.174  0.905  3.301 5
0072 pf 03  3.223  0.649  3.288 5
0072 pf 04  2.844  0.649  2.917 5
0072 pf 05  3.095  0.774  3.191 5
0072 pf 06  3.090  0.867  3.210 5
0072 pf 07  3.204  0.808  3.304 5
0072 pf 08  3.064  0.606  3.124 5
0072 pf 09  3.084  0.611  3.144 5
0072 pf 10  3.323  0.730  3.402 5
0096 em 00  2.822  1.022  3.001 5
0096 cf 00  2.918  0.892  3.051 5
0096 pf 01  2.614  0.864  2.753 5
0096 pf 02  2.833  1.272  3.105 5
0096 pf 03  2.858  1.068  3.051 5
0096 pf 04  2.306  1.015  2.519 5
0096 pf 05  2.719  1.098  2.932 5
0096 pf 06  2.846  1.209  3.092 5
0096 pf 07  2.879  1.042  3.062 5
0096 pf 08  2.958  0.917  3.097 5
0096 pf 09  2.817  1.020  2.996 5
0096 pf 10  3.031  0.973  3.184 5
0120 em 00  2.739  1.087  2.947 5
0120 cf 00  2.913  1.029  3.089 5
0120 pf 01  2.560  1.021  2.756 5
0120 pf 02  2.646  1.124  2.875 5
0120 pf 03  2.644  0.978  2.819 5
0120 pf 04  2.379  1.094  2.619 5
0120 pf 05  2.622  1.038  2.820 5
0120 pf 06  2.633  1.153  2.874 5
0120 pf 07  2.853  1.243  3.112 5
0120 pf 08  2.826  1.161  3.056 5
0120 pf 09  2.891  1.208  3.133 5
0120 pf 10  2.898  1.031  3.076 5
0144 em 00  2.624  1.173  2.874 5
0144 cf 00  2.823  1.238  3.083 5
0144 pf 01  2.482  0.973  2.666 5
0144 pf 02  2.384  1.171  2.656 5
0144 pf 03  2.555  1.066  2.768 5
0144 pf 04  2.170  1.066  2.418 5
0144 pf 05  2.507  1.102  2.739 5
0144 pf 06  2.401  1.290  2.725 5
0144 pf 07  2.784  1.331  3.086 5
0144 pf 08  2.872  1.239  3.128 5
0144 pf 09  2.690  1.392  3.029 5
0144 pf 10  2.890  1.133  3.105 5
0168 em 00  2.509  1.248  2.802 5
0168 cf 00  2.680  1.419  3.033 5
0168 pf 01  2.281  1.052  2.512 5
0168 pf 02  2.166  1.219  2.485 5
0168 pf 03  2.640  1.215  2.906 5
0168 pf 04  2.019  1.057  2.280 5
0168 pf 05  2.524  1.136  2.768 5
0168 pf 06  2.594  1.188  2.853 5
0168 pf 07  2.483  1.251  2.780 5
0168 pf 08  2.611  1.363  2.945 5
0168 pf 09  2.499  1.536  2.934 5
0168 pf 10  2.762  1.367  3.081 5
0192 em 00  2.371  1.165  2.642 5
0192 cf 00  2.395  1.397  2.773 5
0192 pf 01  2.273  0.914  2.450 5
0192 pf 02  1.916  0.961  2.143 5
0192 pf 03  2.506  1.205  2.781 5
0192 pf 04  1.845  0.823  2.021 5
0192 pf 05  2.600  1.321  2.917 5
0192 pf 06  2.559  1.124  2.795 5
0192 pf 07  2.309  1.098  2.556 5
0192 pf 08  2.562  1.440  2.939 5
0192 pf 09  2.152  1.343  2.537 5
0192 pf 10  2.620  1.226  2.892 5
0216 em 00  2.373  0.928  2.548 5
0216 cf 00  2.308  1.271  2.635 5
0216 pf 01  2.519  0.764  2.632 5
0216 pf 02  1.958  0.664  2.068 5
0216 pf 03  2.556  1.142  2.799 5
0216 pf 04  1.973  0.451  2.024 5
0216 pf 05  2.465  1.222  2.751 5
0216 pf 06  2.792  0.610  2.858 5
0216 pf 07  2.237  0.957  2.433 5
0216 pf 08  2.378  1.113  2.626 5
0216 pf 09  1.988  1.042  2.244 5
0216 pf 10  2.566  0.999  2.753 5
0240 em 00  2.218  0.730  2.335 5
0240 cf 00  2.060  1.101  2.336 5
0240 pf 01  2.264  0.541  2.328 5
0240 pf 02  1.849  0.679  1.970 5
0240 pf 03  2.393  1.010  2.598 5
0240 pf 04  1.815  0.246  1.831 5
0240 pf 05  2.126  1.049  2.370 5
0240 pf 06  2.880  0.340  2.900 5
0240 pf 07  1.899  0.724  2.032 5
0240 pf 08  2.243  0.879  2.409 5
0240 pf 09  1.875  0.725  2.010 5
0240 pf 10  2.631  0.754  2.736 5
0264 em 00  1.994  0.702  2.114 5
0264 cf 00  1.920  0.982  2.157 5
0264 pf 01  2.014  0.324  2.040 5
0264 pf 02  1.639  0.801  1.824 5
0264 pf 03  2.306  1.361  2.677 5
0264 pf 04  1.898  0.262  1.916 5
0264 pf 05  1.570  1.079  1.905 5
0264 pf 06  2.505  0.260  2.519 5
0264 pf 07  1.381  0.836  1.614 5
