ecmf prod rf 2005032400 20160324 11 046
0024 em 00  0.262 -1.749  1.768 3
0024 cf 00  0.218 -1.751  1.764 3
0024 pf 01  0.321 -1.788  1.817 3
0024 pf 02  0.279 -1.656  1.680 3
0024 pf 03  0.356 -1.756  1.791 3
0024 pf 04  0.298 -1.751  1.776 3
0024 pf 05  0.204 -1.827  1.839 3
0024 pf 06  0.239 -1.664  1.681 3
0024 pf 07  0.286 -1.794  1.817 3
0024 pf 08  0.209 -1.676  1.689 3
0024 pf 09  0.171 -1.821  1.829 3
0024 pf 10  0.227 -1.674  1.690 3
0048 em 00  0.349 -1.784  1.818 3
0048 cf 00  0.391 -1.865  1.905 3
0048 pf 01  0.317 -1.883  1.910 3
0048 pf 02  0.227 -1.799  1.813 3
0048 pf 03  0.502 -1.738  1.809 3
0048 pf 04  0.363 -1.703  1.741 3
0048 pf 05  0.469 -1.806  1.866 3
0048 pf 06  0.346 -1.720  1.754 3
0048 pf 07  0.384 -1.807  1.848 3
0048 pf 08  0.287 -1.781  1.804 3
0048 pf 09  0.260 -1.779  1.798 3
0048 pf 10  0.218 -1.675  1.689 3
0072 em 00  0.385 -1.989  2.026 3
0072 cf 00  0.492 -2.038  2.096 3
0072 pf 01  0.554 -2.169  2.239 3
0072 pf 02  0.169 -2.083  2.090 3
0072 pf 03  0.373 -1.824  1.862 3
0072 pf 04  0.427 -1.902  1.949 3
0072 pf 05  0.585 -2.052  2.134 3
0072 pf 06  0.324 -1.835  1.864 3
0072 pf 07  0.391 -1.990  2.029 3
0072 pf 08  0.333 -1.966  1.994 3
0072 pf 09  0.444 -2.068  2.115 3
0072 pf 10  0.060 -1.887  1.888 3
0096 em 00  0.481 -2.007  2.063 3
0096 cf 00  0.598 -2.074  2.159 3
0096 pf 01  0.652 -2.107  2.205 3
0096 pf 02  0.419 -2.009  2.052 3
0096 pf 03  0.384 -1.893  1.932 3
0096 pf 04  0.515 -1.878  1.947 3
0096 pf 05  0.629 -2.048  2.142 3
0096 pf 06  0.472 -1.872  1.931 3
0096 pf 07  0.492 -1.999  2.059 3
0096 pf 08  0.330 -1.973  2.000 3
0096 pf 09  0.443 -2.204  2.248 3
0096 pf 10  0.282 -1.979  1.999 3
0120 em 00  0.718 -1.986  2.112 3
0120 cf 00  0.883 -2.036  2.219 3
0120 pf 01  1.188 -2.146  2.453 3
0120 pf 02  0.636 -2.017  2.115 3
0120 pf 03  0.651 -1.852  1.963 3
0120 pf 04  0.653 -2.031  2.134 3
0120 pf 05  0.902 -1.871  2.077 3
0120 pf 06  0.606 -1.789  1.889 3
0120 pf 07  0.752 -1.944  2.085 3
0120 pf 08  0.545 -1.867  1.945 3
0120 pf 09  0.614 -2.096  2.184 3
0120 pf 10  0.391 -2.159  2.194 3
0144 em 00  1.046 -2.099  2.346 3
0144 cf 00  1.255 -2.090  2.438 3
0144 pf 01  1.551 -2.195  2.688 3
0144 pf 02  1.167 -2.106  2.408 3
0144 pf 03  0.864 -2.132  2.300 3
0144 pf 04  0.936 -2.131  2.328 3
0144 pf 05  0.981 -1.954  2.186 3
0144 pf 06  1.054 -1.870  2.146 3
0144 pf 07  1.125 -2.097  2.380 3
0144 pf 08  0.895 -1.942  2.138 3
0144 pf 09  0.808 -2.303  2.441 3
0144 pf 10  0.789 -2.223  2.359 3
0168 em 00  1.292 -2.152  2.511 3
0168 cf 00  1.460 -2.019  2.492 3
0168 pf 01  1.805 -2.155  2.812 3
0168 pf 02  1.437 -2.136  2.574 3
0168 pf 03  1.057 -2.151  2.397 3
0168 pf 04  1.307 -2.104  2.477 3
0168 pf 05  1.096 -2.145  2.408 3
0168 pf 06  1.401 -2.056  2.488 3
0168 pf 07  1.216 -2.137  2.459 3
0168 pf 08  1.223 -1.997  2.342 3
0168 pf 09  1.160 -2.394  2.661 3
0168 pf 10  0.969 -2.297  2.493 3
0192 em 00  1.499 -2.129  2.604 3
0192 cf 00  1.616 -2.009  2.578 3
0192 pf 01  2.003 -1.944  2.792 4
0192 pf 02  1.589 -1.922  2.494 3
0192 pf 03  1.237 -2.212  2.535 3
0192 pf 04  1.648 -2.236  2.777 3
0192 pf 05  1.063 -1.945  2.217 3
0192 pf 06  1.548 -2.116  2.622 3
0192 pf 07  1.488 -2.102  2.575 3
0192 pf 08  1.706 -2.021  2.645 3
0192 pf 09  1.336 -2.492  2.828 3
0192 pf 10  1.180 -2.351  2.630 3
0216 em 00  1.603 -1.935  2.512 3
0216 cf 00  1.739 -1.955  2.616 3
0216 pf 01  1.908 -1.637  2.514 4
0216 pf 02  1.749 -1.447  2.270 4
0216 pf 03  1.520 -1.819  2.371 3
0216 pf 04  1.973 -2.027  2.828 3
0216 pf 05  0.931 -1.933  2.145 3
0216 pf 06  1.708 -2.013  2.640 3
0216 pf 07  1.604 -1.917  2.499 3
0216 pf 08  1.834 -1.962  2.686 3
0216 pf 09  1.344 -2.333  2.692 3
0216 pf 10  1.245 -2.162  2.495 3
0240 em 00  1.636 -1.764  2.406 3
0240 cf 00  1.664 -1.856  2.493 3
0240 pf 01  1.710 -1.562  2.316 4
0240 pf 02  1.639 -1.094  1.971 4
0240 pf 03  1.620 -1.559  2.248 4
0240 pf 04  2.110 -1.866  2.817 4
0240 pf 05  0.935 -1.699  1.939 3
0240 pf 06  1.741 -1.820  2.519 3
0240 pf 07  1.524 -1.791  2.352 3
0240 pf 08  1.974 -1.750  2.638 4
0240 pf 09  1.602 -2.267  2.776 3
0240 pf 10  1.412 -2.048  2.487 3
0264 em 00  1.515 -1.523  2.148 3
0264 cf 00  1.436 -1.802  2.304 3
0264 pf 01  1.452 -1.419  2.031 4
0264 pf 02  1.377 -1.111  1.769 4
0264 pf 03  1.550 -1.137  1.922 4
0264 pf 04  1.859 -1.473  2.371 4
0264 pf 05  0.895 -1.657  1.883 3
0264 pf 06  1.522 -1.247  1.968 4
0264 pf 07  1.188 -1.494  1.909 3
0264 pf 08  1.794 -1.460  2.313 4
0264 pf 09  1.924 -2.092  2.842 3
0264 pf 10  1.615 -1.738  2.372 3
0288 em 00  1.453 -1.354  1.986 4
0288 cf 00  1.217 -1.536  1.959 3
0288 pf 01  1.471 -1.331  1.984 4
0288 pf 02  1.289 -0.869  1.554 4
0288 pf 03  1.387 -0.761  1.582 4
0288 pf 04  1.631 -1.171  2.008 4
0288 pf 05  1.108 -1.563  1.916 3
0288 pf 06  1.386 -1.267  1.878 4
0288 pf 07  1.190 -1.317  1.775 3
0288 pf 08  1.485 -1.164  1.887 4
0288 pf 09  1.980 -2.217  2.973 3
0288 pf 10  1.756 -1.556  2.346 4
0312 em 00  1.462 -1.136  1.852 4
0312 cf 00  1.156 -1.263  1.712 3
0312 pf 01  1.225 -1.011  1.588 4
0312 pf 02  1.341 -0.892  1.610 4
0312 pf 03  1.579 -0.529  1.665 4
0312 pf 04  1.575 -0.777  1.757 4
0312 pf 05  1.431 -1.439  2.029 3
0312 pf 06  1.232 -0.849  1.496 4
0312 pf 07  1.241 -1.409  1.878 3
0312 pf 08  1.240 -0.895  1.529 4
0312 pf 09  1.860 -1.953  2.697 3
0312 pf 10  2.126 -1.332  2.508 4
0336 em 00  1.507 -0.927  1.769 4
0336 cf 00  1.394 -1.167  1.818 4
0336 pf 01  1.367 -0.767  1.568 4
0336 pf 02  1.356 -0.731  1.541 4
0336 pf 03  1.449 -0.330  1.486 4
0336 pf 04  1.642 -0.285  1.667 4
0336 pf 05  1.508 -1.598  2.197 3
0336 pf 06  1.069 -0.801  1.336 4
0336 pf 07  1.328 -1.300  1.859 4
0336 pf 08  1.346 -0.766  1.549 4
0336 pf 09  1.924 -1.386  2.371 4
0336 pf 10  2.081 -0.975  2.298 4
0360 em 00  1.464 -0.727  1.634 4
0360 cf 00  1.726 -0.980  1.985 4
0360 pf 01  1.384 -0.588  1.504 4
0360 pf 02  1.158 -0.572  1.292 4
0360 pf 03  1.315 -0.178  1.327 4
0360 pf 04  1.392 -0.047  1.392 4
0360 pf 05  1.373 -1.460  2.004 3
0360 pf 06  0.622 -0.632  0.887 3
0360 pf 07  1.551 -0.863  1.775 4
0360 pf 08  1.582 -0.700  1.730 4
0360 pf 09  2.053 -1.182  2.369 4
0360 pf 10  1.826 -0.695  1.953 4
0384 em 00  1.321 -0.451  1.396 4
0384 cf 00  1.919 -0.727  2.053 4
0384 pf 01  1.248 -0.467  1.332 4
0384 pf 02  1.054 -0.020  1.055 4
0384 pf 03  1.069 -0.012  1.069 4
0384 pf 04  0.978  0.387  1.052 5
0384 pf 05  1.375 -1.115  1.770 4
0384 pf 06  0.515 -0.428  0.670 4
