Date_day0,RMM1_0,RMM2_0,RMM1_obs,RMM2_obs,RMM1_pf1,RMM2_pf1,RMM1_pf2,RMM2_pf2,RMM1_pf3,RMM2_pf3,RMM1_pf4,RMM2_pf4,RMM1_pf5,RMM2_pf5,RMM1_pf6,RMM2_pf6,RMM1_pf7,RMM2_pf7,RMM1_pf8,RMM2_pf8,RMM1_pf9,RMM2_pf9,RMM1_pf10,RMM2_pf10,RMM1_pf11,RMM2_pf11
2000-01-02,-0.5048875212669373,-0.3698292374610901,-0.00609615771099925,-1.2123706340789795,1.05,-1.325,-1.044,0.07200000000000001,-0.016,-0.428,-0.154,-2.845,0.875,-0.33399999999999996,-0.98,-0.25,-0.433,-1.224,0.752,-1.421,-0.909,-0.33299999999999996,0.883,0.121,1.311,0.124
2000-01-06,-0.1094479113817215,-1.1234924793243408,0.38133886456489563,-1.078954815864563,0.162,-0.084,-1.435,0.7190000000000001,-0.32,-0.11,0.24600000000000002,-0.7959999999999999,-0.039,-1.117,0.09300000000000001,0.456,-1.193,1.112,-0.342,-2.101,0.973,-0.8240000000000001,0.1,0.41200000000000003,-0.368,1.827
2000-01-09,0.3092012107372284,-1.0629550218582153,0.871886134147644,-0.3459116816520691,0.002,-0.228,0.722,-0.12,0.024,0.332,-0.871,0.251,0.623,-0.8390000000000001,-0.222,-1.44,0.40299999999999997,-1.14,0.132,0.294,0.018000000000000002,0.502,0.755,-0.316,0.147,0.005
2000-01-13,0.6534503698348999,-0.5248188376426697,-0.04593070596456528,-0.20075668394565582,1.013,-1.3969999999999998,0.5429999999999999,-1.124,0.451,-1.315,0.166,-1.337,-0.125,-0.321,1.024,-1.8730000000000002,0.47200000000000003,-2.291,0.215,0.856,0.507,0.419,0.321,-0.768,0.027000000000000003,-1.6440000000000001
2000-01-16,0.3632969856262207,-0.33706358075141907,-0.6678962707519531,-1.1724659204483032,1.011,-1.047,0.223,-0.337,1.921,-1.1179999999999999,0.973,-1.033,0.96,-1.3769999999999998,-0.445,-0.805,-0.489,0.39799999999999996,1.253,-0.85,0.732,-0.034,-1.4340000000000002,-0.495,0.64,-0.569
2000-01-20,0.09461519122123718,-0.22325293719768524,0.8333617448806763,-1.6243253946304321,0.301,-0.985,0.276,-0.603,1.682,-0.235,-0.138,-1.16,0.426,-0.061,0.5820000000000001,-0.091,1.199,-1.081,0.5770000000000001,0.439,0.8759999999999999,0.629,2.267,-0.16,-0.474,-0.391
2000-01-23,-0.6647732853889465,-0.15896299481391907,1.5481597185134888,-1.1426547765731812,0.648,-0.298,0.5660000000000001,0.113,0.8029999999999999,-0.6809999999999999,0.821,0.469,-0.18899999999999997,0.325,1.8119999999999998,0.10099999999999999,0.679,0.40700000000000003,0.33899999999999997,-0.414,1.544,-0.182,0.588,-0.679,-0.511,0.389
2000-01-27,-0.5478533506393433,-0.6767758131027222,1.0673656463623047,-1.2970625162124634,0.317,-0.9670000000000001,1.4469999999999998,-0.65,1.024,-1.083,0.38799999999999996,0.096,1.673,0.516,0.43799999999999994,0.22899999999999998,0.51,-0.7440000000000001,-0.382,0.701,1.1440000000000001,-0.17800000000000002,-0.171,-0.706,0.88,-1.321
2000-01-30,-0.12206332385540009,-0.9416945576667786,1.2743349075317383,-1.0534727573394775,-0.598,0.09699999999999999,0.8079999999999999,-0.695,0.018000000000000002,-0.647,0.153,-0.845,-0.376,1.52,-0.184,-1.06,-0.20800000000000002,-0.235,1.2830000000000001,-0.5710000000000001,1.296,0.643,1.16,-1.225,0.45899999999999996,-0.647
2000-02-03,0.005774322431534529,-1.1792749166488647,0.9333975315093994,-0.4764128029346466,0.322,-0.58,-0.105,-2.5789999999999997,0.19699999999999998,0.084,0.649,-0.643,0.096,0.09,-0.69,-0.057,0.263,-1.213,0.198,-0.518,1.5419999999999998,-0.302,0.795,-0.755,-0.243,0.301
