Date_day0,RMM1_0,RMM2_0,RMM1_obs,RMM2_obs,RMM1_pf1,RMM2_pf1,RMM1_pf2,RMM2_pf2,RMM1_pf3,RMM2_pf3,RMM1_pf4,RMM2_pf4,RMM1_pf5,RMM2_pf5,RMM1_pf6,RMM2_pf6,RMM1_pf7,RMM2_pf7,RMM1_pf8,RMM2_pf8,RMM1_pf9,RMM2_pf9,RMM1_pf10,RMM2_pf10,RMM1_pf11,RMM2_pf11
2000-01-02,-0.5048875212669373,-0.3698292374610901,-0.44150280952453613,-0.8039920330047607,-0.301,-1.13,-0.039,-0.601,-0.076,-1.0759999999999998,-0.401,-1.035,-0.35200000000000004,-0.902,-0.315,-1.004,-0.439,-0.877,-0.42700000000000005,-1.1540000000000001,-0.098,-0.927,-0.47,-1.085,-0.099,-1.151
2000-01-06,-0.1094479113817215,-1.1234924793243408,0.3092012107372284,-1.0629550218582153,0.203,-1.69,-0.151,-1.69,0.575,-1.775,0.08,-1.5319999999999998,0.244,-1.496,0.285,-1.778,0.301,-1.5519999999999998,0.465,-1.515,-0.035,-1.492,0.13,-1.607,0.507,-1.361
2000-01-09,0.3092012107372284,-1.0629550218582153,0.5997563600540161,-0.7855736017227173,0.659,-1.382,0.695,-1.276,0.601,-1.2690000000000001,0.64,-1.0979999999999999,0.607,-1.345,0.528,-1.4409999999999998,0.805,-1.515,0.7040000000000001,-1.4709999999999999,0.635,-1.321,0.752,-1.091,0.6629999999999999,-1.073
2000-01-13,0.6534503698348999,-0.5248188376426697,0.3632969856262207,-0.33706358075141907,0.831,-0.5820000000000001,0.6579999999999999,-0.731,0.52,0.24600000000000002,1.004,-0.287,0.7659999999999999,-0.44,0.877,-0.307,1.1340000000000001,-0.462,0.866,-0.47100000000000003,0.914,-0.596,1.021,-0.695,0.902,-0.31
2000-01-16,0.3632969856262207,-0.33706358075141907,0.03162911906838417,-0.12511330842971802,0.09699999999999999,-0.14300000000000002,0.426,-0.145,-0.07200000000000001,0.271,-0.254,-0.038,0.868,-0.07400000000000001,0.456,-0.045,0.028999999999999998,-0.03,0.2,-0.501,0.1,0.07200000000000001,0.315,-0.05,0.23600000000000002,-0.261
2000-01-20,0.09461519122123718,-0.22325293719768524,-0.6647732853889465,-0.15896299481391907,-0.654,-0.348,-0.08,-0.042,-0.43799999999999994,-0.47,-0.501,-0.445,-0.377,-0.34,-0.618,-0.057,-0.489,-0.23800000000000002,-0.151,-0.544,-0.415,-0.469,-0.384,-0.192,-0.015,-0.24
2000-01-23,-0.6647732853889465,-0.15896299481391907,-0.5222046375274658,-0.566896915435791,-0.6859999999999999,-0.266,-0.66,-0.271,-0.21,-0.239,-0.537,-0.10400000000000001,-0.8240000000000001,-0.23199999999999998,-0.39799999999999996,-0.11699999999999999,-0.26899999999999996,-0.297,-0.748,-0.0,-0.451,-0.128,-0.387,-0.115,-0.18600000000000003,-0.38799999999999996
2000-01-27,-0.5478533506393433,-0.6767758131027222,-0.12206332385540009,-0.9416945576667786,-0.556,-1.069,-0.6970000000000001,-1.089,-0.537,-1.17,-0.41600000000000004,-1.141,-0.165,-1.141,-0.515,-1.068,-0.419,-0.935,-0.364,-0.991,-0.7040000000000001,-1.036,-0.359,-0.9440000000000001,-0.322,-0.861
2000-01-30,-0.12206332385540009,-0.9416945576667786,-0.0696181207895279,-1.3134301900863647,-0.11,-1.541,-0.314,-1.632,-0.037000000000000005,-1.642,-0.038,-1.569,-0.06,-1.689,0.079,-1.393,-0.023,-1.4140000000000001,0.364,-1.466,0.034,-1.286,-0.076,-1.8659999999999999,0.037000000000000005,-1.615
2000-02-03,0.005774322431534529,-1.1792749166488647,0.7604079246520996,-0.7043188214302063,0.271,-1.508,0.166,-1.339,0.185,-1.671,0.20600000000000002,-1.594,0.613,-1.319,0.295,-1.64,0.579,-1.14,0.068,-1.29,0.537,-1.732,0.326,-1.432,0.341,-1.055
2000-02-06,0.7604079246520996,-0.7043188214302063,0.6478824019432068,-0.32446518540382385,0.569,-0.972,0.688,-0.9540000000000001,0.376,-1.0070000000000001,0.6559999999999999,-0.679,0.63,-0.852,0.513,-1.17,0.511,-1.099,0.501,-0.975,0.667,-0.843,0.892,-0.754,0.868,-0.9640000000000001
2000-02-10,0.3208513557910919,-0.04477040469646454,-0.23397625982761383,-0.4371630847454071,0.27399999999999997,-0.8190000000000001,0.248,-0.5589999999999999,0.25,-0.772,0.331,-0.978,0.366,-0.746,0.42700000000000005,-0.772,0.452,-0.958,-0.063,-0.45399999999999996,0.139,-0.794,0.67,-0.7879999999999999,0.379,-0.7190000000000001
