Date_day0,RMM1_0,RMM2_0,RMM1_obs,RMM2_obs,RMM1_pf1,RMM2_pf1,RMM1_pf2,RMM2_pf2,RMM1_pf3,RMM2_pf3,RMM1_pf4,RMM2_pf4,RMM1_pf5,RMM2_pf5,RMM1_pf6,RMM2_pf6,RMM1_pf7,RMM2_pf7,RMM1_pf8,RMM2_pf8,RMM1_pf9,RMM2_pf9,RMM1_pf10,RMM2_pf10,RMM1_pf11,RMM2_pf11
2000-01-02,-0.5048875212669373,-0.3698292374610901,-0.21237556636333466,-0.08270293474197388,-0.083,-0.134,0.358,0.494,-0.05,1.3119999999999998,-1.264,0.41600000000000004,-1.169,0.179,0.304,0.68,0.39,-0.8270000000000001,-0.21899999999999997,0.312,-0.514,0.389,-0.23600000000000002,-0.868,0.345,-0.76
2000-01-06,-0.1094479113817215,-1.1234924793243408,-0.41315609216690063,-0.32544252276420593,0.203,-0.105,0.156,1.742,0.161,1.6159999999999999,0.812,0.8009999999999999,0.43700000000000006,0.337,-0.5870000000000001,0.7879999999999999,-0.23800000000000002,2.1180000000000003,0.259,0.369,0.517,-0.165,0.337,0.319,0.231,0.652
2000-01-09,0.3092012107372284,-1.0629550218582153,-0.5066913962364197,-0.7272474765777588,0.128,-0.895,-0.9009999999999999,-1.7480000000000002,-0.873,0.183,0.086,-0.147,-0.92,-0.981,0.32899999999999996,0.11699999999999999,-0.184,1.048,-0.945,1.501,1.175,0.684,-0.355,-0.42,0.258,-1.0590000000000002
2000-01-13,0.6534503698348999,-0.5248188376426697,-0.00609615771099925,-1.2123706340789795,-0.452,-1.308,-0.489,-0.534,-0.615,-0.6459999999999999,-0.664,-0.469,0.867,-1.095,-0.852,-0.385,-0.625,-0.563,-0.569,-1.3119999999999998,0.09,-0.966,-0.754,-0.569,-0.698,-0.107
2000-01-16,0.3632969856262207,-0.33706358075141907,0.11079054325819016,-1.2450374364852905,0.18100000000000002,-1.13,-0.696,0.6859999999999999,0.635,-2.279,1.0190000000000001,-1.145,-0.262,-1.171,-0.733,0.275,-0.17600000000000002,-1.083,0.08199999999999999,-1.77,1.608,0.061,-0.239,-0.856,-0.992,-0.073
2000-01-20,0.09461519122123718,-0.22325293719768524,0.871886134147644,-0.3459116816520691,0.027999999999999997,-1.198,-1.431,-0.9420000000000001,-0.52,-1.003,-0.052000000000000005,-0.7040000000000001,-0.706,-0.613,0.43700000000000006,-1.7,-0.12300000000000001,-1.5230000000000001,-0.486,-0.069,0.945,-0.7290000000000001,0.545,-2.1390000000000002,-0.40299999999999997,0.243
2000-01-23,-0.6647732853889465,-0.15896299481391907,0.021159326657652855,-0.10985268652439117,-0.06,-1.381,0.46,-1.2109999999999999,-0.442,-2.094,-0.40399999999999997,-1.493,0.243,0.496,-0.263,-0.7040000000000001,0.055,-1.29,0.276,-0.9179999999999999,-0.295,-0.7490000000000001,-0.42700000000000005,-0.728,0.40399999999999997,-0.7290000000000001
2000-01-27,-0.5478533506393433,-0.6767758131027222,-0.6678962707519531,-1.1724659204483032,-0.17,-1.626,0.455,-1.1159999999999999,-1.247,-0.515,0.6509999999999999,-0.34600000000000003,1.0190000000000001,-2.193,0.35100000000000003,-1.506,-0.5720000000000001,-1.159,0.134,-1.275,0.384,-1.315,-0.053,-0.596,-0.256,-1.828
2000-01-30,-0.12206332385540009,-0.9416945576667786,0.30231744050979614,-1.650923490524292,0.495,-0.991,0.5329999999999999,-1.5130000000000001,-0.005,-0.2,-0.4,-0.10400000000000001,1.171,-0.623,-1.8219999999999998,-0.888,0.499,0.391,0.9229999999999999,-0.555,0.342,-0.78,0.705,-1.4280000000000002,0.6,-0.196
2000-02-03,0.005774322431534529,-1.1792749166488647,1.5481597185134888,-1.1426547765731812,0.573,-0.562,0.7959999999999999,-0.905,0.9490000000000001,0.409,0.943,-0.7659999999999999,0.18100000000000002,-0.34600000000000003,0.996,0.14,0.20800000000000002,-0.9470000000000001,0.925,-0.807,-0.111,-2.197,0.853,-0.047,1.085,0.654
