Date_day0,RMM1_0,RMM2_0,RMM1_obs,RMM2_obs,RMM1_pf1,RMM2_pf1,RMM1_pf2,RMM2_pf2,RMM1_pf3,RMM2_pf3,RMM1_pf4,RMM2_pf4,RMM1_pf5,RMM2_pf5,RMM1_pf6,RMM2_pf6,RMM1_pf7,RMM2_pf7,RMM1_pf8,RMM2_pf8,RMM1_pf9,RMM2_pf9,RMM1_pf10,RMM2_pf10,RMM1_pf11,RMM2_pf11
2000-01-02,-0.5048875212669373,-0.3698292374610901,0.5149142146110535,-0.30158156156539917,0.823,-1.4409999999999998,1.15,0.184,0.7390000000000001,-0.242,0.267,-0.39399999999999996,0.863,0.07200000000000001,0.278,-1.589,-0.275,-1.249,0.963,-0.607,0.597,-0.9540000000000001,1.329,-0.802,0.574,-1.504
2000-01-06,-0.1094479113817215,-1.1234924793243408,0.015620746649801731,-0.19416876137256622,0.746,-0.38299999999999995,1.3359999999999999,0.262,0.927,0.127,1.489,-0.489,1.76,-0.5760000000000001,2.603,0.249,1.4569999999999999,-0.297,1.349,0.45399999999999996,0.428,-1.163,1.686,-0.149,1.709,0.38
2000-01-09,0.3092012107372284,-1.0629550218582153,-0.21237556636333466,-0.08270293474197388,0.187,0.493,-0.486,0.9390000000000001,0.52,0.408,-0.209,-0.938,-0.341,0.32899999999999996,0.541,-0.013000000000000001,0.833,1.068,0.852,1.073,0.726,-0.586,-0.10300000000000001,0.159,-0.455,-0.289
2000-01-13,0.6534503698348999,-0.5248188376426697,-0.41315609216690063,-0.32544252276420593,-1.041,-0.562,-0.616,-0.569,-1.262,-0.8320000000000001,-0.212,-0.975,-0.39,-1.034,-0.615,-0.659,-0.92,-0.049,-1.004,-0.276,-0.28800000000000003,-0.794,-0.28300000000000003,0.018000000000000002,-0.095,0.531
2000-01-16,0.3632969856262207,-0.33706358075141907,-0.5066913962364197,-0.7272474765777588,-0.634,-1.329,-0.34299999999999997,0.353,-0.685,-1.249,0.716,-1.368,-0.493,-0.401,0.293,-0.31,-0.845,-0.89,-0.737,-1.2309999999999999,-0.312,-0.946,-1.186,-0.252,0.364,0.043
2000-01-20,0.09461519122123718,-0.22325293719768524,-0.00609615771099925,-1.2123706340789795,-0.5770000000000001,-0.966,-1.521,0.34299999999999997,-0.82,-0.435,-0.955,-0.955,-0.003,-0.574,-0.7879999999999999,-1.091,-0.718,-1.012,0.647,-0.491,-1.183,-1.242,-1.209,-1.561,-0.214,-0.743
2000-01-23,-0.6647732853889465,-0.15896299481391907,0.11079054325819016,-1.2450374364852905,-0.342,-1.4980000000000002,-0.7859999999999999,-1.14,0.095,-0.345,-0.7190000000000001,-1.254,-0.122,-0.823,-0.758,-0.6970000000000001,-0.41700000000000004,-0.8809999999999999,-0.177,-0.838,-0.703,-1.025,-0.01,-1.177,-0.163,-0.6459999999999999
2000-01-27,-0.5478533506393433,-0.6767758131027222,0.871886134147644,-0.3459116816520691,-0.414,-1.8940000000000001,0.789,-2.15,-0.631,-0.038,0.488,-0.674,-0.539,-2.281,0.128,-1.172,-0.708,-1.626,0.963,-0.634,-0.433,-1.3159999999999998,-0.067,-0.6890000000000001,-0.22399999999999998,-1.909
2000-01-30,-0.12206332385540009,-0.9416945576667786,0.021159326657652855,-0.10985268652439117,0.42,-2.247,0.111,-2.283,0.585,-1.033,0.8759999999999999,-1.308,0.616,-1.676,0.07200000000000001,-0.08900000000000001,-0.024,-1.25,0.43200000000000005,-1.077,0.295,-1.051,0.583,-2.188,1.111,-0.9259999999999999
2000-02-03,0.005774322431534529,-1.1792749166488647,-0.6678962707519531,-1.1724659204483032,0.127,-1.568,1.328,-1.597,0.7929999999999999,-1.3259999999999998,0.508,-0.9159999999999999,0.455,-0.20600000000000002,0.721,-1.6869999999999998,0.07400000000000001,-0.593,-1.006,-1.891,0.182,-0.7609999999999999,0.386,-0.659,-0.235,-0.772
