Date_day0,RMM1_0,RMM2_0,RMM1_obs,RMM2_obs,RMM1_pf1,RMM2_pf1,RMM1_pf2,RMM2_pf2,RMM1_pf3,RMM2_pf3,RMM1_pf4,RMM2_pf4,RMM1_pf5,RMM2_pf5,RMM1_pf6,RMM2_pf6,RMM1_pf7,RMM2_pf7,RMM1_pf8,RMM2_pf8,RMM1_pf9,RMM2_pf9,RMM1_pf10,RMM2_pf10,RMM1_pf11,RMM2_pf11
2000-01-02,-0.5048875212669373,-0.3698292374610901,0.5997563600540161,-0.7855736017227173,0.44,-1.4909999999999999,0.7090000000000001,-0.48200000000000004,0.109,-0.825,0.12,-1.168,0.9309999999999999,-1.0390000000000001,0.18899999999999997,-1.913,-0.6779999999999999,-1.57,0.856,-1.1740000000000002,0.244,-0.9740000000000001,1.099,-1.413,0.036000000000000004,-1.9340000000000002
2000-01-06,-0.1094479113817215,-1.1234924793243408,0.3632969856262207,-0.33706358075141907,1.1520000000000001,-0.664,1.663,-0.33799999999999997,1.296,-0.275,1.052,-0.8,1.7169999999999999,-1.119,2.3369999999999997,-0.84,1.263,-0.456,1.0290000000000001,-0.273,0.183,-1.4480000000000002,1.891,-0.728,1.845,-0.575
2000-01-09,0.3092012107372284,-1.0629550218582153,0.03162911906838417,-0.12511330842971802,0.858,-0.254,0.434,0.304,0.653,-0.105,0.267,-1.006,0.271,-0.083,1.2830000000000001,-0.35600000000000004,1.329,0.302,1.476,0.451,0.981,-0.644,0.386,-0.424,-0.005,-0.679
2000-01-13,0.6534503698348999,-0.5248188376426697,-0.6647732853889465,-0.15896299481391907,-0.9079999999999999,-0.342,-0.626,-0.076,-1.294,-0.278,-0.6859999999999999,-0.83,-0.61,-0.767,-0.72,-1.08,-0.381,0.043,-0.581,0.011000000000000001,-0.6459999999999999,-0.491,-0.24,0.18100000000000002,-0.091,0.431
2000-01-16,0.3632969856262207,-0.33706358075141907,-0.5222046375274658,-0.566896915435791,-0.9590000000000001,-1.288,-0.45899999999999996,-0.019,-1.018,-0.892,0.057,-1.013,-0.91,-0.789,0.191,-0.47700000000000004,-1.075,-1.091,-0.8109999999999999,-1.6030000000000002,-0.41100000000000003,-0.439,-1.0490000000000002,-0.203,0.053,-0.109
2000-01-20,0.09461519122123718,-0.22325293719768524,-0.12206332385540009,-0.9416945576667786,-0.9279999999999999,-0.81,-1.268,0.605,-0.7709999999999999,-0.5920000000000001,-0.794,-0.731,0.099,-0.594,-0.772,-0.38799999999999996,-0.8,-0.813,0.04,-0.419,-1.253,-0.39899999999999997,-1.167,-0.873,-0.5660000000000001,-0.8240000000000001
2000-01-23,-0.6647732853889465,-0.15896299481391907,-0.0696181207895279,-1.3134301900863647,-0.777,-1.5819999999999999,-0.9079999999999999,-0.968,0.23800000000000002,-0.62,-0.511,-1.295,-0.325,-0.5820000000000001,-0.8490000000000001,-0.8009999999999999,-0.59,-0.718,-0.461,-1.315,-1.071,-0.861,-0.299,-0.956,-0.293,-0.8170000000000001
2000-01-27,-0.5478533506393433,-0.6767758131027222,0.7604079246520996,-0.7043188214302063,-0.182,-1.671,0.198,-2.191,0.025,-0.847,0.8590000000000001,-1.012,-0.34,-1.5959999999999999,-0.261,-1.246,-0.423,-1.345,0.535,-1.1340000000000001,-0.395,-1.4709999999999999,-0.09300000000000001,-0.8009999999999999,0.006999999999999999,-1.649
2000-01-30,-0.12206332385540009,-0.9416945576667786,0.6478824019432068,-0.32446518540382385,0.32299999999999995,-2.085,-0.055,-2.7539999999999996,0.764,-1.3719999999999999,0.018000000000000002,-1.902,0.503,-1.757,0.115,-0.525,0.16399999999999998,-1.215,0.721,-1.325,-0.078,-1.56,0.441,-2.197,1.45,-1.7109999999999999
2000-02-03,0.005774322431534529,-1.1792749166488647,-0.23397625982761383,-0.4371630847454071,-0.013999999999999999,-1.1640000000000001,0.721,-1.5490000000000002,0.634,-1.3559999999999999,0.546,-0.935,0.429,-0.43700000000000006,0.48,-1.2830000000000001,0.826,-0.5379999999999999,-0.9359999999999999,-1.449,-0.146,-0.764,0.16,-0.56,-0.018000000000000002,-0.26
2000-02-06,0.7604079246520996,-0.7043188214302063,-0.2085028886795044,-1.3636646270751953,0.015,-1.7530000000000001,0.529,-1.234,-0.015,-2.099,-0.7020000000000001,-1.754,-0.35700000000000004,-0.583,-0.078,-1.0190000000000001,-0.368,-1.954,0.424,-2.0909999999999997,-0.522,-2.031,0.428,-1.036,-0.295,-1.682
2000-02-10,0.3208513557910919,-0.04477040469646454,1.1724613904953003,-1.5809342861175537,1.182,-1.534,1.04,-1.3659999999999999,1.093,-1.3159999999999998,1.0979999999999999,-1.206,0.953,-1.6369999999999998,0.825,-1.064,1.5630000000000002,-1.621,0.34299999999999997,-1.861,1.7830000000000001,-1.412,1.8159999999999998,-1.25,0.983,-1.208
2000-02-13,-0.23397625982761383,-0.4371630847454071,1.395260214805603,-1.1642905473709106,1.645,-1.38,1.3940000000000001,-1.761,1.6380000000000001,-0.889,1.732,-1.034,1.597,-1.6540000000000001,1.382,-1.327,1.774,-1.38,1.369,-1.02,2.147,-0.78,0.653,-1.27,1.575,-1.3330000000000002
2000-02-17,0.13238760828971863,-1.5304287672042847,1.098630666732788,-1.202126145362854,1.053,-1.058,0.7240000000000001,-1.429,1.431,-0.373,1.463,-0.569,0.7290000000000001,-0.711,0.785,-0.74,1.128,-0.9640000000000001,1.653,-0.35700000000000004,1.426,-0.87,1.393,-1.022,1.307,-0.557
2000-02-20,1.1724613904953003,-1.5809342861175537,1.2894766330718994,-1.0313458442687988,1.0959999999999999,-0.523,0.895,-0.461,1.135,-0.017,0.648,-0.122,0.866,-0.625,1.4680000000000002,-0.68,0.516,-0.49200000000000005,1.3940000000000001,-1.037,0.521,-0.8690000000000001,2.488,-0.21600000000000003,0.758,-0.8140000000000001
2000-02-24,1.1805918216705322,-1.1073192358016968,0.7445371150970459,-0.16680960357189178,0.85,-0.377,0.9570000000000001,0.166,0.077,0.044000000000000004,1.36,0.344,0.308,0.255,0.935,0.23,-0.009000000000000001,0.642,0.13699999999999998,0.051,2.131,0.037000000000000005,-0.193,0.064,1.756,0.428
2000-02-27,1.098630666732788,-1.202126145362854,0.6749078035354614,0.39006227254867554,0.5589999999999999,0.062,0.531,-0.298,0.51,0.638,0.674,0.154,1.395,-0.265,0.907,0.376,-0.157,0.122,-0.035,-0.409,0.602,0.535,1.0959999999999999,-0.021,0.5579999999999999,0.847
2000-03-02,1.267158031463623,-0.8739400506019592,0.7444543242454529,0.3320172429084778,0.207,0.013000000000000001,0.129,0.327,1.263,-0.005,0.42100000000000004,0.649,0.35100000000000003,0.873,0.128,0.162,0.9159999999999999,-0.08800000000000001,0.722,0.11599999999999999,-0.898,0.124,0.09,0.6940000000000001,0.887,0.196
2000-03-05,0.7445371150970459,-0.16680960357189178,0.40782609581947327,0.32850703597068787,0.033,0.048,-0.022000000000000002,-0.038,-0.597,0.24,-0.27,-0.386,0.363,0.675,0.242,0.109,-0.213,0.435,-0.585,0.09300000000000001,0.7290000000000001,0.11800000000000001,0.787,-0.083,0.8640000000000001,0.23600000000000002
2000-03-09,0.5946404933929443,0.35121843218803406,0.09687390923500061,0.14425508677959442,0.506,0.28300000000000003,0.5710000000000001,0.154,0.079,0.527,0.818,-0.225,1.4180000000000001,0.8270000000000001,-0.301,-0.177,-0.763,0.371,0.040999999999999995,0.061,0.24600000000000002,0.58,0.369,0.261,0.519,1.077
2000-03-12,0.7444543242454529,0.3320172429084778,-0.9728688597679138,0.1161811575293541,-0.657,0.075,-0.201,-0.544,0.177,0.387,-0.34600000000000003,0.429,-0.7759999999999999,0.461,-0.7140000000000001,-0.091,-0.6859999999999999,0.022000000000000002,0.57,0.11800000000000001,-0.67,-0.49200000000000005,-0.29100000000000004,0.736,-0.758,0.84
2000-03-16,0.41046640276908875,0.17009127140045166,-1.1561095714569092,-0.48044294118881226,-0.9570000000000001,-0.41,-0.512,-0.44299999999999995,-1.526,0.021,-0.529,0.564,-0.604,-0.40700000000000003,-1.089,-0.22699999999999998,-1.8619999999999999,0.49,-1.266,-0.569,-1.121,-0.32,-0.9,0.88,-1.121,0.23600000000000002
2000-03-19,0.09687390923500061,0.14425508677959442,-1.0012075901031494,-0.09712738543748856,-1.186,-0.5820000000000001,-1.264,-0.1,-0.532,-0.7020000000000001,-0.845,-0.528,-0.914,-0.11599999999999999,-0.9,-0.091,-0.948,0.191,-0.402,-0.187,-1.444,-0.262,-0.7979999999999999,-0.083,-1.227,-0.8190000000000001
2000-03-23,-1.2844898700714111,0.032416291534900665,-0.08382225781679153,-0.33070555329322815,-0.37,-0.584,-0.325,-0.11199999999999999,-0.444,-0.978,0.72,-0.498,0.264,-0.461,0.3,-0.6459999999999999,0.139,-0.309,0.7040000000000001,-0.612,0.21899999999999997,-0.442,-0.318,-0.09300000000000001,-0.484,-0.9109999999999999
2000-03-26,-1.1561095714569092,-0.48044294118881226,0.5338958501815796,-0.1543075293302536,0.424,0.115,0.37200000000000005,-0.12,-0.27899999999999997,-0.05,0.5770000000000001,0.297,-0.382,-0.252,1.2670000000000001,-0.48,0.7440000000000001,0.452,0.732,-0.27899999999999997,-0.013000000000000001,-0.789,0.10099999999999999,0.47200000000000003,0.009000000000000001,-0.008
2000-03-30,-0.7946490049362183,-0.088038370013237,-0.05721024051308632,0.2593685984611511,0.35,0.08800000000000001,1.197,-0.24,2.525,0.16899999999999998,1.05,0.073,-0.222,0.369,1.766,1.045,0.96,0.491,1.495,0.11900000000000001,0.258,-0.111,0.268,0.665,1.2830000000000001,0.149
2000-04-02,-0.08382225781679153,-0.33070555329322815,-0.03184834495186806,0.1776471883058548,0.467,-0.006999999999999999,-0.053,0.361,0.731,0.914,-0.073,0.057,0.19,0.509,1.682,0.012,0.168,-0.01,0.344,0.19699999999999998,0.573,0.38799999999999996,-0.031,-0.317,0.9470000000000001,-1.006
2000-04-06,0.44094419479370117,-0.09836430847644806,1.087019920349121,0.24284592270851135,0.564,0.028999999999999998,-0.099,0.624,0.627,-0.127,1.411,0.287,0.857,0.182,0.18899999999999997,0.017,-0.165,0.787,0.541,0.09,0.42700000000000005,0.91,0.915,0.083,0.33799999999999997,0.8640000000000001
2000-04-09,-0.05721024051308632,0.2593685984611511,1.0348926782608032,0.7714324593544006,0.636,0.228,1.442,0.705,0.721,0.345,-0.242,-0.27,0.515,0.409,0.385,-0.35200000000000004,0.136,0.261,0.365,0.594,1.18,0.769,0.509,0.401,0.52,0.342
2000-04-13,0.15091244876384735,0.2140129953622818,0.4179474115371704,0.7780091762542725,0.795,0.496,0.946,0.667,0.272,0.585,1.276,0.435,0.8320000000000001,0.5329999999999999,1.251,0.491,0.494,0.48700000000000004,0.978,0.633,0.986,0.628,0.973,0.366,0.13,0.292
2000-04-16,1.087019920349121,0.24284592270851135,0.1399366408586502,1.1097198724746704,0.113,1.251,-0.113,0.732,-1.2209999999999999,0.746,0.787,1.307,0.249,1.162,0.41100000000000003,0.9159999999999999,0.772,1.608,-0.8959999999999999,1.203,1.065,1.618,0.588,2.089,-0.17600000000000002,1.861
2000-04-20,0.7610073089599609,0.814346432685852,0.40137094259262085,1.1266132593154907,-0.012,0.716,1.308,0.05,-0.28300000000000003,0.7390000000000001,0.271,1.234,1.083,0.769,0.301,0.8240000000000001,-0.545,1.128,0.7240000000000001,0.9440000000000001,-0.125,0.7979999999999999,0.747,1.837,0.792,1.565
2000-04-23,0.4179474115371704,0.7780091762542725,0.4799112379550934,1.998009204864502,0.297,1.251,1.381,1.8730000000000002,0.331,1.636,0.6809999999999999,1.4780000000000002,0.127,1.4869999999999999,0.011000000000000001,1.246,0.244,0.981,0.8420000000000001,1.232,0.42100000000000004,1.045,0.16899999999999998,1.14,-0.9440000000000001,1.419
2000-04-27,0.23395733535289764,0.9679967761039734,-0.28349658846855164,1.7660529613494873,-0.956,0.973,-1.5519999999999998,0.858,-0.679,1.9769999999999999,-0.6609999999999999,1.057,-0.473,0.304,-0.371,1.296,-1.2790000000000001,1.0190000000000001,-0.429,1.054,-0.584,0.8170000000000001,-0.725,0.83,-1.453,1.125
2000-04-30,0.40137094259262085,1.1266132593154907,-0.47837600111961365,1.329878330230713,-0.929,1.203,-0.53,1.121,-1.156,0.966,-0.297,1.263,-0.753,1.719,-1.3769999999999998,1.245,-0.983,0.621,-0.462,1.304,-0.9129999999999999,0.9109999999999999,-0.449,0.7090000000000001,-1.7530000000000001,1.274
2000-05-04,0.21944674849510193,1.8226954936981201,-0.34634703397750854,1.1135728359222412,0.027999999999999997,0.5760000000000001,-1.444,0.69,-1.307,0.92,-0.139,0.369,0.003,1.081,-1.272,0.02,-0.24100000000000002,0.462,0.054000000000000006,-0.023,0.366,1.205,-0.083,1.055,-1.114,0.457
2000-05-07,-0.28349658846855164,1.7660529613494873,-0.4757359027862549,0.5260955691337585,-0.158,0.22699999999999998,0.14800000000000002,0.713,0.6509999999999999,-0.24,-0.068,-0.318,-0.133,0.26,-0.67,-0.24600000000000002,-0.316,0.135,-0.15,0.369,-0.574,0.307,0.885,0.733,-0.981,1.0390000000000001
2000-05-11,-0.4001213014125824,1.2566853761672974,-0.7480446696281433,0.20976334810256958,-0.011000000000000001,-0.282,0.084,-0.14300000000000002,-0.534,-0.188,-0.207,0.19899999999999998,0.151,0.106,-1.21,0.024,-0.156,0.314,-0.611,-0.22699999999999998,-1.429,-0.348,1.021,0.626,-0.282,-0.39899999999999997
2000-05-14,-0.34634703397750854,1.1135728359222412,-0.6971844434738159,0.052415914833545685,0.004,0.21100000000000002,-0.209,-0.015,-1.104,0.6890000000000001,0.106,-0.27399999999999997,-0.66,0.23399999999999999,-0.818,-0.43700000000000006,0.006,-0.047,-0.58,-0.638,-0.059000000000000004,-0.067,-0.1,0.033,0.752,0.449
