ecmf prod rf 2021122200 20221222 11 046
0024 em 00 -0.788  2.367  2.495 7
0024 cf 00 -0.792  2.377  2.506 7
0024 pf 01 -0.771  2.467  2.585 7
0024 pf 02 -0.792  2.341  2.471 7
0024 pf 03 -0.885  2.237  2.406 7
0024 pf 04 -0.686  2.314  2.413 7
0024 pf 05 -0.767  2.317  2.440 7
0024 pf 06 -0.774  2.294  2.421 7
0024 pf 07 -0.786  2.327  2.456 7
0024 pf 08 -0.838  2.533  2.668 7
0024 pf 09 -0.871  2.361  2.516 7
0024 pf 10 -0.684  2.258  2.359 7
0048 em 00 -0.967  1.908  2.139 7
0048 cf 00 -0.973  1.861  2.100 7
0048 pf 01 -1.021  2.000  2.246 7
0048 pf 02 -1.059  1.840  2.123 7
0048 pf 03 -0.921  1.823  2.042 7
0048 pf 04 -0.925  1.804  2.027 7
0048 pf 05 -1.003  1.779  2.042 7
0048 pf 06 -0.898  1.857  2.063 7
0048 pf 07 -1.096  1.969  2.254 7
0048 pf 08 -0.944  2.036  2.245 7
0048 pf 09 -1.023  1.896  2.155 7
0048 pf 10 -0.765  1.949  2.094 7
0072 em 00 -0.996  1.784  2.043 7
0072 cf 00 -1.026  1.665  1.956 7
0072 pf 01 -1.080  1.730  2.039 7
0072 pf 02 -1.142  1.663  2.018 7
0072 pf 03 -0.989  1.705  1.970 7
0072 pf 04 -0.972  1.623  1.892 7
0072 pf 05 -0.948  1.839  2.069 7
0072 pf 06 -1.098  1.664  1.994 7
0072 pf 07 -1.155  1.649  2.013 7
0072 pf 08 -0.855  2.207  2.367 7
0072 pf 09 -0.963  1.863  2.097 7
0072 pf 10 -0.731  1.829  1.969 7
0096 em 00 -1.273  1.764  2.176 7
0096 cf 00 -1.253  1.625  2.052 7
0096 pf 01 -1.467  1.533  2.122 7
0096 pf 02 -1.199  1.563  1.969 7
0096 pf 03 -1.181  1.626  2.010 7
0096 pf 04 -1.273  1.493  1.962 7
0096 pf 05 -1.346  1.757  2.213 7
0096 pf 06 -1.513  1.790  2.344 7
0096 pf 07 -1.561  1.600  2.235 7
0096 pf 08 -1.051  2.337  2.562 7
0096 pf 09 -1.134  2.019  2.316 7
0096 pf 10 -1.003  1.858  2.111 7
0120 em 00 -1.330  1.854  2.282 7
0120 cf 00 -1.214  1.691  2.082 7
0120 pf 01 -1.386  1.534  2.067 7
0120 pf 02 -1.154  1.713  2.065 7
0120 pf 03 -1.170  1.657  2.028 7
0120 pf 04 -1.289  1.635  2.081 7
0120 pf 05 -1.531  1.896  2.437 7
0120 pf 06 -1.664  1.604  2.312 8
0120 pf 07 -1.810  1.833  2.576 7
0120 pf 08 -1.313  2.614  2.925 7
0120 pf 09 -1.213  1.993  2.333 7
0120 pf 10 -0.851  1.995  2.169 7
0144 em 00 -1.400  1.829  2.303 7
0144 cf 00 -1.299  1.648  2.098 7
0144 pf 01 -1.244  1.499  1.948 7
0144 pf 02 -1.396  1.689  2.191 7
0144 pf 03 -1.260  1.619  2.051 7
0144 pf 04 -1.285  1.824  2.231 7
0144 pf 05 -1.621  2.016  2.587 7
0144 pf 06 -1.803  1.337  2.244 8
0144 pf 07 -2.057  1.599  2.606 8
0144 pf 08 -1.438  2.500  2.884 7
0144 pf 09 -1.226  1.944  2.298 7
0144 pf 10 -0.720  2.218  2.332 7
0168 em 00 -1.431  1.757  2.266 7
0168 cf 00 -1.371  1.592  2.101 7
0168 pf 01 -1.085  1.547  1.890 7
0168 pf 02 -1.598  1.777  2.390 7
0168 pf 03 -1.097  1.512  1.868 7
0168 pf 04 -1.477  1.699  2.251 7
0168 pf 05 -1.709  1.850  2.519 7
0168 pf 06 -1.834  1.122  2.150 8
0168 pf 07 -2.182  1.544  2.673 8
0168 pf 08 -1.356  2.077  2.481 7
0168 pf 09 -1.066  2.157  2.406 7
0168 pf 10 -0.925  2.195  2.382 7
0192 em 00 -1.368  1.735  2.209 7
0192 cf 00 -1.247  1.644  2.063 7
0192 pf 01 -0.945  1.376  1.670 7
0192 pf 02 -1.623  1.870  2.476 7
0192 pf 03 -0.914  1.882  2.093 7
0192 pf 04 -1.543  1.738  2.324 7
0192 pf 05 -1.707  1.575  2.322 8
0192 pf 06 -1.723  0.724  1.869 8
0192 pf 07 -2.302  1.227  2.609 8
0192 pf 08 -1.088  1.837  2.135 7
0192 pf 09 -1.023  2.479  2.682 7
0192 pf 10 -0.888  2.479  2.633 7
0216 em 00 -1.394  1.685  2.187 7
0216 cf 00 -1.373  1.571  2.086 7
0216 pf 01 -0.903  1.437  1.697 7
0216 pf 02 -1.565  1.750  2.348 7
0216 pf 03 -0.986  1.821  2.071 7
0216 pf 04 -1.519  1.459  2.106 8
0216 pf 05 -1.610  1.277  2.055 8
0216 pf 06 -1.640  0.758  1.806 8
0216 pf 07 -2.111  1.226  2.442 8
0216 pf 08 -1.154  1.662  2.024 7
0216 pf 09 -1.273  2.805  3.080 7
0216 pf 10 -1.130  2.558  2.796 7
0240 em 00 -1.391  1.737  2.225 7
0240 cf 00 -1.367  1.500  2.030 7
0240 pf 01 -0.818  1.353  1.581 7
0240 pf 02 -1.593  1.794  2.399 7
0240 pf 03 -1.155  1.976  2.289 7
0240 pf 04 -1.363  1.624  2.120 7
0240 pf 05 -1.119  1.219  1.654 7
0240 pf 06 -1.452  0.748  1.634 8
0240 pf 07 -1.798  1.521  2.355 8
0240 pf 08 -1.410  1.699  2.208 7
0240 pf 09 -1.702  2.805  3.281 7
0240 pf 10 -1.437  2.670  3.032 7
0264 em 00 -1.311  1.611  2.077 7
0264 cf 00 -1.253  1.293  1.800 7
0264 pf 01 -0.530  1.233  1.342 7
0264 pf 02 -1.401  1.467  2.028 7
0264 pf 03 -0.987  1.770  2.026 7
0264 pf 04 -1.332  1.440  1.961 7
0264 pf 05 -0.787  1.024  1.292 7
0264 pf 06 -1.225  0.825  1.477 8
0264 pf 07 -1.897  1.447  2.386 8
0264 pf 08 -1.447  1.693  2.227 7
0264 pf 09 -1.923  2.794  3.392 7
0264 pf 10 -1.570  2.551  2.995 7
0288 em 00 -1.241  1.507  1.952 7
0288 cf 00 -1.028  1.198  1.578 7
0288 pf 01 -0.557  1.139  1.268 7
0288 pf 02 -0.736  1.207  1.414 7
0288 pf 03 -0.868  1.783  1.983 7
0288 pf 04 -1.348  1.421  1.958 7
0288 pf 05 -0.902  0.931  1.297 7
0288 pf 06 -1.172  0.803  1.421 8
0288 pf 07 -2.097  1.163  2.398 8
0288 pf 08 -1.098  1.421  1.796 7
0288 pf 09 -1.932  2.656  3.284 7
0288 pf 10 -1.842  2.687  3.257 7
0312 em 00 -1.282  1.403  1.901 7
0312 cf 00 -0.861  1.269  1.534 7
0312 pf 01 -0.852  1.209  1.479 7
0312 pf 02 -0.751  1.264  1.471 7
0312 pf 03 -1.000  1.546  1.841 7
0312 pf 04 -1.062  1.175  1.583 7
0312 pf 05 -1.346  1.076  1.723 8
0312 pf 06 -1.330  0.520  1.428 8
0312 pf 07 -1.948  0.929  2.159 8
0312 pf 08 -0.711  1.523  1.681 7
0312 pf 09 -2.059  2.175  2.995 7
0312 pf 10 -2.097  2.589  3.331 7
0336 em 00 -1.182  1.350  1.794 7
0336 cf 00 -0.422  1.394  1.456 7
0336 pf 01 -0.801  1.329  1.552 7
0336 pf 02 -0.925  1.365  1.649 7
0336 pf 03 -0.921  1.538  1.793 7
0336 pf 04 -0.509  1.206  1.309 7
0336 pf 05 -1.592  1.347  2.085 8
0336 pf 06 -1.374  0.568  1.487 8
0336 pf 07 -1.792  0.441  1.845 8
0336 pf 08 -0.511  1.622  1.700 7
0336 pf 09 -1.992  1.806  2.689 8
0336 pf 10 -2.070  2.071  2.928 7
0360 em 00 -1.072  1.201  1.609 7
0360 cf 00 -0.034  1.378  1.378 7
0360 pf 01 -0.735  1.402  1.583 7
0360 pf 02 -1.079  1.421  1.784 7
0360 pf 03 -0.937  1.607  1.860 7
0360 pf 04 -0.213  1.368  1.385 7
0360 pf 05 -1.538  0.766  1.718 8
0360 pf 06 -1.242  0.567  1.365 8
0360 pf 07 -1.626  0.032  1.626 8
0360 pf 08 -0.578  1.634  1.734 7
0360 pf 09 -1.823  1.242  2.206 8
