ecmf prod rf 2007051400 20180514 11 046
0024 em 00 -0.310 -0.407  0.512 2
0024 cf 00 -0.388 -0.381  0.544 1
0024 pf 01 -0.279 -0.549  0.616 2
0024 pf 02 -0.283 -0.424  0.510 2
0024 pf 03 -0.475 -0.458  0.660 1
0024 pf 04 -0.191 -0.321  0.374 2
0024 pf 05 -0.333 -0.319  0.461 1
0024 pf 06 -0.329 -0.428  0.540 2
0024 pf 07 -0.149 -0.391  0.419 2
0024 pf 08 -0.350 -0.331  0.482 1
0024 pf 09 -0.294 -0.401  0.497 2
0024 pf 10 -0.244 -0.386  0.457 2
0048 em 00 -0.108 -0.231  0.255 2
0048 cf 00 -0.150 -0.297  0.333 2
0048 pf 01 -0.023 -0.361  0.362 2
0048 pf 02 -0.189 -0.263  0.324 2
0048 pf 03 -0.204 -0.343  0.399 2
0048 pf 04 -0.064 -0.155  0.167 2
0048 pf 05 -0.137 -0.077  0.157 1
0048 pf 06 -0.167 -0.237  0.289 2
0048 pf 07  0.120 -0.095  0.153 4
0048 pf 08 -0.161 -0.065  0.173 1
0048 pf 09 -0.114 -0.275  0.298 2
0048 pf 10 -0.013 -0.304  0.304 2
0072 em 00  0.076  0.064  0.099 5
0072 cf 00  0.052  0.023  0.057 5
0072 pf 01  0.319 -0.079  0.329 4
0072 pf 02 -0.105  0.078  0.131 8
0072 pf 03  0.016 -0.174  0.175 3
0072 pf 04  0.058  0.279  0.285 6
0072 pf 05  0.066  0.248  0.257 6
0072 pf 06  0.040 -0.000  0.040 4
0072 pf 07  0.261  0.137  0.295 5
0072 pf 08 -0.095  0.234  0.253 7
0072 pf 09 -0.036  0.089  0.096 7
0072 pf 10  0.306 -0.078  0.316 4
0096 em 00  0.107  0.244  0.267 6
0096 cf 00  0.060  0.174  0.184 6
0096 pf 01  0.408  0.160  0.438 5
0096 pf 02 -0.065  0.310  0.317 7
0096 pf 03  0.073 -0.035  0.080 4
0096 pf 04  0.041  0.516  0.518 6
0096 pf 05 -0.030  0.356  0.357 7
0096 pf 06  0.161  0.075  0.178 5
0096 pf 07  0.247  0.338  0.419 6
0096 pf 08 -0.021  0.369  0.370 7
0096 pf 09  0.017  0.124  0.125 6
0096 pf 10  0.301  0.315  0.436 6
0120 em 00  0.124  0.376  0.396 6
0120 cf 00  0.119  0.334  0.355 6
