ecmf prod rf 2021121800 20231218 11 046
0024 em 00 -0.456  1.498  1.565 7
0024 cf 00 -0.447  1.535  1.599 7
0024 pf 01 -0.523  1.564  1.649 7
0024 pf 02 -0.369  1.563  1.606 7
0024 pf 03 -0.319  1.344  1.382 7
0024 pf 04 -0.592  1.400  1.520 7
0024 pf 05 -0.529  1.522  1.612 7
0024 pf 06 -0.382  1.479  1.528 7
0024 pf 07 -0.389  1.505  1.555 7
0024 pf 08 -0.450  1.365  1.438 7
0024 pf 09 -0.550  1.372  1.478 7
0024 pf 10 -0.503  1.594  1.671 7
0048 em 00 -0.785  1.756  1.923 7
0048 cf 00 -0.774  1.777  1.938 7
0048 pf 01 -0.982  1.793  2.044 7
0048 pf 02 -0.493  1.917  1.980 7
0048 pf 03 -0.620  1.718  1.827 7
0048 pf 04 -1.003  1.531  1.830 7
0048 pf 05 -1.040  1.637  1.939 7
0048 pf 06 -0.698  1.702  1.840 7
0048 pf 07 -0.342  1.904  1.934 7
0048 pf 08 -0.896  1.551  1.791 7
0048 pf 09 -0.879  1.709  1.922 7
0048 pf 10 -0.906  1.868  2.076 7
0072 em 00 -1.015  2.054  2.292 7
0072 cf 00 -1.023  2.105  2.341 7
0072 pf 01 -1.292  2.146  2.505 7
0072 pf 02 -0.725  2.217  2.333 7
0072 pf 03 -0.796  1.962  2.118 7
0072 pf 04 -1.190  1.853  2.202 7
0072 pf 05 -1.348  1.860  2.297 7
0072 pf 06 -0.863  2.019  2.195 7
0072 pf 07 -0.438  2.316  2.357 7
0072 pf 08 -1.253  1.700  2.112 7
0072 pf 09 -1.040  2.049  2.297 7
0072 pf 10 -1.173  2.181  2.477 7
0096 em 00 -0.928  2.136  2.329 7
0096 cf 00 -0.973  2.190  2.397 7
0096 pf 01 -1.116  2.321  2.575 7
0096 pf 02 -0.652  2.367  2.455 7
0096 pf 03 -0.643  2.035  2.134 7
0096 pf 04 -1.226  1.904  2.264 7
0096 pf 05 -1.292  1.803  2.219 7
0096 pf 06 -0.698  1.983  2.102 7
0096 pf 07 -0.381  2.603  2.631 7
0096 pf 08 -1.066  1.631  1.949 7
0096 pf 09 -0.950  2.095  2.301 7
0096 pf 10 -1.186  2.384  2.663 7
0120 em 00 -0.799  1.919  2.079 7
0120 cf 00 -0.870  1.844  2.038 7
0120 pf 01 -0.999  2.323  2.529 7
0120 pf 02 -0.594  2.074  2.158 7
0120 pf 03 -0.437  1.790  1.842 7
0120 pf 04 -0.884  1.539  1.775 7
0120 pf 05 -1.087  1.489  1.844 7
0120 pf 06 -0.582  1.564  1.668 7
0120 pf 07 -0.347  2.706  2.729 7
0120 pf 08 -0.912  1.441  1.705 7
0120 pf 09 -0.888  1.895  2.093 7
0120 pf 10 -1.167  2.288  2.569 7
0144 em 00 -0.831  1.623  1.824 7
0144 cf 00 -0.885  1.443  1.693 7
0144 pf 01 -1.098  2.166  2.428 7
0144 pf 02 -0.623  1.695  1.806 7
0144 pf 03 -0.453  1.717  1.775 7
0144 pf 04 -0.851  1.300  1.554 7
0144 pf 05 -0.960  1.052  1.424 7
0144 pf 06 -0.497  1.144  1.247 7
0144 pf 07 -0.543  2.467  2.526 7
0144 pf 08 -0.981  1.124  1.492 7
0144 pf 09 -0.959  1.579  1.847 7
0144 pf 10 -1.286  2.036  2.408 7
0168 em 00 -1.116  1.194  1.635 7
0168 cf 00 -1.150  1.134  1.615 8
0168 pf 01 -1.502  1.415  2.063 8
0168 pf 02 -0.909  1.159  1.474 7
0168 pf 03 -0.841  1.566  1.778 7
0168 pf 04 -1.150  0.937  1.484 8
0168 pf 05 -1.102  0.600  1.255 8
0168 pf 06 -0.680  0.483  0.834 8
0168 pf 07 -1.006  2.137  2.361 7
0168 pf 08 -1.049  0.672  1.246 8
0168 pf 09 -1.140  1.146  1.616 7
0168 pf 10 -1.739  1.769  2.480 7
0192 em 00 -1.232  1.040  1.612 8
0192 cf 00 -1.290  1.073  1.678 8
0192 pf 01 -1.500  1.107  1.865 8
0192 pf 02 -1.058  1.022  1.471 8
0192 pf 03 -1.033  1.409  1.748 7
0192 pf 04 -1.411  0.694  1.572 8
0192 pf 05 -1.180  0.484  1.275 8
0192 pf 06 -0.353  0.202  0.407 8
0192 pf 07 -1.253  2.002  2.361 7
0192 pf 08 -1.160  0.587  1.300 8
0192 pf 09 -1.375  0.966  1.680 8
0192 pf 10 -1.915  1.767  2.606 8
0216 em 00 -1.241  1.087  1.649 8
0216 cf 00 -1.264  1.156  1.713 8
0216 pf 01 -1.640  1.297  2.091 8
0216 pf 02 -0.989  1.316  1.646 7
0216 pf 03 -0.877  1.389  1.643 7
0216 pf 04 -1.264  0.696  1.443 8
0216 pf 05 -1.096  0.596  1.248 8
0216 pf 06 -0.266  0.178  0.320 8
0216 pf 07 -1.481  2.017  2.502 7
0216 pf 08 -1.224  0.587  1.357 8
0216 pf 09 -1.553  0.930  1.811 8
0216 pf 10 -1.958  1.652  2.562 8
0240 em 00 -1.170  1.081  1.593 8
0240 cf 00 -1.086  1.361  1.741 7
0240 pf 01 -1.774  1.526  2.340 8
0240 pf 02 -1.046  1.385  1.735 7
0240 pf 03 -0.785  1.179  1.416 7
0240 pf 04 -0.990  0.706  1.216 8
0240 pf 05 -0.930  0.557  1.084 8
0240 pf 06 -0.426  0.233  0.485 8
0240 pf 07 -1.659  1.836  2.475 7
0240 pf 08 -0.949  0.393  1.027 8
0240 pf 09 -1.287  0.897  1.569 8
0240 pf 10 -1.908  1.679  2.542 8
0264 em 00 -1.139  0.966  1.493 8
0264 cf 00 -1.190  1.502  1.917 7
0264 pf 01 -1.876  1.215  2.235 8
0264 pf 02 -1.196  1.533  1.944 7
0264 pf 03 -0.562  1.217  1.340 7
0264 pf 04 -0.846  0.719  1.111 8
0264 pf 05 -0.867  0.622  1.067 8
0264 pf 06 -0.210  0.135  0.250 8
0264 pf 07 -1.768  1.616  2.395 8
0264 pf 08 -0.910  0.053  0.911 8
0264 pf 09 -0.927  0.591  1.100 8
0264 pf 10 -2.151  1.254  2.490 8
0288 em 00 -0.974  0.876  1.310 8
0288 cf 00 -1.087  1.375  1.753 7
0288 pf 01 -1.649  0.937  1.897 8
0288 pf 02 -0.850  1.486  1.712 7
0288 pf 03 -0.752  1.414  1.602 7
0288 pf 04 -0.905  0.838  1.233 8
0288 pf 05 -0.409  0.791  0.890 7
0288 pf 06 -0.005  0.185  0.185 7
0288 pf 07 -1.347  1.279  1.858 8
0288 pf 08 -0.856 -0.089  0.860 1
0288 pf 09 -0.738  0.499  0.890 8
0288 pf 10 -2.114  0.760  2.247 8
0312 em 00 -0.779  0.904  1.194 7
