ecmf prod rf 2009062900 20200629 11 046
0024 em 00 -0.508 -0.792  0.941 2
0024 cf 00 -0.501 -0.773  0.921 2
0024 pf 01 -0.553 -0.793  0.967 2
0024 pf 02 -0.604 -0.831  1.027 2
0024 pf 03 -0.406 -0.825  0.920 2
0024 pf 04 -0.391 -0.639  0.749 2
0024 pf 05 -0.572 -0.808  0.990 2
0024 pf 06 -0.437 -0.894  0.995 2
0024 pf 07 -0.397 -0.917  0.999 2
0024 pf 08 -0.554 -0.684  0.881 2
0024 pf 09 -0.523 -0.763  0.925 2
0024 pf 10 -0.477 -0.797  0.928 2
0048 em 00 -0.217 -0.844  0.871 2
0048 cf 00 -0.194 -0.896  0.917 2
0048 pf 01 -0.198 -0.753  0.779 2
0048 pf 02 -0.360 -0.880  0.950 2
0048 pf 03 -0.023 -0.695  0.695 2
0048 pf 04 -0.220 -0.630  0.667 2
0048 pf 05 -0.431 -0.934  1.028 2
0048 pf 06 -0.086 -0.993  0.997 2
0048 pf 07  0.113 -0.884  0.892 3
0048 pf 08 -0.329 -0.858  0.919 2
0048 pf 09 -0.246 -0.896  0.930 2
0048 pf 10 -0.285 -0.864  0.910 2
0072 em 00  0.145 -0.559  0.578 3
0072 cf 00  0.184 -0.604  0.631 3
0072 pf 01  0.109 -0.548  0.559 3
0072 pf 02  0.156 -0.644  0.662 3
0072 pf 03  0.470 -0.489  0.678 3
0072 pf 04  0.108 -0.307  0.325 3
0072 pf 05 -0.148 -0.722  0.737 2
0072 pf 06  0.153 -0.664  0.681 3
0072 pf 07  0.406 -0.607  0.730 3
0072 pf 08  0.036 -0.610  0.611 3
0072 pf 09  0.124 -0.493  0.508 3
0072 pf 10  0.110 -0.473  0.485 3
0096 em 00  0.424 -0.588  0.725 3
0096 cf 00  0.482 -0.620  0.785 3
0096 pf 01  0.505 -0.738  0.894 3
0096 pf 02  0.532 -0.606  0.806 3
0096 pf 03  0.826 -0.413  0.923 4
0096 pf 04  0.273 -0.259  0.377 4
0096 pf 05  0.214 -0.840  0.867 3
0096 pf 06  0.343 -0.595  0.687 3
0096 pf 07  0.520 -0.663  0.843 3
0096 pf 08  0.293 -0.524  0.600 3
0096 pf 09  0.535 -0.737  0.911 3
0096 pf 10  0.229 -0.462  0.516 3
0120 em 00  0.475 -0.514  0.700 3
0120 cf 00  0.577 -0.500  0.764 4
0120 pf 01  0.711 -0.346  0.791 4
0120 pf 02  0.656 -0.458  0.800 4
0120 pf 03  0.846 -0.319  0.904 4
0120 pf 04  0.136 -0.245  0.280 3
0120 pf 05  0.299 -0.732  0.791 3
0120 pf 06  0.384 -0.475  0.611 3
0120 pf 07  0.341 -0.714  0.791 3
0120 pf 08  0.360 -0.405  0.542 3
0120 pf 09  0.591 -0.929  1.101 3
0120 pf 10  0.400 -0.545  0.675 3
0144 em 00  0.330 -0.424  0.537 3
0144 cf 00  0.417 -0.396  0.575 4
0144 pf 01  0.409 -0.269  0.490 4
0144 pf 02  0.487 -0.141  0.507 4
0144 pf 03  0.775 -0.492  0.918 4
0144 pf 04  0.110 -0.017  0.112 4
0144 pf 05  0.277 -0.504  0.575 3
0144 pf 06  0.047 -0.352  0.356 3
0144 pf 07  0.219 -0.817  0.846 3
0144 pf 08  0.043 -0.395  0.397 3
0144 pf 09  0.446 -0.876  0.983 3
0144 pf 10  0.466 -0.443  0.643 4
0168 em 00  0.119 -0.371  0.390 3
0168 cf 00  0.084 -0.320  0.331 3
0168 pf 01 -0.035  0.017  0.039 8
0168 pf 02  0.219 -0.192  0.291 4
0168 pf 03  0.788 -0.313  0.848 4
0168 pf 04 -0.035  0.042  0.055 7
0168 pf 05  0.093 -0.379  0.390 3
0168 pf 06 -0.018 -0.271  0.271 2
0168 pf 07 -0.116 -0.949  0.956 2
0168 pf 08 -0.333 -0.544  0.638 2
0168 pf 09  0.402 -0.749  0.850 3
0168 pf 10  0.332 -0.470  0.576 3
0192 em 00 -0.078 -0.426  0.433 2
0192 cf 00 -0.215 -0.504  0.548 2
0192 pf 01 -0.363  0.059  0.367 8
0192 pf 02  0.085 -0.401  0.410 3
0192 pf 03  0.395 -0.087  0.404 4
0192 pf 04 -0.468 -0.234  0.523 1
0192 pf 05  0.052 -0.415  0.418 3
0192 pf 06  0.007 -0.097  0.097 3
0192 pf 07 -0.319 -0.997  1.047 2
0192 pf 08 -0.579 -0.696  0.905 2
0192 pf 09  0.572 -0.933  1.095 3
0192 pf 10  0.054 -0.418  0.421 3
0216 em 00 -0.267 -0.452  0.525 2
0216 cf 00 -0.488 -0.523  0.715 2
0216 pf 01 -0.634 -0.168  0.656 1
0216 pf 02 -0.230 -0.324  0.398 2
0216 pf 03  0.067 -0.087  0.110 3
0216 pf 04 -0.758 -0.505  0.911 1
0216 pf 05 -0.010 -0.416  0.416 2
0216 pf 06  0.018 -0.192  0.193 3
0216 pf 07 -0.291 -1.107  1.145 2
0216 pf 08 -0.774 -0.640  1.004 1
0216 pf 09  0.486 -0.889  1.013 3
0216 pf 10 -0.214 -0.132  0.251 1
0240 em 00 -0.475 -0.544  0.722 2
0240 cf 00 -0.651 -0.585  0.875 1
0240 pf 01 -1.055 -0.395  1.127 1
0240 pf 02 -0.338 -0.265  0.429 1
0240 pf 03 -0.289 -0.301  0.417 2
0240 pf 04 -0.913 -0.827  1.231 1
0240 pf 05 -0.404 -0.652  0.767 2
0240 pf 06 -0.264 -0.339  0.430 2
0240 pf 07 -0.150 -0.932  0.943 2
0240 pf 08 -0.894 -0.645  1.103 1
0240 pf 09  0.308 -0.811  0.867 3
0240 pf 10 -0.486 -0.216  0.532 1
0264 em 00 -0.575 -0.487  0.753 1
0264 cf 00 -0.667 -0.578  0.883 1
0264 pf 01 -1.097 -0.557  1.230 1
0264 pf 02 -0.252 -0.450  0.516 2
0264 pf 03 -0.527 -0.154  0.549 1
0264 pf 04 -1.097 -0.522  1.215 1
0264 pf 05 -0.761 -0.472  0.896 1
0264 pf 06 -0.677 -0.230  0.715 1
0264 pf 07  0.020 -0.717  0.717 3
0264 pf 08 -0.824 -0.855  1.188 2
0264 pf 09  0.329 -0.488  0.588 3
0264 pf 10 -0.683 -0.320  0.754 1
0288 em 00 -0.464 -0.489  0.674 2
0288 cf 00 -0.652 -0.609  0.892 1
0288 pf 01 -0.987 -0.635  1.173 1
0288 pf 02 -0.048 -0.458  0.461 2
0288 pf 03 -0.492 -0.161  0.518 1
0288 pf 04 -0.673 -0.561  0.876 1
0288 pf 05 -0.655 -0.401  0.768 1
0288 pf 06 -0.845 -0.223  0.874 1
0288 pf 07  0.239 -0.663  0.705 3
0288 pf 08 -0.789 -1.172  1.412 2
0288 pf 09  0.580 -0.202  0.614 4
0288 pf 10 -0.742 -0.266  0.788 1
0312 em 00 -0.389 -0.477  0.615 2
0312 cf 00 -0.698 -0.733  1.012 2
0312 pf 01 -0.916 -0.558  1.072 1
0312 pf 02  0.100 -0.451  0.462 3
0312 pf 03 -0.063 -0.320  0.327 2
0312 pf 04 -0.660 -0.524  0.842 1
0312 pf 05 -0.379 -0.305  0.486 1
0312 pf 06 -0.984 -0.257  1.017 1
0312 pf 07  0.351 -0.751  0.829 3
0312 pf 08 -0.644 -0.986  1.178 2
0312 pf 09  0.488  0.016  0.488 5
0312 pf 10 -0.872 -0.330  0.932 1
0336 em 00 -0.332 -0.397  0.518 2
0336 cf 00 -0.535 -0.801  0.963 2
0336 pf 01 -0.707 -0.577  0.913 1
0336 pf 02  0.396 -0.248  0.467 4
0336 pf 03  0.178 -0.225  0.287 3
0336 pf 04 -0.496 -0.345  0.604 1
