ecmf prod rf 2014022200 20160222 11 046
0024 em 00 -0.425  1.165  1.240 7
0024 cf 00 -0.458  1.217  1.300 7
0024 pf 01 -0.399  1.283  1.344 7
0024 pf 02 -0.548  1.153  1.277 7
0024 pf 03 -0.532  1.229  1.339 7
0024 pf 04 -0.470  1.162  1.253 7
0024 pf 05 -0.443  1.125  1.209 7
0024 pf 06 -0.380  1.020  1.089 7
0024 pf 07 -0.329  1.061  1.111 7
0024 pf 08 -0.287  1.164  1.199 7
0024 pf 09 -0.410  1.248  1.314 7
0024 pf 10 -0.356  1.055  1.113 7
0048 em 00 -1.040  1.335  1.693 7
0048 cf 00 -1.004  1.293  1.637 7
0048 pf 01 -1.079  1.463  1.818 7
0048 pf 02 -1.309  1.302  1.846 8
0048 pf 03 -1.145  1.334  1.758 7
0048 pf 04 -1.130  1.488  1.869 7
0048 pf 05 -0.922  1.280  1.578 7
0048 pf 06 -1.047  1.187  1.583 7
0048 pf 07 -1.015  1.250  1.610 7
0048 pf 08 -0.919  1.259  1.559 7
0048 pf 09 -0.953  1.466  1.749 7
0048 pf 10 -0.802  1.258  1.492 7
0072 em 00 -1.508  1.668  2.249 7
0072 cf 00 -1.473  1.597  2.173 7
0072 pf 01 -1.556  1.855  2.421 7
0072 pf 02 -1.750  1.643  2.400 8
0072 pf 03 -1.360  1.620  2.116 7
0072 pf 04 -1.731  1.758  2.468 7
0072 pf 05 -1.284  1.756  2.175 7
0072 pf 06 -1.409  1.336  1.942 8
0072 pf 07 -1.559  1.492  2.158 8
0072 pf 08 -1.412  1.731  2.234 7
0072 pf 09 -1.573  1.775  2.372 7
0072 pf 10 -1.358  1.622  2.116 7
0096 em 00 -1.899  2.009  2.764 7
0096 cf 00 -1.840  1.950  2.681 7
0096 pf 01 -1.939  2.074  2.839 7
0096 pf 02 -2.020  1.702  2.642 8
0096 pf 03 -1.594  1.922  2.497 7
0096 pf 04 -2.135  2.125  3.012 8
0096 pf 05 -1.826  2.112  2.792 7
0096 pf 06 -1.783  1.651  2.430 8
0096 pf 07 -1.939  2.091  2.852 7
0096 pf 08 -1.885  2.249  2.935 7
0096 pf 09 -2.037  2.000  2.854 8
0096 pf 10 -1.745  2.005  2.658 7
0120 em 00 -2.082  2.028  2.906 8
0120 cf 00 -2.010  1.945  2.797 8
0120 pf 01 -2.237  2.091  3.062 8
0120 pf 02 -2.229  1.764  2.843 8
0120 pf 03 -1.669  1.858  2.497 7
0120 pf 04 -2.274  2.022  3.044 8
0120 pf 05 -2.075  1.921  2.827 8
0120 pf 06 -1.866  1.761  2.565 8
0120 pf 07 -2.129  2.208  3.067 7
0120 pf 08 -2.069  2.302  3.095 7
0120 pf 09 -2.269  2.088  3.084 8
0120 pf 10 -1.934  2.145  2.889 7
0144 em 00 -1.989  1.933  2.773 8
0144 cf 00 -1.844  1.784  2.566 8
0144 pf 01 -2.100  1.927  2.850 8
0144 pf 02 -1.870  1.734  2.550 8
0144 pf 03 -1.617  1.791  2.413 7
0144 pf 04 -2.334  1.596  2.828 8
0144 pf 05 -1.938  1.926  2.732 8
0144 pf 06 -1.811  1.801  2.554 8
0144 pf 07 -2.150  2.150  3.041 7
0144 pf 08 -2.224  2.221  3.143 8
0144 pf 09 -2.209  2.009  2.986 8
0144 pf 10 -1.676  2.142  2.719 7
0168 em 00 -1.947  1.780  2.638 8
0168 cf 00 -1.746  1.619  2.381 8
0168 pf 01 -1.964  1.886  2.723 8
0168 pf 02 -1.891  1.478  2.400 8
0168 pf 03 -1.711  1.905  2.561 7
0168 pf 04 -2.054  1.400  2.486 8
0168 pf 05 -1.889  1.579  2.462 8
0168 pf 06 -1.685  1.824  2.483 7
0168 pf 07 -2.265  1.883  2.945 8
0168 pf 08 -2.234  2.123  3.082 8
0168 pf 09 -2.181  1.762  2.804 8
0168 pf 10 -1.724  1.970  2.618 7
0192 em 00 -1.836  1.618  2.447 8
0192 cf 00 -1.556  1.514  2.172 8
0192 pf 01 -2.089  1.519  2.583 8
0192 pf 02 -1.683  1.488  2.246 8
0192 pf 03 -1.771  1.990  2.664 7
0192 pf 04 -1.618  1.123  1.969 8
0192 pf 05 -1.763  1.274  2.175 8
0192 pf 06 -1.452  1.410  2.024 8
0192 pf 07 -2.055  1.764  2.708 8
0192 pf 08 -2.259  1.867  2.930 8
0192 pf 09 -1.914  1.609  2.501 8
0192 pf 10 -1.973  2.121  2.897 7
0216 em 00 -1.940  1.488  2.445 8
0216 cf 00 -1.604  1.390  2.123 8
0216 pf 01 -2.537  1.308  2.854 8
0216 pf 02 -1.899  1.152  2.221 8
0216 pf 03 -2.008  1.861  2.738 8
0216 pf 04 -1.702  1.195  2.080 8
0216 pf 05 -1.644  1.218  2.046 8
0216 pf 06 -1.801  1.058  2.088 8
0216 pf 07 -1.874  1.669  2.510 8
0216 pf 08 -2.448  1.704  2.983 8
0216 pf 09 -1.960  1.535  2.490 8
0216 pf 10 -1.804  2.135  2.795 7
0240 em 00 -2.164  1.533  2.652 8
0240 cf 00 -1.718  1.450  2.248 8
0240 pf 01 -2.634  1.190  2.890 8
0240 pf 02 -2.057  0.906  2.248 8
0240 pf 03 -2.447  2.036  3.183 8
0240 pf 04 -2.022  1.389  2.454 8
0240 pf 05 -1.729  1.100  2.049 8
0240 pf 06 -2.145  1.331  2.524 8
0240 pf 07 -1.953  1.632  2.545 8
0240 pf 08 -2.786  1.619  3.223 8
0240 pf 09 -2.059  1.711  2.677 8
0240 pf 10 -2.187  2.331  3.197 7
0264 em 00 -2.300  1.591  2.797 8
0264 cf 00 -1.801  1.571  2.390 8
0264 pf 01 -2.698  0.904  2.846 8
0264 pf 02 -2.003  1.093  2.282 8
0264 pf 03 -3.049  1.825  3.553 8
0264 pf 04 -2.222  1.543  2.705 8
0264 pf 05 -2.039  1.272  2.403 8
0264 pf 06 -2.291  1.458  2.715 8
0264 pf 07 -2.106  1.749  2.738 8
0264 pf 08 -2.630  1.320  2.943 8
0264 pf 09 -2.319  2.057  3.100 8
0264 pf 10 -2.058  2.502  3.240 7
0288 em 00 -2.160  1.624  2.702 8
0288 cf 00 -1.915  1.770  2.608 8
0288 pf 01 -2.362  0.850  2.510 8
0288 pf 02 -2.133  1.377  2.539 8
0288 pf 03 -2.821  1.810  3.352 8
0288 pf 04 -1.692  1.436  2.219 8
0288 pf 05 -1.811  1.399  2.289 8
0288 pf 06 -2.029  1.428  2.481 8
0288 pf 07 -2.172  1.767  2.800 8
0288 pf 08 -2.519  1.485  2.924 8
0288 pf 09 -2.251  1.793  2.877 8
