ecmf prod rf 1996071800 20160718 11 046
0024 em 00  1.644  1.585  2.283 5
0024 cf 00  1.588  1.525  2.202 5
0024 pf 01  1.567  1.453  2.137 5
0024 pf 02  1.671  1.583  2.302 5
0024 pf 03  1.503  1.852  2.385 6
0024 pf 04  1.667  1.431  2.197 5
0024 pf 05  1.559  1.703  2.309 6
0024 pf 06  1.560  1.526  2.182 5
0024 pf 07  1.690  1.587  2.318 5
0024 pf 08  1.684  1.545  2.285 5
0024 pf 09  1.537  1.514  2.157 5
0024 pf 10  1.775  1.501  2.325 5
0048 em 00  1.502  1.484  2.112 5
0048 cf 00  1.498  1.406  2.055 5
0048 pf 01  1.488  1.372  2.025 5
0048 pf 02  1.349  1.565  2.066 6
0048 pf 03  1.296  1.668  2.112 6
0048 pf 04  1.591  1.299  2.054 5
0048 pf 05  1.584  1.429  2.134 5
0048 pf 06  1.195  1.365  1.814 6
0048 pf 07  1.683  1.446  2.219 5
0048 pf 08  1.464  1.575  2.150 6
0048 pf 09  1.633  1.471  2.198 5
0048 pf 10  1.492  1.487  2.106 5
0072 em 00  1.041  1.512  1.836 6
0072 cf 00  1.080  1.449  1.808 6
0072 pf 01  1.055  1.341  1.706 6
0072 pf 02  1.097  1.706  2.028 6
0072 pf 03  0.591  1.473  1.587 6
0072 pf 04  1.372  1.462  2.005 6
0072 pf 05  1.240  1.453  1.910 6
0072 pf 06  0.587  1.471  1.583 6
0072 pf 07  1.173  1.480  1.889 6
0072 pf 08  0.942  1.512  1.781 6
0072 pf 09  1.179  1.543  1.942 6
0072 pf 10  0.940  1.474  1.748 6
0096 em 00  0.701  1.620  1.766 6
0096 cf 00  0.761  1.594  1.766 6
0096 pf 01  0.791  1.351  1.566 6
0096 pf 02  0.818  1.893  2.062 6
0096 pf 03  0.452  1.633  1.695 6
0096 pf 04  0.982  1.697  1.961 6
0096 pf 05  0.984  1.743  2.002 6
0096 pf 06  0.044  1.409  1.410 6
0096 pf 07  0.905  1.470  1.726 6
0096 pf 08  0.388  1.494  1.544 6
0096 pf 09  0.743  1.763  1.913 6
0096 pf 10  0.685  1.510  1.658 6
0120 em 00  0.771  1.576  1.754 6
0120 cf 00  0.811  1.609  1.802 6
0120 pf 01  0.823  1.403  1.627 6
0120 pf 02  0.859  1.890  2.076 6
0120 pf 03  0.451  1.464  1.532 6
0120 pf 04  0.881  1.541  1.775 6
