ecmf prod rf 2003012700 20200127 11 046
0024 em 00 -0.269 -0.449  0.523 2
0024 cf 00 -0.306 -0.454  0.547 2
0024 pf 01 -0.239 -0.515  0.568 2
0024 pf 02 -0.302 -0.312  0.434 2
0024 pf 03 -0.401 -0.223  0.459 1
0024 pf 04 -0.196 -0.526  0.562 2
0024 pf 05 -0.243 -0.563  0.613 2
0024 pf 06 -0.260 -0.441  0.512 2
0024 pf 07 -0.265 -0.443  0.516 2
0024 pf 08 -0.254 -0.446  0.513 2
0024 pf 09 -0.262 -0.409  0.486 2
0024 pf 10 -0.236 -0.565  0.613 2
0048 em 00 -0.394 -0.649  0.759 2
0048 cf 00 -0.433 -0.708  0.830 2
0048 pf 01 -0.251 -0.702  0.745 2
0048 pf 02 -0.626 -0.392  0.739 1
0048 pf 03 -0.376 -0.321  0.495 1
0048 pf 04 -0.443 -0.958  1.056 2
0048 pf 05 -0.314 -0.773  0.834 2
0048 pf 06 -0.465 -0.536  0.710 2
0048 pf 07 -0.214 -0.625  0.660 2
0048 pf 08 -0.356 -0.702  0.787 2
0048 pf 09 -0.445 -0.462  0.641 2
0048 pf 10 -0.389 -0.880  0.962 2
0072 em 00 -0.342 -0.877  0.941 2
0072 cf 00 -0.358 -0.955  1.019 2
0072 pf 01 -0.304 -0.876  0.927 2
0072 pf 02 -0.684 -0.877  1.112 2
0072 pf 03 -0.468 -0.409  0.622 1
0072 pf 04 -0.206 -1.301  1.318 2
0072 pf 05 -0.323 -0.991  1.042 2
0072 pf 06 -0.380 -0.794  0.880 2
0072 pf 07 -0.302 -0.762  0.820 2
0072 pf 08 -0.200 -1.005  1.025 2
0072 pf 09 -0.412 -0.656  0.775 2
0072 pf 10 -0.093 -0.911  0.916 2
0096 em 00 -0.069 -1.061  1.063 2
0096 cf 00 -0.146 -1.121  1.130 2
0096 pf 01 -0.048 -1.079  1.080 2
0096 pf 02 -0.471 -1.174  1.265 2
0096 pf 03 -0.045 -0.634  0.636 2
0096 pf 04 -0.211 -1.447  1.462 2
0096 pf 05 -0.005 -1.172  1.172 2
0096 pf 06  0.031 -1.023  1.024 3
0096 pf 07 -0.186 -1.149  1.163 2
0096 pf 08  0.172 -1.093  1.106 3
0096 pf 09  0.029 -0.728  0.729 3
0096 pf 10  0.118 -0.949  0.956 3
0120 em 00  0.146 -1.042  1.052 3
0120 cf 00  0.075 -1.084  1.086 3
0120 pf 01  0.230 -1.079  1.103 3
0120 pf 02 -0.259 -1.176  1.204 2
0120 pf 03  0.036 -0.615  0.616 3
0120 pf 04  0.010 -1.435  1.435 3
0120 pf 05  0.246 -1.316  1.339 3
0120 pf 06  0.237 -0.885  0.916 3
0120 pf 07 -0.101 -1.345  1.348 2
0120 pf 08  0.363 -0.977  1.042 3
0120 pf 09  0.387 -0.701  0.801 3
0120 pf 10  0.335 -0.758  0.829 3
0144 em 00  0.331 -1.112  1.160 3
0144 cf 00  0.321 -1.181  1.224 3
0144 pf 01  0.270 -1.231  1.260 3
0144 pf 02  0.056 -1.315  1.316 3
0144 pf 03  0.369 -0.780  0.863 3
0144 pf 04  0.188 -1.483  1.495 3
0144 pf 05  0.492 -1.123  1.226 3
0144 pf 06  0.323 -0.958  1.011 3
0144 pf 07  0.309 -1.518  1.549 3
0144 pf 08  0.641 -0.955  1.150 3
0144 pf 09  0.481 -0.703  0.851 3
0144 pf 10  0.166 -0.884  0.900 3
0168 em 00  0.450 -1.031  1.125 3
0168 cf 00  0.422 -1.076  1.156 3
0168 pf 01  0.419 -1.127  1.202 3
0168 pf 02  0.247 -1.293  1.316 3
0168 pf 03  0.477 -1.022  1.128 3
0168 pf 04  0.253 -1.398  1.420 3
0168 pf 05  0.672 -0.947  1.161 3
0168 pf 06  0.700 -1.083  1.290 3
0168 pf 07  0.284 -1.253  1.285 3
0168 pf 08  0.802 -0.775  1.115 4
0168 pf 09  0.674 -0.498  0.838 4
0168 pf 10 -0.031 -0.762  0.763 2
0192 em 00  0.480 -1.117  1.216 3
0192 cf 00  0.585 -1.215  1.349 3
0192 pf 01  0.289 -1.019  1.060 3
0192 pf 02  0.390 -1.365  1.419 3
0192 pf 03  0.465 -1.098  1.193 3
0192 pf 04  0.315 -1.461  1.495 3
0192 pf 05  0.711 -1.349  1.525 3
0192 pf 06  0.758 -1.057  1.301 3
0192 pf 07  0.408 -1.302  1.365 3
0192 pf 08  0.677 -0.698  0.972 3
0192 pf 09  0.906 -0.726  1.161 4
0192 pf 10 -0.214 -0.855  0.882 2
0216 em 00  0.452 -1.093  1.183 3
0216 cf 00  0.563 -1.177  1.305 3
0216 pf 01  0.333 -1.010  1.064 3
0216 pf 02  0.435 -1.248  1.322 3
0216 pf 03  0.323 -1.135  1.180 3
0216 pf 04  0.280 -1.730  1.753 3
0216 pf 05  0.713 -1.313  1.494 3
0216 pf 06  0.718 -1.061  1.281 3
0216 pf 07  0.528 -1.095  1.216 3
0216 pf 08  0.501 -0.662  0.830 3
0216 pf 09  0.729 -0.455  0.860 4
0216 pf 10 -0.108 -0.988  0.994 2
0240 em 00  0.475 -1.015  1.121 3
0240 cf 00  0.787 -1.097  1.350 3
0240 pf 01  0.562 -1.070  1.209 3
0240 pf 02  0.518 -1.273  1.374 3
0240 pf 03  0.406 -1.008  1.087 3
0240 pf 04  0.481 -1.992  2.050 3
0240 pf 05  0.561 -1.095  1.230 3
0240 pf 06  0.923 -0.873  1.271 4
0240 pf 07  0.425 -1.046  1.129 3
0240 pf 08  0.436 -0.473  0.644 3
0240 pf 09  0.509  0.066  0.513 5
0240 pf 10 -0.333 -1.141  1.189 2
0264 em 00  0.533 -0.825  0.983 3
0264 cf 00  0.808 -0.741  1.096 4
0264 pf 01  0.474 -0.823  0.949 3
0264 pf 02  0.388 -1.071  1.139 3
0264 pf 03  0.684 -0.758  1.021 3
0264 pf 04  0.822 -1.940  2.107 3
0264 pf 05  0.614 -0.714  0.942 3
0264 pf 06  1.155 -0.616  1.309 4
0264 pf 07  0.501 -0.817  0.959 3
0264 pf 08  0.535 -0.423  0.682 4
0264 pf 09  0.430  0.128  0.449 5
0264 pf 10 -0.512 -1.153  1.262 2
0288 em 00  0.582 -0.635  0.861 3
0288 cf 00  0.602 -0.575  0.833 4
0288 pf 01  0.622 -0.548  0.829 4
0288 pf 02  0.611 -0.892  1.081 3
0288 pf 03  0.571 -0.546  0.790 4
0288 pf 04  0.821 -1.701  1.888 3
0288 pf 05  0.736 -0.735  1.040 3
0288 pf 06  1.088 -0.253  1.117 4
0288 pf 07  0.775 -0.381  0.864 4
0288 pf 08  0.447 -0.157  0.474 4
0288 pf 09  0.488  0.199  0.527 5
0288 pf 10 -0.336 -1.270  1.313 2
0312 em 00  0.681 -0.522  0.858 4
0312 cf 00  0.636 -0.427  0.766 4
0312 pf 01  0.859 -0.444  0.967 4
0312 pf 02  0.788 -0.698  1.052 4
0312 pf 03  0.452 -0.166  0.481 4
0312 pf 04  0.973 -1.530  1.813 3
0312 pf 05  0.718 -0.514  0.883 4
0312 pf 06  1.039 -0.152  1.050 4
0312 pf 07  1.076 -0.085  1.079 4
0312 pf 08  0.608 -0.088  0.615 4
0312 pf 09  0.644  0.026  0.644 5
0312 pf 10 -0.299 -1.540  1.569 2
0336 em 00  0.654 -0.448  0.792 4
0336 cf 00  0.666 -0.375  0.765 4
0336 pf 01  0.954 -0.559  1.106 4
0336 pf 02  0.782 -0.429  0.892 4
0336 pf 03  0.004 -0.101  0.101 3
0336 pf 04  1.151 -1.423  1.831 3
0336 pf 05  0.484  0.081  0.491 5
0336 pf 06  1.205  0.069  1.207 5
0336 pf 07  0.858  0.190  0.879 5
0336 pf 08  0.796 -0.508  0.945 4
0336 pf 09  0.654 -0.215  0.688 4
0336 pf 10 -0.365 -1.523  1.566 2
0360 em 00  0.480 -0.481  0.679 3
0360 cf 00  0.490 -0.549  0.736 3
0360 pf 01  0.798 -0.421  0.903 4
0360 pf 02  0.826 -0.519  0.976 4
0360 pf 03 -0.357 -0.353  0.502 1
