ecmf prod rf 2010010300 20220103 11 046
0024 em 00  0.599 -1.324  1.453 3
0024 cf 00  0.557 -1.265  1.382 3
0024 pf 01  0.464 -1.234  1.318 3
0024 pf 02  0.658 -1.500  1.637 3
0024 pf 03  0.684 -1.369  1.530 3
0024 pf 04  0.615 -1.348  1.482 3
0024 pf 05  0.626 -1.329  1.469 3
0024 pf 06  0.761 -1.194  1.416 3
0024 pf 07  0.646 -1.347  1.494 3
0024 pf 08  0.436 -1.173  1.251 3
0024 pf 09  0.675 -1.254  1.424 3
0024 pf 10  0.597 -1.407  1.529 3
0048 em 00  0.570 -1.280  1.402 3
0048 cf 00  0.572 -1.277  1.399 3
0048 pf 01  0.476 -1.467  1.542 3
0048 pf 02  0.530 -1.407  1.504 3
0048 pf 03  0.679 -1.197  1.377 3
0048 pf 04  0.687 -1.273  1.447 3
0048 pf 05  0.675 -1.289  1.455 3
0048 pf 06  0.615 -0.976  1.154 3
0048 pf 07  0.811 -1.099  1.366 3
0048 pf 08  0.195 -1.236  1.251 3
0048 pf 09  0.645 -1.150  1.318 3
0048 pf 10  0.532 -1.551  1.640 3
0072 em 00  0.443 -1.313  1.386 3
0072 cf 00  0.409 -1.344  1.404 3
0072 pf 01  0.319 -1.406  1.441 3
0072 pf 02  0.557 -1.493  1.593 3
0072 pf 03  0.540 -1.196  1.312 3
0072 pf 04  0.580 -1.353  1.473 3
0072 pf 05  0.508 -1.294  1.390 3
0072 pf 06  0.546 -0.954  1.099 3
0072 pf 07  0.705 -1.233  1.420 3
0072 pf 08 -0.020 -1.428  1.428 2
0072 pf 09  0.629 -1.014  1.193 3
0072 pf 10  0.246 -1.552  1.572 3
0096 em 00  0.269 -1.455  1.480 3
0096 cf 00  0.298 -1.535  1.563 3
0096 pf 01  0.205 -1.565  1.578 3
0096 pf 02  0.383 -1.692  1.735 3
0096 pf 03  0.368 -1.404  1.451 3
0096 pf 04  0.460 -1.421  1.493 3
0096 pf 05  0.366 -1.380  1.427 3
0096 pf 06  0.234 -1.090  1.115 3
0096 pf 07  0.499 -1.137  1.241 3
0096 pf 08 -0.118 -1.603  1.607 2
0096 pf 09  0.318 -1.137  1.181 3
0096 pf 10  0.091 -1.846  1.848 3
0120 em 00  0.089 -1.440  1.443 3
0120 cf 00  0.163 -1.446  1.456 3
0120 pf 01  0.132 -1.623  1.628 3
0120 pf 02  0.332 -1.649  1.682 3
0120 pf 03  0.144 -1.383  1.390 3
0120 pf 04  0.344 -1.505  1.544 3
0120 pf 05  0.387 -1.451  1.501 3
0120 pf 06 -0.208 -1.416  1.431 2
0120 pf 07  0.228 -0.803  0.835 3
0120 pf 08 -0.298 -1.459  1.489 2
0120 pf 09 -0.022 -1.081  1.082 2
0120 pf 10 -0.078 -1.811  1.813 2
0144 em 00  0.043 -1.227  1.227 3
0144 cf 00  0.199 -1.177  1.194 3
0144 pf 01  0.289 -1.440  1.469 3
0144 pf 02  0.287 -1.580  1.606 3
0144 pf 03  0.249 -1.132  1.159 3
