ecmf prod rf 2001121900 20191219 11 046
0024 em 00 -1.238  1.294  1.791 7
0024 cf 00 -1.327  1.300  1.858 8
0024 pf 01 -1.264  1.361  1.858 7
0024 pf 02 -1.304  1.231  1.794 8
0024 pf 03 -1.199  1.164  1.672 8
0024 pf 04 -1.228  1.259  1.759 7
0024 pf 05 -1.253  1.288  1.797 7
0024 pf 06 -1.359  1.399  1.951 7
0024 pf 07 -1.165  1.392  1.816 7
0024 pf 08 -1.100  1.256  1.670 7
0024 pf 09 -1.196  1.336  1.793 7
0024 pf 10 -1.086  1.271  1.671 7
0048 em 00 -1.230  1.209  1.725 8
0048 cf 00 -1.242  1.202  1.729 8
0048 pf 01 -1.355  1.403  1.950 7
0048 pf 02 -1.255  1.130  1.689 8
0048 pf 03 -1.200  1.153  1.664 8
0048 pf 04 -1.217  1.168  1.686 8
0048 pf 05 -1.260  1.039  1.633 8
0048 pf 06 -1.440  1.171  1.856 8
0048 pf 07 -1.272  1.385  1.881 7
0048 pf 08 -0.930  1.190  1.511 7
0048 pf 09 -1.156  1.316  1.752 7
0048 pf 10 -1.127  1.179  1.630 7
0072 em 00 -1.268  1.129  1.698 8
0072 cf 00 -1.366  1.084  1.744 8
0072 pf 01 -1.401  1.262  1.885 8
0072 pf 02 -1.273  1.096  1.680 8
0072 pf 03 -1.116  1.123  1.583 7
0072 pf 04 -1.303  0.913  1.591 8
0072 pf 05 -1.311  0.856  1.566 8
0072 pf 06 -1.545  1.128  1.913 8
0072 pf 07 -1.353  1.198  1.807 8
0072 pf 08 -0.889  1.246  1.531 7
0072 pf 09 -1.234  1.381  1.852 7
0072 pf 10 -1.087  1.167  1.595 7
0096 em 00 -1.462  1.105  1.832 8
0096 cf 00 -1.554  1.069  1.887 8
0096 pf 01 -1.651  1.273  2.085 8
0096 pf 02 -1.312  1.150  1.745 8
0096 pf 03 -1.344  1.162  1.777 8
0096 pf 04 -1.685  0.662  1.810 8
0096 pf 05 -1.340  1.009  1.677 8
0096 pf 06 -1.688  0.901  1.913 8
0096 pf 07 -1.494  1.161  1.892 8
0096 pf 08 -1.124  1.439  1.826 7
0096 pf 09 -1.505  1.316  2.000 8
0096 pf 10 -1.293  1.044  1.662 8
0120 em 00 -1.448  1.032  1.778 8
0120 cf 00 -1.499  0.955  1.777 8
0120 pf 01 -1.740  1.212  2.121 8
0120 pf 02 -1.115  0.958  1.470 8
0120 pf 03 -1.238  0.902  1.531 8
0120 pf 04 -1.510  0.530  1.601 8
0120 pf 05 -1.263  1.140  1.701 8
0120 pf 06 -1.918  0.719  2.048 8
0120 pf 07 -1.552  1.146  1.929 8
0120 pf 08 -1.159  1.520  1.912 7
0120 pf 09 -1.499  1.149  1.889 8
0120 pf 10 -1.338  1.128  1.750 8
0144 em 00 -1.500  1.060  1.837 8
0144 cf 00 -1.573  0.936  1.830 8
0144 pf 01 -1.877  1.221  2.239 8
0144 pf 02 -1.339  0.938  1.635 8
0144 pf 03 -1.105  1.066  1.535 8
0144 pf 04 -1.347  0.655  1.498 8
0144 pf 05 -1.194  1.366  1.814 7
0144 pf 06 -1.770  0.781  1.934 8
0144 pf 07 -1.928  0.992  2.169 8
0144 pf 08 -1.182  1.603  1.991 7
0144 pf 09 -1.727  0.965  1.978 8
0144 pf 10 -1.367  1.137  1.779 8
0168 em 00 -1.528  1.072  1.867 8
0168 cf 00 -1.487  0.971  1.776 8
0168 pf 01 -1.920  1.001  2.165 8
0168 pf 02 -1.612  1.315  2.080 8
0168 pf 03 -1.235  1.159  1.693 8
0168 pf 04 -1.177  0.741  1.391 8
0168 pf 05 -1.060  1.243  1.634 7
0168 pf 06 -1.718  0.549  1.804 8
0168 pf 07 -2.107  0.980  2.324 8
0168 pf 08 -1.304  1.383  1.901 7
0168 pf 09 -1.736  1.126  2.069 8
0168 pf 10 -1.334  1.306  1.867 8
0192 em 00 -1.575  1.379  2.094 8
0192 cf 00 -1.547  1.290  2.014 8
0192 pf 01 -2.021  1.236  2.369 8
0192 pf 02 -1.719  1.782  2.476 7
0192 pf 03 -1.309  1.592  2.061 7
0192 pf 04 -1.105  0.890  1.419 8
0192 pf 05 -1.236  1.755  2.147 7
0192 pf 06 -1.533  0.666  1.672 8
0192 pf 07 -2.094  1.085  2.358 8
0192 pf 08 -1.251  1.927  2.297 7
0192 pf 09 -1.989  1.138  2.291 8
0192 pf 10 -1.385  1.746  2.229 7
0216 em 00 -1.672  1.412  2.189 8
0216 cf 00 -1.563  1.188  1.963 8
0216 pf 01 -1.998  1.384  2.430 8
0216 pf 02 -1.961  1.778  2.647 8
0216 pf 03 -1.578  1.503  2.179 8
0216 pf 04 -1.257  1.188  1.729 8
0216 pf 05 -1.696  2.023  2.640 7
0216 pf 06 -1.377  0.520  1.472 8
0216 pf 07 -2.062  0.709  2.180 8
0216 pf 08 -1.316  1.974  2.372 7
0216 pf 09 -2.019  1.156  2.326 8
0216 pf 10 -1.405  2.047  2.483 7
0240 em 00 -1.794  1.281  2.204 8
0240 cf 00 -1.588  0.984  1.868 8
0240 pf 01 -2.306  1.442  2.720 8
0240 pf 02 -2.150  1.568  2.661 8
0240 pf 03 -1.914  1.128  2.221 8
0240 pf 04 -1.231  1.279  1.775 7
0240 pf 05 -2.020  1.867  2.750 8
0240 pf 06 -1.533  0.418  1.589 8
0240 pf 07 -1.727  0.537  1.809 8
0240 pf 08 -1.575  1.847  2.427 7
0240 pf 09 -1.970  1.127  2.269 8
0240 pf 10 -1.530  1.823  2.381 7
0264 em 00 -1.718  1.115  2.048 8
0264 cf 00 -1.248  0.936  1.560 8
0264 pf 01 -2.551  1.168  2.805 8
0264 pf 02 -2.210  1.486  2.663 8
0264 pf 03 -2.134  1.151  2.425 8
0264 pf 04 -1.040  1.248  1.624 7
0264 pf 05 -2.202  1.481  2.653 8
0264 pf 06 -1.351  0.204  1.366 8
0264 pf 07 -1.347  0.533  1.449 8
0264 pf 08 -1.494  1.644  2.221 7
0264 pf 09 -1.691  0.763  1.855 8
0264 pf 10 -1.442  1.604  2.156 7
0288 em 00 -1.649  0.994  1.926 8
0288 cf 00 -0.949  0.790  1.235 8
0288 pf 01 -2.999  0.644  3.068 8
0288 pf 02 -2.053  1.217  2.387 8
0288 pf 03 -2.145  1.219  2.468 8
0288 pf 04 -0.968  1.333  1.648 7
0288 pf 05 -2.173  0.933  2.365 8
0288 pf 06 -1.170  0.194  1.186 8
0288 pf 07 -1.169  0.748  1.388 8
0288 pf 08 -1.423  1.746  2.252 7
0288 pf 09 -1.529  0.469  1.599 8
0288 pf 10 -1.364  1.595  2.099 7
0312 em 00 -1.488  0.838  1.707 8
0312 cf 00 -0.590  0.605  0.845 7
0312 pf 01 -3.231  0.051  3.231 8
0312 pf 02 -1.830  0.796  1.996 8
0312 pf 03 -1.811  1.024  2.081 8
0312 pf 04 -1.024  1.726  2.007 7
0312 pf 05 -2.057  0.491  2.115 8
0312 pf 06 -1.094  0.111  1.099 8
0312 pf 07 -0.989  0.824  1.288 8
0312 pf 08 -1.285  1.565  2.025 7
0312 pf 09 -1.153  0.243  1.178 8
0312 pf 10 -1.128  1.751  2.083 7
0336 em 00 -1.353  0.746  1.545 8
0336 cf 00 -0.442  0.478  0.651 7
0336 pf 01 -3.026 -0.277  3.039 1
0336 pf 02 -1.461  0.435  1.524 8
0336 pf 03 -1.566  0.627  1.687 8
0336 pf 04 -1.181  2.238  2.530 7
0336 pf 05 -1.945  0.125  1.949 8
0336 pf 06 -1.141  0.082  1.144 8
0336 pf 07 -0.694  0.835  1.086 7
0336 pf 08 -1.402  1.296  1.909 8
0336 pf 09 -1.125  0.398  1.193 8
0336 pf 10 -0.733  1.952  2.085 7
0360 em 00 -1.226  0.585  1.358 8
0360 cf 00 -0.142  0.415  0.439 7
0360 pf 01 -2.832 -0.321  2.850 1
0360 pf 02 -0.985  0.442  1.080 8
0360 pf 03 -1.331  0.321  1.369 8
0360 pf 04 -1.768  2.218  2.836 7
0360 pf 05 -1.516 -0.432  1.576 1
0360 pf 06 -1.061 -0.276  1.096 1
0360 pf 07 -0.800  0.457  0.921 8
0360 pf 08 -1.440  1.058  1.787 8
0360 pf 09 -0.880  0.569  1.048 8
0360 pf 10 -0.584  1.977  2.061 7
0384 em 00 -1.105  0.489  1.209 8
0384 cf 00 -0.044  0.472  0.474 7
0384 pf 01 -2.705 -0.259  2.717 1
0384 pf 02 -1.061  0.267  1.094 8
0384 pf 03 -1.035  0.310  1.080 8
0384 pf 04 -1.986  2.038  2.845 7
0384 pf 05 -1.104 -0.797  1.362 1
0384 pf 06 -0.900 -0.447  1.005 1
0384 pf 07 -0.667  0.245  0.710 8
0384 pf 08 -1.427  0.967  1.724 8
0384 pf 09 -0.936  0.378  1.009 8
0384 pf 10 -0.190  2.204  2.212 7
0408 em 00 -0.922  0.407  1.008 8
0408 cf 00 -0.047  0.495  0.497 7
0408 pf 01 -2.554 -0.634  2.632 1
0408 pf 02 -0.804  0.071  0.807 8
