ecmf prod rf 2003110100 20181101 11 046
0024 em 00 -0.929  0.313  0.980 8
0024 cf 00 -0.932  0.288  0.975 8
0024 pf 01 -0.880  0.299  0.929 8
0024 pf 02 -0.823  0.350  0.894 8
0024 pf 03 -1.086  0.297  1.126 8
0024 pf 04 -0.923  0.325  0.979 8
0024 pf 05 -0.921  0.327  0.977 8
0024 pf 06 -0.905  0.254  0.940 8
0024 pf 07 -1.031  0.319  1.079 8
0024 pf 08 -0.832  0.262  0.873 8
0024 pf 09 -0.932  0.212  0.955 8
0024 pf 10 -0.952  0.336  1.009 8
0048 em 00 -0.661  0.137  0.675 8
0048 cf 00 -0.647  0.099  0.655 8
0048 pf 01 -0.712  0.112  0.721 8
0048 pf 02 -0.608  0.477  0.773 8
0048 pf 03 -0.864 -0.039  0.865 1
0048 pf 04 -0.555  0.110  0.566 8
0048 pf 05 -0.505  0.290  0.583 8
0048 pf 06 -0.572 -0.142  0.589 1
0048 pf 07 -0.811 -0.005  0.811 1
0048 pf 08 -0.626  0.081  0.631 8
0048 pf 09 -0.656  0.203  0.686 8
0048 pf 10 -0.726  0.179  0.748 8
0072 em 00 -0.615 -0.028  0.615 1
0072 cf 00 -0.485 -0.103  0.496 1
0072 pf 01 -0.914 -0.122  0.922 1
0072 pf 02 -0.576  0.390  0.696 8
0072 pf 03 -0.777 -0.246  0.815 1
0072 pf 04 -0.251  0.021  0.252 8
0072 pf 05 -0.448  0.340  0.563 8
0072 pf 06 -0.403 -0.290  0.497 1
0072 pf 07 -0.853 -0.261  0.892 1
0072 pf 08 -0.552 -0.210  0.591 1
0072 pf 09 -0.663  0.175  0.686 8
0072 pf 10 -0.846 -0.132  0.857 1
0096 em 00 -0.451  0.034  0.453 8
0096 cf 00 -0.376 -0.055  0.380 1
0096 pf 01 -0.788 -0.320  0.851 1
0096 pf 02 -0.667  0.624  0.914 8
0096 pf 03 -0.384 -0.145  0.411 1
0096 pf 04  0.005  0.209  0.209 6
0096 pf 05 -0.258  0.518  0.579 7
0096 pf 06 -0.025 -0.267  0.268 2
0096 pf 07 -0.753 -0.164  0.771 1
0096 pf 08 -0.369 -0.088  0.379 1
0096 pf 09 -0.449  0.256  0.517 8
0096 pf 10 -0.913 -0.339  0.974 1
0120 em 00 -0.413  0.068  0.418 8
0120 cf 00 -0.367  0.028  0.368 8
0120 pf 01 -0.762 -0.472  0.896 1
0120 pf 02 -0.705  0.664  0.969 8
0120 pf 03 -0.353  0.147  0.383 8
0120 pf 04  0.200  0.348  0.402 6
0120 pf 05 -0.285  0.395  0.488 7
0120 pf 06  0.009 -0.165  0.165 3
0120 pf 07 -0.631 -0.027  0.632 1
0120 pf 08 -0.556 -0.129  0.571 1
0120 pf 09 -0.435  0.280  0.518 8
0120 pf 10 -0.674 -0.488  0.832 1
0144 em 00 -0.248 -0.007  0.248 1
0144 cf 00 -0.312 -0.028  0.313 1
0144 pf 01 -0.573 -0.514  0.770 1
0144 pf 02 -0.547  0.577  0.795 7
0144 pf 03 -0.147  0.163  0.220 7
0144 pf 04  0.397  0.271  0.481 5
0144 pf 05 -0.118  0.188  0.222 7
0144 pf 06  0.094 -0.258  0.275 3
0144 pf 07 -0.307 -0.168  0.350 1
0144 pf 08 -0.347 -0.293  0.454 1
0144 pf 09 -0.496  0.199  0.534 8
0144 pf 10 -0.410 -0.374  0.555 1
0168 em 00 -0.076 -0.267  0.277 2
