ecmf prod rf 2002112100 20191121 11 046
0024 em 00  1.538 -0.798  1.733 4
0024 cf 00  1.504 -0.781  1.695 4
0024 pf 01  1.623 -0.884  1.848 4
0024 pf 02  1.546 -0.689  1.692 4
0024 pf 03  1.489 -0.658  1.627 4
0024 pf 04  1.548 -0.817  1.750 4
0024 pf 05  1.537 -0.747  1.709 4
0024 pf 06  1.523 -0.919  1.779 4
0024 pf 07  1.593 -0.768  1.768 4
0024 pf 08  1.464 -0.738  1.640 4
0024 pf 09  1.538 -0.829  1.747 4
0024 pf 10  1.431 -0.833  1.656 4
0048 em 00  1.751 -0.360  1.788 4
0048 cf 00  1.705 -0.382  1.748 4
0048 pf 01  1.812 -0.280  1.834 4
0048 pf 02  1.841 -0.149  1.847 4
0048 pf 03  1.789 -0.206  1.801 4
0048 pf 04  1.715 -0.346  1.750 4
0048 pf 05  1.740 -0.393  1.784 4
0048 pf 06  1.701 -0.728  1.850 4
0048 pf 07  1.753 -0.229  1.768 4
0048 pf 08  1.542 -0.167  1.551 4
0048 pf 09  1.805 -0.542  1.885 4
0048 pf 10  1.731 -0.462  1.792 4
0072 em 00  1.775  0.078  1.777 5
0072 cf 00  1.712  0.019  1.713 5
0072 pf 01  1.752  0.209  1.764 5
0072 pf 02  2.142  0.357  2.172 5
0072 pf 03  1.709  0.184  1.719 5
0072 pf 04  1.646 -0.042  1.646 4
0072 pf 05  1.651 -0.055  1.652 4
0072 pf 06  1.988 -0.587  2.073 4
0072 pf 07  1.795  0.347  1.829 5
0072 pf 08  1.421  0.195  1.434 5
0072 pf 09  1.837  0.136  1.842 5
0072 pf 10  1.750  0.126  1.755 5
0096 em 00  1.712  0.444  1.769 5
0096 cf 00  1.558  0.281  1.584 5
0096 pf 01  1.299  0.488  1.388 5
0096 pf 02  1.958  0.913  2.160 5
0096 pf 03  1.843  0.417  1.890 5
0096 pf 04  1.509  0.479  1.584 5
0096 pf 05  1.597  0.254  1.617 5
0096 pf 06  2.192 -0.194  2.201 4
0096 pf 07  1.683  1.044  1.980 5
0096 pf 08  1.334  0.455  1.410 5
0096 pf 09  1.873  0.173  1.881 5
0096 pf 10  1.863  0.559  1.945 5
0120 em 00  1.286  0.327  1.327 5
0120 cf 00  1.166  0.183  1.181 5
0120 pf 01  0.836  0.215  0.863 5
0120 pf 02  1.392  0.711  1.563 5
0120 pf 03  1.511  0.279  1.536 5
0120 pf 04  1.111  0.363  1.169 5
0120 pf 05  1.293  0.034  1.294 5
0120 pf 06  1.709 -0.020  1.709 4
0120 pf 07  0.984  0.987  1.394 6
0120 pf 08  0.969  0.286  1.011 5
0120 pf 09  1.605  0.001  1.605 5
0120 pf 10  1.463  0.541  1.560 5
0144 em 00  0.903  0.308  0.954 5
0144 cf 00  0.774  0.076  0.777 5
0144 pf 01  0.318  0.173  0.362 5
0144 pf 02  0.893  0.603  1.078 5
0144 pf 03  1.240  0.148  1.249 5
0144 pf 04  0.794  0.421  0.899 5
0144 pf 05  0.978 -0.012  0.978 4
0144 pf 06  1.428  0.159  1.436 5
0144 pf 07  0.342  0.814  0.883 6
0144 pf 08  0.664  0.349  0.750 5
0144 pf 09  1.360 -0.010  1.360 4
0144 pf 10  1.054  0.606  1.215 5
0168 em 00  0.726  0.444  0.851 5
0168 cf 00  0.563  0.095  0.571 5
0168 pf 01  0.117  0.129  0.174 6
0168 pf 02  0.341  0.761  0.834 6
0168 pf 03  1.224  0.370  1.279 5
0168 pf 04  0.631  0.548  0.836 5
0168 pf 05  1.173  0.052  1.174 5
0168 pf 06  1.200  0.479  1.293 5
0168 pf 07  0.092  0.746  0.751 6
0168 pf 08  0.501  0.377  0.627 5
0168 pf 09  1.198  0.323  1.240 5
0168 pf 10  0.858  0.914  1.253 6
0192 em 00  0.835  0.562  1.007 5
0192 cf 00  0.694  0.176  0.716 5
0192 pf 01  0.415  0.184  0.454 5
0192 pf 02  0.224  0.735  0.768 6
0192 pf 03  1.393  0.687  1.553 5
0192 pf 04  0.526  0.860  1.009 6
