ecmf prod rf 2004012800 20160128 11 046
0024 em 00  0.280 -1.800  1.821 3
0024 cf 00  0.283 -1.823  1.845 3
0024 pf 01  0.338 -1.858  1.889 3
0024 pf 02  0.202 -1.785  1.797 3
0024 pf 03  0.274 -1.827  1.847 3
0024 pf 04  0.222 -1.696  1.710 3
0024 pf 05  0.129 -1.935  1.940 3
0024 pf 06  0.409 -1.812  1.857 3
0024 pf 07  0.377 -1.786  1.825 3
0024 pf 08  0.330 -1.832  1.861 3
0024 pf 09  0.308 -1.637  1.666 3
0024 pf 10  0.237 -1.625  1.642 3
0048 em 00  0.608 -1.879  1.975 3
0048 cf 00  0.688 -1.967  2.084 3
0048 pf 01  0.708 -1.823  1.956 3
0048 pf 02  0.707 -1.949  2.073 3
0048 pf 03  0.414 -1.901  1.945 3
0048 pf 04  0.490 -1.822  1.886 3
0048 pf 05  0.406 -1.898  1.941 3
0048 pf 06  0.820 -1.912  2.080 3
0048 pf 07  0.538 -1.885  1.960 3
0048 pf 08  0.683 -1.875  1.996 3
0048 pf 09  0.650 -1.798  1.912 3
0048 pf 10  0.568 -1.657  1.751 3
0072 em 00  0.789 -1.905  2.062 3
0072 cf 00  0.872 -1.946  2.132 3
0072 pf 01  0.958 -1.565  1.835 3
0072 pf 02  0.842 -2.046  2.213 3
0072 pf 03  0.693 -1.814  1.942 3
0072 pf 04  0.601 -1.917  2.009 3
0072 pf 05  0.475 -2.027  2.082 3
0072 pf 06  1.050 -1.983  2.244 3
0072 pf 07  0.750 -1.847  1.993 3
0072 pf 08  0.719 -2.004  2.129 3
0072 pf 09  1.079 -1.898  2.184 3
0072 pf 10  0.598 -1.698  1.800 3
0096 em 00  1.023 -1.842  2.107 3
0096 cf 00  1.175 -1.854  2.195 3
0096 pf 01  1.127 -1.497  1.874 3
0096 pf 02  1.159 -1.885  2.213 3
0096 pf 03  1.095 -1.704  2.026 3
0096 pf 04  0.745 -2.015  2.148 3
0096 pf 05  0.716 -1.856  1.989 3
0096 pf 06  1.313 -1.909  2.317 3
0096 pf 07  0.780 -1.905  2.058 3
0096 pf 08  1.012 -1.873  2.129 3
0096 pf 09  1.209 -1.941  2.287 3
0096 pf 10  0.825 -1.629  1.826 3
0120 em 00  1.241 -1.683  2.091 3
0120 cf 00  1.371 -1.733  2.210 3
0120 pf 01  1.393 -1.391  1.969 4
0120 pf 02  1.338 -1.678  2.146 3
0120 pf 03  1.305 -1.373  1.894 3
0120 pf 04  0.927 -1.845  2.064 3
0120 pf 05  0.719 -1.992  2.118 3
0120 pf 06  1.569 -1.709  2.320 3
0120 pf 07  1.021 -1.771  2.045 3
0120 pf 08  1.256 -1.768  2.168 3
0120 pf 09  1.695 -1.561  2.304 4
0120 pf 10  0.911 -1.515  1.768 3
0144 em 00  1.364 -1.517  2.040 3
0144 cf 00  1.510 -1.445  2.090 4
0144 pf 01  1.596 -0.870  1.818 4
0144 pf 02  1.274 -1.571  2.023 3
0144 pf 03  1.408 -1.285  1.906 4
0144 pf 04  1.021 -1.982  2.230 3
0144 pf 05  1.010 -1.759  2.028 3
0144 pf 06  1.619 -1.235  2.036 4
0144 pf 07  1.228 -1.625  2.036 3
0144 pf 08  1.412 -1.978  2.431 3
0144 pf 09  1.755 -1.375  2.230 4
0144 pf 10  1.007 -1.412  1.734 3
0168 em 00  1.593 -1.403  2.123 4
0168 cf 00  1.651 -1.333  2.122 4
0168 pf 01  1.587 -0.764  1.762 4
0168 pf 02  1.538 -1.542  2.178 3
0168 pf 03  1.657 -1.149  2.017 4
0168 pf 04  1.223 -1.858  2.224 3
