ecmf prod rf 2014022500 20210225 11 046
0024 em 00 -1.120  1.610  1.961 7
0024 cf 00 -1.151  1.612  1.981 7
0024 pf 01 -0.973  1.670  1.933 7
0024 pf 02 -1.088  1.530  1.878 7
0024 pf 03 -1.225  1.510  1.944 7
0024 pf 04 -1.315  1.737  2.179 7
0024 pf 05 -1.146  1.552  1.929 7
0024 pf 06 -1.061  1.670  1.979 7
0024 pf 07 -1.151  1.555  1.935 7
0024 pf 08 -0.947  1.442  1.725 7
0024 pf 09 -1.116  1.666  2.005 7
0024 pf 10 -1.043  1.599  1.909 7
0048 em 00 -1.373  1.751  2.225 7
0048 cf 00 -1.390  1.674  2.176 7
0048 pf 01 -1.215  1.947  2.295 7
0048 pf 02 -1.291  1.590  2.048 7
0048 pf 03 -1.455  1.621  2.178 7
0048 pf 04 -1.696  1.783  2.461 7
0048 pf 05 -1.209  1.758  2.134 7
0048 pf 06 -1.401  1.797  2.278 7
0048 pf 07 -1.262  1.604  2.041 7
0048 pf 08 -1.066  1.608  1.929 7
0048 pf 09 -1.519  1.864  2.404 7
0048 pf 10 -1.500  1.847  2.379 7
0072 em 00 -1.312  1.674  2.127 7
0072 cf 00 -1.271  1.611  2.052 7
0072 pf 01 -0.974  1.855  2.095 7
0072 pf 02 -1.234  1.545  1.977 7
0072 pf 03 -1.232  1.665  2.071 7
0072 pf 04 -1.792  1.737  2.496 8
0072 pf 05 -1.184  1.822  2.173 7
0072 pf 06 -1.428  1.735  2.248 7
0072 pf 07 -0.978  1.359  1.674 7
0072 pf 08 -0.989  1.587  1.870 7
0072 pf 09 -1.663  1.705  2.382 7
0072 pf 10 -1.618  1.651  2.311 7
0096 em 00 -1.159  1.690  2.049 7
0096 cf 00 -1.188  1.648  2.031 7
0096 pf 01 -0.996  2.255  2.465 7
0096 pf 02 -1.240  1.703  2.106 7
0096 pf 03 -1.049  1.796  2.080 7
0096 pf 04 -1.633  1.607  2.291 8
0096 pf 05 -0.859  1.693  1.898 7
0096 pf 06 -1.184  1.662  2.040 7
0096 pf 07 -0.621  1.187  1.340 7
0096 pf 08 -0.932  1.695  1.934 7
0096 pf 09 -1.481  1.606  2.185 7
0096 pf 10 -1.546  1.627  2.245 7
0120 em 00 -1.148  1.538  1.919 7
0120 cf 00 -1.231  1.385  1.853 7
0120 pf 01 -1.143  2.129  2.416 7
0120 pf 02 -1.345  1.554  2.055 7
0120 pf 03 -1.001  1.688  1.963 7
0120 pf 04 -1.686  1.403  2.193 8
0120 pf 05 -0.587  1.456  1.570 7
0120 pf 06 -1.101  1.593  1.937 7
0120 pf 07 -0.561  1.332  1.445 7
0120 pf 08 -1.069  1.517  1.855 7
0120 pf 09 -1.386  1.439  1.998 7
0120 pf 10 -1.511  1.330  2.013 8
0144 em 00 -1.311  1.627  2.090 7
0144 cf 00 -1.401  1.436  2.006 7
0144 pf 01 -1.631  2.146  2.695 7
0144 pf 02 -1.756  1.578  2.361 8
0144 pf 03 -1.194  1.743  2.113 7
0144 pf 04 -1.871  1.329  2.295 8
0144 pf 05 -0.583  1.536  1.643 7
0144 pf 06 -1.232  1.818  2.196 7
0144 pf 07 -0.723  1.883  2.017 7
0144 pf 08 -1.144  1.680  2.032 7
0144 pf 09 -1.329  1.386  1.921 7
0144 pf 10 -1.552  1.239  1.986 8
0168 em 00 -1.553  1.748  2.338 7
0168 cf 00 -1.566  1.456  2.138 8
0168 pf 01 -1.831  2.168  2.838 7
0168 pf 02 -2.035  1.744  2.680 8
