Date_day0,RMM1(0),RMM2(0),RMM1(forecast),RMM2(forecast),RMM1(obs),RMM2(obs)
2000-01-02,-0.5048875212669373,-0.3698292374610901,-0.349,-0.001,-0.5215825438499451,-0.07904123514890671
2000-01-06,-0.1094479113817215,-1.1234924793243408,0.18899999999999997,0.7609999999999999,-0.5222046375274658,-0.566896915435791
2000-01-09,0.3092012107372284,-1.0629550218582153,-0.152,-0.157,-0.3476775586605072,-0.772292971611023
2000-01-13,0.6534503698348999,-0.5248188376426697,-0.366,-0.77,-0.0696181207895279,-1.3134301900863647
2000-01-16,0.3632969856262207,-0.33706358075141907,0.175,-0.73,0.38133886456489563,-1.078954815864563
2000-01-20,0.09461519122123718,-0.22325293719768524,0.018000000000000002,-0.9159999999999999,0.6478824019432068,-0.32446518540382385
2000-01-23,-0.6647732853889465,-0.15896299481391907,0.08199999999999999,-1.037,-0.04593070596456528,-0.20075668394565582
2000-01-27,-0.5478533506393433,-0.6767758131027222,0.23199999999999998,-1.1540000000000001,-0.2085028886795044,-1.3636646270751953
2000-01-30,-0.12206332385540009,-0.9416945576667786,0.259,-0.48100000000000004,0.8333617448806763,-1.6243253946304321
2000-02-03,0.005774322431534529,-1.1792749166488647,0.568,-0.41700000000000004,1.395260214805603,-1.1642905473709106
2000-02-06,0.7604079246520996,-0.7043188214302063,0.511,-0.078,1.0673656463623047,-1.2970625162124634
2000-02-10,0.3208513557910919,-0.04477040469646454,0.5720000000000001,-0.267,1.2894766330718994,-1.0313458442687988
2000-02-13,-0.23397625982761383,-0.4371630847454071,0.649,-0.017,0.9333975315093994,-0.4764128029346466
2000-02-17,0.13238760828971863,-1.5304287672042847,0.419,-0.395,0.6749078035354614,0.39006227254867554
2000-02-20,1.1724613904953003,-1.5809342861175537,0.35700000000000004,0.133,0.7453234791755676,0.37880784273147583
2000-02-24,1.1805918216705322,-1.1073192358016968,-0.004,0.466,0.40782609581947327,0.32850703597068787
2000-02-27,1.098630666732788,-1.202126145362854,0.046,-0.10300000000000001,0.538021981716156,0.17924274504184723
2000-03-02,1.267158031463623,-0.8739400506019592,0.256,0.38,-0.9728688597679138,0.1161811575293541
2000-03-05,0.7445371150970459,-0.16680960357189178,-0.187,0.495,-1.4924262762069702,-0.36122560501098633
2000-03-09,0.5946404933929443,0.35121843218803406,-0.092,0.195,-1.0012075901031494,-0.09712738543748856
2000-03-12,0.7444543242454529,0.3320172429084778,-0.162,-0.27899999999999997,-0.24481050670146942,-0.36116817593574524
2000-03-16,0.41046640276908875,0.17009127140045166,-0.256,0.023,0.5338958501815796,-0.1543075293302536
2000-03-19,0.09687390923500061,0.14425508677959442,-0.07,0.244,0.06688235700130463,0.2809751629829407
2000-03-23,-1.2844898700714111,0.032416291534900665,-0.14400000000000002,0.564,-0.03184834495186806,0.1776471883058548
2000-03-26,-1.1561095714569092,-0.48044294118881226,0.266,0.45299999999999996,0.6431617140769958,0.23807242512702942
2000-03-30,-0.7946490049362183,-0.088038370013237,0.12,0.664,1.0348926782608032,0.7714324593544006
2000-04-02,-0.08382225781679153,-0.33070555329322815,-0.366,0.47200000000000003,0.47104594111442566,0.8181713223457336
2000-04-06,0.44094419479370117,-0.09836430847644806,-0.015,0.746,0.1399366408586502,1.1097198724746704
2000-04-09,-0.05721024051308632,0.2593685984611511,-0.035,0.562,0.280105322599411,0.8230509757995605
2000-04-13,0.15091244876384735,0.2140129953622818,-0.575,1.3259999999999998,0.4799112379550934,1.998009204864502
2000-04-16,1.087019920349121,0.24284592270851135,-0.461,0.915,-0.14689143002033234,1.7188347578048706
2000-04-20,0.7610073089599609,0.814346432685852,-0.257,1.195,-0.47837600111961365,1.329878330230713
2000-04-23,0.4179474115371704,0.7780091762542725,-0.502,0.835,-0.33791598677635193,1.1673228740692139
2000-04-27,0.23395733535289764,0.9679967761039734,0.03,0.096,-0.4757359027862549,0.5260955691337585
2000-04-30,0.40137094259262085,1.1266132593154907,-0.19399999999999998,0.29100000000000004,-0.6087543368339539,0.11613501608371735
2000-05-04,0.21944674849510193,1.8226954936981201,-0.40700000000000003,0.20800000000000002,-0.6971844434738159,0.052415914833545685
2000-05-07,-0.28349658846855164,1.7660529613494873,-0.485,0.33399999999999996,-0.7186904549598694,-0.1325511336326599
2000-05-11,-0.4001213014125824,1.2566853761672974,-0.215,-0.26,-0.5527101159095764,-0.3764875531196594
2000-05-14,-0.34634703397750854,1.1135728359222412,-0.452,-0.196,-0.4415704607963562,-0.42643973231315613
2000-05-18,-0.5625321269035339,0.3391963541507721,-0.07,0.33799999999999997,-0.15570344030857086,-0.5998184084892273
2000-05-21,-0.7480446696281433,0.20976334810256958,-0.344,-0.191,-0.12788815796375275,0.36694517731666565
2000-05-25,-0.5771663188934326,0.10104849189519882,0.19899999999999998,0.48200000000000004,-0.7800028324127197,0.420910120010376
2000-05-28,-0.838822603225708,-0.11308220028877258,-0.634,0.562,-1.2851945161819458,0.005250340327620506
2000-06-01,-0.30116355419158936,-0.721977710723877,-0.5,-0.067,-1.0154558420181274,-0.61527019739151
2000-06-04,-0.42173728346824646,-0.5012522339820862,-0.539,0.052000000000000005,-0.16844169795513153,-0.3965972065925598
2000-06-08,-0.2536156177520752,-0.10890885442495346,-0.158,0.071,0.25359395146369934,-0.020909659564495087
2000-06-11,-0.11037730425596237,0.39586585760116577,0.13699999999999998,-0.040999999999999995,0.0480685792863369,0.072413869202137
2000-06-15,-1.0864617824554443,0.2954874634742737,0.557,0.45799999999999996,0.9206870794296265,0.5306687355041504
2000-06-18,-1.1929737329483032,-0.2776837944984436,0.337,0.588,1.4297819137573242,1.6795200109481812
2000-06-22,-0.7536708116531372,-0.5370641946792603,0.09699999999999999,0.409,-0.44646385312080383,1.75225830078125
2000-06-25,0.16907329857349396,-0.0886908546090126,-0.419,0.163,-1.2648475170135498,1.5979547500610352
2000-06-29,0.331333726644516,-0.1656307578086853,-0.016,0.507,-1.3842084407806396,0.576977014541626
2000-07-02,0.1687871515750885,0.07533412426710129,-0.39899999999999997,0.563,-1.3007161617279053,0.058091580867767334
2000-07-06,1.1805108785629272,1.1214905977249146,-1.13,0.231,-1.8740365505218506,-0.0744667574763298
2000-07-09,1.4027166366577148,1.643834114074707,-0.978,-0.22399999999999998,-2.1215603351593018,-0.48928025364875793
2000-07-13,-0.8625009059906006,1.918892741203308,-0.902,-0.18600000000000003,-1.628509521484375,-0.5328338146209717
2000-07-16,-1.3295361995697021,1.20454740524292,-0.948,-0.623,-0.9909433722496033,-0.6173444390296936
2000-07-20,-1.553928256034851,0.2746652364730835,-0.547,-0.586,-0.638084352016449,-1.1875507831573486
2000-07-23,-1.271630048751831,-0.00418925192207098,-0.052000000000000005,-0.359,0.17961570620536804,-0.9811931252479553
2000-07-27,-1.834122896194458,-0.09922678768634796,0.258,-0.087,1.1222119331359863,-0.26892322301864624
2000-07-30,-2.207620859146118,-0.5734387040138245,0.513,0.6,1.613671898841858,0.25304681062698364
2000-08-03,-1.46587336063385,-0.6273550391197205,1.287,-0.045,1.6941115856170654,1.309951901435852
2000-08-06,-0.966042160987854,-0.8054512143135071,1.2830000000000001,0.731,0.9493328928947449,1.6352014541625977
2000-08-10,-0.2964767515659332,-1.230380892753601,0.74,0.529,-0.05591607466340065,1.850502371788025
2000-08-13,0.3848683834075928,-0.8096104264259338,0.498,0.377,-1.241181492805481,1.0417076349258423
2000-08-17,1.2312605381011963,-0.35130202770233154,-0.287,0.7859999999999999,-1.5872441530227661,0.4051291048526764
2000-08-20,2.095963954925537,0.6440277099609375,-0.595,0.391,-1.393857717514038,0.18427106738090515
2000-08-24,1.5675671100616455,1.3654842376708984,-1.308,-0.331,-1.1527178287506104,-0.4042443037033081
2000-08-27,0.7005340456962585,1.8618918657302856,-1.149,-0.106,-0.8604357838630676,-0.8888643980026245
2000-08-31,-0.44723865389823914,1.455039381980896,-0.9470000000000001,-0.7440000000000001,-1.023239254951477,-0.9812533259391785
2000-09-03,-1.5511548519134521,0.8364189267158508,-0.444,-0.653,-0.7514902949333191,-0.7287455797195435
2000-09-07,-1.5648884773254395,0.30924466252326965,-0.27899999999999997,-0.6990000000000001,-0.5405400991439819,-0.679591715335846
