ecmf prod rf 1998051900 20160519 11 046
0024 em 00  3.550  0.129  3.552 5
0024 cf 00  3.407  0.158  3.411 5
0024 pf 01  3.555  0.165  3.559 5
0024 pf 02  3.467  0.118  3.469 5
0024 pf 03  3.478  0.206  3.485 5
0024 pf 04  3.664  0.174  3.668 5
0024 pf 05  3.773  0.226  3.780 5
0024 pf 06  3.403  0.013  3.403 5
0024 pf 07  3.544  0.075  3.544 5
0024 pf 08  3.459  0.205  3.465 5
0024 pf 09  3.478  0.019  3.478 5
0024 pf 10  3.584  0.125  3.586 5
0048 em 00  3.410  0.299  3.423 5
0048 cf 00  3.300  0.206  3.307 5
0048 pf 01  3.424  0.448  3.454 5
0048 pf 02  3.406  0.385  3.428 5
0048 pf 03  3.148  0.318  3.164 5
0048 pf 04  3.614  0.397  3.636 5
0048 pf 05  3.647  0.437  3.673 5
0048 pf 06  3.286  0.258  3.296 5
0048 pf 07  3.326  0.079  3.327 5
0048 pf 08  3.157  0.239  3.166 5
0048 pf 09  3.522  0.175  3.527 5
0048 pf 10  3.473  0.408  3.497 5
0072 em 00  3.431  0.324  3.446 5
0072 cf 00  3.396  0.175  3.400 5
0072 pf 01  3.366  0.441  3.395 5
0072 pf 02  3.462  0.555  3.506 5
0072 pf 03  3.062  0.213  3.069 5
0072 pf 04  3.640  0.486  3.672 5
0072 pf 05  3.649  0.503  3.683 5
0072 pf 06  3.281  0.261  3.292 5
0072 pf 07  3.358  0.055  3.359 5
0072 pf 08  3.244  0.347  3.262 5
0072 pf 09  3.638  0.249  3.646 5
0072 pf 10  3.423  0.385  3.445 5
0096 em 00  3.201  0.451  3.233 5
0096 cf 00  3.210  0.278  3.222 5
0096 pf 01  3.408  0.465  3.439 5
0096 pf 02  3.092  0.745  3.180 5
0096 pf 03  2.730  0.338  2.750 5
0096 pf 04  3.375  0.643  3.436 5
0096 pf 05  3.343  0.436  3.371 5
0096 pf 06  3.100  0.455  3.133 5
0096 pf 07  3.080  0.220  3.088 5
0096 pf 08  3.024  0.381  3.048 5
0096 pf 09  3.638  0.617  3.690 5
0096 pf 10  2.986  0.524  3.032 5
0120 em 00  3.032  0.423  3.061 5
0120 cf 00  3.063  0.323  3.080 5
0120 pf 01  3.293  0.354  3.312 5
0120 pf 02  2.873  0.676  2.951 5
0120 pf 03  2.617  0.315  2.635 5
0120 pf 04  2.877  0.713  2.964 5
0120 pf 05  3.072  0.387  3.096 5
0120 pf 06  3.048  0.349  3.068 5
0120 pf 07  2.966  0.141  2.970 5
0120 pf 08  3.028  0.376  3.051 5
0120 pf 09  3.449  0.687  3.517 5
0120 pf 10  2.818  0.506  2.863 5
0144 em 00  2.950  0.529  2.997 5
0144 cf 00  3.054  0.458  3.088 5
0144 pf 01  3.233  0.492  3.270 5
0144 pf 02  2.685  0.839  2.813 5
0144 pf 03  2.607  0.404  2.638 5
0144 pf 04  2.727  0.711  2.818 5
0144 pf 05  2.851  0.339  2.871 5
0144 pf 06  3.037  0.506  3.079 5
0144 pf 07  2.895  0.303  2.911 5
0144 pf 08  2.964  0.569  3.018 5
0144 pf 09  3.461  0.681  3.527 5
0144 pf 10  2.660  0.695  2.750 5
0168 em 00  2.981  0.651  3.051 5
0168 cf 00  3.136  0.669  3.206 5
0168 pf 01  3.196  0.599  3.251 5
0168 pf 02  2.644  0.882  2.787 5
0168 pf 03  2.806  0.417  2.837 5
0168 pf 04  2.858  0.786  2.964 5
0168 pf 05  2.636  0.560  2.695 5
0168 pf 06  3.099  0.716  3.180 5
0168 pf 07  3.079  0.254  3.090 5
0168 pf 08  3.086  0.823  3.194 5
0168 pf 09  3.319  0.674  3.387 5
0168 pf 10  2.645  0.937  2.806 5
0192 em 00  2.879  0.846  3.001 5
0192 cf 00  3.067  0.837  3.179 5
0192 pf 01  3.084  0.929  3.221 5
0192 pf 02  2.553  1.092  2.776 5
0192 pf 03  2.685  0.481  2.727 5
0192 pf 04  2.696  0.823  2.819 5
0192 pf 05  2.764  0.829  2.886 5
0192 pf 06  2.834  0.872  2.965 5
0192 pf 07  3.157  0.526  3.200 5
0192 pf 08  2.860  0.976  3.022 5
0192 pf 09  3.076  0.924  3.212 5
0192 pf 10  2.559  1.153  2.807 5
0216 em 00  2.673  1.095  2.888 5
0216 cf 00  2.845  1.080  3.043 5
0216 pf 01  2.653  1.505  3.050 5
