ecmf prod rf 2008050900 20160509 11 046
0024 em 00 -0.626  1.233  1.382 7
0024 cf 00 -0.636  1.223  1.379 7
0024 pf 01 -0.619  1.340  1.476 7
0024 pf 02 -0.568  1.180  1.309 7
0024 pf 03 -0.655  1.144  1.318 7
0024 pf 04 -0.630  1.099  1.266 7
0024 pf 05 -0.676  1.289  1.455 7
0024 pf 06 -0.594  1.254  1.387 7
0024 pf 07 -0.597  1.219  1.358 7
0024 pf 08 -0.516  1.296  1.395 7
0024 pf 09 -0.586  1.287  1.414 7
0024 pf 10 -0.762  1.247  1.461 7
0048 em 00 -0.820  1.150  1.412 7
0048 cf 00 -0.800  1.028  1.303 7
0048 pf 01 -0.771  1.186  1.414 7
0048 pf 02 -1.028  1.079  1.490 7
0048 pf 03 -0.693  1.121  1.318 7
0048 pf 04 -0.880  1.006  1.337 7
0048 pf 05 -0.747  1.257  1.462 7
0048 pf 06 -0.908  1.206  1.510 7
0048 pf 07 -0.805  1.084  1.350 7
0048 pf 08 -0.635  1.312  1.457 7
0048 pf 09 -0.771  1.230  1.452 7
0048 pf 10 -0.931  1.175  1.499 7
0072 em 00 -0.911  0.955  1.320 7
0072 cf 00 -0.851  0.894  1.234 7
0072 pf 01 -0.912  0.868  1.259 8
0072 pf 02 -1.086  0.730  1.309 8
0072 pf 03 -0.724  1.020  1.251 7
0072 pf 04 -0.721  0.905  1.157 7
0072 pf 05 -1.100  0.949  1.453 8
0072 pf 06 -1.045  0.999  1.446 8
0072 pf 07 -0.861  0.954  1.285 7
0072 pf 08 -0.634  1.239  1.391 7
0072 pf 09 -0.920  1.112  1.443 7
0072 pf 10 -1.100  0.887  1.413 8
0096 em 00 -0.844  0.946  1.268 7
0096 cf 00 -0.759  0.921  1.193 7
0096 pf 01 -0.675  0.843  1.080 7
0096 pf 02 -1.112  0.855  1.403 8
0096 pf 03 -0.528  0.986  1.119 7
0096 pf 04 -0.702  1.027  1.244 7
0096 pf 05 -0.927  0.884  1.281 8
0096 pf 06 -1.087  0.986  1.468 8
0096 pf 07 -0.938  0.929  1.320 8
0096 pf 08 -0.603  1.192  1.336 7
0096 pf 09 -0.915  0.975  1.337 7
0096 pf 10 -0.972  0.857  1.296 8
0120 em 00 -1.045  1.001  1.447 8
0120 cf 00 -0.896  0.973  1.323 7
0120 pf 01 -0.625  0.902  1.097 7
0120 pf 02 -1.400  0.700  1.565 8
0120 pf 03 -0.688  1.112  1.308 7
0120 pf 04 -0.895  1.377  1.643 7
0120 pf 05 -1.092  0.880  1.403 8
0120 pf 06 -1.255  0.860  1.521 8
0120 pf 07 -1.131  1.092  1.572 8
0120 pf 08 -1.027  1.284  1.644 7
0120 pf 09 -1.173  0.983  1.531 8
0120 pf 10 -1.215  0.889  1.506 8
0144 em 00 -1.095  1.013  1.492 8
0144 cf 00 -0.928  1.037  1.392 7
0144 pf 01 -0.633  0.884  1.087 7
0144 pf 02 -1.320  0.571  1.438 8
0144 pf 03 -0.747  1.182  1.398 7
0144 pf 04 -1.142  1.479  1.869 7
0144 pf 05 -0.874  1.053  1.368 7
0144 pf 06 -1.473  0.917  1.735 8
0144 pf 07 -1.084  1.099  1.544 7
0144 pf 08 -1.253  1.222  1.750 8
0144 pf 09 -1.282  0.943  1.591 8
0144 pf 10 -1.226  0.811  1.470 8
0168 em 00 -0.917  0.981  1.342 7
0168 cf 00 -0.637  0.932  1.129 7
0168 pf 01 -0.559  0.920  1.076 7
0168 pf 02 -0.817  0.458  0.937 8
0168 pf 03 -0.946  1.058  1.419 7
0168 pf 04 -1.163  1.459  1.866 7
0168 pf 05 -0.544  1.256  1.369 7
0168 pf 06 -1.166  0.954  1.506 8
0168 pf 07 -1.007  1.152  1.530 7
0168 pf 08 -1.112  0.998  1.494 8
0168 pf 09 -1.198  0.946  1.527 8
0168 pf 10 -0.857  0.726  1.123 8
0192 em 00 -0.781  0.903  1.194 7
0192 cf 00 -0.563  0.741  0.930 7
0192 pf 01 -0.244  1.070  1.097 7
0192 pf 02 -0.329  0.329  0.465 8
0192 pf 03 -0.987  1.068  1.455 7
0192 pf 04 -0.943  1.428  1.711 7
0192 pf 05 -0.602  1.166  1.312 7
0192 pf 06 -1.232  0.711  1.422 8
0192 pf 07 -1.016  1.156  1.539 7
0192 pf 08 -0.881  0.867  1.236 8
0192 pf 09 -1.093  0.804  1.356 8
0192 pf 10 -0.640  0.706  0.953 7
0216 em 00 -0.701  0.936  1.169 7
0216 cf 00 -0.521  0.694  0.867 7
0216 pf 01 -0.268  1.193  1.222 7
0216 pf 02 -0.118  0.424  0.440 7
0216 pf 03 -0.865  1.216  1.493 7
0216 pf 04 -0.844  1.271  1.526 7
0216 pf 05 -0.540  1.267  1.377 7
0216 pf 06 -1.315  0.787  1.532 8
0216 pf 07 -1.066  1.170  1.583 7
0216 pf 08 -0.885  0.611  1.075 8
0216 pf 09 -0.949  0.728  1.196 8
0216 pf 10 -0.262  1.064  1.096 7
0240 em 00 -0.849  0.987  1.302 7
0240 cf 00 -0.673  0.772  1.024 7
0240 pf 01 -0.476  1.158  1.252 7
0240 pf 02 -0.139  0.715  0.728 7
0240 pf 03 -1.044  1.210  1.598 7
0240 pf 04 -1.149  1.240  1.691 7
0240 pf 05 -0.599  1.397  1.520 7
0240 pf 06 -1.481  0.749  1.660 8
