ecmf prod rf 1998061800 20150618 11 046
0024 em 00  0.347 -0.144  0.376 4
0336 cf 00  1.636 -0.048  1.637 4
0336 pf 01  2.220 -0.755  2.345 4
0336 pf 02  1.511 -0.581  1.619 4
0336 pf 03  0.676 -0.180  0.700 4
0336 pf 04  1.889 -1.240  2.260 4
0336 pf 05  1.179 -0.681  1.361 4
0336 pf 06  1.690 -0.309  1.718 4
0336 pf 07  1.450 -0.698  1.609 4
0336 pf 08  1.951 -0.886  2.143 4
0336 pf 09  0.632 -0.893  1.094 3
0336 pf 10  1.453 -1.188  1.877 4
0360 em 00  1.534 -0.492  1.611 4
0360 cf 00  1.581  0.131  1.586 5
0360 pf 01  2.391 -0.245  2.404 4
0360 pf 02  1.065 -0.444  1.154 4
0360 pf 03  0.524 -0.110  0.535 4
0360 pf 04  1.599 -0.884  1.827 4
0360 pf 05  1.199 -0.154  1.209 4
0360 pf 06  1.282 -0.270  1.310 4
0360 pf 07  1.627 -0.634  1.746 4
0360 pf 08  2.477 -0.522  2.531 4
0360 pf 09  1.203 -1.023  1.579 4
0360 pf 10  1.663 -1.152  2.023 4
0384 em 00  1.458 -0.349  1.499 4
0384 cf 00  1.136  0.225  1.158 5
0384 pf 01  2.338 -0.001  2.338 4
0384 pf 02  1.099 -0.468  1.195 4
0384 pf 03  0.236 -0.087  0.251 4
0384 pf 04  1.819 -0.659  1.935 4
0384 pf 05  1.181  0.079  1.183 5
0384 pf 06  1.032 -0.068  1.035 4
0384 pf 07  1.588 -0.687  1.730 4
0384 pf 08  2.397 -0.044  2.397 4
0384 pf 09  1.250 -0.936  1.562 4
0384 pf 10  1.714 -1.085  2.028 4
0408 em 00  1.286 -0.149  1.294 4
0408 cf 00  0.617  0.273  0.674 5
0408 pf 01  2.134  0.456  2.182 5
0408 pf 02  1.055 -0.270  1.089 4
0408 pf 03  0.146  0.118  0.187 5
0408 pf 04  1.686 -0.532  1.768 4
0408 pf 05  1.209  0.222  1.229 5
0408 pf 06  0.896  0.232  0.925 5
0408 pf 07  1.634 -0.436  1.692 4
0408 pf 08  1.621  0.174  1.631 5
0408 pf 09  1.261 -1.000  1.610 4
0408 pf 10  1.656 -0.770  1.826 4
0432 em 00  1.140  0.021  1.140 5
0432 cf 00  0.251  0.250  0.354 5
0432 pf 01  1.764  0.781  1.929 5
0432 pf 02  1.112  0.015  1.113 5
0432 pf 03  0.500  0.199  0.538 5
0432 pf 04  1.340 -0.217  1.357 4
0432 pf 05  0.769  0.039  0.770 5
0432 pf 06  0.854  0.518  0.999 5
0432 pf 07  1.220 -0.525  1.328 4
0432 pf 08  1.244  0.585  1.375 5
0432 pf 09  1.572 -0.614  1.688 4
0432 pf 10  1.672 -0.704  1.814 4
0456 em 00  1.032  0.108  1.038 5
0456 cf 00  0.130  0.141  0.192 6
0456 pf 01  1.168  0.601  1.314 5
0456 pf 02  1.085  0.270  1.118 5
0456 pf 03  0.742  0.019  0.742 5
0456 pf 04  1.147  0.211  1.166 5
0456 pf 05  0.745 -0.030  0.745 4
0456 pf 06  0.799  0.755  1.099 5
0456 pf 07  1.377 -0.402  1.435 4
0456 pf 08  0.666  0.666  0.942 6
0456 pf 09  1.811 -0.520  1.884 4
0456 pf 10  1.473 -0.410  1.529 4
0480 em 00  0.849  0.143  0.861 5
0480 cf 00  0.057 -0.072  0.092 3
0480 pf 01  0.793  0.544  0.962 5
0480 pf 02  0.927  0.793  1.219 5
0480 pf 03  0.594 -0.060  0.597 4
0480 pf 04  1.090  0.370  1.151 5
0480 pf 05  0.500 -0.021  0.501 4
0480 pf 06  0.406  0.502  0.646 6
0480 pf 07  1.334 -0.268  1.360 4
0480 pf 08  0.538  0.345  0.639 5
0480 pf 09  1.810 -0.129  1.815 4
0480 pf 10  1.108 -0.314  1.152 4
0504 em 00  0.588  0.102  0.597 5
0504 cf 00  0.028 -0.240  0.242 3
0504 pf 01  0.416  0.572  0.708 6
0504 pf 02  0.554  0.898  1.055 6
0504 pf 03  0.321 -0.157  0.357 4
0504 pf 04  0.749  0.151  0.764 5
0504 pf 05  0.133 -0.442  0.462 3
0504 pf 06  0.061  0.372  0.377 6
0504 pf 07  1.017 -0.120  1.024 4
0504 pf 08  0.242  0.010  0.242 5
0504 pf 09  2.056  0.213  2.067 5
0504 pf 10  0.751 -0.022  0.752 4
0528 em 00  0.361  0.080  0.369 5
0528 cf 00  0.043 -0.331  0.334 3
0528 pf 01 -0.201  0.373  0.424 7
0528 pf 02  0.286  1.089  1.126 6
0528 pf 03 -0.053 -0.081  0.097 2
0528 pf 04  0.581  0.050  0.583 5
0528 pf 05  0.177 -0.602  0.627 3
0528 pf 06 -0.053  0.073  0.090 7
0528 pf 07  0.805  0.273  0.850 5
0528 pf 08  0.143 -0.280  0.314 3
0528 pf 09  1.782  0.413  1.829 5
0528 pf 10  0.355 -0.008  0.355 4
0552 em 00  0.024  0.064  0.069 6
0552 cf 00 -0.191 -0.210  0.283 2
0552 pf 01 -0.430  0.546  0.695 7
0552 pf 02 -0.076  0.845  0.849 7
0552 pf 03 -0.531 -0.247  0.586 1
0552 pf 04  0.039 -0.025  0.046 4
0552 pf 05 -0.113 -0.435  0.450 2
0552 pf 06 -0.136  0.026  0.138 8
0552 pf 07  0.227  0.232  0.325 6
0552 pf 08 -0.077 -0.437  0.444 2
0552 pf 09  1.589  0.752  1.758 5
0552 pf 10 -0.081 -0.244  0.257 2
0576 em 00 -0.142 -0.092  0.169 1
0576 cf 00 -0.469 -0.021  0.470 1
0576 pf 01 -0.451  0.308  0.546 8
0576 pf 02 -0.359  0.619  0.716 7
0576 pf 03 -0.393 -0.413  0.570 2
0576 pf 04 -0.161 -0.290  0.331 2
0576 pf 05 -0.349 -0.490  0.602 2
0576 pf 06 -0.276 -0.361  0.454 2
0576 pf 07 -0.041  0.159  0.164 7
0576 pf 08 -0.052 -0.693  0.695 2
0576 pf 09  1.354  0.751  1.548 5
0576 pf 10 -0.366 -0.450  0.580 2
0600 em 00 -0.171 -0.363  0.401 2
0600 cf 00 -0.448 -0.208  0.494 1
0600 pf 01 -0.495  0.110  0.507 8
0600 pf 02 -0.643  0.246  0.689 8
0600 pf 03 -0.301 -0.741  0.800 2
0600 pf 04 -0.121 -0.516  0.530 2
0600 pf 05 -0.488 -0.650  0.813 2
0600 pf 06 -0.332 -0.715  0.789 2
0600 pf 07 -0.243 -0.246  0.346 2
0600 pf 08  0.103 -0.789  0.796 3
0600 pf 09  1.063  0.596  1.219 5
0600 pf 10  0.028 -0.925  0.926 3
0624 em 00 -0.126 -0.622  0.634 2
0624 cf 00 -0.471 -0.332  0.577 1
0624 pf 01 -0.389 -0.151  0.417 1
0624 pf 02 -0.804 -0.310  0.862 1
0624 pf 03  0.056 -0.882  0.884 3
0624 pf 04 -0.065 -0.674  0.677 2
0624 pf 05 -0.608 -1.002  1.172 2
0624 pf 06  0.140 -1.038  1.047 3
0624 pf 07 -0.380 -0.359  0.523 1
0624 pf 08  0.183 -1.062  1.077 3
0624 pf 09  0.747  0.388  0.841 5
0624 pf 10  0.217 -1.244  1.263 3
0648 em 00 -0.104 -0.700  0.708 2
0648 cf 00 -0.423 -0.166  0.455 1
0648 pf 01 -0.546 -0.258  0.604 1
0648 pf 02 -0.812 -0.871  1.190 2
0648 pf 03  0.215 -0.774  0.803 3
0648 pf 04 -0.077 -0.851  0.855 2
0648 pf 05 -0.353 -1.181  1.233 2
0648 pf 06  0.416 -1.243  1.311 3
0648 pf 07 -0.324 -0.430  0.538 2
0648 pf 08 -0.082 -1.039  1.042 2
0648 pf 09  0.334  0.518  0.616 6
0648 pf 10  0.523 -1.237  1.343 3
0672 em 00 -0.033 -0.803  0.804 2
0672 cf 00 -0.174 -0.032  0.177 1
0672 pf 01 -0.882 -0.459  0.994 1
0672 pf 02 -0.675 -1.153  1.336 2
0672 pf 03  0.405 -0.768  0.868 3
0672 pf 04 -0.238 -0.794  0.829 2
0672 pf 05 -0.201 -1.410  1.424 2
0672 pf 06  0.689 -1.311  1.481 3
0672 pf 07  0.063 -0.405  0.410 3
0672 pf 08 -0.109 -1.176  1.181 2
0672 pf 09  0.069  0.280  0.289 6
0672 pf 10  0.643 -1.401  1.541 3
0696 em 00 -0.007 -0.872  0.872 2
0696 cf 00 -0.178 -0.027  0.180 1
0696 pf 01 -1.029 -0.621  1.202 1
0696 pf 02 -0.572 -1.445  1.554 2
0696 pf 03  0.381 -0.762  0.852 3
0696 pf 04 -0.283 -0.640  0.700 2
0696 pf 05  0.101 -1.316  1.320 3
0696 pf 06  0.914 -1.105  1.434 3
0696 pf 07  0.171 -0.532  0.559 3
0696 pf 08 -0.112 -1.294  1.299 2
0696 pf 09 -0.107 -0.023  0.109 1
0696 pf 10  0.543 -1.583  1.673 3
0720 em 00  0.051 -0.906  0.907 3
0720 cf 00 -0.067 -0.282  0.289 2
0720 pf 01 -0.958 -0.628  1.145 1
0720 pf 02 -0.445 -1.541  1.604 2
0720 pf 03  0.300 -0.955  1.001 3
0720 pf 04 -0.311 -0.731  0.794 2
0720 pf 05  0.208 -1.263  1.280 3
0720 pf 06  1.193 -0.536  1.308 4
0720 pf 07 -0.052 -0.476  0.479 2
0720 pf 08  0.131 -1.345  1.351 3
0720 pf 09 -0.095 -0.304  0.318 2
0720 pf 10  0.558 -1.651  1.743 3
0744 em 00  0.077 -0.956  0.959 3
0744 cf 00 -0.133 -0.248  0.281 2
0744 pf 01 -1.054 -1.127  1.543 2
0744 pf 02 -0.079 -1.682  1.684 2
0744 pf 03  0.052 -1.145  1.146 3
0744 pf 04 -0.040 -0.798  0.799 2
0744 pf 05  0.301 -1.061  1.103 3
0744 pf 06  1.076 -0.341  1.128 4
0744 pf 07 -0.120 -0.309  0.331 2
0744 pf 08  0.326 -1.417  1.454 3
0744 pf 09 -0.253 -0.380  0.456 2
0744 pf 10  0.678 -1.748  1.874 3
0768 em 00  0.065 -0.858  0.861 3
0768 cf 00 -0.188 -0.116  0.221 1
0768 pf 01 -0.962 -1.242  1.571 2
0768 pf 02  0.094 -1.585  1.588 3
0768 pf 03  0.085 -1.049  1.052 3
0768 pf 04 -0.204 -0.761  0.788 2
0768 pf 05  0.449 -0.857  0.967 3
0768 pf 06  1.135 -0.331  1.182 4
0768 pf 07  0.007 -0.285  0.285 3
0768 pf 08  0.363 -1.239  1.291 3
0768 pf 09 -1.021 -0.424  1.106 1
0768 pf 10  0.839 -1.313  1.559 3
0792 em 00  0.159 -0.832  0.848 3
0792 cf 00  0.027 -0.138  0.141 3
0792 pf 01 -1.148 -1.361  1.781 2
0792 pf 02  0.442 -1.555  1.617 3
0792 pf 03  0.216 -1.187  1.206 3
0792 pf 04 -0.422 -0.493  0.649 2
0792 pf 05  0.864 -0.835  1.201 4
0792 pf 06  1.356 -0.384  1.409 4
0792 pf 07  0.035 -0.293  0.295 3
0792 pf 08  0.667 -1.171  1.348 3
0792 pf 09 -1.399 -0.512  1.490 1
0792 pf 10  0.932 -1.003  1.370 3
0816 em 00  0.194 -0.705  0.731 3
0816 cf 00  0.123 -0.256  0.284 3
0816 pf 01 -1.068 -1.175  1.588 2
0816 pf 02  0.495 -1.174  1.274 3
0816 pf 03  0.363 -1.185  1.239 3
0816 pf 04 -0.346 -0.221  0.410 1
0816 pf 05  1.104 -0.858  1.398 4
0816 pf 06  1.360 -0.314  1.396 4
0816 pf 07  0.098 -0.413  0.425 3
0816 pf 08  0.631 -0.745  0.976 3
0816 pf 09 -1.663 -0.394  1.710 1
0816 pf 10  0.839 -0.814  1.169 4
0840 em 00  0.280 -0.662  0.719 3
0840 cf 00  0.220 -0.374  0.434 3
0840 pf 01 -0.673 -0.898  1.122 2
0840 pf 02  0.615 -0.962  1.142 3
0840 pf 03  0.702 -1.073  1.283 3
0840 pf 04 -0.344 -0.221  0.409 1
0840 pf 05  0.802 -0.721  1.078 4
0840 pf 06  1.282 -0.310  1.319 4
0840 pf 07  0.110 -0.715  0.723 3
0840 pf 08  0.778 -0.542  0.948 4
0840 pf 09 -1.586 -0.561  1.682 1
0840 pf 10  0.947 -0.732  1.197 4
0864 em 00  0.234 -0.646  0.687 3
0864 cf 00  0.058 -0.576  0.579 3
0864 pf 01 -0.690 -0.820  1.071 2
0864 pf 02  0.670 -0.788  1.034 3
0864 pf 03  0.692 -1.253  1.431 3
0864 pf 04 -0.342 -0.658  0.742 2
0864 pf 05  0.580 -0.528  0.784 4
0864 pf 06  0.993 -0.192  1.011 4
0864 pf 07  0.050 -0.775  0.777 3
0864 pf 08  0.907 -0.317  0.961 4
0864 pf 09 -1.405 -0.567  1.516 1
0864 pf 10  0.814 -0.498  0.955 4
0888 em 00  0.073 -0.645  0.649 3
0888 cf 00 -0.028 -0.708  0.708 2
0888 pf 01 -0.608 -0.525  0.803 1
0888 pf 02  0.560 -0.521  0.765 4
0888 pf 03  0.504 -1.042  1.157 3
0888 pf 04 -0.533 -1.184  1.298 2
0888 pf 05  0.146 -0.557  0.576 3
0888 pf 06  0.570 -0.280  0.635 4
0888 pf 07  0.090 -0.756  0.761 3
0888 pf 08  0.842 -0.257  0.880 4
0888 pf 09 -1.500 -0.790  1.696 1
0888 pf 10  0.537 -0.356  0.645 4
0912 em 00  0.029 -0.626  0.627 3
0912 cf 00  0.118 -0.828  0.836 3
0912 pf 01 -0.562 -0.406  0.693 1
0912 pf 02  0.389 -0.383  0.546 4
0912 pf 03  0.723 -0.597  0.938 4
0912 pf 04 -0.714 -1.330  1.510 2
0912 pf 05 -0.180 -0.531  0.561 2
0912 pf 06  0.521 -0.384  0.648 4
0912 pf 07  0.065 -0.951  0.953 3
0912 pf 08  0.664 -0.099  0.671 4
0912 pf 09 -1.418 -1.043  1.760 1
0912 pf 10  0.498 -0.263  0.563 4
0936 em 00 -0.041 -0.620  0.621 2
0936 cf 00  0.344 -0.612  0.702 3
0936 pf 01 -0.244 -0.311  0.395 2
0936 pf 02  0.158 -0.645  0.664 3
0936 pf 03  0.856 -0.341  0.922 4
0936 pf 04 -0.976 -1.410  1.715 2
0936 pf 05 -0.495 -0.639  0.809 2
0936 pf 06  0.478 -0.227  0.529 4
0936 pf 07 -0.219 -0.894  0.921 2
0936 pf 08  0.194 -0.114  0.225 4
0936 pf 09 -1.421 -1.387  1.986 1
0936 pf 10  0.666 -0.196  0.694 4
0960 em 00 -0.058 -0.649  0.651 2
0960 cf 00  0.575 -0.343  0.669 4
0960 pf 01  0.004 -0.353  0.353 3
0960 pf 02  0.212 -0.941  0.964 3
0960 pf 03  0.939 -0.397  1.020 4
0960 pf 04 -0.935 -1.846  2.070 2
0960 pf 05 -0.452 -0.613  0.762 2
0960 pf 06  0.226 -0.109  0.251 4
0960 pf 07 -0.219 -0.868  0.895 2
0960 pf 08 -0.369 -0.240  0.440 1
0960 pf 09 -1.490 -1.396  2.042 1
0960 pf 10  0.670 -0.002  0.670 4
0984 em 00 -0.098 -0.607  0.615 2
0984 cf 00  0.631 -0.161  0.652 4
0984 pf 01 -0.147 -0.561  0.580 2
0984 pf 02 -0.044 -1.094  1.094 2
0984 pf 03  1.014 -0.593  1.175 4
0984 pf 04 -0.864 -1.486  1.719 2
0984 pf 05 -0.209 -0.453  0.499 2
0984 pf 06  0.227  0.000  0.227 5
0984 pf 07 -0.481 -0.901  1.022 2
0984 pf 08 -0.395 -0.314  0.505 1
0984 pf 09 -1.533 -1.068  1.869 1
0984 pf 10  0.534 -0.017  0.534 4
1008 em 00 -0.130 -0.425  0.444 2
1008 cf 00  0.559  0.429  0.705 5
1008 pf 01 -0.096 -0.637  0.644 2
1008 pf 02 -0.201 -1.068  1.087 2
1008 pf 03  0.788 -0.591  0.985 4
1008 pf 04 -0.488 -0.847  0.977 2
1008 pf 05 -0.224 -0.638  0.676 2
1008 pf 06  0.078  0.219  0.232 6
1008 pf 07 -0.618 -0.667  0.909 2
1008 pf 08 -0.349  0.045  0.352 8
1008 pf 09 -1.203 -0.796  1.442 1
1008 pf 10  0.165 -0.115  0.201 4
1032 em 00 -0.133 -0.323  0.349 2
1032 cf 00  0.238  0.978  1.007 6
1032 pf 01 -0.018 -0.872  0.873 2
1032 pf 02  0.030 -1.027  1.028 3
1032 pf 03  1.043 -0.518  1.164 4
1032 pf 04 -0.370 -0.369  0.523 1
1032 pf 05 -0.505 -0.691  0.855 2
1032 pf 06 -0.137  0.278  0.310 7
1032 pf 07 -0.823 -0.818  1.160 1
1032 pf 08 -0.254  0.252  0.358 8
1032 pf 09 -0.808 -0.835  1.162 2
1032 pf 10 -0.014  0.056  0.057 7
1056 em 00 -0.112 -0.414  0.429 2
1056 cf 00 -0.093  1.077  1.081 7
1056 pf 01 -0.184 -0.997  1.014 2
1056 pf 02  0.013 -1.225  1.225 3
1056 pf 03  1.101 -0.387  1.167 4
1056 pf 04 -0.222 -0.530  0.575 2
1056 pf 05 -0.699 -0.922  1.156 2
1056 pf 06 -0.197  0.520  0.556 7
1056 pf 07 -0.627 -1.119  1.282 2
1056 pf 08  0.084  0.299  0.311 6
1056 pf 09 -0.666 -1.163  1.341 2
1056 pf 10  0.098 -0.116  0.151 3
1080 em 00 -0.147 -0.492  0.513 2
1080 cf 00 -0.499  0.760  0.909 7
1080 pf 01  0.043 -0.912  0.913 3
1080 pf 02 -0.226 -1.265  1.285 2
1080 pf 03  1.325 -0.376  1.378 4
1080 pf 04 -0.284 -0.753  0.805 2
1080 pf 05 -0.532 -0.928  1.069 2
1080 pf 06 -0.349  0.459  0.577 7
1080 pf 07 -0.532 -1.545  1.634 2
1080 pf 08 -0.232  0.408  0.470 7
1080 pf 09 -0.467 -1.184  1.273 2
1080 pf 10 -0.010 -0.082  0.082 2
1104 em 00 -0.081 -0.523  0.529 2
1104 cf 00 -0.566  0.546  0.786 8
1104 pf 01  0.265 -0.776  0.820 3
1104 pf 02 -0.149 -1.378  1.386 2
1104 pf 03  1.251 -0.713  1.440 4
1104 pf 04 -0.349 -0.913  0.977 2
1104 pf 05 -0.331 -0.849  0.911 2
1104 pf 06 -0.236  0.516  0.568 7
1104 pf 07 -0.325 -1.540  1.574 2
1104 pf 08 -0.513  0.694  0.863 7
1104 pf 09 -0.031 -1.106  1.107 2
1104 pf 10 -0.043 -0.248  0.252 2
