ecmf prod rf 2009081600 20180816 11 046
0024 em 00 -1.099 -1.015  1.496 1
0024 cf 00 -1.089 -0.975  1.461 1
0024 pf 01 -1.167 -0.962  1.512 1
0024 pf 02 -1.067 -0.997  1.460 1
0024 pf 03 -1.029 -1.063  1.480 2
0024 pf 04 -1.001 -0.879  1.332 1
0024 pf 05 -1.252 -1.089  1.659 1
0024 pf 06 -1.017 -1.118  1.511 2
0024 pf 07 -0.881 -0.940  1.288 2
0024 pf 08 -1.240 -1.172  1.706 1
0024 pf 09 -1.058 -0.923  1.404 1
0024 pf 10 -1.012 -1.052  1.460 2
0048 em 00 -1.056 -0.978  1.439 1
0048 cf 00 -1.046 -0.992  1.442 1
0048 pf 01 -1.073 -0.844  1.365 1
0048 pf 02 -1.016 -0.950  1.391 1
0048 pf 03 -0.841 -1.054  1.348 2
0048 pf 04 -1.079 -0.848  1.372 1
0048 pf 05 -1.115 -1.262  1.684 2
0048 pf 06 -1.056 -1.117  1.537 2
0048 pf 07 -0.836 -0.764  1.133 1
0048 pf 08 -1.148 -1.160  1.632 2
0048 pf 09 -1.098 -0.716  1.311 1
0048 pf 10 -1.033 -1.029  1.458 1
0072 em 00 -0.943 -0.954  1.342 2
0072 cf 00 -0.966 -0.978  1.375 2
0072 pf 01 -0.912 -0.859  1.253 1
0072 pf 02 -0.995 -0.771  1.259 1
0072 pf 03 -0.639 -1.007  1.193 2
0072 pf 04 -0.959 -0.882  1.303 1
0072 pf 05 -1.041 -1.272  1.643 2
0072 pf 06 -0.710 -1.129  1.334 2
0072 pf 07 -0.850 -0.770  1.146 1
0072 pf 08 -1.073 -1.021  1.482 1
0072 pf 09 -0.895 -0.686  1.128 1
0072 pf 10 -1.088 -1.054  1.515 1
0096 em 00 -0.775 -0.610  0.986 1
0096 cf 00 -0.794 -0.676  1.042 1
0096 pf 01 -0.709 -0.543  0.893 1
0096 pf 02 -1.005 -0.305  1.050 1
0096 pf 03 -0.575 -0.293  0.646 1
0096 pf 04 -0.756 -0.543  0.930 1
0096 pf 05 -0.864 -0.949  1.284 2
0096 pf 06 -0.522 -0.919  1.057 2
0096 pf 07 -0.544 -0.347  0.645 1
0096 pf 08 -0.794 -0.806  1.131 2
0096 pf 09 -0.797 -0.297  0.851 1
0096 pf 10 -0.934 -0.979  1.353 2
0120 em 00 -0.751 -0.245  0.790 1
0120 cf 00 -0.853 -0.347  0.921 1
0120 pf 01 -0.759 -0.089  0.764 1
0120 pf 02 -0.933  0.188  0.952 8
0120 pf 03 -0.702  0.062  0.705 8
0120 pf 04 -0.718  0.000  0.718 8
0120 pf 05 -0.804 -0.821  1.149 2
0120 pf 06 -0.597 -0.608  0.852 2
0120 pf 07 -0.610 -0.057  0.613 1
0120 pf 08 -0.663 -0.425  0.787 1
0120 pf 09 -0.668  0.010  0.668 8
0120 pf 10 -0.739 -0.585  0.942 1
0144 em 00 -0.760 -0.011  0.760 1
0144 cf 00 -0.906 -0.119  0.914 1
0144 pf 01 -0.885  0.015  0.885 8
0144 pf 02 -0.944  0.484  1.061 8
0144 pf 03 -0.823  0.053  0.825 8
0144 pf 04 -0.772  0.326  0.838 8
0144 pf 05 -0.813 -0.665  1.050 1
0144 pf 06 -0.593 -0.284  0.657 1
0144 pf 07 -0.662  0.052  0.664 8
0144 pf 08 -0.607 -0.074  0.611 1
0144 pf 09 -0.517  0.417  0.664 8
0144 pf 10 -0.608 -0.317  0.686 1
0168 em 00 -0.624  0.020  0.624 8
0168 cf 00 -0.701 -0.206  0.731 1
0168 pf 01 -0.668  0.181  0.692 8
0168 pf 02 -1.052  0.460  1.149 8
0168 pf 03 -0.590  0.043  0.592 8
0168 pf 04 -0.823  0.499  0.963 8
0168 pf 05 -0.625 -0.566  0.844 1
0168 pf 06 -0.278 -0.363  0.458 2
0168 pf 07 -0.729 -0.073  0.733 1
0168 pf 08 -0.526  0.001  0.526 8
0168 pf 09 -0.285  0.578  0.645 7
0168 pf 10 -0.366 -0.304  0.476 1
0192 em 00 -0.549  0.069  0.553 8
0192 cf 00 -0.549 -0.379  0.667 1
0192 pf 01 -0.463  0.319  0.562 8
0192 pf 02 -1.066  0.454  1.159 8
0192 pf 03 -0.638  0.142  0.653 8
0192 pf 04 -0.864  0.357  0.934 8
0192 pf 05 -0.750 -0.487  0.894 1
0192 pf 06 -0.158 -0.372  0.405 2
0192 pf 07 -0.634 -0.043  0.635 1
0192 pf 08 -0.255  0.260  0.364 7
0192 pf 09 -0.318  0.867  0.923 7
0192 pf 10 -0.153 -0.320  0.354 2
0216 em 00 -0.261  0.046  0.265 8
0216 cf 00 -0.221 -0.347  0.411 2
0216 pf 01  0.023  0.507  0.507 6
0216 pf 02 -0.753  0.294  0.808 8
0216 pf 03 -0.432  0.329  0.543 8
0216 pf 04 -0.465  0.137  0.484 8
0216 pf 05 -0.495 -0.480  0.690 1
0216 pf 06  0.075 -0.440  0.446 3
0216 pf 07 -0.358 -0.208  0.414 1
0216 pf 08  0.106  0.240  0.262 6
0216 pf 09 -0.285  0.954  0.996 7
0216 pf 10  0.070 -0.421  0.427 3
0240 em 00 -0.070  0.042  0.081 8
0240 cf 00  0.104 -0.496  0.507 3
0240 pf 01  0.387  0.563  0.683 6
0240 pf 02 -0.879  0.450  0.988 8
0240 pf 03 -0.120  0.352  0.371 7
0240 pf 04 -0.580 -0.015  0.580 1
0240 pf 05 -0.315 -0.420  0.525 2
0240 pf 06  0.202 -0.305  0.365 3
0240 pf 07 -0.128 -0.298  0.324 2
0240 pf 08  0.515  0.352  0.624 5
0240 pf 09 -0.084  0.969  0.973 7
0240 pf 10  0.230 -0.628  0.668 3
0264 em 00  0.002  0.002  0.002 5
0264 cf 00  0.280 -0.597  0.659 3
0264 pf 01  0.598  0.458  0.753 5
0264 pf 02 -0.992  0.532  1.126 8
0264 pf 03  0.288  0.235  0.372 5
0264 pf 04 -0.821 -0.063  0.824 1
0264 pf 05 -0.205 -0.536  0.574 2
0264 pf 06  0.376 -0.280  0.469 4
0264 pf 07 -0.129 -0.235  0.268 2
0264 pf 08  0.404  0.309  0.508 5
