ecmf prod rf 2013120200 20211202 11 046
0024 em 00 -0.760 -0.543  0.934 1
0024 cf 00 -0.788 -0.517  0.943 1
0024 pf 01 -0.643 -0.619  0.892 1
0024 pf 02 -0.822 -0.486  0.955 1
0024 pf 03 -0.810 -0.471  0.937 1
0024 pf 04 -0.748 -0.607  0.963 1
0024 pf 05 -0.702 -0.594  0.920 1
0024 pf 06 -0.749 -0.464  0.881 1
0024 pf 07 -0.781 -0.502  0.928 1
0024 pf 08 -0.781 -0.632  1.005 1
0024 pf 09 -0.634 -0.541  0.833 1
0024 pf 10 -0.794 -0.607  1.000 1
0048 em 00 -0.354 -0.439  0.564 2
0048 cf 00 -0.387 -0.404  0.559 2
0048 pf 01 -0.169 -0.483  0.512 2
0048 pf 02 -0.449 -0.444  0.632 1
0048 pf 03 -0.602 -0.438  0.744 1
0048 pf 04 -0.326 -0.550  0.639 2
0048 pf 05 -0.089 -0.464  0.472 2
0048 pf 06 -0.471 -0.229  0.523 1
0048 pf 07 -0.282 -0.395  0.485 2
0048 pf 08 -0.440 -0.505  0.670 2
0048 pf 09 -0.166 -0.484  0.512 2
0048 pf 10 -0.458 -0.490  0.671 2
0072 em 00 -0.085 -0.402  0.411 2
0072 cf 00 -0.204 -0.375  0.426 2
0072 pf 01  0.122 -0.583  0.595 3
0072 pf 02 -0.168 -0.419  0.452 2
0072 pf 03 -0.545 -0.530  0.760 1
0072 pf 04  0.033 -0.455  0.456 3
0072 pf 05  0.256 -0.403  0.477 3
0072 pf 06 -0.282 -0.184  0.336 1
0072 pf 07  0.087 -0.303  0.316 3
0072 pf 08 -0.301 -0.433  0.527 2
0072 pf 09  0.144 -0.176  0.227 3
0072 pf 10 -0.084 -0.600  0.606 2
0096 em 00  0.190 -0.482  0.518 3
0096 cf 00  0.013 -0.482  0.482 3
0096 pf 01  0.757 -0.719  1.044 4
0096 pf 02  0.269 -0.331  0.427 3
0096 pf 03 -0.461 -0.817  0.938 2
0096 pf 04  0.232 -0.579  0.623 3
0096 pf 05  0.705 -0.361  0.792 4
0096 pf 06 -0.223 -0.252  0.336 2
0096 pf 07  0.316 -0.498  0.590 3
0096 pf 08 -0.245 -0.499  0.556 2
0096 pf 09  0.396 -0.133  0.418 4
0096 pf 10  0.286 -0.640  0.701 3
0120 em 00  0.314 -0.732  0.796 3
0120 cf 00  0.103 -0.819  0.825 3
0120 pf 01  0.949 -0.634  1.141 4
0120 pf 02  0.347 -0.547  0.647 3
0120 pf 03 -0.493 -1.270  1.362 2
0120 pf 04  0.408 -0.780  0.881 3
0120 pf 05  0.742 -0.555  0.926 4
0120 pf 06 -0.029 -0.569  0.569 2
0120 pf 07  0.725 -0.828  1.101 3
0120 pf 08 -0.196 -0.757  0.782 2
0120 pf 09  0.452 -0.278  0.530 4
0120 pf 10  0.370 -0.997  1.064 3
0144 em 00  0.441 -0.812  0.924 3
0144 cf 00  0.273 -0.951  0.989 3
0144 pf 01  1.000 -0.389  1.073 4
0144 pf 02  0.615 -0.838  1.040 3
0144 pf 03 -0.266 -1.591  1.613 2
0144 pf 04  0.435 -0.954  1.048 3
0144 pf 05  0.838 -0.482  0.967 4
0144 pf 06  0.054 -0.765  0.766 3
0144 pf 07  1.169 -0.600  1.314 4
0144 pf 08 -0.176 -0.915  0.932 2
0144 pf 09  0.423 -0.390  0.575 4
0144 pf 10  0.400 -1.045  1.119 3
0168 em 00  0.648 -0.723  0.971 3
0168 cf 00  0.375 -0.844  0.924 3
0168 pf 01  1.265 -0.170  1.276 4
0168 pf 02  0.975 -0.818  1.272 4
0168 pf 03  0.319 -1.712  1.742 3
0168 pf 04  0.886 -0.853  1.230 4
0168 pf 05  0.805 -0.256  0.845 4
0168 pf 06  0.062 -0.749  0.751 3
0168 pf 07  1.397 -0.130  1.403 4
0168 pf 08  0.155 -0.855  0.869 3
0168 pf 09  0.435 -0.482  0.650 3
0168 pf 10  0.346 -1.097  1.150 3
0192 em 00  0.807 -0.716  1.079 4
0192 cf 00  0.632 -0.921  1.117 3
0192 pf 01  1.461 -0.096  1.464 4
0192 pf 02  1.146 -0.683  1.334 4
0192 pf 03  0.816 -1.658  1.848 3
0192 pf 04  1.281 -0.682  1.452 4
0192 pf 05  1.051 -0.093  1.055 4
0192 pf 06 -0.062 -1.042  1.044 2
0192 pf 07  1.495 -0.068  1.497 4
0192 pf 08  0.095 -0.929  0.934 3
0192 pf 09  0.340 -0.529  0.629 3
0192 pf 10  0.538 -1.191  1.307 3
0216 em 00  0.923 -0.543  1.071 4
0216 cf 00  0.693 -0.751  1.022 3
0216 pf 01  1.541  0.099  1.544 5
0216 pf 02  1.156 -0.410  1.227 4
