ecmf prod rf 1998063000 20160630 11 046
0024 em 00  1.538 -0.654  1.671 4
0024 cf 00  1.382 -0.647  1.526 4
0024 pf 01  1.364 -0.601  1.491 4
0024 pf 02  1.646 -0.655  1.772 4
0024 pf 03  1.441 -0.603  1.562 4
0024 pf 04  1.544 -0.611  1.661 4
0024 pf 05  1.472 -0.618  1.596 4
0024 pf 06  1.615 -0.696  1.758 4
0024 pf 07  1.598 -0.683  1.738 4
0024 pf 08  1.507 -0.704  1.664 4
0024 pf 09  1.449 -0.535  1.544 4
0024 pf 10  1.637 -0.726  1.790 4
0048 em 00  1.512 -0.837  1.728 4
0048 cf 00  1.481 -0.837  1.702 4
0048 pf 01  1.341 -1.029  1.691 4
0048 pf 02  1.468 -0.631  1.598 4
0048 pf 03  1.241 -0.869  1.515 4
0048 pf 04  1.575 -0.833  1.782 4
0048 pf 05  1.334 -0.816  1.564 4
0048 pf 06  1.699 -0.729  1.849 4
0048 pf 07  1.513 -0.894  1.757 4
0048 pf 08  1.625 -1.026  1.922 4
0048 pf 09  1.371 -0.569  1.485 4
0048 pf 10  1.729 -0.855  1.929 4
0072 em 00  1.269 -1.034  1.637 4
0072 cf 00  1.334 -1.076  1.714 4
0072 pf 01  0.926 -1.198  1.514 3
0072 pf 02  1.405 -0.843  1.638 4
0072 pf 03  1.085 -1.125  1.563 3
0072 pf 04  1.427 -1.050  1.771 4
0072 pf 05  0.953 -0.933  1.334 4
0072 pf 06  1.456 -1.028  1.782 4
0072 pf 07  1.245 -1.151  1.695 4
0072 pf 08  1.360 -1.099  1.749 4
0072 pf 09  1.108 -0.731  1.327 4
0072 pf 10  1.421 -0.983  1.728 4
0096 em 00  1.015 -1.163  1.544 3
0096 cf 00  1.064 -1.194  1.599 3
0096 pf 01  0.724 -1.534  1.696 3
0096 pf 02  0.964 -0.929  1.339 4
0096 pf 03  0.907 -1.117  1.439 3
0096 pf 04  1.331 -1.336  1.885 3
0096 pf 05  0.737 -0.971  1.219 3
0096 pf 06  1.165 -1.165  1.648 3
0096 pf 07  0.994 -1.318  1.651 3
0096 pf 08  1.199 -1.020  1.574 4
0096 pf 09  0.888 -0.933  1.289 3
0096 pf 10  0.993 -1.099  1.481 3
0120 em 00  1.029 -1.137  1.534 3
0120 cf 00  1.044 -1.246  1.625 3
0120 pf 01  1.024 -1.398  1.733 3
0120 pf 02  0.954 -0.823  1.260 4
0120 pf 03  0.808 -0.969  1.261 3
0120 pf 04  1.365 -1.391  1.949 3
0120 pf 05  0.748 -0.817  1.108 3
0120 pf 06  1.131 -1.128  1.597 4
0120 pf 07  0.953 -1.333  1.639 3
0120 pf 08  1.373 -0.981  1.687 4
0120 pf 09  0.797 -1.080  1.342 3
0120 pf 10  0.919 -1.139  1.463 3
0144 em 00  0.989 -1.202  1.556 3
0144 cf 00  1.034 -1.280  1.645 3
0144 pf 01  1.213 -1.715  2.101 3
0144 pf 02  0.881 -0.881  1.246 3
0144 pf 03  1.084 -0.788  1.340 4
0144 pf 04  1.121 -1.436  1.821 3
0144 pf 05  0.858 -0.818  1.185 4
0144 pf 06  0.668 -1.174  1.351 3
0144 pf 07  1.011 -1.364  1.698 3
0144 pf 08  1.079 -1.204  1.616 3
0144 pf 09  0.808 -1.092  1.359 3
0144 pf 10  0.898 -1.253  1.542 3
0168 em 00  0.859 -1.130  1.419 3
0168 cf 00  0.949 -1.163  1.501 3
0168 pf 01  1.252 -1.361  1.850 3
0168 pf 02  0.625 -0.731  0.962 3
0168 pf 03  1.114 -0.702  1.317 4
0168 pf 04  0.877 -1.354  1.614 3
0168 pf 05  0.626 -0.845  1.052 3
0168 pf 06  0.593 -1.371  1.493 3
0168 pf 07  0.936 -1.207  1.528 3
0168 pf 08  0.840 -1.222  1.483 3
0168 pf 09  0.619 -1.050  1.219 3
0168 pf 10  0.817 -1.202  1.454 3
0192 em 00  0.839 -1.131  1.409 3
0192 cf 00  0.895 -1.278  1.561 3
0192 pf 01  1.541 -1.307  2.020 4
0192 pf 02  0.432 -0.696  0.819 3
0192 pf 03  1.106 -0.671  1.293 4
0192 pf 04  0.896 -1.142  1.451 3
0192 pf 05  0.618 -0.937  1.123 3
0192 pf 06  0.563 -1.562  1.660 3
0192 pf 07  0.974 -1.067  1.445 3
0192 pf 08  0.705 -1.396  1.564 3
0192 pf 09  0.768 -0.835  1.135 3
0192 pf 10  0.553 -1.318  1.430 3
0216 em 00  0.729 -1.034  1.265 3
0216 cf 00  0.923 -1.171  1.491 3
0216 pf 01  1.524 -0.964  1.803 4
0216 pf 02  0.484 -0.681  0.835 3
0216 pf 03  0.904 -0.606  1.088 4
0216 pf 04  0.620 -0.862  1.061 3
0216 pf 05  0.347 -0.920  0.983 3
0216 pf 06  0.889 -1.730  1.945 3
0216 pf 07  0.677 -0.980  1.191 3
0216 pf 08  0.501 -1.188  1.289 3
0216 pf 09  0.682 -0.841  1.083 3
0216 pf 10  0.315 -1.216  1.256 3
0240 em 00  0.701 -0.976  1.201 3
0240 cf 00  0.801 -1.079  1.344 3
0240 pf 01  1.374 -0.609  1.502 4
0240 pf 02  0.409 -0.743  0.848 3
0240 pf 03  0.586 -0.627  0.858 3
0240 pf 04  0.411 -0.743  0.849 3
0240 pf 05  0.343 -0.813  0.882 3
0240 pf 06  1.380 -1.769  2.244 3
0240 pf 07  0.674 -1.086  1.278 3
0240 pf 08  0.646 -1.023  1.210 3
0240 pf 09  0.569 -1.027  1.175 3
0240 pf 10  0.383 -1.019  1.089 3
0264 em 00  0.649 -0.886  1.098 3
0264 cf 00  0.862 -0.914  1.257 3
0264 pf 01  1.321 -0.383  1.376 4
0264 pf 02  0.270 -0.494  0.563 3
0264 pf 03  0.346 -0.792  0.864 3
0264 pf 04  0.313 -0.735  0.799 3
0264 pf 05  0.369 -0.954  1.022 3
0264 pf 06  1.392 -1.685  2.186 3
0264 pf 07  0.484 -1.036  1.144 3
0264 pf 08  0.750 -0.757  1.065 3
0264 pf 09  0.521 -0.921  1.058 3
0264 pf 10  0.408 -0.880  0.970 3
0288 em 00  0.688 -0.761  1.026 3
0288 cf 00  0.908 -0.764  1.187 4
0288 pf 01  1.200 -0.283  1.233 4
0288 pf 02  0.268 -0.726  0.774 3
0288 pf 03  0.427 -0.814  0.920 3
0288 pf 04  0.322 -0.408  0.519 3
0288 pf 05  0.377 -0.678  0.776 3
0288 pf 06  1.390 -1.300  1.904 4
0288 pf 07  0.429 -1.145  1.223 3
0288 pf 08  0.944 -0.479  1.058 4
0288 pf 09  0.482 -0.847  0.974 3
0288 pf 10  0.743 -0.717  1.033 4
0312 em 00  0.784 -0.735  1.074 4
0312 cf 00  0.922 -0.717  1.168 4
0312 pf 01  1.139 -0.228  1.161 4
0312 pf 02  0.342 -0.717  0.794 3
0312 pf 03  0.438 -1.030  1.120 3
0312 pf 04  0.280 -0.219  0.356 4
0312 pf 05  0.246 -1.003  1.032 3
0312 pf 06  1.596 -0.813  1.791 4
0312 pf 07  0.671 -1.089  1.279 3
0312 pf 08  1.240 -0.393  1.301 4
0312 pf 09  0.674 -1.021  1.224 3
0312 pf 10  0.985 -0.658  1.185 4
0336 em 00  0.897 -0.710  1.144 4
0336 cf 00  0.855 -0.707  1.109 4
0336 pf 01  1.032 -0.208  1.053 4
0336 pf 02  0.360 -0.714  0.800 3
0336 pf 03  0.417 -1.213  1.283 3
0336 pf 04  0.240 -0.356  0.429 3
0336 pf 05  0.483 -1.039  1.146 3
0336 pf 06  1.794 -0.647  1.907 4
0336 pf 07  0.934 -1.077  1.426 3
0336 pf 08  1.608 -0.489  1.681 4
0336 pf 09  0.938 -0.787  1.224 4
0336 pf 10  1.127 -0.383  1.191 4
0360 em 00  0.867 -0.660  1.090 4
0360 cf 00  0.734 -0.717  1.026 4
0360 pf 01  1.011 -0.268  1.045 4
0360 pf 02  0.189 -0.643  0.670 3
0360 pf 03  0.717 -1.107  1.319 3
0360 pf 04 -0.035 -0.434  0.436 2
0360 pf 05  0.659 -1.156  1.330 3
0360 pf 06  1.412 -0.615  1.540 4
0360 pf 07  0.985 -1.095  1.472 3
0360 pf 08  1.500 -0.294  1.528 4
0360 pf 09  1.082 -0.442  1.169 4
0360 pf 10  1.202 -0.315  1.242 4
0384 em 00  0.850 -0.433  0.954 4
0384 cf 00  0.502 -0.388  0.635 4
0384 pf 01  1.009 -0.216  1.032 4
0384 pf 02  0.297 -0.436  0.527 3
0384 pf 03  0.726 -0.922  1.173 3
0384 pf 04 -0.139 -0.256  0.292 2
0384 pf 05  0.906 -0.852  1.244 4
0384 pf 06  0.959 -0.281  0.999 4
0384 pf 07  1.266 -0.807  1.502 4
0384 pf 08  1.383 -0.460  1.458 4
0384 pf 09  1.341  0.033  1.341 5
0384 pf 10  0.974 -0.003  0.974 4
0408 em 00  0.837 -0.175  0.855 4
0408 cf 00  0.467 -0.317  0.564 4
