ecmf prod rf 2011040300 20170403 11 046
0024 em 00 -0.137  2.239  2.243 7
0024 cf 00 -0.197  2.209  2.218 7
0024 pf 01 -0.091  2.190  2.191 7
0024 pf 02 -0.195  2.268  2.276 7
0024 pf 03 -0.166  2.229  2.236 7
0024 pf 04 -0.212  2.385  2.395 7
0024 pf 05 -0.155  2.154  2.159 7
0024 pf 06 -0.066  2.016  2.017 7
0024 pf 07 -0.006  2.308  2.308 7
0024 pf 08 -0.134  2.209  2.213 7
0024 pf 09 -0.185  2.075  2.083 7
0024 pf 10 -0.059  2.237  2.238 7
0048 em 00 -0.436  2.124  2.169 7
0048 cf 00 -0.453  2.002  2.053 7
0048 pf 01 -0.363  2.024  2.056 7
0048 pf 02 -0.512  2.161  2.221 7
0048 pf 03 -0.526  2.204  2.266 7
0048 pf 04 -0.540  2.296  2.359 7
0048 pf 05 -0.284  2.106  2.125 7
0048 pf 06 -0.487  1.760  1.826 7
0048 pf 07 -0.283  2.240  2.257 7
0048 pf 08 -0.397  2.187  2.223 7
0048 pf 09 -0.354  1.984  2.015 7
0048 pf 10 -0.491  2.073  2.130 7
0072 em 00 -0.795  2.136  2.279 7
0072 cf 00 -0.791  2.023  2.172 7
0072 pf 01 -0.753  2.184  2.310 7
0072 pf 02 -0.786  2.097  2.239 7
0072 pf 03 -0.822  2.230  2.376 7
0072 pf 04 -0.811  2.090  2.241 7
0072 pf 05 -0.712  2.075  2.193 7
0072 pf 06 -0.883  1.871  2.069 7
0072 pf 07 -0.641  2.268  2.357 7
0072 pf 08 -0.835  2.244  2.394 7
0072 pf 09 -0.712  2.101  2.219 7
0072 pf 10 -0.815  2.017  2.175 7
0096 em 00 -1.140  1.830  2.156 7
0096 cf 00 -1.100  1.699  2.024 7
0096 pf 01 -1.021  2.099  2.334 7
0096 pf 02 -1.233  1.601  2.021 7
0096 pf 03 -1.285  2.007  2.383 7
0096 pf 04 -1.242  1.815  2.199 7
0096 pf 05 -1.291  1.679  2.118 7
0096 pf 06 -0.924  1.603  1.851 7
0096 pf 07 -1.044  2.024  2.277 7
0096 pf 08 -1.138  1.829  2.154 7
0096 pf 09 -1.003  1.687  1.963 7
0096 pf 10 -1.068  1.830  2.119 7
0120 em 00 -1.545  1.691  2.291 7
0120 cf 00 -1.524  1.529  2.159 7
0120 pf 01 -1.485  2.030  2.515 7
0120 pf 02 -1.633  1.524  2.234 8
0120 pf 03 -1.543  1.839  2.401 7
0120 pf 04 -1.789  1.596  2.397 8
0120 pf 05 -1.745  1.397  2.235 8
0120 pf 06 -1.413  1.393  1.984 8
0120 pf 07 -1.392  1.947  2.393 7
0120 pf 08 -1.442  1.695  2.226 7
0120 pf 09 -1.257  1.584  2.022 7
0120 pf 10 -1.547  1.847  2.409 7
0144 em 00 -1.740  1.466  2.276 8
0144 cf 00 -1.615  1.347  2.103 8
0144 pf 01 -1.989  1.712  2.624 8
0144 pf 02 -1.649  1.266  2.079 8
0144 pf 03 -1.944  1.683  2.571 8
0144 pf 04 -1.992  1.391  2.429 8
0144 pf 05 -1.713  1.192  2.087 8
0144 pf 06 -1.639  1.268  2.072 8
0144 pf 07 -1.729  1.550  2.322 8
0144 pf 08 -1.538  1.395  2.076 8
0144 pf 09 -1.548  1.540  2.183 8
0144 pf 10 -1.534  1.587  2.207 7
0168 em 00 -1.725  1.403  2.224 8
0168 cf 00 -1.534  1.313  2.019 8
0168 pf 01 -2.031  1.657  2.621 8
