ecmf prod rf 2004042700 20170427 11 046
0024 em 00  0.695 -1.597  1.742 3
0024 cf 00  0.634 -1.511  1.638 3
0024 pf 01  0.707 -1.519  1.676 3
0024 pf 02  0.687 -1.411  1.570 3
0024 pf 03  0.625 -1.660  1.774 3
0024 pf 04  0.810 -1.571  1.767 3
0024 pf 05  0.684 -1.547  1.692 3
0024 pf 06  0.636 -1.654  1.772 3
0024 pf 07  0.567 -1.569  1.668 3
0024 pf 08  0.788 -1.681  1.857 3
0024 pf 09  0.770 -1.536  1.719 3
0024 pf 10  0.654 -1.585  1.715 3
0048 em 00  1.097 -1.716  2.037 3
0048 cf 00  1.122 -1.650  1.995 3
0048 pf 01  1.051 -1.622  1.932 3
0048 pf 02  0.885 -1.603  1.831 3
0048 pf 03  0.988 -1.680  1.949 3
0048 pf 04  1.036 -1.726  2.013 3
0048 pf 05  1.301 -1.710  2.149 3
0048 pf 06  1.072 -1.611  1.935 3
0048 pf 07  0.976 -1.606  1.879 3
0048 pf 08  1.222 -1.923  2.278 3
0048 pf 09  1.118 -1.668  2.008 3
0048 pf 10  1.158 -1.757  2.104 3
0072 em 00  1.200 -1.759  2.129 3
0072 cf 00  1.249 -1.651  2.071 3
0072 pf 01  1.308 -1.736  2.173 3
0072 pf 02  0.985 -1.524  1.815 3
0072 pf 03  1.201 -1.845  2.201 3
0072 pf 04  1.093 -1.853  2.151 3
0072 pf 05  1.337 -1.743  2.197 3
0072 pf 06  1.122 -1.731  2.063 3
0072 pf 07  0.922 -1.526  1.783 3
0072 pf 08  1.393 -1.957  2.403 3
0072 pf 09  1.249 -1.688  2.099 3
0072 pf 10  1.180 -1.795  2.148 3
0096 em 00  1.201 -1.776  2.144 3
0096 cf 00  1.176 -1.717  2.081 3
0096 pf 01  1.368 -1.634  2.132 3
0096 pf 02  1.001 -1.557  1.851 3
0096 pf 03  1.173 -1.828  2.172 3
0096 pf 04  1.098 -1.876  2.174 3
0096 pf 05  1.220 -1.901  2.259 3
0096 pf 06  1.235 -1.539  1.973 3
0096 pf 07  0.984 -1.466  1.765 3
0096 pf 08  1.260 -1.966  2.335 3
0096 pf 09  1.212 -1.766  2.142 3
0096 pf 10  1.359 -2.012  2.428 3
0120 em 00  1.144 -1.753  2.093 3
0120 cf 00  1.158 -1.746  2.095 3
0120 pf 01  1.202 -1.576  1.981 3
0120 pf 02  0.886 -1.419  1.673 3
0120 pf 03  1.023 -1.842  2.107 3
0120 pf 04  1.004 -1.853  2.108 3
0120 pf 05  1.223 -1.844  2.213 3
0120 pf 06  1.117 -1.496  1.867 3
0120 pf 07  0.873 -1.505  1.740 3
0120 pf 08  1.375 -1.934  2.374 3
0120 pf 09  1.254 -1.802  2.195 3
0120 pf 10  1.372 -1.990  2.418 3
0144 em 00  1.042 -1.914  2.179 3
0144 cf 00  1.071 -1.980  2.251 3
0144 pf 01  0.998 -1.580  1.869 3
0144 pf 02  0.828 -1.636  1.833 3
0144 pf 03  1.073 -2.105  2.363 3
0144 pf 04  0.934 -2.078  2.278 3
0144 pf 05  1.018 -2.076  2.312 3
0144 pf 06  1.114 -1.514  1.880 3
0144 pf 07  0.587 -1.660  1.761 3
0144 pf 08  1.267 -2.099  2.452 3
0144 pf 09  1.145 -1.992  2.298 3
0144 pf 10  1.356 -2.038  2.449 3
0168 em 00  1.048 -2.083  2.332 3
0168 cf 00  1.026 -2.123  2.358 3
0168 pf 01  0.963 -1.788  2.031 3
0168 pf 02  1.000 -1.888  2.137 3
0168 pf 03  1.184 -2.427  2.700 3
0168 pf 04  1.194 -2.190  2.494 3
0168 pf 05  1.230 -1.997  2.346 3
0168 pf 06  0.915 -1.551  1.800 3
0168 pf 07  0.609 -1.997  2.087 3
0168 pf 08  0.941 -2.186  2.380 3
0168 pf 09  0.955 -2.024  2.238 3
0168 pf 10  1.413 -2.432  2.813 3
0192 em 00  1.191 -2.081  2.398 3
0192 cf 00  1.185 -2.136  2.443 3
0192 pf 01  1.213 -1.859  2.220 3
0192 pf 02  0.987 -1.932  2.169 3
0192 pf 03  1.748 -2.326  2.909 3
0192 pf 04  1.284 -2.128  2.486 3
0192 pf 05  1.340 -2.054  2.453 3
0192 pf 06  0.855 -1.497  1.724 3
0192 pf 07  0.657 -2.222  2.317 3
0192 pf 08  1.036 -2.166  2.401 3
