ecmf prod rf 2003042700 20170427 11 046
0024 em 00  0.166 -1.200  1.211 3
0360 pf 06  1.601 -0.604  1.711 4
0360 pf 07  2.214 -0.075  2.215 4
0360 pf 08  1.117 -0.208  1.136 4
0360 pf 09  1.678 -0.937  1.922 4
0360 pf 10  1.068  0.152  1.079 5
0384 em 00  1.332 -0.346  1.376 4
0384 cf 00  0.996 -0.405  1.075 4
0384 pf 01  0.319 -0.028  0.320 4
0384 pf 02  1.125 -0.310  1.167 4
0384 pf 03  0.841 -0.739  1.119 4
0384 pf 04  2.035 -1.126  2.325 4
0384 pf 05  1.620 -1.146  1.985 4
0384 pf 06  2.142 -0.308  2.164 4
0384 pf 07  1.908  0.366  1.943 5
0384 pf 08  0.976 -0.001  0.976 4
0384 pf 09  1.708 -0.475  1.773 4
0384 pf 10  0.898  0.479  1.018 5
0408 em 00  1.367 -0.050  1.368 4
0408 cf 00  0.934 -0.341  0.994 4
0408 pf 01  0.372  0.285  0.469 5
0408 pf 02  1.307 -0.094  1.310 4
0408 pf 03  0.960 -0.667  1.169 4
0408 pf 04  1.979 -0.679  2.093 4
0408 pf 05  1.729 -0.643  1.845 4
0408 pf 06  2.494 -0.202  2.502 4
0408 pf 07  1.729  0.915  1.957 5
0408 pf 08  0.885  0.119  0.893 5
0408 pf 09  1.460 -0.161  1.469 4
0408 pf 10  1.063  0.999  1.459 5
0432 em 00  1.429  0.261  1.453 5
0432 cf 00  0.788 -0.314  0.848 4
0432 pf 01  0.273  0.187  0.331 5
0432 pf 02  1.479  0.315  1.512 5
0432 pf 03  1.186 -0.542  1.304 4
0432 pf 04  2.099 -0.198  2.108 4
0432 pf 05  2.215  0.077  2.216 5
0432 pf 06  2.532  0.116  2.534 5
0432 pf 07  1.852  1.172  2.192 5
0432 pf 08  1.073  0.167  1.086 5
0432 pf 09  1.109  0.410  1.183 5
0432 pf 10  0.981  1.545  1.830 6
0456 em 00  1.415  0.525  1.509 5
0456 cf 00  1.098 -0.232  1.122 4
0456 pf 01  0.278  0.250  0.374 5
0456 pf 02  1.490  0.472  1.563 5
0456 pf 03  1.477 -0.269  1.502 4
0456 pf 04  2.184  0.100  2.186 5
0456 pf 05  2.451  0.773  2.570 5
0456 pf 06  2.201  0.550  2.269 5
0456 pf 07  1.496  1.444  2.079 5
0456 pf 08  1.278  0.263  1.304 5
0456 pf 09  0.540  0.618  0.821 6
0456 pf 10  0.928  1.842  2.062 6
0480 em 00  1.304  0.693  1.476 5
0480 cf 00  1.323 -0.005  1.323 4
0480 pf 01  0.383  0.346  0.516 5
0480 pf 02  1.199  0.433  1.275 5
0480 pf 03  1.479 -0.060  1.481 4
0480 pf 04  2.108  0.234  2.121 5
0480 pf 05  2.326  1.230  2.631 5
0480 pf 06  2.059  0.899  2.246 5
0480 pf 07  1.288  1.712  2.143 6
0480 pf 08  1.468  0.369  1.514 5
0480 pf 09  0.204  0.819  0.844 6
0480 pf 10  0.341  1.669  1.703 6
0504 em 00  1.155  0.811  1.412 5
0504 cf 00  1.378  0.240  1.399 5
0504 pf 01  0.499  0.475  0.689 5
0504 pf 02  1.417  0.447  1.486 5
0504 pf 03  1.241  0.205  1.258 5
0504 pf 04  2.019  0.556  2.094 5
0504 pf 05  1.867  1.738  2.551 5
0504 pf 06  1.735  1.004  2.005 5
0504 pf 07  0.689  1.720  1.853 6
0504 pf 08  1.569  0.387  1.616 5
0504 pf 09  0.388  0.748  0.843 6
0504 pf 10 -0.246  1.422  1.443 7
0528 em 00  1.056  0.874  1.371 5
0528 cf 00  1.734  0.550  1.819 5
0528 pf 01  0.318  0.280  0.424 5
0528 pf 02  1.580  0.735  1.743 5
0528 pf 03  1.466  0.152  1.474 5
0528 pf 04  1.955  0.881  2.144 5
0528 pf 05  1.456  2.114  2.567 6
0528 pf 06  1.538  1.086  1.882 5
0528 pf 07  0.134  1.632  1.638 6
0528 pf 08  1.473  0.221  1.490 5
0528 pf 09  0.486  0.849  0.978 6
0528 pf 10 -0.674  1.125  1.312 7
0552 em 00  0.890  0.838  1.223 5
0552 cf 00  2.034  0.629  2.129 5
0552 pf 01  0.139 -0.059  0.151 4
0552 pf 02  1.564  0.709  1.717 5
0552 pf 03  1.310  0.205  1.326 5
0552 pf 04  1.686  0.974  1.947 5
0552 pf 05  0.796  2.368  2.498 6
0552 pf 06  1.496  1.247  1.948 5
0552 pf 07 -0.008  1.416  1.416 7
0552 pf 08  0.875  0.318  0.931 5
0552 pf 09  0.616  0.823  1.028 6
0552 pf 10 -0.841  0.582  1.023 8
0576 em 00  0.686  0.886  1.121 6
0576 cf 00  1.683  0.635  1.799 5
0576 pf 01  0.149 -0.343  0.374 3
0576 pf 02  1.597  0.801  1.786 5
0576 pf 03  1.354  0.403  1.413 5
0576 pf 04  1.337  1.123  1.746 5
0576 pf 05  0.047  2.616  2.617 6
0576 pf 06  1.262  1.577  2.020 6
0576 pf 07 -0.305  1.440  1.472 7
0576 pf 08  0.668  0.341  0.750 5
0576 pf 09  0.493  0.794  0.935 6
0576 pf 10 -0.865  0.351  0.933 8
0600 em 00  0.617  0.977  1.156 6
0600 cf 00  1.161  0.825  1.424 5
0600 pf 01  0.435 -0.338  0.551 4
0600 pf 02  1.719  1.220  2.108 5
0600 pf 03  1.444  0.545  1.543 5
0600 pf 04  0.857  1.198  1.473 6
0600 pf 05 -0.232  2.609  2.619 7
0600 pf 06  1.068  1.834  2.123 6
0600 pf 07 -0.266  1.400  1.425 7
0600 pf 08  0.787  0.296  0.841 5
0600 pf 09  0.443  0.989  1.084 6
0600 pf 10 -0.724  0.153  0.740 8
0624 em 00  0.525  0.967  1.100 6
0624 cf 00  0.932  0.937  1.321 6
0624 pf 01  0.649 -0.454  0.792 4
0624 pf 02  1.513  1.356  2.032 5
0624 pf 03  1.223  0.564  1.347 5
0624 pf 04  0.606  1.203  1.347 6
0624 pf 05 -0.300  2.532  2.550 7
0624 pf 06  0.597  1.785  1.882 6
0624 pf 07 -0.350  1.210  1.260 7
0624 pf 08  1.057  0.722  1.279 5
0624 pf 09  0.158  0.908  0.922 6
0624 pf 10 -0.396 -0.135  0.419 1
0648 em 00  0.372  0.971  1.040 6
0648 cf 00  0.699  1.060  1.269 6
0648 pf 01  0.478 -0.551  0.730 3
0648 pf 02  1.439  1.484  2.067 6
0648 pf 03  0.971  0.734  1.217 5
0648 pf 04  0.146  1.183  1.192 6
0648 pf 05 -0.396  2.173  2.209 7
0648 pf 06  0.336  1.701  1.734 6
0648 pf 07  0.055  1.212  1.213 6
0648 pf 08  0.959  1.118  1.473 6
0648 pf 09 -0.238  0.755  0.792 7
0648 pf 10 -0.415 -0.165  0.446 1
0672 em 00  0.271  0.958  0.995 6
0672 cf 00  0.456  1.011  1.109 6
0672 pf 01  0.483 -0.408  0.632 4
0672 pf 02  1.283  1.858  2.258 6
0672 pf 03  0.958  1.119  1.473 6
0672 pf 04 -0.160  1.084  1.095 7
0672 pf 05 -0.629  1.998  2.095 7
0672 pf 06  0.145  1.280  1.289 6
0672 pf 07  0.064  1.044  1.046 6
0672 pf 08  1.007  1.401  1.725 6
0672 pf 09 -0.193  0.420  0.462 7
0672 pf 10 -0.472 -0.232  0.526 1
0696 em 00  0.192  0.949  0.968 6
0696 cf 00  0.217  0.788  0.817 6
0696 pf 01  0.502 -0.022  0.502 4
0696 pf 02  1.073  2.212  2.458 6
0696 pf 03  1.173  1.563  1.954 6
0696 pf 04 -0.253  0.943  0.976 7
0696 pf 05 -0.777  1.808  1.968 7
0696 pf 06 -0.070  0.962  0.964 7
0696 pf 07  0.261  0.904  0.941 6
0696 pf 08  0.664  1.304  1.463 6
0696 pf 09 -0.225  0.277  0.357 7
0696 pf 10 -0.463 -0.256  0.529 1
0720 em 00  0.161  0.943  0.956 6
0720 cf 00 -0.030  0.663  0.664 7
0720 pf 01  0.639  0.371  0.739 5
0720 pf 02  1.180  2.470  2.737 6
0720 pf 03  1.165  1.481  1.884 6
0720 pf 04 -0.209  0.781  0.808 7
0720 pf 05 -0.956  1.732  1.978 7
0720 pf 06 -0.331  0.706  0.780 7
0720 pf 07  0.403  0.919  1.004 6
0720 pf 08  0.439  1.399  1.466 6
0720 pf 09 -0.170  0.100  0.198 8
0720 pf 10 -0.395 -0.233  0.459 1
0744 em 00  0.079  0.889  0.892 6
0744 cf 00 -0.262  0.623  0.676 7
0744 pf 01  0.715  0.993  1.224 6
0744 pf 02  0.957  2.498  2.675 6
0744 pf 03  0.921  1.242  1.546 6
0744 pf 04 -0.359  0.759  0.840 7
0744 pf 05 -1.139  1.391  1.798 7
0744 pf 06 -0.453  0.409  0.610 8
0744 pf 07  0.469  0.972  1.080 6
0744 pf 08  0.155  1.210  1.220 6
0744 pf 09  0.109 -0.250  0.273 3
0744 pf 10 -0.288 -0.104  0.306 1
0768 em 00  0.012  0.792  0.792 6
0768 cf 00 -0.259  0.495  0.558 7
0768 pf 01  0.440  1.046  1.135 6
0768 pf 02  0.532  2.425  2.482 6
0768 pf 03  0.437  1.068  1.154 6
0768 pf 04 -0.635  0.708  0.951 7
0768 pf 05 -1.080  0.956  1.443 8
0768 pf 06 -0.348  0.408  0.536 7
0768 pf 07  0.506  1.149  1.256 6
0768 pf 08  0.149  1.050  1.060 6
0768 pf 09  0.610 -0.345  0.701 4
0768 pf 10 -0.252 -0.300  0.392 2
0792 em 00  0.026  0.752  0.753 6
0792 cf 00 -0.198  0.211  0.290 7
0792 pf 01  0.048  1.256  1.257 6
0792 pf 02 -0.034  2.438  2.438 7
0792 pf 03  0.228  1.079  1.103 6
0792 pf 04 -0.525  0.721  0.892 7
0792 pf 05 -0.555  0.753  0.936 7
0792 pf 06 -0.286  0.561  0.630 7
0792 pf 07  0.476  1.213  1.303 6
0792 pf 08  0.241  1.026  1.054 6
0792 pf 09  0.962 -0.539  1.103 4
0792 pf 10 -0.134 -0.529  0.546 2
0816 em 00 -0.012  0.681  0.681 7
0816 cf 00 -0.271  0.017  0.272 8
0816 pf 01 -0.590  1.369  1.491 7
0816 pf 02 -0.330  2.324  2.348 7
0816 pf 03  0.362  1.162  1.217 6
0816 pf 04 -0.338  0.530  0.629 7
0816 pf 05 -0.559  0.428  0.704 8
0816 pf 06 -0.174  0.360  0.400 7
0816 pf 07  0.409  1.429  1.486 6
0816 pf 08  0.248  0.924  0.957 6
0816 pf 09  1.199 -0.213  1.218 4
0816 pf 10 -0.173 -0.929  0.945 2
0840 em 00 -0.028  0.598  0.599 7
0840 cf 00 -0.217 -0.294  0.366 2
0840 pf 01 -0.820  1.064  1.343 7
0840 pf 02 -0.441  2.189  2.233 7
0840 pf 03  0.355  1.204  1.255 6
0840 pf 04 -0.089  0.409  0.419 7
0840 pf 05 -0.553  0.418  0.693 8
0840 pf 06  0.005  0.212  0.212 6
0840 pf 07  0.162  1.479  1.488 6
0840 pf 08  0.125  0.819  0.829 6
0840 pf 09  1.345  0.258  1.370 5
0840 pf 10 -0.254 -1.269  1.294 2
0864 em 00 -0.083  0.454  0.461 7
0864 cf 00 -0.228 -0.672  0.709 2
0864 pf 01 -1.224  0.766  1.444 8
0864 pf 02 -0.661  1.786  1.904 7
0864 pf 03  0.243  0.983  1.013 6
0864 pf 04  0.151  0.384  0.412 6
0864 pf 05 -0.696  0.468  0.839 8
0864 pf 06 -0.012 -0.084  0.085 2
0864 pf 07  0.006  1.549  1.549 6
0864 pf 08  0.104  0.569  0.578 6
0864 pf 09  1.469  0.576  1.578 5
0864 pf 10 -0.120 -1.437  1.442 2
0888 em 00 -0.062  0.324  0.330 7
0888 cf 00 -0.373 -0.889  0.964 2
0888 pf 01 -1.526  0.606  1.642 8
0888 pf 02 -0.651  1.607  1.734 7
0888 pf 03  0.077  0.904  0.907 6
0888 pf 04  0.496  0.460  0.677 5
0888 pf 05 -0.187  0.675  0.701 7
0888 pf 06 -0.196 -0.347  0.399 2
0888 pf 07 -0.333  1.219  1.263 7
0888 pf 08 -0.167  0.320  0.361 7
0888 pf 09  1.796  0.513  1.868 5
0888 pf 10  0.347 -1.588  1.625 3
0912 em 00 -0.129  0.185  0.226 7
0912 cf 00 -0.305 -0.853  0.906 2
0912 pf 01 -1.421  0.387  1.473 8
0912 pf 02 -0.919  1.147  1.470 7
0912 pf 03 -0.170  0.803  0.821 7
0912 pf 04  0.393  0.494  0.632 6
0912 pf 05  0.009  0.397  0.397 6
0912 pf 06 -0.375 -0.835  0.915 2
0912 pf 07 -0.514  1.081  1.197 7
0912 pf 08 -0.180  0.305  0.354 7
0912 pf 09  1.542  0.565  1.642 5
0912 pf 10  0.539 -1.530  1.622 3
0936 em 00 -0.136  0.117  0.179 8
0936 cf 00  0.095 -0.583  0.591 3
0936 pf 01 -0.942  0.226  0.969 8
0936 pf 02 -0.901  0.985  1.335 7
0936 pf 03 -0.108  0.786  0.793 7
0936 pf 04 -0.067  0.479  0.484 7
0936 pf 05  0.062  0.233  0.241 6
0936 pf 06 -0.535 -1.186  1.301 2
0936 pf 07 -0.524  0.867  1.013 7
0936 pf 08 -0.167 -0.000  0.167 1
0936 pf 09  1.164  0.908  1.476 5
0936 pf 10  0.456 -1.481  1.549 3
0960 em 00 -0.020  0.023  0.030 7
0960 cf 00  0.407 -0.639  0.758 3
0960 pf 01 -0.304 -0.089  0.317 1
0960 pf 02 -0.863  0.793  1.172 8
0960 pf 03  0.109  0.779  0.787 6
0960 pf 04 -0.247  0.445  0.509 7
0960 pf 05  0.155  0.080  0.174 5
0960 pf 06 -0.408 -1.472  1.527 2
0960 pf 07 -0.511  0.530  0.736 7
0960 pf 08  0.154 -0.054  0.164 4
0960 pf 09  0.819  0.971  1.270 6
0960 pf 10  0.480 -1.121  1.220 3
0984 em 00  0.016 -0.107  0.108 3
0984 cf 00  0.580 -0.517  0.777 4
0984 pf 01 -0.026 -0.516  0.517 2
0984 pf 02 -0.889  0.554  1.047 8
0984 pf 03  0.260  0.696  0.743 6
0984 pf 04 -0.410  0.463  0.618 7
0984 pf 05  0.141 -0.073  0.158 4
0984 pf 06 -0.274 -1.467  1.492 2
0984 pf 07 -0.383  0.178  0.423 8
0984 pf 08  0.195 -0.036  0.199 4
0984 pf 09  0.654  0.867  1.086 6
0984 pf 10  0.338 -1.318  1.361 3
1008 em 00  0.041 -0.181  0.185 3
1008 cf 00  0.534 -0.418  0.678 4
1008 pf 01 -0.065 -0.616  0.619 2
1008 pf 02 -0.778  0.081  0.782 8
1008 pf 03  0.274  0.613  0.672 6
1008 pf 04 -0.294  0.161  0.335 8
1008 pf 05  0.348 -0.190  0.397 4
1008 pf 06 -0.071 -1.224  1.226 2
1008 pf 07 -0.439 -0.038  0.441 1
1008 pf 08  0.106  0.027  0.109 5
1008 pf 09  0.301  0.688  0.751 6
1008 pf 10  0.527 -1.083  1.204 3
1032 em 00  0.169 -0.228  0.284 3
1032 cf 00  0.562 -0.300  0.637 4
1032 pf 01  0.304 -0.328  0.447 3
1032 pf 02 -0.653 -0.037  0.655 1
1032 pf 03  0.442  0.443  0.626 6
1032 pf 04 -0.205 -0.118  0.237 1
1032 pf 05  0.147 -0.293  0.328 3
1032 pf 06  0.377 -0.975  1.046 3
1032 pf 07 -0.224 -0.133  0.260 1
1032 pf 08  0.057 -0.057  0.081 3
1032 pf 09  0.252  0.410  0.481 6
1032 pf 10  0.738 -1.124  1.344 3
1056 em 00  0.283 -0.263  0.386 4
1056 cf 00  0.509 -0.226  0.557 4
1056 pf 01  1.175 -0.238  1.199 4
1056 pf 02 -0.487 -0.140  0.507 1
1056 pf 03  0.699  0.302  0.761 5
1056 pf 04 -0.081 -0.326  0.336 2
1056 pf 05  0.426 -0.453  0.622 3
1056 pf 06  0.602 -0.655  0.889 3
1056 pf 07 -0.337 -0.144  0.366 1
1056 pf 08 -0.044 -0.273  0.277 2
1056 pf 09 -0.107  0.348  0.364 7
1056 pf 10  0.654 -1.082  1.264 3
1080 em 00  0.391 -0.315  0.502 4
1080 cf 00  0.463 -0.274  0.538 4
1080 pf 01  1.779 -0.044  1.780 4
1080 pf 02 -0.318 -0.411  0.520 2
1080 pf 03  0.463  0.067  0.468 5
1080 pf 04  0.148 -0.871  0.883 3
1080 pf 05  0.665 -0.594  0.892 4
1080 pf 06  0.843 -0.257  0.882 4
1080 pf 07 -0.346 -0.360  0.499 2
1080 pf 08  0.047 -0.329  0.332 3
1080 pf 09 -0.072  0.428  0.434 7
1080 pf 10  0.499 -0.812  0.954 3
1104 em 00  0.522 -0.295  0.600 4
1104 cf 00  0.230 -0.420  0.479 3
1104 pf 01  2.122  0.054  2.122 5
1104 pf 02 -0.130 -0.427  0.446 2
1104 pf 03  0.332 -0.011  0.332 4
1104 pf 04  0.367 -1.196  1.251 3
1104 pf 05  0.988 -0.744  1.237 4
1104 pf 06  0.904  0.209  0.928 5
1104 pf 07 -0.238 -0.280  0.368 2
1104 pf 08  0.331 -0.190  0.382 4
1104 pf 09  0.193  0.593  0.624 6
1104 pf 10  0.488 -0.844  0.975 3
