ecmf prod rf 2016081000 20230810 11 046
0024 em 00  0.535  0.741  0.913 6
0024 cf 00  0.575  0.766  0.957 6
0024 pf 01  0.673  0.726  0.990 6
0024 pf 02  0.405  0.809  0.905 6
0024 pf 03  0.671  0.892  1.116 6
0024 pf 04  0.423  0.632  0.761 6
0024 pf 05  0.447  0.662  0.798 6
0024 pf 06  0.578  0.638  0.860 6
0024 pf 07  0.533  0.800  0.961 6
0024 pf 08  0.549  0.664  0.862 6
0024 pf 09  0.485  0.760  0.901 6
0024 pf 10  0.506  0.743  0.899 6
0048 em 00  0.634  1.080  1.252 6
0048 cf 00  0.685  1.151  1.339 6
0048 pf 01  0.745  1.014  1.258 6
0048 pf 02  0.469  0.968  1.076 6
0048 pf 03  0.908  1.351  1.627 6
0048 pf 04  0.520  0.915  1.052 6
0048 pf 05  0.483  0.970  1.084 6
0048 pf 06  0.770  1.231  1.452 6
0048 pf 07  0.760  1.126  1.359 6
0048 pf 08  0.661  1.043  1.235 6
0048 pf 09  0.425  0.997  1.084 6
0048 pf 10  0.532  1.055  1.182 6
0072 em 00  0.756  1.179  1.400 6
0072 cf 00  0.794  1.226  1.461 6
0072 pf 01  0.945  1.337  1.638 6
0072 pf 02  0.301  0.873  0.923 6
0072 pf 03  1.027  1.591  1.894 6
0072 pf 04  0.828  0.971  1.276 6
0072 pf 05  0.566  1.001  1.150 6
0072 pf 06  0.803  1.276  1.507 6
0072 pf 07  1.040  1.131  1.536 6
0072 pf 08  0.654  1.332  1.484 6
0072 pf 09  0.620  1.069  1.236 6
0072 pf 10  0.694  1.115  1.314 6
0096 em 00  0.868  1.244  1.517 6
0096 cf 00  0.881  1.246  1.526 6
0096 pf 01  1.057  1.456  1.799 6
0096 pf 02  0.397  1.026  1.100 6
0096 pf 03  1.180  1.687  2.059 6
0096 pf 04  0.995  0.868  1.321 5
0096 pf 05  0.557  0.953  1.104 6
0096 pf 06  1.165  1.413  1.831 6
0096 pf 07  1.251  1.426  1.897 6
0096 pf 08  0.695  1.449  1.607 6
0096 pf 09  0.490  1.137  1.238 6
0096 pf 10  0.798  0.995  1.276 6
0120 em 00  1.056  1.436  1.782 6
0120 cf 00  0.962  1.331  1.643 6
0120 pf 01  1.190  1.765  2.129 6
0120 pf 02  0.485  1.262  1.352 6
0120 pf 03  1.250  1.952  2.318 6
0120 pf 04  1.435  0.961  1.727 5
0120 pf 05  0.639  1.210  1.369 6
0120 pf 06  1.399  1.681  2.187 6
0120 pf 07  1.277  1.775  2.187 6
0120 pf 08  0.908  1.559  1.804 6
0120 pf 09  0.792  1.184  1.425 6
0120 pf 10  1.150  1.061  1.564 5
0144 em 00  1.310  1.554  2.033 6
0144 cf 00  1.174  1.393  1.822 6
0144 pf 01  1.446  1.949  2.427 6
0144 pf 02  0.541  1.237  1.350 6
0144 pf 03  1.697  2.109  2.707 6
0144 pf 04  1.910  1.182  2.247 5
0144 pf 05  0.710  1.465  1.628 6
0144 pf 06  1.883  1.805  2.609 5
0144 pf 07  1.514  1.881  2.415 6
0144 pf 08  1.139  1.592  1.957 6
0144 pf 09  1.085  1.408  1.778 6
0144 pf 10  1.140  1.000  1.516 5
0168 em 00  1.477  1.611  2.186 6
0168 cf 00  1.393  1.492  2.042 6
0168 pf 01  1.733  2.180  2.785 6
0168 pf 02  0.481  0.943  1.059 6
0168 pf 03  2.133  2.256  3.105 6
0168 pf 04  2.186  1.370  2.580 5
0168 pf 05  1.018  1.630  1.922 6
0168 pf 06  2.041  1.890  2.782 5
0168 pf 07  1.376  1.907  2.352 6
0168 pf 08  1.280  1.634  2.076 6
0168 pf 09  1.058  1.416  1.768 6
0168 pf 10  1.366  0.926  1.651 5
0192 em 00  1.424  1.669  2.194 6
0192 cf 00  1.349  1.511  2.026 6
0192 pf 01  1.829  2.496  3.094 6
0192 pf 02  0.251  0.799  0.838 6
0192 pf 03  2.106  2.323  3.135 6
0192 pf 04  1.997  1.448  2.467 5
0192 pf 05  0.975  1.491  1.781 6
0192 pf 06  2.254  2.183  3.138 5
0192 pf 07  1.003  2.030  2.264 6
0192 pf 08  1.622  1.566  2.255 5
0192 pf 09  0.830  1.430  1.653 6
0192 pf 10  1.248  0.963  1.576 5
0216 em 00  1.242  1.575  2.006 6
0216 cf 00  1.230  1.423  1.881 6
0216 pf 01  1.686  2.325  2.872 6
0216 pf 02  0.090  0.750  0.756 6
0216 pf 03  1.838  2.425  3.043 6
0216 pf 04  1.870  1.313  2.285 5
0216 pf 05  0.793  1.325  1.544 6
0216 pf 06  2.112  2.434  3.223 6
0216 pf 07  0.666  1.720  1.845 6
0216 pf 08  1.728  1.267  2.142 5
0216 pf 09  0.526  1.310  1.411 6
0216 pf 10  0.941  0.926  1.320 5
0240 em 00  1.246  1.564  2.000 6
0240 cf 00  1.318  1.325  1.868 6
0240 pf 01  1.382  2.561  2.910 6
0240 pf 02  0.451  0.561  0.720 6
0240 pf 03  1.888  2.579  3.196 6
0240 pf 04  1.801  1.114  2.118 5
0240 pf 05  0.851  1.221  1.488 6
0240 pf 06  1.845  2.472  3.084 6
0240 pf 07  0.916  1.665  1.901 6
0240 pf 08  1.501  1.201  1.922 5
0240 pf 09  0.480  1.253  1.342 6
0240 pf 10  1.076  1.158  1.581 6
0264 em 00  1.298  1.684  2.127 6
0264 cf 00  1.376  1.417  1.975 6
0264 pf 01  1.285  2.689  2.980 6
0264 pf 02  1.139  0.773  1.376 5
0264 pf 03  1.875  2.704  3.290 6
0264 pf 04  1.782  1.402  2.267 5
0264 pf 05  0.970  1.339  1.653 6
0264 pf 06  1.814  2.665  3.224 6
0264 pf 07  1.095  1.617  1.953 6
0264 pf 08  1.338  1.430  1.959 6
0264 pf 09  0.431  1.148  1.226 6
0264 pf 10  0.957  1.238  1.565 6
0288 em 00  1.272  1.750  2.164 6
0288 cf 00  1.282  1.425  1.917 6
0288 pf 01  1.248  2.569  2.857 6
0288 pf 02  1.221  0.905  1.520 5
0288 pf 03  1.377  2.813  3.132 6
0288 pf 04  2.056  2.008  2.873 5
0288 pf 05  1.400  1.428  2.000 6
0288 pf 06  1.629  2.416  2.914 6
0288 pf 07  1.183  1.718  2.086 6
0288 pf 08  1.174  1.663  2.036 6
0288 pf 09  0.333  0.998  1.052 6
0288 pf 10  0.871  1.199  1.482 6
0312 em 00  1.183  1.876  2.218 6
0312 cf 00  1.087  1.347  1.731 6
0312 pf 01  1.121  2.658  2.885 6
0312 pf 02  1.393  1.327  1.924 5
0312 pf 03  0.750  3.031  3.122 6
0312 pf 04  2.196  2.035  2.994 5
0312 pf 05  1.399  1.508  2.057 6
0312 pf 06  1.475  2.524  2.923 6
0312 pf 07  1.409  1.873  2.344 6
0312 pf 08  0.907  1.576  1.818 6
0312 pf 09  0.020  1.072  1.073 6
0312 pf 10  1.052  1.552  1.875 6
0336 em 00  1.084  1.943  2.225 6
0336 cf 00  0.969  1.399  1.702 6
0336 pf 01  0.697  2.676  2.765 6
0336 pf 02  1.655  1.594  2.298 5
0336 pf 03  0.267  3.300  3.311 6
0336 pf 04  2.148  1.849  2.834 5
0336 pf 05  1.238  1.401  1.870 6
0336 pf 06  1.445  2.608  2.982 6
0336 pf 07  1.358  2.080  2.484 6
0336 pf 08  0.672  1.460  1.607 6
0336 pf 09  0.022  1.087  1.088 6
0336 pf 10  1.237  1.796  2.181 6
0360 em 00  0.870  1.918  2.106 6
0360 cf 00  0.859  1.520  1.746 6
0360 pf 01  0.071  2.288  2.290 6
0360 pf 02  1.422  1.717  2.229 6
0360 pf 03 -0.184  3.042  3.048 7
0360 pf 04  2.186  2.083  3.020 5
0360 pf 05  0.985  1.434  1.740 6
0360 pf 06  0.764  2.568  2.679 6
0360 pf 07  1.550  1.974  2.510 6
0360 pf 08  0.156  1.346  1.355 6
0360 pf 09  0.205  0.964  0.985 6
0360 pf 10  1.362  2.047  2.459 6
0384 em 00  0.591  1.905  1.995 6
0384 cf 00  0.825  1.514  1.724 6
0384 pf 01 -0.689  1.962  2.080 7
0384 pf 02  1.258  1.899  2.278 6
0384 pf 03 -0.763  2.680  2.787 7
0384 pf 04  1.710  2.112  2.717 6
0384 pf 05  1.156  1.701  2.056 6
0384 pf 06  0.477  2.910  2.949 6
0384 pf 07  1.356  1.868  2.308 6
0384 pf 08 -0.417  0.803  0.905 7
0384 pf 09  0.446  1.061  1.151 6
0384 pf 10  0.978  2.357  2.552 6
0408 em 00  0.309  1.922  1.947 6
0408 cf 00  0.708  1.424  1.590 6
0408 pf 01 -1.604  1.974  2.543 7
0408 pf 02  0.990  2.049  2.276 6
0408 pf 03 -1.277  2.338  2.665 7
0408 pf 04  1.257  2.449  2.753 6
0408 pf 05  1.197  1.809  2.169 6
0408 pf 06  0.074  2.743  2.744 6
0408 pf 07  1.111  1.886  2.188 6
0408 pf 08 -0.238  0.663  0.704 7
0408 pf 09  0.554  1.137  1.265 6
0408 pf 10  0.495  2.580  2.627 6
0432 em 00  0.122  1.781  1.785 6
0432 cf 00  0.431  1.245  1.317 6
0432 pf 01 -2.041  1.820  2.734 8
0432 pf 02  0.793  2.051  2.199 6
0432 pf 03 -1.595  1.901  2.482 7
0432 pf 04  0.951  2.550  2.721 6
0432 pf 05  1.193  1.734  2.105 6
0432 pf 06 -0.257  2.111  2.126 7
0432 pf 07  1.099  1.846  2.149 6
0432 pf 08 -0.064  0.664  0.667 7
0432 pf 09  0.543  0.941  1.086 6
0432 pf 10  0.154  2.656  2.660 6
0456 em 00 -0.139  1.501  1.508 7
0456 cf 00  0.050  1.001  1.002 6
0456 pf 01 -2.255  1.536  2.729 8
0456 pf 02  0.265  1.920  1.938 6
0456 pf 03 -1.637  1.374  2.137 8
0456 pf 04  0.594  2.413  2.485 6
0456 pf 05  1.114  1.657  1.997 6
0456 pf 06 -0.438  1.640  1.697 7
0456 pf 07  0.966  1.625  1.891 6
0456 pf 08 -0.429  0.283  0.514 8
0456 pf 09  0.145  0.515  0.535 6
0456 pf 10 -0.028  2.489  2.489 7
0480 em 00 -0.357  1.210  1.261 7
0480 cf 00 -0.232  0.706  0.743 7
0480 pf 01 -2.123  1.456  2.574 8
0480 pf 02 -0.284  1.341  1.371 7
0480 pf 03 -1.850  1.300  2.261 8
0480 pf 04  0.461  1.950  2.004 6
0480 pf 05  0.957  1.801  2.039 6
0480 pf 06 -0.278  1.274  1.304 7
0480 pf 07  0.596  1.098  1.249 6
0480 pf 08 -0.798  0.006  0.798 8
0480 pf 09 -0.337  0.316  0.462 8
