ecmf prod rf 2012032800 20190328 11 046
0024 em 00 -0.464  1.691  1.753 7
0024 cf 00 -0.477  1.624  1.693 7
0024 pf 01 -0.404  1.681  1.729 7
0024 pf 02 -0.469  1.580  1.648 7
0024 pf 03 -0.511  1.547  1.629 7
0024 pf 04 -0.397  1.825  1.867 7
0024 pf 05 -0.546  1.703  1.788 7
0024 pf 06 -0.450  1.541  1.606 7
0024 pf 07 -0.411  1.790  1.836 7
0024 pf 08 -0.521  1.598  1.680 7
0024 pf 09 -0.425  1.680  1.733 7
0024 pf 10 -0.478  1.615  1.684 7
0048 em 00 -0.482  1.445  1.523 7
0048 cf 00 -0.484  1.316  1.402 7
0048 pf 01 -0.458  1.437  1.508 7
0048 pf 02 -0.480  1.359  1.441 7
0048 pf 03 -0.485  1.426  1.506 7
0048 pf 04 -0.518  1.600  1.682 7
0048 pf 05 -0.600  1.395  1.518 7
0048 pf 06 -0.291  1.337  1.369 7
0048 pf 07 -0.637  1.536  1.663 7
0048 pf 08 -0.464  1.300  1.380 7
0048 pf 09 -0.276  1.326  1.354 7
0048 pf 10 -0.556  1.481  1.582 7
0072 em 00 -0.388  1.506  1.555 7
0072 cf 00 -0.384  1.386  1.439 7
0072 pf 01 -0.304  1.481  1.512 7
0072 pf 02 -0.372  1.449  1.496 7
0072 pf 03 -0.392  1.516  1.566 7
0072 pf 04 -0.419  1.724  1.775 7
0072 pf 05 -0.583  1.394  1.511 7
0072 pf 06 -0.268  1.502  1.526 7
0072 pf 07 -0.608  1.564  1.678 7
0072 pf 08 -0.339  1.373  1.415 7
0072 pf 09  0.006  1.454  1.454 6
0072 pf 10 -0.541  1.354  1.458 7
0096 em 00 -0.701  1.483  1.640 7
0096 cf 00 -0.660  1.380  1.529 7
0096 pf 01 -0.580  1.563  1.667 7
0096 pf 02 -0.617  1.448  1.574 7
0096 pf 03 -0.609  1.219  1.363 7
0096 pf 04 -0.941  1.739  1.977 7
0096 pf 05 -0.896  1.203  1.500 7
0096 pf 06 -0.439  1.614  1.673 7
0096 pf 07 -0.989  1.595  1.877 7
0096 pf 08 -0.499  1.511  1.591 7
0096 pf 09 -0.345  1.413  1.454 7
0096 pf 10 -1.033  1.283  1.647 7
0120 em 00 -1.023  1.728  2.008 7
0120 cf 00 -1.096  1.720  2.040 7
0120 pf 01 -0.770  1.905  2.055 7
0120 pf 02 -0.812  1.777  1.954 7
0120 pf 03 -0.799  1.394  1.607 7
0120 pf 04 -1.303  1.946  2.341 7
0120 pf 05 -1.257  1.331  1.831 7
0120 pf 06 -0.641  1.961  2.063 7
0120 pf 07 -1.406  1.851  2.325 7
0120 pf 08 -0.871  1.821  2.019 7
