ecmf prod rf 2014022400 20220224 11 046
0024 em 00 -1.027  1.504  1.821 7
0024 cf 00 -1.044  1.494  1.822 7
0024 pf 01 -0.966  1.532  1.811 7
0024 pf 02 -1.102  1.560  1.910 7
0024 pf 03 -0.956  1.519  1.795 7
0024 pf 04 -1.017  1.559  1.862 7
0024 pf 05 -1.152  1.502  1.893 7
0024 pf 06 -0.912  1.404  1.674 7
0024 pf 07 -0.958  1.425  1.717 7
0024 pf 08 -1.040  1.476  1.805 7
0024 pf 09 -0.960  1.418  1.712 7
0024 pf 10 -1.082  1.529  1.873 7
0048 em 00 -1.347  1.716  2.181 7
0048 cf 00 -1.313  1.678  2.131 7
0048 pf 01 -1.289  1.689  2.125 7
0048 pf 02 -1.478  1.865  2.379 7
0048 pf 03 -1.066  1.741  2.042 7
0048 pf 04 -1.473  1.758  2.293 7
0048 pf 05 -1.494  1.684  2.251 7
0048 pf 06 -1.303  1.652  2.104 7
0048 pf 07 -1.120  1.667  2.008 7
0048 pf 08 -1.474  1.757  2.293 7
0048 pf 09 -1.314  1.332  1.871 7
0048 pf 10 -1.367  1.877  2.322 7
0072 em 00 -1.648  1.728  2.388 7
0072 cf 00 -1.670  1.735  2.408 7
0072 pf 01 -1.599  1.552  2.228 8
0072 pf 02 -1.699  2.005  2.628 7
0072 pf 03 -1.321  1.971  2.373 7
0072 pf 04 -1.836  1.341  2.273 8
0072 pf 05 -1.998  1.755  2.659 8
0072 pf 06 -1.637  1.584  2.278 8
0072 pf 07 -1.326  1.770  2.211 7
0072 pf 08 -1.652  1.668  2.348 7
0072 pf 09 -1.463  1.502  2.097 7
0072 pf 10 -1.804  1.972  2.673 7
0096 em 00 -1.598  1.723  2.350 7
0096 cf 00 -1.611  1.729  2.363 7
0096 pf 01 -1.489  1.380  2.030 8
0096 pf 02 -1.485  2.011  2.500 7
0096 pf 03 -1.267  2.282  2.610 7
0096 pf 04 -1.724  1.213  2.108 8
