ecmf prod rf 2014022300 20170223 11 046
0024 em 00 -1.021  1.151  1.539 7
0024 cf 00 -1.054  1.209  1.604 7
0024 pf 01 -1.143  1.303  1.733 7
0024 pf 02 -1.024  1.097  1.500 7
0024 pf 03 -0.989  1.050  1.443 7
0024 pf 04 -0.985  1.013  1.413 7
0024 pf 05 -0.831  1.131  1.403 7
0024 pf 06 -0.979  1.071  1.452 7
0024 pf 07 -0.916  1.226  1.530 7
0024 pf 08 -1.296  1.163  1.741 8
0024 pf 09 -0.971  1.147  1.503 7
0024 pf 10 -0.932  1.163  1.490 7
0048 em 00 -1.443  1.418  2.023 8
0048 cf 00 -1.419  1.393  1.989 8
0048 pf 01 -1.432  1.529  2.095 7
0048 pf 02 -1.486  1.187  1.902 8
0048 pf 03 -1.303  1.363  1.885 7
0048 pf 04 -1.399  1.421  1.994 7
0048 pf 05 -1.260  1.542  1.991 7
0048 pf 06 -1.392  1.345  1.936 8
0048 pf 07 -1.506  1.497  2.123 8
0048 pf 08 -1.780  1.400  2.265 8
0048 pf 09 -1.258  1.416  1.894 7
0048 pf 10 -1.516  1.366  2.041 8
0072 em 00 -1.611  1.849  2.452 7
0072 cf 00 -1.578  1.884  2.458 7
0072 pf 01 -1.464  1.966  2.451 7
0072 pf 02 -1.608  1.675  2.322 7
0072 pf 03 -1.531  1.903  2.443 7
0072 pf 04 -1.586  1.721  2.341 7
0072 pf 05 -1.672  2.102  2.686 7
0072 pf 06 -1.419  1.700  2.215 7
0072 pf 07 -1.774  1.871  2.578 7
0072 pf 08 -1.950  1.763  2.629 8
0072 pf 09 -1.477  1.889  2.398 7
0072 pf 10 -1.548  1.663  2.272 7
0096 em 00 -1.816  1.935  2.654 7
0096 cf 00 -1.786  1.968  2.658 7
0096 pf 01 -1.794  1.940  2.642 7
0096 pf 02 -1.849  1.786  2.570 8
0096 pf 03 -1.658  1.881  2.508 7
0096 pf 04 -1.724  1.867  2.542 7
0096 pf 05 -2.035  2.126  2.943 7
0096 pf 06 -1.641  1.849  2.472 7
0096 pf 07 -1.873  1.885  2.657 7
0096 pf 08 -2.192  1.895  2.898 8
0096 pf 09 -1.760  1.995  2.660 7
0096 pf 10 -1.555  1.898  2.454 7
0120 em 00 -1.535  2.047  2.559 7
0120 cf 00 -1.504  2.013  2.513 7
0120 pf 01 -1.549  2.148  2.648 7
0120 pf 02 -1.721  1.755  2.458 7
0120 pf 03 -1.495  1.945  2.453 7
0120 pf 04 -1.398  2.079  2.506 7
0120 pf 05 -1.850  2.231  2.898 7
0120 pf 06 -1.165  1.950  2.272 7
0120 pf 07 -1.457  2.000  2.475 7
0120 pf 08 -2.026  1.957  2.817 8
0120 pf 09 -1.447  2.338  2.750 7
0120 pf 10 -1.212  1.916  2.267 7
0144 em 00 -1.466  2.074  2.539 7
0144 cf 00 -1.425  1.981  2.440 7
0144 pf 01 -1.520  2.042  2.546 7
0144 pf 02 -1.725  1.802  2.495 7
0144 pf 03 -1.459  2.188  2.630 7
0144 pf 04 -1.089  2.002  2.279 7
0144 pf 05 -1.692  2.257  2.821 7
0144 pf 06 -1.170  2.059  2.368 7
0144 pf 07 -1.236  2.124  2.458 7
0144 pf 08 -1.940  1.737  2.604 8
0144 pf 09 -1.638  2.486  2.977 7
0144 pf 10 -1.201  1.960  2.299 7
0168 em 00 -1.560  1.825  2.400 7
0168 cf 00 -1.590  1.750  2.365 7
0168 pf 01 -1.668  1.872  2.507 7
0168 pf 02 -1.684  1.404  2.193 8
0168 pf 03 -1.556  1.762  2.351 7
0168 pf 04 -1.046  1.731  2.023 7
0168 pf 05 -1.720  1.964  2.611 7
0168 pf 06 -1.268  2.022  2.387 7
0168 pf 07 -1.552  1.755  2.343 7
0168 pf 08 -1.900  1.533  2.441 8
0168 pf 09 -1.657  2.308  2.841 7
0168 pf 10 -1.479  1.827  2.350 7
0192 em 00 -1.677  1.825  2.478 7
0192 cf 00 -1.849  1.812  2.588 8
0192 pf 01 -2.088  1.927  2.841 8
0192 pf 02 -1.689  1.495  2.255 8
0192 pf 03 -1.760  1.643  2.408 8
0192 pf 04 -1.245  1.880  2.255 7
0192 pf 05 -1.699  1.868  2.525 7
0192 pf 06 -1.324  2.146  2.522 7
0192 pf 07 -1.733  1.431  2.247 8
0192 pf 08 -1.779  1.667  2.438 8
0192 pf 09 -1.730  2.204  2.802 7
0192 pf 10 -1.517  1.832  2.379 7
0216 em 00 -1.956  1.888  2.719 8
0216 cf 00 -2.151  1.890  2.864 8
0216 pf 01 -2.577  2.053  3.295 8
0216 pf 02 -1.812  1.327  2.246 8
0216 pf 03 -1.830  1.900  2.638 7
0216 pf 04 -1.741  2.107  2.733 7
0216 pf 05 -2.121  1.864  2.823 8
0216 pf 06 -1.513  2.139  2.620 7
0216 pf 07 -2.019  1.456  2.489 8
0216 pf 08 -2.003  1.507  2.506 8
0216 pf 09 -2.036  2.513  3.234 7
0216 pf 10 -1.671  1.808  2.462 7
