ecmf prod rf 2006092400 20150924 11 046
0024 em 00  1.265  0.154  1.275 5
0024 cf 00  1.225  0.118  1.231 5
0024 pf 01  1.407  0.245  1.428 5
0024 pf 02  1.198  0.176  1.211 5
0024 pf 03  1.246  0.222  1.265 5
0024 pf 04  1.293  0.048  1.294 5
0024 pf 05  1.334  0.366  1.383 5
0024 pf 06  1.275  0.133  1.282 5
0024 pf 07  1.171  0.023  1.171 5
0024 pf 08  1.368  0.152  1.376 5
0024 pf 09  1.139  0.039  1.140 5
0024 pf 10  1.212  0.093  1.216 5
0048 em 00  1.444  0.432  1.507 5
0048 cf 00  1.493  0.334  1.530 5
0048 pf 01  1.462  0.548  1.561 5
0048 pf 02  1.385  0.417  1.446 5
0048 pf 03  1.510  0.477  1.584 5
0048 pf 04  1.425  0.212  1.441 5
0048 pf 05  1.444  0.666  1.590 5
0048 pf 06  1.536  0.500  1.616 5
0048 pf 07  1.375  0.450  1.447 5
0048 pf 08  1.439  0.456  1.510 5
0048 pf 09  1.414  0.375  1.462 5
0048 pf 10  1.332  0.237  1.353 5
0072 em 00  1.315  0.426  1.382 5
0072 cf 00  1.274  0.293  1.307 5
0072 pf 01  1.303  0.563  1.420 5
0072 pf 02  1.049  0.683  1.252 5
0072 pf 03  1.371  0.465  1.448 5
0072 pf 04  1.399  0.181  1.410 5
0072 pf 05  1.334  0.612  1.468 5
0072 pf 06  1.591  0.386  1.637 5
0072 pf 07  1.321  0.403  1.381 5
0072 pf 08  1.127  0.440  1.210 5
0072 pf 09  1.329  0.258  1.354 5
0072 pf 10  1.313  0.354  1.360 5
0096 em 00  1.144  0.556  1.272 5
0096 cf 00  1.227  0.488  1.320 5
0096 pf 01  1.059  0.663  1.249 5
0096 pf 02  0.799  0.722  1.077 5
0096 pf 03  1.271  0.576  1.395 5
0096 pf 04  1.316  0.370  1.367 5
0096 pf 05  1.112  0.681  1.304 5
0096 pf 06  1.498  0.517  1.585 5
0096 pf 07  1.274  0.763  1.485 5
0096 pf 08  0.745  0.390  0.841 5
0096 pf 09  1.286  0.515  1.385 5
0096 pf 10  0.954  0.378  1.026 5
0120 em 00  0.976  0.711  1.208 5
0120 cf 00  1.089  0.786  1.343 5
0120 pf 01  1.041  0.821  1.326 5
0120 pf 02  0.780  0.706  1.052 5
0120 pf 03  1.114  0.792  1.367 5
0120 pf 04  0.974  0.645  1.168 5
0120 pf 05  0.945  0.799  1.238 5
0120 pf 06  1.306  0.545  1.415 5
0120 pf 07  1.320  0.892  1.593 5
0120 pf 08  0.330  0.521  0.617 6
0120 pf 09  1.083  0.659  1.268 5
0120 pf 10  0.710  0.594  0.926 5
0144 em 00  0.990  0.831  1.292 5
0144 cf 00  1.179  0.832  1.443 5
0144 pf 01  1.030  0.862  1.343 5
0144 pf 02  0.784  0.806  1.125 6
0144 pf 03  0.894  0.845  1.230 5
0144 pf 04  1.207  0.809  1.453 5
0144 pf 05  0.983  1.168  1.526 6
0144 pf 06  1.129  0.668  1.312 5
0144 pf 07  1.273  1.044  1.646 5
