ecmf prod rf 2012033000 20170330 11 046
0024 em 00 -0.710  1.338  1.515 7
0024 cf 00 -0.778  1.325  1.537 7
0024 pf 01 -0.505  1.189  1.292 7
0024 pf 02 -0.723  1.352  1.533 7
0024 pf 03 -0.722  1.305  1.491 7
0024 pf 04 -0.687  1.311  1.480 7
0024 pf 05 -0.663  1.386  1.536 7
0024 pf 06 -0.733  1.280  1.475 7
0024 pf 07 -0.782  1.130  1.374 7
0024 pf 08 -0.835  1.424  1.651 7
0024 pf 09 -0.720  1.424  1.595 7
0024 pf 10 -0.570  1.243  1.367 7
0048 em 00 -0.893  1.324  1.597 7
0048 cf 00 -0.899  1.226  1.520 7
0048 pf 01 -0.732  1.236  1.436 7
0048 pf 02 -0.823  1.438  1.657 7
0048 pf 03 -0.837  1.298  1.545 7
0048 pf 04 -1.013  1.245  1.605 7
0048 pf 05 -0.929  1.506  1.770 7
0048 pf 06 -0.825  1.292  1.533 7
0048 pf 07 -0.919  1.065  1.407 7
0048 pf 08 -0.953  1.351  1.653 7
0048 pf 09 -1.160  1.435  1.845 7
0048 pf 10 -0.613  1.144  1.298 7
0072 em 00 -1.169  1.603  1.984 7
0072 cf 00 -1.185  1.551  1.951 7
0072 pf 01 -0.932  1.701  1.940 7
0072 pf 02 -1.207  1.620  2.020 7
0072 pf 03 -1.071  1.682  1.994 7
0072 pf 04 -1.361  1.666  2.151 7
0072 pf 05 -1.335  1.688  2.152 7
0072 pf 06 -0.964  1.577  1.848 7
0072 pf 07 -1.226  1.366  1.835 7
0072 pf 08 -1.105  1.488  1.853 7
0072 pf 09 -1.483  1.372  2.020 8
0072 pf 10 -0.815  1.600  1.795 7
0096 em 00 -1.585  1.849  2.435 7
0096 cf 00 -1.566  1.817  2.399 7
0096 pf 01 -1.463  1.860  2.366 7
0096 pf 02 -1.652  1.848  2.479 7
0096 pf 03 -1.631  1.972  2.559 7
0096 pf 04 -1.799  1.679  2.460 8
0096 pf 05 -1.746  1.804  2.510 7
0096 pf 06 -1.401  2.008  2.449 7
0096 pf 07 -1.382  1.725  2.210 7
0096 pf 08 -1.618  1.788  2.412 7
0096 pf 09 -1.929  1.501  2.444 8
0096 pf 10 -1.008  2.015  2.253 7
0120 em 00 -1.993  1.942  2.783 8
0120 cf 00 -2.063  1.930  2.825 8
0120 pf 01 -1.957  1.965  2.773 7
0120 pf 02 -1.998  2.039  2.855 7
0120 pf 03 -2.210  1.960  2.954 8
0120 pf 04 -2.073  1.780  2.732 8
0120 pf 05 -2.053  1.900  2.797 8
0120 pf 06 -2.051  2.086  2.926 7
0120 pf 07 -1.715  1.857  2.528 7
0120 pf 08 -1.860  2.020  2.746 7
0120 pf 09 -2.080  1.428  2.523 8
0120 pf 10 -1.560  2.130  2.640 7
